id,publisher_id,title,data,format,last_modified,period_id,schema
6b80f0a8-0ed2-4833-9e4d-deea6d7b892e,wales-office,Spend over £500 in the Wales Office / October 2010 return with descriptions ,http://localhost:8000/archive/2015-09-21/6b80f0a8-0ed2-4833-9e4d-deea6d7b892e.csv,CSV,2013-06-19T03:08:23.544180,2010-10-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
c9e6bdab-e852-456d-b11b-e19a21b5b7d2,wales-office,Spend over £500 in the Wales Office / November 2010 return with descriptions ,http://localhost:8000/archive/2015-09-21/c9e6bdab-e852-456d-b11b-e19a21b5b7d2.csv,CSV,2013-06-19T03:08:28.921922,2010-11-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
5a56cb0c-06c8-443b-ad30-527b449774e1,wales-office,Spend over £500 in the Wales Office / February 2011 return with descriptions,http://localhost:8000/archive/2015-09-21/5a56cb0c-06c8-443b-ad30-527b449774e1.csv,CSV,2013-06-19T03:08:23.912244,2011-02-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
2d1b7118-1729-40ad-9c2d-454c31572c21,wales-office,Spend over £500 in the Wales Office / December 2010 return with descriptions,http://localhost:8000/archive/2015-09-21/2d1b7118-1729-40ad-9c2d-454c31572c21.csv,CSV,2013-06-19T03:08:24.236268,2010-12-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
ccefce8a-600a-4d88-b445-ed64c2c654df,wales-office,Spend over £500 in the Wales Office / January 2011 return with descriptions,http://localhost:8000/archive/2015-09-21/ccefce8a-600a-4d88-b445-ed64c2c654df.csv,CSV,2013-06-19T03:08:24.662611,2011-01-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
8ccef22e-f4b3-42a9-9757-194d5f24cee4,wales-office,Spend over £500 in the Wales Office / March 2011 return with description,http://localhost:8000/archive/2015-09-21/8ccef22e-f4b3-42a9-9757-194d5f24cee4.csv,CSV,2013-06-19T03:08:25.227222,2011-03-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
b89d05d2-22fa-440d-bddd-5bacbf4c62cd,wales-office,Spend over £500 in the Wales Office / April 2011 return with descriptions,http://localhost:8000/archive/2015-09-21/b89d05d2-22fa-440d-bddd-5bacbf4c62cd.csv,CSV,2013-06-19T03:08:25.397245,2011-04-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
55e64ac5-2c76-4c50-8905-b549fd61b796,wales-office,Spend over £500 in the Wales Office / May 2011 return with description,http://localhost:8000/archive/2015-09-21/55e64ac5-2c76-4c50-8905-b549fd61b796.csv,CSV,2013-06-19T03:08:25.794363,2011-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
0cc15c09-36b0-43a5-b199-894ae9e00466,wales-office,Spend over £500 in the Wales Office / June 2011 return with description,http://localhost:8000/archive/2015-09-21/0cc15c09-36b0-43a5-b199-894ae9e00466.csv,CSV,2014-04-05T01:25:24.780219,2011-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
0fde03d9-6a13-41e8-b6e2-1b968408271c,wales-office,Spend over £500 in the Wales Office / Quarter 1 Government Procurement Card spend over £500 2011-12,http://localhost:8000/archive/2015-09-21/0fde03d9-6a13-41e8-b6e2-1b968408271c.csv,CSV,2013-04-13T00:30:34.758008,2011-04-01/2011-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
2ec04837-e0df-48b2-83b6-8552bb2cd557,wales-office,Spend over £500 in the Wales Office / July 2011 return with description,http://localhost:8000/archive/2015-09-21/2ec04837-e0df-48b2-83b6-8552bb2cd557.csv,CSV,2013-06-19T03:08:26.822548,2011-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
82ca205b-10ad-4f74-b7f6-e65c666b93f7,wales-office,Spend over £500 in the Wales Office / August 2011 return with description,http://localhost:8000/archive/2015-09-21/82ca205b-10ad-4f74-b7f6-e65c666b93f7.csv,CSV,2013-06-19T03:08:27.044688,2011-08-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
09b75e04-7e3f-431a-adc9-85339637cece,wales-office,Spend over £500 in the Wales Office / September 2011 return with description,http://localhost:8000/archive/2015-09-21/09b75e04-7e3f-431a-adc9-85339637cece.csv,CSV,2013-06-19T03:08:27.894773,2011-09-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
3e5d09bf-f4bc-408e-b5b2-8292c0ef2e97,wales-office,Spend over £500 in the Wales Office / October 2011 return with description,http://localhost:8000/archive/2015-09-21/3e5d09bf-f4bc-408e-b5b2-8292c0ef2e97.csv,CSV,2013-06-19T03:08:27.965543,2011-10-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
7aae8a0f-17a8-4266-bb8b-60f35cf1bdd6,wales-office,Spend over £500 in the Wales Office / Quarter-2-Government-Procurement-Card-spend-over-£500-18-10-2011,http://localhost:8000/archive/2015-09-21/7aae8a0f-17a8-4266-bb8b-60f35cf1bdd6.csv,CSV,2013-04-13T00:30:36.116390,2011-07-01/2011-09-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
835e334d-b4cd-40d3-a604-880fae48fe70,wales-office,Spend over £500 in the Wales Office / November 2011 return with description,http://localhost:8000/archive/2015-09-21/835e334d-b4cd-40d3-a604-880fae48fe70.csv,CSV,2013-06-19T03:08:28.548293,2011-11-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
216d7c78-6944-4cd1-a3ba-efde34cc1c9d,wales-office,Spend over £500 in the Wales Office / December 2011 return with description,http://localhost:8000/archive/2015-09-21/216d7c78-6944-4cd1-a3ba-efde34cc1c9d.csv,CSV,2013-06-19T03:08:29.131321,2011-12-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
e30536d4-e0c9-46f0-9461-c053149a1ec8,wales-office,Spend over £500 in the Wales Office / January 2012 return with description,http://localhost:8000/archive/2015-09-21/e30536d4-e0c9-46f0-9461-c053149a1ec8.csv,CSV,2013-06-19T03:08:29.552581,2012-01-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
64f9db81-f2db-4f7c-933c-437e7d47ee9a,wales-office,Spend over £500 in the Wales Office / February 2012 return with description,http://localhost:8000/archive/2015-09-21/64f9db81-f2db-4f7c-933c-437e7d47ee9a.csv,CSV,2013-06-19T03:08:29.654006,2012-02-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
46256c95-8359-4cab-981c-77136160bb67,wales-office,Spend over £500 in the Wales Office / March 2012 return with description,http://localhost:8000/archive/2015-09-21/46256c95-8359-4cab-981c-77136160bb67.csv,CSV,2013-06-19T03:08:30.232337,2012-03-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
610ca0c4-f770-4164-92c2-48a5eabaa41f,wales-office,Spend over £500 in the Wales Office / April 2012 return with description,http://localhost:8000/archive/2015-09-21/610ca0c4-f770-4164-92c2-48a5eabaa41f.csv,CSV,2013-06-19T03:08:30.395694,2012-04-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
287c4a43-73a7-45a7-a969-5324492d50e7,wales-office,Spend over £500 in the Wales Office / May 2012 return with description,http://localhost:8000/archive/2015-09-21/287c4a43-73a7-45a7-a969-5324492d50e7.csv,CSV,2013-06-19T03:08:30.756561,2012-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
7f6a9f53-f2ea-4ee4-a9a9-90f0ea1ea705,wales-office,Spend over £500 in the Wales Office / June 2012 return with description,http://localhost:8000/archive/2015-09-21/7f6a9f53-f2ea-4ee4-a9a9-90f0ea1ea705.csv,CSV,2013-06-19T03:08:30.918247,2012-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
9aa15939-843c-41b8-ad61-aeee5d7c9078,wales-office,Spend over £500 in the Wales Office / July 2012 return with description,http://localhost:8000/archive/2015-09-21/9aa15939-843c-41b8-ad61-aeee5d7c9078.csv,CSV,2013-06-19T03:08:31.450240,2012-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
f2d5baeb-b5f8-460d-be14-27ef8af1e0f2,wales-office,Spend over £500 in the Wales Office / August 2012 return with description,http://localhost:8000/archive/2015-09-21/f2d5baeb-b5f8-460d-be14-27ef8af1e0f2.csv,CSV,2013-06-19T03:08:31.719092,2012-08-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
6a2c8b15-95d0-49d3-b720-aba8cebcae30,wales-office,Spend over £500 in the Wales Office / September 2012 return with description,http://localhost:8000/archive/2015-09-21/6a2c8b15-95d0-49d3-b720-aba8cebcae30.csv,CSV,2013-06-19T03:08:32.107160,2012-09-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
efc288bb-ac21-4e3b-9325-c44894f40d11,wales-office,Spend over £500 in the Wales Office / October 2012 return with description,http://localhost:8000/archive/2015-09-21/efc288bb-ac21-4e3b-9325-c44894f40d11.csv,CSV,2013-06-19T03:08:32.463810,2012-10-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
98c51d6e-341a-4ce2-b5b0-67bc6d4b336f,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 April to June 2011 - in CSV Format,http://localhost:8000/archive/2015-09-21/98c51d6e-341a-4ce2-b5b0-67bc6d4b336f.csv,CSV,2014-03-14T23:01:03.252872,2011-04-01/2011-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
12af7c8a-3f5b-4009-bf73-fa6a4d8b88e1,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500  November 2011,http://localhost:8000/archive/2015-09-21/12af7c8a-3f5b-4009-bf73-fa6a4d8b88e1.csv,CSV,2014-03-07T22:52:08.704058,2011-11-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
819e2d77-a47e-42c0-8641-c67488a2b210,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 December 2011,http://localhost:8000/archive/2015-09-21/819e2d77-a47e-42c0-8641-c67488a2b210.csv,CSV,2014-03-21T22:58:31.903072,2011-12-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
5b0d66a5-14b0-4437-9f58-9de4a7ebbe7d,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 January 2012,http://localhost:8000/archive/2015-09-21/5b0d66a5-14b0-4437-9f58-9de4a7ebbe7d.csv,CSV,2014-03-07T22:52:10.326471,2012-01-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
54d45537-b553-4ecf-b1b4-70f61d9a15eb,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 February 2012,http://localhost:8000/archive/2015-09-21/54d45537-b553-4ecf-b1b4-70f61d9a15eb.csv,CSV,2014-03-14T23:01:07.049216,2012-02-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
f4e816d2-612f-46f2-9992-c9eefbc33b70,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 March 2012,http://localhost:8000/archive/2015-09-21/f4e816d2-612f-46f2-9992-c9eefbc33b70.csv,CSV,2014-03-07T22:52:11.600033,2012-03-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
ef4fe3dd-f716-4a7e-bfac-72722d0d372d,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 April 2012,http://localhost:8000/archive/2015-09-21/ef4fe3dd-f716-4a7e-bfac-72722d0d372d.csv,CSV,2014-03-21T22:58:33.116304,2012-04-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
c69f9736-1485-4cfe-a3e0-9cfdfe870e46,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 May 2012,http://localhost:8000/archive/2015-09-21/c69f9736-1485-4cfe-a3e0-9cfdfe870e46.csv,CSV,2014-03-07T22:52:12.976757,2012-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
a0ac4379-0871-41bf-9b7d-b41234933f05,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 June 2012,http://localhost:8000/archive/2015-09-21/a0ac4379-0871-41bf-9b7d-b41234933f05.csv,CSV,2014-03-07T22:52:15.679101,2012-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
e5415640-5508-4432-99cf-c3313c6bb3df,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 July 2012,http://localhost:8000/archive/2015-09-21/e5415640-5508-4432-99cf-c3313c6bb3df.csv,CSV,2014-03-14T23:01:09.082373,2012-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
d968b68c-7178-428b-aaa8-4fdb1dcd8c5d,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 August 2012,http://localhost:8000/archive/2015-09-21/d968b68c-7178-428b-aaa8-4fdb1dcd8c5d.csv,CSV,2014-03-07T22:52:18.145482,2012-08-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
b9bdafcf-de13-46f6-9d04-3ef40b5d7d43,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 September 2012,http://localhost:8000/archive/2015-09-21/b9bdafcf-de13-46f6-9d04-3ef40b5d7d43.csv,CSV,2014-03-07T22:52:17.195034,2012-09-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
89909f0a-9a75-4e16-96cf-103138f2d885,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 October 2012,http://localhost:8000/archive/2015-09-21/89909f0a-9a75-4e16-96cf-103138f2d885.csv,CSV,2013-06-19T01:00:23.571443,2012-10-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
fae16d05-acc0-4de7-9398-219d523e60c5,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 November 2012,http://localhost:8000/archive/2015-09-21/fae16d05-acc0-4de7-9398-219d523e60c5.csv,CSV,2013-06-19T01:00:23.414977,2012-11-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
caaf6631-7ecf-464f-a1ce-5436f123caa3,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 December 2012,http://localhost:8000/archive/2015-09-21/caaf6631-7ecf-464f-a1ce-5436f123caa3.csv,CSV,2013-06-19T01:00:23.581699,2012-12-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
de023b34-b229-4392-9aec-93cbd424da31,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 January 2013,http://localhost:8000/archive/2015-09-21/de023b34-b229-4392-9aec-93cbd424da31.csv,CSV,2013-06-19T01:00:24.545591,2013-01-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
fc64ad0e-7bf5-4ba5-85a5-db10b4fa585a,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 February 2013,http://localhost:8000/archive/2015-09-21/fc64ad0e-7bf5-4ba5-85a5-db10b4fa585a.csv,CSV,2013-06-19T01:00:24.755205,2013-02-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
e8093372-57ef-4551-ad4a-888b0ae5252f,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 March 2013,http://localhost:8000/archive/2015-09-21/e8093372-57ef-4551-ad4a-888b0ae5252f.csv,CSV,2013-06-19T01:00:24.902847,2013-03-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
48087578-eb8d-49f5-a8c3-52a78a435904,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 April 2013,http://localhost:8000/archive/2015-09-21/48087578-eb8d-49f5-a8c3-52a78a435904.csv,CSV,2013-07-09T15:17:54.216118,2013-04-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
24590bce-f0b8-4899-8ff5-66f2c861cf7e,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 May 2013,http://localhost:8000/archive/2015-09-21/24590bce-f0b8-4899-8ff5-66f2c861cf7e.csv,CSV,2013-07-09T15:17:56.407982,2013-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
46b3b3a4-443b-4f05-aeff-425a647580ad,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 June 2013,http://localhost:8000/archive/2015-09-21/46b3b3a4-443b-4f05-aeff-425a647580ad.csv,CSV,2013-08-01T11:01:36.539598,2013-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
c81a8f5b-dfe0-461c-b6ad-b15ccb561f4d,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 July 2013,http://localhost:8000/archive/2015-09-21/c81a8f5b-dfe0-461c-b6ad-b15ccb561f4d.csv,CSV,2013-11-27T16:23:31.397701,2013-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
4bcc6248-7d9a-49d8-8eda-1d5eaf56ae3f,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 August 2013,http://localhost:8000/archive/2015-09-21/4bcc6248-7d9a-49d8-8eda-1d5eaf56ae3f.csv,CSV,2013-12-05T16:37:44.419608,2013-08-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
7b5eb9de-8781-4ca9-970d-e82b39e5e47c,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 September 2013,http://localhost:8000/archive/2015-09-21/7b5eb9de-8781-4ca9-970d-e82b39e5e47c.csv,CSV,2014-01-06T11:44:30.606554,2013-09-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
cfffd80d-747f-4850-bfd0-0780169eba56,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 December 2013,http://localhost:8000/archive/2015-09-21/cfffd80d-747f-4850-bfd0-0780169eba56.csv,CSV,2014-03-31T15:46:34.118943,2013-12-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
821f5006-e42a-480c-b011-acf0293fabea,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 January 2014,http://localhost:8000/archive/2015-09-21/821f5006-e42a-480c-b011-acf0293fabea.csv,CSV,2014-05-01T10:25:06.345856,2014-01-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
a1c3fb72-7fad-4287-8350-3c026f3deb56,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 February 2014,http://localhost:8000/archive/2015-09-21/a1c3fb72-7fad-4287-8350-3c026f3deb56.csv,CSV,2014-05-01T10:25:08.436617,2014-02-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
2e1164e5-3c9f-42fa-aed9-001c9e5f21e2,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 March 2014,http://localhost:8000/archive/2015-09-21/2e1164e5-3c9f-42fa-aed9-001c9e5f21e2.csv,CSV,,2014-03-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
6bdab660-37da-4921-897d-7c9f44d38fce,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 April 2014,http://localhost:8000/archive/2015-09-21/6bdab660-37da-4921-897d-7c9f44d38fce.csv,CSV,,2014-04-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
a926fc43-6c9f-4176-8d8b-5b1ddc526101,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 May 2014,http://localhost:8000/archive/2015-09-21/a926fc43-6c9f-4176-8d8b-5b1ddc526101.csv,CSV,,2014-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
0755f67e-9adf-4cf9-9c30-34bcfdfa1ee8,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 June 2014,http://localhost:8000/archive/2015-09-21/0755f67e-9adf-4cf9-9c30-34bcfdfa1ee8.csv,CSV,,2014-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
b787d89c-a57b-41e6-97ce-bda4e2105130,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 July 2014,http://localhost:8000/archive/2015-09-21/b787d89c-a57b-41e6-97ce-bda4e2105130.csv,CSV,,2014-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
cf4bcd23-959d-4856-938d-fd3bbd37932a,cabinet-office,Cabinet Office GPC Expenditure / GPC expenditure over £500 August 2014,http://localhost:8000/archive/2015-09-21/cf4bcd23-959d-4856-938d-fd3bbd37932a.csv,CSV,,2014-08-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
32cf7b22-c6b3-4e25-8f58-b6c1130863fe,department-for-communities-and-local-government,DCLG Spending Data 2010/2011 / DCLG expenditure over £500 - 1 April to 11 May 2010,http://localhost:8000/archive/2015-09-21/32cf7b22-c6b3-4e25-8f58-b6c1130863fe.csv,CSV,2013-06-19T01:41:47.392599,2010-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
a8c90874-c309-4130-9acd-47a0a87ad9e8,department-for-communities-and-local-government,DCLG Spending Data 2010/2011 / DCLG expenditure over £500 May 2010,http://localhost:8000/archive/2015-09-21/a8c90874-c309-4130-9acd-47a0a87ad9e8.csv,CSV,2013-06-19T01:41:47.980925,2010-05-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
100ce8c0-2945-4ef9-af1c-13c7056fdf61,department-for-communities-and-local-government,DCLG Spending Data 2010/2011 / DCLG expenditure over £500 June 2010,http://localhost:8000/archive/2015-09-21/100ce8c0-2945-4ef9-af1c-13c7056fdf61.csv,CSV,2013-06-19T01:41:48.543292,2010-06-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
e6c6e81d-794b-4245-b1de-12aeb3a5a771,department-for-communities-and-local-government,DCLG Spending Data 2010/2011 / DCLG expenditure over £500 July 2010,http://localhost:8000/archive/2015-09-21/e6c6e81d-794b-4245-b1de-12aeb3a5a771.csv,CSV,2013-06-19T01:41:49.795676,2010-07-01,https://raw.githubusercontent.com/okfn/tabular-validator/master/examples/hmt/spend-publishing-schema.json
