Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,Cabinet Office,28/03/12,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITOR TSOL,3000024417,"61,660.29",TSOL - 2011/12 Fees and Disbursements,WC2B 4TS,Government Department,Administration
Cabinet Office,Cabinet Office,28/03/12,Hire of Plant and Machines Memorandum Accounts,IT AND TELECOMS BRANCH,FUJITSU SERVICES,3000024404,"1,578,233.38",Fujitsu service charge,SW1A 2WH,Large,Administration
Cabinet Office,Cabinet Office,28/03/12,Resource Grants to Private Sector,ERG CENTRAL TEAMS,MEDIA TRUST,3000024409,"59,000.00",Grant to the Media Trust for feasibility work on a UK Media Council,SW1P 4RR,Non-SME,Grants
Cabinet Office,Cabinet Office,28/03/12,Agency and Temporary Staff,GOVERNMENT CIO SUMMARY,CAPITA RESOURCING LTD,3000024397,"68,596.71","Support for Public Service Network including development of technical standards, project management for the delivery of key services, stakeholder engagement and commercial advice",SL6 1DP,Large,Programme
Cabinet Office,Cabinet Office,28/03/12,Resource Grants to NDPB's,OFFICE FOR CIVIL SOCIETY,NESTA,3000024410,"1,240,000.00",Innovation in Giving Fund project Grant 2011/12,EC4A 1DE,SME,Grants
Cabinet Office,Cabinet Office,28/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,SPORTTRAIN WALES LTD,3000024415,"45,085.00",National Citizen Service project grant,SA1 6DY,Large,Grants
Cabinet Office,Government Procurement Service,28/03/12,GSI Charges,IT,Cable and Wireless,PINDOH 33999,"38,221.47",Gsi rental and installation charges,SE1 9DY,Large,Administration
Cabinet Office,Government Procurement Service,28/03/12,WDHS Cost of Heat Supplied,WDHS,Cofely,PINDOH 34082,"177,366.67",Whitehall heating systems management,HP12 3TA,Large,Programme
Cabinet Office,Government Procurement Service,28/03/12,WDHS Cost of Electricity Generated,WDHS,Cofely,PINDOH 34082,"63,102.66",Whitehall heating systems management,HP12 3TA,Large,Programme
Cabinet Office,Cabinet Office,29/03/12,Accommodation and Utilities,PRIME MINISTERS OFFICE,BT,3000024431,"48,208.46",Telecoms line rentals,DH98 1BT,Government Department,Administration
Cabinet Office,Cabinet Office,29/03/12,"Travel, Subsistence and Hospitality",PMO COMMUNICATIONS,RTS COMMUNICATIONS,3000024469,"28,799.00","Engineer/equipment for PM's receptions, speeches, visits, conferences and statements",SW8 1RY,Large,Administration
Cabinet Office,Cabinet Office,29/03/12,Supplies and Services,PMO COMMUNICATIONS,TREASURY SOLICITOR TSOL,3000169,"50,000.00",Legal Case,WC2B 4TS,Government Department,Administration
Cabinet Office,Cabinet Office,29/03/12,Other Staff Related Costs,ERG STRATEGY AND MANAGEMENT INFORMATION,HM REVENUE & CUSTOMS,3000168,"3,892,230.00",Transfer of fast-stream recruitment accounts to HMRC,WC2B 4RD,Government Department,Administration
Cabinet Office,Cabinet Office,29/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,UNIVERSITY COLLEGE LONDON,3000024473,"52,000.00","To manage a fund to pay for the running of a series of randomised control trials. These trials will test the effectiveness of policies to reduce energy use, promote healthy behaviour and to reduce public sector fraud, debt and error.",WC1H 9QU,Government Department,Grants
Cabinet Office,Cabinet Office,29/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,NCVO,3000024462,"87,500.00",Grant to Compact Voice,N1 9RL,SME,Grants
Cabinet Office,Cabinet Office,29/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,YOUTHNET UK,3000024477,"175,000.00",Transition funding for a youth volunteering web site.,EC1Y 8RT,SME,Grants
Cabinet Office,Cabinet Office,29/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,GROUNDWORK UK,3000024443,"29,230.00",National Citizen Service project grant,B1 2RR,Non-SME,Grants
Cabinet Office,Cabinet Office,29/03/12,Resource Grants to Private Sector,OFFICE FOR CIVIL SOCIETY,LOCALITY,3000024456,"719,440.00","Community Organisers programme to identify, train and support 5,000 community organisers to catalyse social action in their communities.",N1 6DR,Large,Grants
Cabinet Office,Cabinet Office,29/03/12,Capital grants to Private Sector,OFFICE FOR CIVIL SOCIETY,COMMUNITY DEVELOPMENT FOUNDATION,1000535,"5,028,991.00",Community First Endowment Fund grant,EC1V 2PT,Large,Grants
Cabinet Office,Government Procurement Service,29/03/12,Maintenance & Repairs - IT,Enablement Projects,Emptoris Inc,PINVP2P 677,"93,600.00",Implementation of eSourcing suite,MA 01803,Large,Administration
Cabinet Office,Cabinet Office,30/03/12,Assets Under Construction,ESTATE MANAGEMENT,ECOVERT FM LTD,3000024520,"38,274.02",Refurbishment of 70 Whitehall,BN1 1HQ,Large,Administration
Cabinet Office,Cabinet Office,30/03/12,Accommodation and Utilities,ESTATE MANAGEMENT,AIRSCAPE LTD,2000230,"41,894.39",Service charges,IRELAND,SME,Administration
Cabinet Office,Cabinet Office,30/03/12,Supplies and Services,CENTRAL BUDGETS,TREASURY SOLICITORS DEPT 3861,3000024564,"58,481.00",TSOL: 2011/2012 Constitutional Law Team,WC2B 4TS,Government Department,Administration
Cabinet Office,Cabinet Office,30/03/12,Supplies and Services,POLICY COMMUNICATIONS,VISIT BRITAIN,1000539,"56,090.00",Great Campaign,SW1E 5HX,Large,Administration
Cabinet Office,Cabinet Office,30/03/12,Other Staff Related Costs,ERG STRATEGY AND MANAGEMENT INFORMATION,DEPARTMENT FOR CULTURE MEDIA & SPORT,3000024516,"25,000.00",Cabinet Office contribution Olympics costs,SW1Y 4DH,Government Department,Administration
Cabinet Office,Cabinet Office,30/03/12,Supplies and Services,INTELLIGENCE SECURITY AND RESILIENCE,THE NATIONAL ARCHIVES 9014,103436,"170,400.00",To provide Information assurance training and awareness,TW9 4DU,SME,Programme
Cabinet Office,Cabinet Office,30/03/12,Accommodation and Utilities,GOVERNMENT PROPERTY UNIT,FAREHAM BOROUGH COUNCIL,3000024585,"69,158.00",Business Rates,PO16 7AZ,Large,Programme
Cabinet Office,Cabinet Office,30/03/12,Capital grants to Private Sector,OFFICE FOR CIVIL SOCIETY,COMMUNITY DEVELOPMENT FOUNDATION,1000538,"4,091,670.10",Community First Endowment Fund grant,EC1V 2PT,Large,Grants
Cabinet Office,Government Procurement Service,30/03/12,Information Services,eCommerce,Bravosolution UK Ltd,PINDOH 34094,"46,139.00",Procurement evaluation system,EC2M 7AD,Large,Administration
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
