Organisation,,Partnerships for Schools,,,,,,
Submitted By,,Management Accountant,,,,,,
Spend Tolerance,,"£25,000",,,,,,
Month,,01.08.2011 to 31.08.2011,,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT,VAT Registration Number
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,382665,867586,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,382667,347821,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,382669,4794402,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,382671,608540,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,382673,603414,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,382675,538818,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,382677,1488856,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,382679,4880909,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,382681,994340,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,382683,3833750,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,382685,343167,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,382687,213309,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,382689,2316282,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,382691,896650,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,382693,989640,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,382695,424663,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,382697,1346102,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,382699,1527203,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,382701,2161620,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,382703,5528032,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF WIGHT COUNCIL,382705,567847,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,382707,2332840,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,382709,3321631,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,382711,2487679,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,382713,758917,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORDSHIRE COUNTY COUNCIL,382715,2470308,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SOMERSET COUNTY COUNCIL,382717,1614435,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,382719,3549823,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SURREY COUNTY COUNCIL,382721,3832335,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,382723,1943823,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,382725,4203191,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER CITY COUNCIL,382727,355422,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,382729,1654716,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,KENSINGTON AND CHELSEA ROYAL BOROUGH COUNCIL,382731,344226,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,HACKNEY LONDON BOROUGH COUNCIL,382733,673137,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,382735,1387632,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,382737,684066,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,382739,1464567,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,WANDSWORTH LONDON BOROUGH COUNCIL,382741,942594,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,382743,798706,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,382745,430962,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,382747,1447559,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,382751,1815293,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,382753,1789500,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORD BOROUGH COUNCIL,382755,533701,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,382757,904787,
DfE,PfS,16/08/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE EAST COUNCIL,382759,777510,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,YESOIDAY HATORAH SCHOOL MCR - CAPITAL,383368,139300,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BODRIGGY ACADEMY,383370,38230.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BEXLEY GRAMMAR SCHOOL,383372,416230,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHOSEN HILL SCHOOL,383374,74941,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BALCARRAS ,383376,121376,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BEECHEN CLIFF SCHOOL,383378,540000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CUCKOO HALL ACADEMY,383380,222250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DARTFORD GRAMMAR SCHOOL,383382,53777.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CRANFORD COMMUNITY COLLEGE,383384,136125,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GOLDINGTON ACADEMY,383386,38800,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BRINE LEAS SCHOOL,383388,555500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,EDUCATION FOR THE 21ST CENTURY THE RAVENSBOURNE ,383390,427500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GONVILLE ACADEMY,383392,91750,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GUILSBOROUGH SCHOOL AND ACADEMY TRUST,383394,285500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARDENHUISH SCHOOL,383396,217915,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GILES ACADEMY,383398,99500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HEALING SCHOOL,383400,73146.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LORDSWOOD GIRLS SCHOOL AND SIXTH FORM CENTRE,383402,440000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SHARNBROOK UPPER SCHOOL,383408,1432500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SALE GRAMMER SCHOOL,383410,205324.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ST EDWARDS COLLEGE EDMUND RICE ACADEMY TRUST,383412,47000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TEIGNMOUTH COMMUNITY COLLEGE,383414,53000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE COTSWOLD SCHOOL,383416,550035,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE CRYPT SCHOOL,383418,453003.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE TIFFIN GIRLS SCHOOL,383420,200000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE CLARENDON HOUSE GRAMMER SCHOOL,383422,32775,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE FALLIBROOME ACADEMY,383424,521521.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CLAREMONT HIGH SCHOOL ACADEMY TRUST,383426,375000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WEYDON SCHOOL,383428,560035,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARTISMERE SCHOOL,383430,352215.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SIR ROGER MANWOODS SCHOOL,383432,107250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE WESTBOROUGH ACADEMY,383434,481000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WIGMORE PRIMARY SCHOOL,383436,30375,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WIGMORE HIGH SCHOOL,383438,112230.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SWAVESEY VILLAGE COLLEGE,383440,210000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TRENANCE LEARNING ACADEMY,383442,149269,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILLIAM DE FERRERS SCHOOL,383444,316197,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILLIAM HULMES GRAMMAR SCHOOL,383446,52500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WYCOMBE HIGH SCHOOL,383448,107500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WYMONDHAM COLLEGE,383450,134271.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TONBRIDGE GRAMMER SCHOOL,383452,64750,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WOOD GREEN ACADEMY,383454,155159,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,JOHN PORT SCHOOL,383460,147500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ALTRINCHAM GRAMMER SCHOOL FOR BOYS,383462,190425,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ASHPERTON PRIMARY ACADEMY,383464,45033.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BRINSWORTH COMPREHENSIVE SCHOOL SCIENCE COLLEGE,383466,54382.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHADWELL HEATH ACADEMY,383470,214000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CIRENCESTER DEER PARK SCHOOL,383472,74900.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DAVENANT FOUNDATION SCHOOL,383474,91630,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DR CHALLONERS GRAMMER SCHOOL,383476,100345,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,FREEMANTLE COE COMMUNITY ACADEMY                  ,383478,123000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GARFORTH ACADEMY,383480,413475,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GREEN LANE PRIMARY ACADEMY,383482,70000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HABERDASHERS ASKE HATCHAM COLLEGE,383484,50830,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HAYDON SCHOOL,383488,37500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HOLYROOD ACADEMY,383490,315500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,MAIDEN ERLEGH SCHOOL,383492,113190,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LAVINGTON SCHOOL,383494,90842,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LEVER EDGE PRIMARY ACADEMY,383496,55237,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LOWBROOK ACADEMY,383498,60000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,MOUNT HAWKE ACADEMY,383500,74209.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PATES GRAMMER SCHOOL,383504,300000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,QE ACADEMY TRUST,383506,294750,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RED HOUSE ACADEMY,383508,50000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RICKMANSWORTH,383510,417500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SANDRINGHAM SCHOOL,383512,178250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOMERVALE SCHOOL,383514,54500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TEMPLER ACADEMY SCHOOL TRUST,383516,330000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BURGATE SCHOOL AND SIXTH FORM CENTRE,383518,176793,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE CITY ACADEMY,383520,47994.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE DE FERRERS ACADEMY,383524,25075,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE JOHNN WARNER SCHOOL,383526,603944.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TOWERS SCHOOL AND SIXTH FORM CENTRE,383530,276988.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,UPPINGHAM COMMUNITY COLLEGE,383532,44000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WALTON GIRLS HIGH SCHOOL AND SIXTH FORM,383534,104500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WELLINGTON SCHOOL,383536,28500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,E-ACT   ,383538,263257,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KIRK HALLAM COMMUNITY TECHNOLOGY/ SPORTS COLLEGE,383540,111191.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RIDGEWAY SCHOOL,383542,100536,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOUTH WILTS GRAMMER SCHOOL FOR GIRLS,383544,29802.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE HERMITAGE SCHOOL,383546,888765,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE POLESWORTH SCHOOL,383548,504937.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ARDEN ACADEMY TRUST,383550,334180,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ARTHUR MELLOWS VILLAGE COLLEGE,383552,167500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ASTON ACADEMY,383554,702657,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BISHOP JUSTUS CE SCHOOL,383558,150000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BISHOP OF ROCHESTER ACADEMY,383560,32375,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BOHUNT SCHOOL,383562,313165,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CASTLE COMMUNITY COLLEGE,383566,53250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHELTENHAM BOURNSIDE SCHOOL AND SIXTH FORM CENTRE,383568,139373,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COMBERTON VILLAGE COLLEGE,383570,155739.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DEBENHAM HIGH SCHOOL,383572,150250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DENBIGH HIGH SCHOOL,383574,142143.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DEVONPORT HIGH SCHOOL FOR BOYS,383576,118515.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DEVONPORT HIGH SCHOOL FOR GIRLS,383578,32500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GREIG CITY ACADEMY,383582,273116,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARROGATE GRAMMAR SCHOOL ACADEMY TRUST,383584,68500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HECKMONDWIKE GRAMMAR SCHOOL ACADEMY TRUST,383586,40537.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,IVYBRIDGE COMMUNITY COLLEGE,383588,460000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KING HAROLD BUSINESS AND ENTERPRISE ACADEMY,383592,767500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KINGS NORTON GIRLS SCHOOL,383594,43000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,MERCHANTS ACADEMY,383596,75000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,NEWSTEAD WOOD SCHOOL,383598,259250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,NINESTILES SCHOOL AN ACADEMY,383600,829935,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,OUTWOOD GRANGE ACADEMY,383602,302795.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PARK HALL INFANT ACADEMY,383604,175000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PARK HOUSE SCHOOL NEWBURY LTD,383606,64695,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,QUEEN ELIZABETHS GRAMMER SCHOOL FAVERSHAM,383610,190000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,QUEEN ELIZABETHS GRAMMER ALFORD SELECTIVE ACADEMY,383612,45000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,R A  BUTLER INFANT SCHOOL,383614,330000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,R A BUTLER JUNIOR SCHOOL,383616,355000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RAINHAM SCHOOL FOR GIRLS,383618,61500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RAVENS WOOD SCHOOL,383620,143730,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SHELDON SCHOOL,383622,54610,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BOTTISHAM VILLAGE COLLEGE,383624,45227,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,EXMOUTH COMMUNITY COLLEGE,383626,644035,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HAYES SCHOOL BROMLEY,383628,54000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,JOHN TAYLOR HIGB SCHOOL,383630,282440,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LIPSON COMMUNITY COLLEGE,383632,978047.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,QUEENSMEAD,383634,502252,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOUTH CRAVEN SCHOOL,383636,500000,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOUTH HUNSLEY SCHOOL AND SIXTH FORM COLLEGE,383638,412487.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,STOCKLEY ACADEMY,383642,131182,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BRITTONS ACADEMY,383644,417982,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE CROMPTON SCHOOL,383646,37797.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE MORLEY ACADEMY,383648,182250,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE PREMIER ACADEMY,383650,423016,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE REDHILL ACADEMY,383654,185668.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE WEST BRIDGFORD SCHOOL SPECIALIST TECH  ACADEMY,383658,296901,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WEST PARK,383662,123500,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WESTLANDS SCHOOL,383664,51802.5,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILIAM FARR C OF E COMPREHENSIVE SCHOOL,383666,59575,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WOODLAND MIDDLE SCHOOL ACADEMY,383668,52275,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GEORGE SPENCER ACADEMY,383670,1212758,
DfE,PfS,19/08/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WELLACRE ACADEMY,383672,34500,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,383682,29383.14,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHESTER DIOCESAN BOARD OF EDUCATION,383686,82120.77,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,383688,32368.44,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,383692,154408.21,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,383698,112316.5,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,383700,69591.76,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,383702,233834.98,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,383704,48452.22,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES SCHOOL (HARPENDEN) LTD,383706,45420.48,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,MARICOURT CONVENT OF MERCY SCHOOL ACCOUNT,383708,54828.77,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,383712,93757.7,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),383720,61935.3,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,383722,90882.44,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,383724,115189.57,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED ST SWITHUN WELLS ROMAN CATHOLIC PRIMARY,383726,68571,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,383730,33212.29,
DfE,PfS,19/08/2011,Capital Grant,Schools Capital and Revenue Grants,ST JOHN FISHER CAPITAL ACCOUNT,383734,223762.5,
