Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.09.2010 to 30.09.2010,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,266671,51962.91
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,266677,52410.81
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,ELY DIOCESAN BOARD OF EDUCATION BARCHEST,266681,52933.79
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,YORK DIOCESAN BOARD OF FINANCE,266683,38500.31
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,266685,52517.56
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,266687,47884.92
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,266689,112519.2
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,BISHOP JUSTUS - CAPITAL ACCOUNT,266695,792283.13
DfE,PfS,03/09/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,266697,47987.83
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,267764,116955.58
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTER DIOCESAN BOARD OF FINANCE,267766,37493.35
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,LINCOLN DIOCESEN TRUSTESS BOARD OF FINANCE LTD,267768,120965.93
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,267770,25874.6
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,267772,46572.13
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,267774,274591.82
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,267776,264831.54
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,267778,229904.58
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,DERBY DIOCESAN COUNCIL OF EDUCATION,267780,64502.06
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,ELY DIOCESAN BOARD OF EDUCATION BARCHEST,267782,33109.59
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,267786,105650.74
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,WORCESTER DIOCESE BOARD FOR EDUCATION GENERAL,267788,52978.75
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,267790,136835.78
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,267792,114831.61
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,267794,180476.6
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,267796,90153.17
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,267798,770153.24
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,ST MONICAS ROMAN CATHOLIC PRIMARY SCHOOL,267800,65957.89
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,267802,74342.25
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,ST GEORGES SCHOOL (HARPENDEN) LTD,267806,30953.93
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,ADDEY AND STANHOPE GENERAL FUND,267810,25589
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESE OF MIDDLESBROUGH - CENTRAL FUND,267814,171012.86
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,INDEPENDENT JEWISH DAY SCHOOL,267816,25821.9
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF RANSOM GOVERNMENT BUILDINGS + MAINTENANCE ACCOUNT,267820,34835.91
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,267822,59163.89
DfE,PfS,09/09/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,267826,104719.62
