ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,08/Dec/2010 ,DZ999-South West Region,130001-Other Income,MARSTON GROUP,1428043,"£27,147.49"
HMCS,15/Dec/2010 ,GZ999-North West Region,130001-Other Income,MARSTON GROUP,1435376,"£98,305.98"
HMCS,17/Dec/2010 ,GZ999-North West Region,130001-Other Income,MARSTON GROUP,1438583,"£68,981.72"
HMCS,23/Dec/2010 ,CZ999-South East Region,130001-Other Income,MARSTON GROUP,1445814,"£102,225.34"
HMCS,10/Dec/2010 ,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1430446,"£4,845,812.44"
HMCS,10/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,212001-Agency staff,HM PRISON SERVICE,1430403,"£76,541.85"
HMCS,01/Dec/2010 ,GZ999-North West Region,222002-Other Property Costs,GARTSIDE LTD,1420084,"£2,172,948.06"
HMCS,15/Dec/2010 ,GZ999-North West Region,222001-Maintenance,DRIVERS JONAS DELOITTE,1435032,"£63,900.35"
HMCS,15/Dec/2010 ,AG999-Estates Directorate HMCS HQ,222001-Maintenance,VALUATION OFFICE AGENCY,1436652,"£58,750.00"
HMCS,31/Dec/2010 ,AG999-Estates Directorate HMCS HQ,222001-Maintenance,VALUATION OFFICE AGENCY,1450616,"£58,750.00"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1445694,"£25,563.07"
HMCS,23/Dec/2010 ,CZ999-South East Region,222001-Maintenance,ACCLAIM CONTRACTS LTD,1445557,"£71,080.70"
HMCS,23/Dec/2010 ,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1445581,"£31,857.78"
HMCS,29/Dec/2010 ,BZ999-London Region,222001-Maintenance,SKANSEN INTERIORS LTD,1449460,"£81,208.53"
HMCS,31/Dec/2010 ,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1450597,"£53,969.88"
HMCS,15/Dec/2010 ,BZ999-London Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1434882,"£33,460.40"
HMCS,15/Dec/2010 ,DZ999-South West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1434883,"£30,524.28"
HMCS,15/Dec/2010 ,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1434883,"£53,196.98"
HMCS,15/Dec/2010 ,HZ999-North East and Yorkshire,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1434883,"£29,413.26"
HMCS,17/Dec/2010 ,GZ999-North West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1438271,"£26,056.50"
HMCS,17/Dec/2010 ,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1438373,"£43,259.07"
HMCS,23/Dec/2010 ,CZ999-South East Region,261000-Fuel and Utilities,E.ON UK PLC,1445687,"£37,418.04"
HMCS,23/Dec/2010 ,GZ999-North West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1445609,"£65,000.00"
HMCS,01/Dec/2010 ,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1419912,"£61,847.69"
HMCS,29/Dec/2010 ,HZ999-North East and Yorkshire,261000-Fuel and Utilities,CORONA ENERGY,1449165,"£62,085.99"
HMCS,29/Dec/2010 ,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1449165,"£72,151.85"
HMCS,31/Dec/2010 ,EZ999-Wales Region,261000-Fuel and Utilities,CORONA ENERGY,1450307,"£26,192.70"
HMCS,31/Dec/2010 ,DZ999-South West Region,261000-Fuel and Utilities,CORONA ENERGY,1450307,"£37,885.94"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1420402,"£31,490.14"
HMCS,10/Dec/2010 ,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1430507,"£301,040.42"
HMCS,10/Dec/2010 ,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1430507,"£188,693.85"
HMCS,10/Dec/2010 ,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1430507,"£442,451.58"
HMCS,15/Dec/2010 ,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1435420,"£30,700.45"
HMCS,15/Dec/2010 ,CZ999-South East Region,222002-Other Property Costs,MITIE SECURITY LTD,1435420,"£564,571.77"
HMCS,17/Dec/2010 ,GZ999-North West Region,222002-Other Property Costs,MITIE SECURITY LTD,1438613,"£430,845.92"
HMCS,17/Dec/2010 ,HZ999-North East and Yorkshire,222002-Other Property Costs,MITIE SECURITY LTD,1438613,"£417,083.95"
HMCS,21/Dec/2010 ,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1440817,"£750,735.99"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1428264,"£54,881.81"
HMCS,08/Dec/2010 ,GZ999-North West Region,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1428265,"£57,503.10"
HMCS,08/Dec/2010 ,CZ999-South East Region,222002-Other Property Costs,HI-SPEC FACILITIES SUPPORT CO PLC,1427853,"£253,161.11"
HMCS,15/Dec/2010 ,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1435477,"£92,427.15"
HMCS,15/Dec/2010 ,HZ999-North East and Yorkshire,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1435058,"£135,494.91"
HMCS,15/Dec/2010 ,BZ999-London Region,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1435356,"£322,341.71"
HMCS,15/Dec/2010 ,GZ999-North West Region,222002-Other Property Costs,"OCS GROUP UK LTD, OCS ENGINEERING",1435476,"£27,160.71"
HMCS,17/Dec/2010 ,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1438377,"£174,468.46"
HMCS,17/Dec/2010 ,FZ999-Midlands Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1438710,"£254,053.78"
HMCS,17/Dec/2010 ,DZ999-South West Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1438710,"£143,349.83"
HMCS,29/Dec/2010 ,BZ999-London Region,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1449332,"£322,341.71"
HMCS,01/Dec/2010 ,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1420011,"£95,472.84"
HMCS,01/Dec/2010 ,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1419998,"£66,048.21"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,EC HARRIS LLP,1422594,"£94,536.06"
HMCS,03/Dec/2010 ,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1422594,"£149,812.50"
HMCS,08/Dec/2010 ,DZ999-South West Region,222001-Maintenance,ATKINS,1427440,"£113,539.96"
HMCS,15/Dec/2010 ,DZ999-South West Region,222001-Maintenance,ATKINS,1434799,"£113,539.96"
HMCS,17/Dec/2010 ,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1438361,"£66,048.21"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,EC HARRIS LLP,1445688,"£94,536.06"
HMCS,31/Dec/2010 ,EZ999-Wales Region,222001-Maintenance,WYG MANAGEMENT SERVICES LTD,1450652,"£35,250.00"
HMCS,31/Dec/2010 ,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1450335,"£31,725.00"
HMCS,31/Dec/2010 ,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1450335,"£95,103.81"
HMCS,31/Dec/2010 ,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1450335,"£149,812.50"
HMCS,31/Dec/2010 ,CZ999-South East Region,222001-Maintenance,WILLMOTT DIXON PARTNERSHIPS LTD,1450647,"£34,217.60"
HMCS,01/Dec/2010 ,GZ999-North West Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1419743,"£58,644.04"
HMCS,01/Dec/2010 ,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1420403,"£117,286.57"
HMCS,01/Dec/2010 ,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1420458,"£120,281.60"
HMCS,03/Dec/2010 ,DZ999-South West Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1422857,"£25,899.28"
HMCS,03/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1422827,"£83,545.27"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1427877,"£36,624.02"
HMCS,08/Dec/2010 ,EZ999-Wales Region,222001-Maintenance,KIER BUILDING SERVICES ENG,261196,"£49,060.16"
HMCS,08/Dec/2010 ,EZ999-Wales Region,222001-Maintenance,KIER BUILDING SERVICES ENG,261196,"£31,377.42"
HMCS,08/Dec/2010 ,DZ999-South West Region,222001-Maintenance,KIER BUILDING SERVICES ENG,261196,"£36,174.48"
HMCS,08/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1428086,"£37,709.72"
HMCS,15/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1435421,"£44,831.54"
HMCS,21/Dec/2010 ,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1440818,"£91,945.72"
HMCS,21/Dec/2010 ,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1440849,"£32,172.56"
HMCS,21/Dec/2010 ,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1440849,"£40,518.14"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1445694,"£131,848.49"
HMCS,23/Dec/2010 ,GZ999-North West Region,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1445628,"£190,299.44"
HMCS,23/Dec/2010 ,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1445581,"£26,511.53"
HMCS,29/Dec/2010 ,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1449358,"£117,286.57"
HMCS,29/Dec/2010 ,DZ999-South West Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1449378,"£38,064.34"
HMCS,29/Dec/2010 ,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1449379,"£120,281.60"
HMCS,29/Dec/2010 ,IZ999-RCJ Group,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1449140,"£64,601.79"
HMCS,29/Dec/2010 ,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1449379,"£31,408.77"
HMCS,01/Dec/2010 ,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1421235,"£33,289.22"
HMCS,08/Dec/2010 ,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1428377,"£36,660.59"
HMCS,08/Dec/2010 ,HZ999-North East and Yorkshire,262000-SCA Costs,PALECASTLE LTD,1428172,"£104,520.26"
HMCS,10/Dec/2010 ,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1430325,"£284,845.18"
HMCS,15/Dec/2010 ,DZ999-South West Region,262000-SCA Costs,SERVICES SUPPORT (AVON & SOMERSET) LTD,1436512,"£770,712.51"
HMCS,15/Dec/2010 ,HZ999-North East and Yorkshire,262000-SCA Costs,MODERN COURTS (HUMBERSIDE) LTD,1435423,"£392,451.15"
HMCS,15/Dec/2010 ,CZ999-South East Region,262000-SCA Costs,MODERN COURTS (EAST ANGLIA) LTD,1435422,"£472,154.37"
HMCS,17/Dec/2010 ,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1438446,"£545,712.42"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,262000-SCA Costs,IRON MOUNTAIN UK LTD,1440706,"£247,357.77"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,262000-SCA Costs,IRON MOUNTAIN UK LTD,1440706,"£212,217.31"
HMCS,10/Dec/2010 ,GZ999-North West Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1430742,"£26,334.08"
HMCS,17/Dec/2010 ,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1438489,"£59,646.94"
HMCS,21/Dec/2010 ,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1440676,"£89,508.14"
HMCS,31/Dec/2010 ,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1450406,"£130,945.78"
HMCS,31/Dec/2010 ,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1450406,"£109,416.14"
HMCS,03/Dec/2010 ,DZ999-South West Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1422963,"£39,314.27"
HMCS,31/Dec/2010 ,EZ999-Wales Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1450560,"£268,450.24"
HMCS,29/Dec/2010 ,DZ999-South West Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1449201,"£85,387.77"
HMCS,29/Dec/2010 ,GZ999-North West Region,223000-Other Expenditure,GRESHAM OFFICE FURNITURE LTD,1449247,"£62,572.63"
HMCS,23/Dec/2010 ,BZ999-London Region,263000-Other Contracted Out Services,BAXTERSTOREY LTD,1445587,"£41,622.75"
HMCS,23/Dec/2010 ,AV332-CBMP Civil Bus Mod Programme,265000-IT & Telecommunications,LIBERATA UK LTD,1445798,"£41,601.23"
HMCS,17/Dec/2010 ,IZ999-RCJ Group,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1438222,"£201,888.50"
HMCS,17/Dec/2010 ,IZ999-RCJ Group,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1438222,"£62,209.73"
HMCS,01/Dec/2010 ,GZ999-North West Region,265000-IT & Telecommunications,CABLE & WIRELESS GLOBAL CARD SERVICES,1419842,"£27,933.31"
HMCS,01/Dec/2010 ,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS GLOBAL CARD SERVICES,1419842,"£27,570.20"
HMCS,10/Dec/2010 ,CZ999-South East Region,265000-IT & Telecommunications,HERTFORDSHIRE COUNTY COUNCIL,1430397,"£27,198.98"
HMCS,23/Dec/2010 ,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1445613,"£226,658.17"
HMCS,10/Dec/2010 ,DH999-Bulk Business Centres (BBC),265000-IT & Telecommunications,SIEMENS ENTERPRISE COMMUNICATIONS LTD,1430640,"£28,039.82"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1449134,"£48,993.97"
HMCS,03/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1422776,"£28,204.70"
HMCS,08/Dec/2010 ,AA499-HMCS Change Programme,265000-IT & Telecommunications,LOGICA UK LTD,1428009,"£132,259.18"
HMCS,10/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1430472,"£81,379.33"
HMCS,10/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1430472,"£268,337.10"
HMCS,10/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1430472,"£63,923.53"
HMCS,10/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,LOGICA UK LTD,1430472,"£93,699.20"
HMCS,17/Dec/2010 ,HZ999-North East and Yorkshire,265000-IT & Telecommunications,LOGICA UK LTD,1438567,"£60,989.28"
HMCS,17/Dec/2010 ,HZ999-North East and Yorkshire,265000-IT & Telecommunications,LOGICA UK LTD,1438567,"£76,438.40"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1440763,"£25,301.28"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1440763,"£33,187.88"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1440763,"£39,606.90"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1440763,"£74,187.01"
HMCS,21/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1440763,"£35,006.94"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1445803,"£47,723.10"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1445803,"£43,794.60"
HMCS,23/Dec/2010 ,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1445803,"£101,445.97"
HMCS,08/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1427442,"£55,937.05"
HMCS,10/Dec/2010 ,AH299-Learning & Development,265000-IT & Telecommunications,LOGICA UK LTD,1430472,"£27,782.45"
HMCS,10/Dec/2010 ,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1430177,"£77,721.55"
HMCS,23/Dec/2010 ,IZ999-RCJ Group,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1445578,"£75,644.15"
HMCS,10/Dec/2010 ,AW999-Operations & Performance Dir.,224000-Staff travel and other,HM PRISON SERVICE ABELL HOUSE,265209,"£62,953.32"
HMCS,15/Dec/2010 ,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1436507,"£51,544.51"
HMCS,15/Dec/2010 ,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1435405,"£51,107.92"
HMCS,23/Dec/2010 ,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1445825,"£37,230.09"
HMCS,23/Dec/2010 ,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1445825,"£30,608.36"
HMCS,17/Dec/2010 ,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,269272,"£78,495.72"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS BARLOW LYDE & GILBERT LLP#DX 155,258898,"£47,294.03"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS RAIT & CO#DX 44661,259316,"£27,502.44"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS HORWICH COHEN COGHLAN#M3 3JE,259138,"£27,266.09"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,SAUNDERS LAW PARTNERSHIP#DX 37995,1423550,"£138,345.00"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS IRWIN MITCHELL#DX 87,259159,"£138,964.53"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS TRINITY SOLICITORS#NW1 5RA,1423367,"£43,324.18"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,FORBES & PARTNERS#DX 710059,1423153,"£123,085.58"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS BEACHCROFT#EC4A 1BN,258906,"£35,567.73"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS EVERATT & COMPANY#DX 16167,259042,"£43,439.84"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS HCC SOLICITORS#DX 14352,259122,"£81,438.85"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS REYNOLDS PORTER CHAMBERLAIN LLP#DX 600,259319,"£33,112.36"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS BOND PEARCE#DX 8251,258932,"£43,755.51"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS COOPER & BURNETT#DX 3905,258986,"£30,046.73"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS THOMAS COOPER#DX 548,269796,"£26,519.75"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,THOMPSONS#DX 14357,270904,"£46,256.65"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS WARD HADAWAY#DX 730360,269820,"£113,462.00"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS NORTON ROSE SOLICITORS#DX 85,269682,"£32,729.00"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS NORTON ROSE SOLICITORS#DX 85,269682,"£305,211.00"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS WELLS BURCOMBE LLP#DX 6108,1439113,"£156,312.60"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS WATMORES#DX 246,269821,"£64,775.60"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS PETERS & PETERS#DX 407,1439055,"£166,043.80"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS GREENWOODS SOLICITORS#DX 142624,269546,"£49,688.90"
HMCS,30/Dec/2010 ,AU999-National Taxing Teams,226000-Court Costs,MESSRS PELLYS TRANSPORT & REGULATORY LAW#DX50401,278781,"£39,084.20"
HMCS,08/Dec/2010 ,AW999-Operations & Performance Dir.,226000-Court Costs,SIGN SOLUTIONS,1428329,"£26,139.12"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS SUNDIP MURRIA & CO#DX 24410,259386,"£48,657.39"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MANN & CO#DX 22561,1439032,"£32,496.81"
HMCS,20/Dec/2010 ,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HARRINGTONS#BN1 4SD,1438997,"£79,303.34"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JUDGE & PARTNERS#M3 3EL,259174,"£41,509.56"
HMCS,06/Dec/2010 ,AU999-National Taxing Teams,311200-Criminal Legal Aid,ANDREW KEENAN & CO#DX 34860,1423134,"£34,595.29"
HMCS,29/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,GEOFFREY OSBORNE LTD,1449233,"£181,518.35"
HMCS,03/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1422926,"£34,174.88"
HMCS,29/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,ALL SECURITY SYSTEMS LTD,1449077,"£34,508.58"
HMCS,31/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1450532,"£59,071.96"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1441892,"£30,538.63"
HMCS,21/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1441892,"£29,550.36"
HMCS,08/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1428428,"£45,945.56"
HMCS,10/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1430701,"£115,702.54"
HMCS,15/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1436734,"£25,307.88"
HMCS,15/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1435230,"£54,588.84"
HMCS,17/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1438683,"£53,783.11"
HMCS,17/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,DERYN PROPERTIES (INVESTMENTS) LLP,1438349,"£178,779.69"
HMCS,17/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1438883,"£42,185.47"
HMCS,17/Dec/2010 ,DZ999-South West Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1438503,"£38,296.21"
HMCS,21/Dec/2010 ,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,ALL SECURITY SYSTEMS LTD,1440364,"£174,467.35"
HMCS,21/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,IOM CONSULTING LTD,271468,"£33,276.00"
HMCS,21/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,TPS,1442021,"£34,329.98"
HMCS,21/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALBERT INNES LTD,1440360,"£44,185.92"
HMCS,21/Dec/2010 ,BZ999-London Region,532000-Tangible GBV - Additions,IOM CONSULTING LTD,271468,"£30,491.25"
HMCS,21/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1441887,"£35,170.69"
HMCS,23/Dec/2010 ,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1445678,"£29,375.00"
HMCS,23/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,R&M CLARKSON LTD,1447289,"£63,198.90"
HMCS,23/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1447406,"£33,284.18"
HMCS,23/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1447406,"£38,871.55"
HMCS,23/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1447376,"£71,248.80"
HMCS,23/Dec/2010 ,EZ999-Wales Region,532000-Tangible GBV - Additions,WYG MANAGEMENT SERVICES LTD,1447406,"£36,611.43"
HMCS,23/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1445718,"£657,281.32"
HMCS,23/Dec/2010 ,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1445718,"£686,287.34"
HMCS,29/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,HONEYWELL CONTROL SYSTEMS LTD,1449278,"£35,481.73"
HMCS,29/Dec/2010 ,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALBERT INNES LTD,1449076,"£81,477.25"
HMCS,31/Dec/2010 ,GZ999-North West Region,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1450329,"£26,269.06"
