ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
MoJ HQ,23/Dec/2010 ,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1037394,"£171,223.33"
MoJ HQ,23/Dec/2010 ,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1037330,"£92,841.40"
MoJ HQ,23/Dec/2010 ,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1037330,"£56,345.13"
MoJ HQ,23/Dec/2010 ,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1037333,"£52,658.29"
MoJ HQ,23/Dec/2010 ,WW000-Balance Sheet,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1037334,"£31,433.53"
MoJ HQ,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1028,"£2,023,294.06"
MoJ HQ,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1035,"£82,901.82"
MoJ HQ,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1034,"£51,290.79"
MoJ HQ,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1029,"£1,524,246.96"
MoJ HQ,06/Dec/2010 ,QY100-GPC Management - MoJ,710200-Creditors < 1 year - Trade & Other Creditors,COMPANY BARCLAYCARD CORPORATE,6241,"£1,252,953.07"
Tribunals,09/Dec/2010 ,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1013,"£1,337,274.62"
Tribunals,03/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1056154,"£104,750.00"
Tribunals,03/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1056154,"£332,546.30"
Tribunals,07/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,HMRC,1056720,"£28,881.05"
Tribunals,07/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,JONES LANG LASALLE LTD,1056728,"£176,029.99"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,SANDERSON WEATHERALL,1056787,"£82,690.63"
Tribunals,07/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,JONES LANG LASALLE LTD,1056728,"£118,497.58"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,EDDISONS,1056702,"£39,527.51"
Tribunals,07/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1056671,"£229,200.95"
Tribunals,07/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1056791,"£36,937.50"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,CBRE RICHARD ELLIS,1056676,"£33,714.43"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1056693,"£332,546.30"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1056693,"£104,750.00"
Tribunals,07/Dec/2010 ,TR140-Finance & Resources (Estates),221000-Property Rent and Rates,MAPELEY STEPS CONTRACTOR LTD,1056746,"£72,829.45"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,ROSEMOUNT PROPERTIES,1056783,"£70,163.95"
Tribunals,07/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,NB REAL ESTATE,1056763,"£576,109.55"
Tribunals,07/Dec/2010 ,TR140-Finance & Resources (Estates),221000-Property Rent and Rates,HMRC,1056719,"£352,176.64"
Tribunals,10/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1057578,"£41,712.50"
Tribunals,10/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,GE REAL ESTATE,1057206,"£136,088.21"
Tribunals,10/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1057578,"£37,746.88"
Tribunals,10/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,SAVILLS COMMERCIAL LTD,1057568,"£53,603.51"
Tribunals,10/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,ASHWELL ROGERS LLP,1057139,"£272,453.13"
Tribunals,10/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,LAND SECURITIES PROPERTIES LTD,1057246,"£93,194.91"
Tribunals,14/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,PHOENIX BEARD,1057762,"£214,378.00"
Tribunals,14/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1057767,"£188,146.88"
Tribunals,14/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,ABERDEEN PROPERTY INVESTORS,1057618,"£90,975.84"
Tribunals,14/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,CITY OF LONDON,1057643,"£195,928.54"
Tribunals,14/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1057767,"£109,275.00"
Tribunals,17/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,EDDISONS,1058113,"£132,834.04"
Tribunals,17/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,COLLIER & MADGE PLC,1058065,"£168,759.38"
Tribunals,17/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,GVA GRIMLEY LLP,1058180,"£25,250.00"
Tribunals,17/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,HELIX PROPERTIES,1058208,"£35,172.45"
Tribunals,17/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,LANDA ASSET MANAGEMENT PLC,1058328,"£170,239.88"
Tribunals,23/Dec/2010 ,TR190-Regional North,221000-Property Rent and Rates,MARDAN NORWICH LTD,18147,"£141,000.00"
Tribunals,29/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,GENERAL PHYSICS (UK) LTD,1059569,"£64,717.24"
Tribunals,29/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,MONTAGU EVANS,1059593,"£85,625.00"
Tribunals,29/Dec/2010 ,TR200-Regional South,221000-Property Rent and Rates,FERNEX LTD,1059566,"£161,709.37"
Tribunals,14/Dec/2010 ,TR200-Regional South,222002-Other Property Costs,PHOENIX BEARD,1057763,"£84,138.23"
Tribunals,17/Dec/2010 ,TR190-Regional North,222002-Other Property Costs,OPTIC ASSET MANAGEMENT LTD,1058577,"£66,799.48"
Tribunals,03/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1056260,"£166,647.28"
Tribunals,03/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1056260,"£166,647.28"
Tribunals,03/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1056260,"£40,796.78"
Tribunals,03/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1056260,"£34,786.26"
Tribunals,17/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1058415,"£166,647.28"
Tribunals,21/Dec/2010 ,TR120-Corporate,222002-Other Property Costs,REGENT OFFICE CARE LTD,1058974,"£27,683.16"
Tribunals,17/Dec/2010 ,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1058093,"£1,042,878.72"
Tribunals,14/Dec/2010 ,TR190-Regional North,222001-Maintenance,ANSA ELEVATORS LTD,1057623,"£36,318.78"
Tribunals,10/Dec/2010 ,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1057614,"£84,949.46"
Tribunals,14/Dec/2010 ,TR120-Corporate,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1057695,"£36,453.14"
Tribunals,14/Dec/2010 ,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1057777,"£159,065.42"
Tribunals,17/Dec/2010 ,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1058090,"£168,023.93"
Tribunals,17/Dec/2010 ,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1058090,"£221,387.70"
Tribunals,03/Dec/2010 ,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1056176,"£31,910.60"
Tribunals,10/Dec/2010 ,TR120-Corporate,223000-Other Expenditure,EXPOTEL HOTEL RESERVATIONS LTD,1057196,"£46,107.58"
Tribunals,29/Dec/2010 ,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1059552,"£25,518.00"
Tribunals,03/Dec/2010 ,TB140-Change Programme,532000-Tangible GBV - Additions,DOLPHIN COMMUNICATIONS (VOICE SYSTEMS) LTD,1056200,"£118,087.50"
Tribunals,23/Dec/2010 ,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1059148,"£27,751.21"
Tribunals,23/Dec/2010 ,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1059148,"£46,758.49"
Tribunals,23/Dec/2010 ,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1059150,"£72,517.93"
Tribunals,23/Dec/2010 ,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1059139,"£54,365.02"
Tribunals,03/Dec/2010 ,WW000-Balance Sheet,611000-Debtors <1 year - Other Debtors,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1056154,"£318,210.25"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1014,"£2,121,231.04"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1017,"£363,293.26"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1019,"£1,304,534.61"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1016,"£209,005.83"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1018,"£690,137.26"
Tribunals,17/Dec/2010 ,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1015,"£1,312,718.82"
Tribunals,06/Dec/2010 ,TR120-Corporate,710200-Creditors < 1 year - Trade & Other Creditors,NATWEST BANK,6121,"£25,050.20"
HMCS,01/Dec/2010 ,IZ999-RCJ Group,311200-Criminal Legal Aid,THE JOHNSON PARTNERSHIP#IE41310612,254872,"£59,900.18"
HMCS,21/Dec/2010 ,IZ999-RCJ Group,226000-Court Costs,MESSRS HUGHMANS SOLICITORS#200603019D3,271480,"£34,329.59"
MoJ HQ,14/Dec/2010 ,WW000-Balance Sheet,631000-Bank,NHS NORFOLK#WW00010123,1036474,"£38,236.26"
