"Department of Health, September 2013, spend over £25,000",,,,,,,,,,,,,
Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-503236-78948,"£107,347.00",Research Capability Funding,LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS Bradford Districts CCG,ERS-503237-78967,"£37,246.00",PRU,WF3 1WE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS BRISTOL CCG,ERS-503238-78964,"£189,015.00",Research Capability Funding,BS1 3NX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG,ERS-503239-78963,"£44,160.00",Research Capability Funding,CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS DIRECT NHS TRUST,ERS-503241-78947,"£42,812.00",Research Capability Funding,MK14 6DY,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS LEICESTER CITY CCG,ERS-503243-78965,"£54,324.00",Research Capability Funding,LE1 6NB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG,ERS-503244-78966,"£96,793.00",Research Capability Funding,ST5 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS NOTTINGHAM CITY CCG,ERS-503245-78961,"£100,121.00",Research Capability Funding,WF3 1WE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS OXFORDSHIRE CCG,ERS-503246-78962,"£211,448.00",Research Capability Funding,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group,ERS-503247-78960,"£30,153.00",Research Capability Funding,NR7 0WG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-503248-78856,"£49,392.00",Research Capability Funding,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-503250-78886,"£56,443.00",Research Capability Funding,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-503250-78886,"£15,648.00",NIHR Fellowships,BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-503251-78827,"£79,955.00",Research Capability Funding,CM8 2TL,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-503254-78903,"£72,210.00",Research Capability Funding,NE3 3XT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-503255-78879,"£46,409.00",Research Capability Funding,NE12 8EW,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-503267-78900,"£119,900.00",Research Capability Funding,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-503268-78901,"£5,875.00",Translational Research Partnerships,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-503268-78901,"£9,385.00",NIHR Biomedical Research Fellowship,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-503268-78901,"£22,070.00",NIHR Biomedical Research Fellowship,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-503270-78845,"£70,012.00",Research Capability Funding,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-503270-78845,"£52,712.00",Health Technology Co-operatives,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-503271-78861,"£85,037.00",Research Capability Funding,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-503272-78880,"£451,391.00",Research Capability Funding,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-503272-78880,"£5,875.00",Translational Research Partnerships,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-503272-78880,"£5,875.00",Translational Research Partnerships,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-503275-78842,"£46,407.00",Research Capability Funding,CB3 8RE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,PLYMOUTH HOSPITALS NHS TRUST,ERS-503277-78853,"£67,066.00",Research Capability Funding,WF3 1WE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-503283-78876,"£113,386.00",Research Capability Funding,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-503283-78876,"£5,875.00",Translational Research Partnerships,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-503285-78844,"£72,438.00",Research Capability Funding,EX2 5DW,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-503286-78825,"£101,576.00",Research Capability Funding,NW3 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-503287-78866,"£8,831.00",NIHR Biomedical Research Fellowship,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-503287-78866,"£44,709.00",Research Capability Funding,L7 8XP,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-503291-78858,"£94,822.50",Research Capability Funding,M6 8HD,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-503293-78833,"£35,522.00",Research Capability Funding,S10 2TH,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-503295-78847,"£107,065.00",Research Capability Funding,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-503295-78847,"£50,000.00",Health Technology Co-operatives,S5 7AU,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-503297-78884,"£332,814.00",Research Capability Funding,BR3 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,SOUTHERN HEALTH NHS FOUNDATION TRUST,ERS-503303-78891,"£33,866.00",Research Capability Funding,SO40 2RZ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,ERS-503311-78860,"£31,564.00",Research Capability Funding,NW3 5BA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,ERS-503313-78831,"£20,357.00",Research Capability Funding,M20 4BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,ERS-503313-78831,"£17,883.00",NIHR Fellowships,M20 4BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST,ERS-503315-78956,"£67,010.00",Research Capability Funding,LS6 1PF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-503316-78877,"£158,012.00",Research Capability Funding,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-503316-78877,"£5,875.00",Translational Research Partnerships,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-503316-78877,"£25,398.00",Expand Fellowships,NE7 7DN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-503317-78864,"£241,609.00",Research Capability Funding,SM2  5PT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE SOLENT NHS TRUST,ERS-503318-78957,"£74,471.00",Research Capability Funding,SO16 4XE,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-503319-78839,"£62,709.00",Research Capability Funding,L9 7LJ,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-503320-78873,"£499,297.00",Research Capability Funding,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-503320-78873,"£5,875.00",Translational Research Partnerships,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-503320-78873,"£5,875.00",Translational Research Partnerships,NW1 2BX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-503322-78871,"£49,508.00",Health Technology Co-operatives,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-503322-78871,"£35,868.00",NIHR Fellowships,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-503322-78871,"£5,875.00",Translational Research Partnerships,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-503322-78871,"£165,929.00",Research Capability Funding,B15 2PR,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-503323-78851,"£34,652.00",Research Capability Funding,ST4 7LN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-503323-78851,"£12,983.00",Targeted Capacity Building,ST4 7LN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-503324-78857,"£55,865.00",Research Capability Funding,M23 9LT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-503324-78857,"£5,875.00",Translational Research Partnerships,M23 9LT,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-503325-78846,"£105,503.00",Research Capability Funding,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-503325-78846,"£5,875.00",Translational Research Partnerships,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-503325-78846,"£16,947.00",NIHR Fellowships,SO52 9AB,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-503326-78823,"£88,641.00",Research Capability Funding,BS99 1YF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-503327-78854,"£39,846.00",Research Capability Funding,CV2 2DX,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-503328-78895,"£5,875.00",Translational Research Partnerships,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-503328-78895,"£48,936.00",NIHR Fellowships,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-503328-78895,"£135,841.00",Research Capability Funding,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,VALE OF YORK CCG,ERS-503332-78969,"£26,829.00",Research Capability Funding,YO1 6GA,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Research & development,DG: RDD,WHITTINGTON HOSPITAL NHS TRUST,ERS-503336-78855,"£39,633.00",Research Capability Funding,N19 5NF,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Revenue Grants to Other Bodies,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-503341-78970,"£17,365,000.00",2013/018a  NHS Business Services Authority (NHS BSA) - project: Social work student bursaries,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,16/09/2013,Additions NHS Trust Working Capital Loans,DG: Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-16059,"£2,064,000.00",,BS1 2NP,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions NHS Trust Capital Investment Loans,DG: Central Technical,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-16060,"£5,772,000.00",,WR5 1DD,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions NHS Trust Working Capital Loans,DG: Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-16061,"£4,347,000.00",,BS1 2NP,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions NHS Trust Capital Investment Loans,DG: Central Technical,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-16062,"£4,029,000.00",,WR5 1DD,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-16063,"£194,000.00",,B70 8NY,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST LANCASHIRE HOSPITALS NHS TRUST,HAFS-16064,"£2,500,000.00",,BB2 3HH,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-16065,"£3,000,000.00",,CW1 4QJ,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,HAFS-16066,"£1,607,000.00",,SS2 6GE,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,WEST MIDDLESEX UNIVERSITY NHS TRUST,HAFS-16067,"£2,000,000.00",,TW7 6AF,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,WESTON AREA HEALTH NHS TRUST,HAFS-16068,"£1,850,000.00",,BS23 4TQ,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Trusts,DG: Central Technical,BARTS HEALTH NHS TRUST,PDC DIVIDEND REFUND,"£34,000.00",,,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Foundation Trusts,DG: Central Technical,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,PDC DIVIDEND REFUND,"£89,000.00",,CH63 4JY,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Foundation Trusts,DG: Central Technical,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,PDC DIVIDEND REFUND,"£85,000.00",,DH1 5RD,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Trusts,DG: Central Technical,NHS DIRECT NHS TRUST,PDC DIVIDEND REFUND,"£548,000.00",,MK14 6DY,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Trusts,DG: Central Technical,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PDC DIVIDEND REFUND,"£558,000.00",,ST4 7LN,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Trusts,DG: Central Technical,WYE VALLEY NHS TRUST,PDC DIVIDEND REFUND,"£62,000.00",,HR1 2EP,PUBLIC,,,Other
Department of Health,Department of Health,16/09/2013,Public Dividend Capital (Dividend Payments) by NHS Trusts,DG: Central Technical,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,PDC DIVIDEND REFUND.,"£42,000.00",,NR1 3FR,PUBLIC,,,Other
Department of Health,Department of Health,18/09/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),7388,"£44,214.00",Recharge for the Annual Allowance project,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),7390,"£58,314.43",Recharge for the TRS project July 2013,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES (SBS),100019430,"£92,881.00",NHS SBS charges for BMS Support and Development Service from 1 April 2013 to 31 March 2014,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,18/09/2013,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND,ERS-503581-79016,"£60,504.00",PROJECTS,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,18/09/2013,Other programme expenditure,DG: PHD,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,OP/I127168,"£175,000.00",Hosting of the NHS National Genetics Educational and Development Centre (NGEDC) 2013/14.  ,B29 6JS,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Service charge,DG: ERD,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3110001171,"£210,493.50",Tameside - Revenue FY 2013/14 STAF & LC Costs for Lorenzo Deployment,OL6 9RW,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Service charge,DG: ERD,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3110001190,"£261,036.83",Tameside - Revenue FY 2013/14 STAF & LC Costs for Lorenzo Deployment,OL6 9RW,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Service charge,DG: ERD,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3110001191,"£205,592.45",Tameside - Revenue FY 2013/14 STAF & LC Costs for Lorenzo Deployment,OL6 9RW,PUBLIC,,,Programme
Department of Health,Department of Health,19/09/2013,Service charge,DG: ERD,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3110001192,"£339,850.86",Tameside - Revenue FY 2013/14 STAF & LC Costs for Lorenzo Deployment,OL6 9RW,PUBLIC,,,Programme
