DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1240358,"£527,683.71"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1240358,"£533,828.82"
Ministry of Justice,HMCS,09-Jun-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1240358,"£533,828.82"
Ministry of Justice,HMCS,09-Jun-10,HZ999-North East and Yorkshire,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1239068,"£135,882.03"
Ministry of Justice,HMCS,09-Jun-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HIGH POINT ESTATES LTD,1239210,"£32,943.85"
Ministry of Justice,HMCS,09-Jun-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1239059,"£32,424.50"
Ministry of Justice,HMCS,09-Jun-10,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1239057,"£31,725.00"
Ministry of Justice,HMCS,09-Jun-10,IZ999-RCJ Group,222001-Maintenance,SYKES & SON LTD,1240312,"£36,660.59"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,122186,"£26,188.78"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,123784,"£58,755.30"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,125029,"£36,737.96"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,125778,"£31,600.92"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,125888,"£26,530.61"
Ministry of Justice,HMCS,10-Jun-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,125899,"£39,031.06"
Ministry of Justice,HMCS,10-Jun-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR J HILL QC#200704708-B3,125937,"£61,572.93"
Ministry of Justice,HMCS,10-Jun-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR TOM MITCHELL#200704708-B3,125938,"£30,237.51"
Ministry of Justice,HMCS,10-Jun-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR ERIC ELLIOTT QC#200704710-B3,125942,"£50,892.68"
Ministry of Justice,HMCS,10-Jun-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR JOHN GILLETTE#200704710-B3,125943,"£25,517.09"
Ministry of Justice,HMCS,10-Jun-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MESSRS WATSON WOODHOUSE SOLICITORS#200704710-B3,125944,"£76,278.13"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6165,"£22,800,000.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,246000-Current Grants,MONEY ADVICE TRUST,1021996,"£187,500.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,263000-Other Contracted Out Services,STAFFORDSHIRE COUNTY COUNCIL,1022049,"£116,563.53"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1022053,"£38,859.60"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1022064,"£102,073.52"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,LIBERATA UK LTD,1021977,"£80,089.69"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,CONCERTO CONSULTING,1021892,"£46,581.12"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,ALPINE RESOURCING LTD,1021851,"£25,908.75"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£40,822.32"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021979,"£66,680.08"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021979,"£26,945.66"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£740,715.30"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,IBM UNITED KINGDOM LTD,1021953,"£37,216.01"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CAPGEMINI UK PLC,1021879,"£303,150.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£1,402,660.95"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£538,817.40"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£444,766.88"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021979,"£98,536.16"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,AMTEC CONSULTING PLC,1021855,"£32,900.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021979,"£111,625.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,212001-Agency staff,PARITY RESOURCES LTD,1022016,"£27,142.50"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1021860,"£40,778.38"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,SYNETRIX LTD,1022054,"£38,335.00"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1021978,"£68,282.78"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,LOGICA UK LTD,1021978,"£249,400.21"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,PRINCIPAL HAYLEY HOTELS AND CONFERENCE VENUES,1022028,"£45,343.31"
Ministry of Justice,MoJ HQ,10-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,MORGAN HARRIS BURROWS LLP,1021998,"£90,107.22"
Ministry of Justice,HMCS,11-Jun-10,AV322-CP Change Management SUPS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1241356,"£437,915.45"
Ministry of Justice,HMCS,11-Jun-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GREAT CAPITAL PARTNERSHIP (GP) LTD,1241550,"£270,143.66"
Ministry of Justice,HMCS,11-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,PARKERAY LTD,1242499,"£185,924.63"
Ministry of Justice,HMCS,11-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1241645,"£1,708,222.05"
Ministry of Justice,HMCS,11-Jun-10,BZ999-London Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1241496,"£366,656.96"
Ministry of Justice,HMCS,11-Jun-10,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1242568,"£46,333.56"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,222001-Maintenance,METSHAPE LTD,1241699,"£62,717.51"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1242607,"£251,995.49"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ABERDEEN PROPERTY INVESTORS,1241332,"£56,014.89"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SUFFOLKLIFE,1242622,"£32,593.00"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GDPP,1241536,"£62,421.88"
Ministry of Justice,HMCS,11-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,COFELY LTD,1241450,"£157,531.08"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,222001-Maintenance,MOUCHEL MANAGEMENT CONSULTING LTD,1241719,"£26,631.53"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,263000-Other Contracted Out Services,COMPASS SERVICES UK & IRELAND LTD,126222,"£29,164.68"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,ABERDEEN PROPERTY INVESTORS,1241332,"£74,575.02"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1241633,"£41,768.02"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SWANSTON HOLDINGS,1242628,"£31,137.50"
Ministry of Justice,HMCS,11-Jun-10,DZ999-South West Region,262000-SCA Costs,ENTERPRISE CIVIC BUILDINGS LIMITED,1241509,"£284,591.07"
Ministry of Justice,HMCS,11-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1241729,"£31,638.67"
Ministry of Justice,HMCS,11-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1241729,"£31,638.67"
Ministry of Justice,HMCS,11-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1242518,"£32,383.01"
Ministry of Justice,HMCS,11-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,SCOTTS PROPERTY LLP,1242563,"£39,656.25"
Ministry of Justice,HMCS,11-Jun-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY AND COUNTY OF SWANSEA,1241443,"£83,543.69"
Ministry of Justice,HMCS,11-Jun-10,FZ999-Midlands Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1241407,"£35,778.06"
Ministry of Justice,HMCS,11-Jun-10,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1241707,"£82,475.94"
Ministry of Justice,HMCS,11-Jun-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1242515,"£146,626.20"
Ministry of Justice,HMCS,11-Jun-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1242515,"£136,688.63"
Ministry of Justice,HMCS,11-Jun-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1242515,"£146,626.20"
Ministry of Justice,HMCS,11-Jun-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1241731,"£99,215.00"
Ministry of Justice,HMCS,11-Jun-10,GZ999-North West Region,532000-Tangible GBV - Additions,WALTER CAREFOOT & SONS (CONSTRUCTION) LTD T/A WALTER CAREFOOT LTD,1242670,"£29,908.07"
Ministry of Justice,HMCS,11-Jun-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HURSTWOOD PROPERTIES (R) LTD,1241594,"£31,494.04"
Ministry of Justice,HMCS,11-Jun-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON,1241647,"£30,498.01"
Ministry of Justice,HMCS,11-Jun-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SAVILLS COMMERCIAL LTD,1242558,"£128,549.41"
Ministry of Justice,HMCS,11-Jun-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,KNIGHT FRANK LLP,1241639,"£70,651.74"
Ministry of Justice,HMCS,11-Jun-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1241670,"£120,405.05"
Ministry of Justice,HMCS,11-Jun-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MPS2 LTD,1241721,"£46,206.88"
Ministry of Justice,HMCS,11-Jun-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1241500,"£33,999.81"
Ministry of Justice,HMCS,11-Jun-10,IZ999-RCJ Group,222002-Other Property Costs,VICTORIA MEDICAL & GENERAL CLEANING SERVICES LTD,1242658,"£65,716.73"
Ministry of Justice,MoJ HQ,11-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1022090,"£35,535.17"
Ministry of Justice,MoJ HQ,11-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1022099,"£341,916.08"
Ministry of Justice,MoJ HQ,11-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1022099,"£341,916.08"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,SAVILLS COMMERCIAL LTD,1032902,"£53,603.51"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,COLLIER & MADGE PLC,1032630,"£168,759.38"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,GE REAL ESTATE,1032705,"£136,088.21"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,222002-Other Property Costs,NB REAL ESTATE,1032795,"£61,817.58"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,MAPELEY STEPS CONTRACTOR LTD,1032769,"£69,368.03"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,SANDERSON WEATHERALL,1032901,"£82,690.63"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,222002-Other Property Costs,SANDERSON WEATHERALL,1032900,"£30,379.92"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,ABERDEEN PROPERTY INVESTORS,1032625,"£90,975.84"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,222002-Other Property Costs,OPTIC ASSET MANAGEMENT LTD,1032866,"£66,799.48"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,EDDISONS,1032691,"£39,527.51"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,GVA GRIMLEY LLP,1032720,"£34,206.53"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,HELIX PROPERTIES,1032727,"£35,172.45"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1032914,"£36,937.50"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,CBRE RICHARD ELLIS,1032664,"£30,856.38"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,CBRE RICHARD ELLIS,1032664,"£30,856.38"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,LAND SECURITIES PROPERTIES LTD,1032754,"£93,194.90"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,CBRE RICHARD ELLIS,1032665,"£72,096.54"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1032913,"£37,746.88"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1032913,"£41,712.50"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,JONES LANG LASALLE LTD,1032739,"£171,937.76"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,CITY OF LONDON,1032669,"£187,500.00"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,CUSHMAN & WAKEFIELD,1032679,"£63,624.31"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,CUSHMAN & WAKEFIELD,1032679,"£63,624.31"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1032683,"£577,825.42"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,NB REAL ESTATE,1032794,"£576,109.55"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1032884,"£188,146.88"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1032884,"£109,275.00"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,MONTAGU EVANS,1032785,"£85,625.00"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,222002-Other Property Costs,CBRE RICHARD ELLIS,1032663,"£47,940.00"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,GENERAL PHYSICS (UK) LTD,1032706,"£64,717.24"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1032655,"£229,200.95"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,JONES LANG LASALLE LTD,1032739,"£116,215.14"
Ministry of Justice,Tribunals,11-Jun-10,TR190-Regional North,221000-Property Rent and Rates,LANDA ASSET MANAGEMENT PLC,1032755,"£170,239.88"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,PHOENIX BEARD,1032874,"£214,378.02"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,222002-Other Property Costs,PHOENIX BEARD,1032875,"£84,138.23"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,ASHWELL ROGERS LLP,1032635,"£272,453.13"
Ministry of Justice,Tribunals,11-Jun-10,TR200-Regional South,221000-Property Rent and Rates,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1032683,"£104,750.00"
Ministry of Justice,Tribunals,11-Jun-10,TR120-Corporate,212001-Agency staff,KELLY SERVICES (UK) LTD,1032750,"£25,037.96"
Ministry of Justice,Tribunals,11-Jun-10,TR120-Corporate,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1032766,"£29,857.56"
Ministry of Justice,Tribunals,11-Jun-10,TR120-Corporate,222002-Other Property Costs,REGENT OFFICE CARE LTD,1032891,"£29,052.58"
Ministry of Justice,Tribunals,11-Jun-10,TB140-Change Programme,264000-Consultancy,ENLIGHTENED TRAINING (UK) LIMITED,1032697,"£45,612.40"
Ministry of Justice,Tribunals,11-Jun-10,TB140-Change Programme,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032636,"£25,777.15"
Ministry of Justice,HMCS,14-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,PARKERAY LTD,1243453,"£266,422.74"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1022123,"£28,620.69"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1022157,"£120,523.98"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,264000-Consultancy,CABLE & WIRELESS,1022152,"£66,975.00"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1022127,"£102,430.63"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1022127,"£88,830.00"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1022127,"£1,752,272.80"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1022266,"£44,652.60"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1022266,"£62,850.75"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,CABLE & WIRELESS,1022152,"£47,025.85"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,222002-Other Property Costs,CABLE & WIRELESS,1022152,"£47,025.85"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1022127,"£43,083.73"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,CABLE & WIRELESS,1022152,"£125,807.13"
Ministry of Justice,MoJ HQ,14-Jun-10,ZZ900-MoJ HQ,221000-Property Rent and Rates,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1022148,"£27,553.51"
Ministry of Justice,Tribunals,15-Jun-10,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1033636,"£155,525.68"
Ministry of Justice,MoJ HQ,15-Jun-10,ZZ900-MoJ HQ,710600-Creditor < 1 year - Payable to Consolidated Fund,HM TREASURY - CFER PAYOVER,1465,"£7,968,198.12"
Ministry of Justice,HMCS,16-Jun-10,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSION SCHEME ACCOUNT#AR10110219,1584,"£4,829,966.17"
Ministry of Justice,HMCS,16-Jun-10,AV326-CP Change Management Initiatives,262000-SCA Costs,HP ENTERPRISE SERVICES UK LTD,1246220,"£189,512.48"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JAMES ANDREW RSW,1246414,"£242,622.81"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JOHN & SANDRA JOSEPH,1246418,"£127,516.87"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,COFELY LTD,1246106,"£48,863.43"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,532000-Tangible GBV - Additions,SYKES & SON LTD,1247764,"£45,881.40"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,222001-Maintenance,PARAGON MANAGEMENT (UK) LTD,1247561,"£28,183.26"
Ministry of Justice,HMCS,16-Jun-10,BZ999-London Region,222001-Maintenance,PARAGON MANAGEMENT (UK) LTD,1247561,"£28,791.82"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,222002-Other Property Costs,HI-SPEC FACILITIES SUPPORT CO PLC,1246355,"£253,741.56"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1246454,"£45,453.40"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OSPREY HOUSE (MANAGEMENT) LTD,1247552,"£27,528.80"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1247743,"£196,547.81"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1246277,"£381,315.08"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1246277,"£368,618.12"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,265000-IT & Telecommunications,HERTFORDSHIRE COUNTY COUNCIL,1246354,"£27,948.56"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,HERTFORDSHIRE CONSTABULARY,1246353,"£55,695.37"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,DIRECT DIGITAL CONTROLS LTD,1246170,"£43,425.17"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GOOD HARVEST GROUP LTD,127461,"£48,269.00"
Ministry of Justice,HMCS,16-Jun-10,CZ999-South East Region,532000-Tangible GBV - Additions,CONTROLLED LTD,1246120,"£41,657.22"
Ministry of Justice,HMCS,16-Jun-10,DZ999-South West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1246036,"£33,729.12"
Ministry of Justice,HMCS,16-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDONDERRY ADMINISTRATIVE SERVICES,1246494,"£36,691.88"
Ministry of Justice,HMCS,16-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,RATCLIFFES,1247615,"£91,196.16"
Ministry of Justice,HMCS,16-Jun-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,THE EXILARCH'S FOUNDATION,1247784,"£146,875.00"
Ministry of Justice,HMCS,16-Jun-10,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1246559,"£192,700.18"
Ministry of Justice,HMCS,16-Jun-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WB GRIFFITHS & SON LTD,1247852,"£49,856.00"
Ministry of Justice,HMCS,16-Jun-10,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1246348,"£190,466.81"
Ministry of Justice,HMCS,16-Jun-10,FZ999-Midlands Region,263000-Other Contracted Out Services,AVENANCE,1245944,"£37,393.40"
Ministry of Justice,HMCS,16-Jun-10,FZ999-Midlands Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1246036,"£45,933.07"
