Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,19/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400129620,"45,181.50"
DFID,DFID,19/11/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400129621,"55,020.00"
DFID,DFID,19/11/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400129624,"39,112.00"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,Asia Division,SNV Netherlands Development Organisation (Nepal),400129631,"45,000.00"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400129633,"60,292.40"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400129634,"107,493.16"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,OVERSEAS DEVELOPMENT INSTITUTE (ODI),400129637,"42,210.73"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,ICAR (UK),400129639,"60,000.00"
DFID,DFID,19/11/2010,Aid to international organisations,International Relations Division, OECD,400129642,"100,000.00"
DFID,DFID,19/11/2010,Technical & Advisory services,Policy and Research Directorate,Cambridge  Education Limited,400129643,"29,081.25"
DFID,DFID,19/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OPTIONS CONSULTANCY SERVICES LIMITED,400129649,"35,346.00"
DFID,DFID,19/11/2010,Technical & Advisory services,West and Southern Africa,OPTIONS CONSULTANCY SERVICES LIMITED,400129650,"118,464.02"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,World Wide Fund for Nature,400129651,"58,248.94"
DFID,DFID,19/11/2010,Communications,Business Solutions Division Level,FCO RECOVERIES UNIT,400129655,"83,873.53"
DFID,DFID,19/11/2010,Aid to international organisations,Finance and Corporate Performance Division,IBRD HSBC T,400129663,"211,000.00"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SEARCH FOR COMMON GROUND,400129723,"195,000.00"
DFID,DFID,22/11/2010,Aid to international organisations,Policy and Research Directorate,International Partnership for Microbicides,400129725,"1,000,000.00"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,CARE INTERNATIONAL,400129729,"147,895.07"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,The Nile Basin Discourse (NBD),400129731,"241,842.48"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400129755,"718,697.47"
DFID,DFID,19/11/2010,Technical & Advisory services,Asia Division,HEALTH PARTNERS INTERNATIONAL,400129765,"29,066.83"
DFID,DFID,19/11/2010,Technical & Advisory services,Asia Division,HTSPE LTD,400129766,"37,644.37"
DFID,DFID,19/11/2010,Technical & Advisory services,Policy and Research Directorate,INSTITUTE OF DEVELOPMENT STUDIES,400129780,"58,885.58"
DFID,DFID,22/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",GRM INTERNATIONAL LTD,400129788,"236,834.80"
DFID,DFID,22/11/2010,Technical & Advisory services,Policy and Research Directorate,INTERNATIONAL LIVESTOCK RESEARCH,400129792,"32,000.00"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,POPULATION SERVICES INTER,400129793,"1,578,997.07"
DFID,DFID,22/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400129801,"67,462.82"
DFID,DFID,22/11/2010,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400129802,"76,921.33"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,MEDAIR,400129804,"300,000.00"
DFID,DFID,22/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,Action Against Hunger - USA,400129808,"206,667.00"
DFID,DFID,22/11/2010,Technical & Advisory services,Asia Division,HTSPE LTD,400129818,"70,805.05"
DFID,DFID,22/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400129819,"26,051.87"
DFID,DFID,22/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400129819,601.59
DFID,DFID,22/11/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400129820,"43,211.32"
DFID,DFID,22/11/2010,Research & Development,Policy and Research Directorate,NRI LTD.,400129822,"25,000.00"
DFID,DFID,22/11/2010,Research & Development,Policy and Research Directorate,NRI LTD.,400129823,"584,017.29"
DFID,DFID,22/11/2010,Research & Development,Policy and Research Directorate,Practical Action (GBP),400129824,"108,855.21"
DFID,DFID,22/11/2010,Technical & Advisory services,Asia Division,CAMBRIDGE EDUCATION CONSUL,400129826,"29,293.30"
DFID,DFID,22/11/2010,Technical & Advisory services,East and Central Africa,The Royal Danish Embassy (Tanzania)),400129827,"50,000.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,Uganda Local Governments Association,400129931,"26,826.13"
DFID,DFID,22/11/2010,Communications,Business Solutions Division Level,BT BACS PAYMENTS,400129945,"29,007.81"
DFID,DFID,23/11/2010,Technical & Advisory services,East and Central Africa,Social Impact,400129960,"25,427.16"
DFID,DFID,23/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division", UNICEF,400129979,"1,500,000.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAFERWORLD,400129987,"12,567.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAFERWORLD,400129987,"235,433.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,NATURAL RESOURCES INSTITUTE,400129992,"76,842.82"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,WSP INTERNATIONAL LIMITED,400130020,"31,667.22"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,CHRISTIAN AID,400130036,"1,300,000.00"
DFID,DFID,23/11/2010,Working with Others including the Private Sector,Policy and Research Directorate,DEPARTMENT FOR EDUCATION,400130049,"2,500,000.00"
DFID,DFID,22/11/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400130052,"263,085.00"
DFID,DFID,22/11/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400130052,"102,521.00"
DFID,DFID,23/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400130054,"70,507.50"
DFID,DFID,23/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400130054,"7,334.49"
DFID,DFID,27/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFORD POLICY MANAGEMENT,400130058,"29,734.16"
DFID,DFID,23/11/2010,Research & Development,Policy and Research Directorate,MEDICAL RESEARCH COUNCIL,400130065,"549,567.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",COMMONWEALTH FOUNDATION,400130066,"163,428.59"
DFID,DFID,23/11/2010,Technical & Advisory services,Asia Division,ADAM SMITH INTERNATIONAL  LTD,400130070,"35,246.43"
DFID,DFID,23/11/2010,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400130071,"67,639.27"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400130073,"941,175.45"
DFID,DFID,23/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ADAM SMITH INTERNATIONAL  LTD,400130076,"104,165.18"
DFID,DFID,23/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ADAM SMITH INTERNATIONAL  LTD,400130077,"134,264.71"
DFID,DFID,23/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ADAM SMITH INTERNATIONAL  LTD,400130077,"10,986.51"
DFID,DFID,23/11/2010,Aid to other bilateral donors,Policy and Research Directorate,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,400130082,"3,021,584.00"
DFID,DFID,23/11/2010,Aid to international organisations,West and Southern Africa,UNDP CONTRIBUTIONS GBP,400130083,"235,000.00"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,Asia Division,SAVE THE CHILDREN,400130084,"166,948.00"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400130088,"170,395.18"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,ADAM SMITH INTERNATIONAL  LTD,400130171,"241,368.29"
DFID,DFID,23/11/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400130222,"26,281.73"
DFID,DFID,23/11/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400130222,-458.15
DFID,DFID,23/11/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400130222,"2,660.37"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Malawi Red Cross Society,400130234,"170,058.33"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400130235,"30,442.41"
DFID,DFID,24/11/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,Swedeish Civil Contingencies Agency,400130242,"450,000.00"
DFID,DFID,23/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ALLNATIVE  SERVICES,400130264,"46,897.38"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",NORWEGIAN REFUGEE COUNCIL,400130265,"50,000.00"
DFID,DFID,23/11/2010,Technical & Advisory services,Asia Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400130267,"48,295.65"
DFID,DFID,23/11/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400130274,"124,921.92"
DFID,DFID,23/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400130279,"135,599.65"
DFID,DFID,23/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,THE CROWN AGENTS,400130281,"64,049.06"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400130282,"145,721.82"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Centre for Research on the Epidemiology of Disasters,400130294,"71,081.91"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",REFUGEE STUDIES CENTRE,400130300,"155,559.62"
DFID,DFID,24/11/2010,Aid to international organisations,International Relations Division,United Nations General Trust Fund Account,400130303,"500,000.00"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,400130306,"432,512.00"
DFID,DFID,24/11/2010,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400130313,"1,000,000.00"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400130314,"40,438.95"
DFID,DFID,23/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,OVERSEAS DEVELOPMENT INSTITUTE,400130319,"182,367.73"
DFID,DFID,24/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,BBC WORLD SERVICE TRUST,400130321,"106,879.00"
DFID,DFID,24/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400130324,"1,564,000.00"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,RE-ACTION,400130328,"46,147.00"
DFID,DFID,23/11/2010,Technical & Advisory services,West and Southern Africa,RE-ACTION,400130328,"21,134.01"
DFID,DFID,24/11/2010,Aid to international organisations,Policy and Research Directorate,BIOVERSITY NTERNATIONAL,400130330,"634,490.00"
DFID,DFID,24/11/2010,Aid to international organisations,Policy and Research Directorate,BIOVERSITY NTERNATIONAL,400130334,"1,000,000.00"
DFID,DFID,24/11/2010,Aid to international organisations,Policy and Research Directorate,CABI,400130335,"300,000.00"
DFID,DFID,25/11/2010,Aid to international organisations,Policy and Research Directorate,ICRISAT,400130364,"837,115.00"
DFID,DFID,25/11/2010,Aid to international organisations,Policy and Research Directorate,MEDICAL RESEARCH COUNCIL,400130373,"7,500,000.00"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",PRACTICAL ACTION LTD,400130378,"77,507.29"
DFID,DFID,25/11/2010,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400130383,"250,000.00"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,STAKEHOLDER DEMOCRACY NETWORK,400130398,"216,302.94"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,UNITED NATIONS POPULATION FUND,400130402,"107,000.00"
DFID,DFID,24/11/2010,Aid to other bilateral donors,Asia Division,Swiss Agency for Development and Cooperation SDC (Bangladesh),400130409,"1,477,910.19"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,Asia Division,CHRISTIAN AID,400130414,"113,989.97"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,Asia Division,International Development Enterprise - Nepal,400130418,"202,259.00"
DFID,DFID,26/11/2010,Communications,Asia Division,THE CROWN AGENTS,400130428,"457,492.40"
DFID,DFID,24/11/2010,Communications,Asia Division,THE CROWN AGENTS,400130432,"179,155.08"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,Asia Division,NEFIN  ( Nepal Federstion of Indigenous Nationalities,400130436,"91,476.00"
DFID,DFID,25/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Humanitarian Accountability Partnership - International,400130468,"90,800.00"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,PACT INC,400130478,"1,487,708.07"
DFID,DFID,24/11/2010,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400130498,"59,029.19"
DFID,DFID,24/11/2010,Technical & Advisory services,East and Central Africa,OXFORD POLICY MANAGEMENT,400130502,"21,902.79"
DFID,DFID,24/11/2010,Aid to international organisations,International Relations Division,EUROPEAN INVESTMENT BANK,400130516,"53,932.91"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",OXFAM,400130517,"28,989.00"
DFID,DFID,25/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",   UNOPS,400130524,"200,000.00"
DFID,DFID,25/11/2010,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,400130527,"30,000.00"
DFID,DFID,25/11/2010,Aid to international organisations,Policy and Research Directorate,Center for International Forestry Research (CIFOR),400130529,"418,570.00"
DFID,DFID,25/11/2010,Aid to international organisations,Policy and Research Directorate,International Rice Research Institute,400130531,"780,640.00"
DFID,DFID,25/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400130534,"201,683.07"
DFID,DFID,24/11/2010,Technical & Advisory services,West and Southern Africa,Cowater International Inc.,400130551,"31,640.94"
DFID,DFID,25/11/2010,Aid to international organisations,International Relations Division,ASSOCIATION OF COMMONWEALTH UNIVER,400130553,"800,000.00"
DFID,DFID,25/11/2010,Research & Development,Policy and Research Directorate,UNIVERSITY OF  OXFORD,400130555,"370,036.56"
DFID,DFID,25/11/2010,Aid to international organisations,International Relations Division,BRITISH COUNCIL,400130700,"1,179,542.76"
DFID,DFID,25/11/2010,Technical & Advisory services,Asia Division,Futures Group International India Pvt Ltd,400130706,"208,398.76"
DFID,DFID,25/11/2010,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400130711,"200,000.00"
DFID,DFID,26/11/2010,Aid to international organisations,Policy and Research Directorate,THE WORLD VEGETABLE CENTER (AVRDC),400130712,"300,000.00"
DFID,DFID,25/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400130715,"2,000,000.00"
DFID,DFID,25/11/2010,Technical & Advisory services,International Relations Division,ECOTEC RESEARCH AND CONSULTING LTD,400130717,"157,069.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,Asia Division,IPRCC,400130719,"25,069.52"
DFID,DFID,25/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400130723,"457,790.23"
DFID,DFID,25/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400130723,"850,181.86"
DFID,DFID,26/11/2010,Aid to international organisations,Policy and Research Directorate,International Food PolicyResearch Institute (IFRI,400130725,"1,250,000.00"
DFID,DFID,26/11/2010,Aid to international organisations,Policy and Research Directorate,International Food PolicyResearch Institute (IFRI,400130728,"692,865.00"
DFID,DFID,25/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE - HQ BRITFOR,400130729,"364,000.00"
DFID,DFID,26/11/2010,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL INSTITUTE OF TROPIC,400130731,"418,570.00"
DFID,DFID,25/11/2010,Technical & Advisory services,West and Southern Africa,SOCIAL DEVELOPMENT DIRECT LTD,400130741,"42,520.76"
DFID,DFID,25/11/2010,Research & Development,Policy and Research Directorate,UNIVERSITY OF LEEDS,400130743,"161,168.00"
DFID,DFID,26/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",ISLAMIC DEVELOPMENT BANK,400130746,"350,000.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,AGRA IN AFRICA (NO2),400130748,"4,689,897.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,AGRA IN AFRICA (NO2),400130748,"-2,627,000.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,NDI,400130757,"581,631.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,WATERAID,400130758,"35,840.00"
DFID,DFID,26/11/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400130759,"4,437,718.48"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,WATERAID,400130763,"104,681.00"
DFID,DFID,26/11/2010,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS ACCOUNT,400130766,"5,000,000.00"
DFID,DFID,26/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400130767,"953,478.89"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"498,051.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"245,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"780,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"10,632.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"19,455.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"180,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,AFRICAN DEVELOPMENT BANK GRP,400130855,"62,000.00"
DFID,DFID,25/11/2010,Aid to international organisations,East and Central Africa,UNOPS,400130876,"1,000,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,East and Central Africa,NEPAD REGIONAL INTEGRATION AND TRADE DEPARTMENT,400130878,"1,000,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,Asia Division,UNDP CONTRIBUTIONS ACCOUNT,400130885,"500,000.00"
DFID,DFID,26/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",FIELD,400130886,"41,242.50"
DFID,DFID,29/11/2010,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL LIVESTOCK RESEARCH,400130891,"528,190.00"
DFID,DFID,26/11/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400130892,"97,171.85"
DFID,DFID,29/11/2010,Aid to international organisations,West and Southern Africa,The World Bank (Tanzania),400130893,"950,000.00"
DFID,DFID,26/11/2010,Technical & Advisory services,East and Central Africa,HAREWELLE INTERNATIONAL LIMITED,400130895,"41,221.75"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,Asia Division,SNV Netherlands Development Organisation (Nepal),400130897,"416,000.00"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,Asia Division,SNV Netherlands Development Organisation (Nepal),400130897,"-209,421.00"
DFID,DFID,26/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400130898,"36,072.49"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400130900,"76,541.32"
DFID,DFID,26/11/2010,Technical & Advisory services,East and Central Africa,HTSPE LTD,400130924,"30,259.81"
DFID,DFID,26/11/2010,Technical & Advisory services,East and Central Africa,HTSPE LTD,400130924,-0.46
DFID,DFID,29/11/2010,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WFP CONTRIBUTIONS UNIT,400130926,"1,300,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,Policy and Research Directorate,FOOD AND AGRICULTURE ORGANISATION,400130930,"33,500.00"
DFID,DFID,29/11/2010,Aid to international organisations,Policy and Research Directorate,International Water Management Institute (IWMI),400130939,"1,562,500.00"
DFID,DFID,29/11/2010,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400130942,"1,000,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,West and Southern Africa, AFRICAN DEVELOPMENT BANK GRP,400130944,"10,000,000.00"
DFID,DFID,29/11/2010,Technical & Advisory services,East and Central Africa,THIRD PARTY MONIES,400130949,"72,495.00"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DCAF,400130960,"125,000.00"
DFID,DFID,29/11/2010,Aid to international organisations,International Finance Division,IBRD HSBC T,400130970,"3,688,781.98"
DFID,DFID,29/11/2010,Aid to international organisations,International Finance Division,IBRD HSBC T,400130970,"633,894.33"
DFID,DFID,29/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400130979,"22,755,713.09"
DFID,DFID,29/11/2010,Aid to international organisations,Policy and Research Directorate,International Water Management Institute (IWMI),400130983,"418,570.00"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,International Food PolicyResearch Institute (IFRI,400130996,"867,208.03"
DFID,DFID,29/11/2010,Technical & Advisory services,Asia Division,EMERGING MARKETS GROUP,400130999,"37,968.00"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,Asia Division,UCEP - Underpriveliged Childrens Education Programs,400131002,"600,000.00"
DFID,DFID,29/11/2010,Aid to civil society organisations / NGOs,Asia Division,UCEP - Underpriveliged Childrens Education Programs,400131002,"1,400,000.00"
DFID,DFID,26/11/2010,Technical & Advisory services,Communications Division,CHRISTIAN AID,400131005,"198,272.15"
DFID,DFID,26/11/2010,Technical & Advisory services,Communications Division,CHRISTIAN AID,400131005,"3,290.53"
DFID,DFID,29/11/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400131011,"27,479.99"
DFID,DFID,26/11/2010,Research & Development,Policy and Research Directorate,University Of Oxford,400131015,"225,625.79"
DFID,DFID,29/11/2010,Aid to international organisations,Policy and Research Directorate,INTERNATIONAL CENTRE FOR DEVELOPMENT ORIENTATED RESEARCH IN AGRICULTURE (ICRA),400131025,"100,000.00"
DFID,DFID,26/11/2010,Aid to partner government,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400131027,"1,075,000.00"
DFID,DFID,30/11/2010,Aid to partner government,East and Central Africa,THE CROWN AGENTS,400131106,"600,000.00"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,The Carter Center,400131133,"500,000.00"
DFID,DFID,30/11/2010,Aid to international organisations,Policy and Research Directorate,Drugs for Neglected Diseases Initiative,400131148,"1,381,529.00"
DFID,DFID,29/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,MOTT MACDONALD LTD,400131159,"47,724.04"
DFID,DFID,30/11/2010,Technical & Advisory services,Policy and Research Directorate,NATHAN EME LTD,400131161,"54,577.14"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,CARE International (UGANDA),400131170,"16,845.03"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,CARE International (UGANDA),400131170,"144,954.93"
DFID,DFID,29/11/2010,Technical & Advisory services,International Relations Division,OXFORD POLICY MANAGEMENT,400131173,"147,462.89"
DFID,DFID,29/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,OXFORD POLICY MANAGEMENT,400131181,"46,472.45"
DFID,DFID,29/11/2010,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400131185,"151,262.95"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,SAVE THE CHILDREN,400131186,"237,518.00"
DFID,DFID,29/11/2010,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400131187,"232,257.00"
DFID,DFID,29/11/2010,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400131190,"272,249.00"
DFID,DFID,29/11/2010,Technical & Advisory services,West and Southern Africa,PRICEWATERHOUSECOOPERS,400131190,"34,415.00"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,SOLIDARITES INTERNATIONAL,400131191,"228,528.00"
DFID,DFID,29/11/2010,Technical & Advisory services,International Relations Division,COFFEY INTERNATIONAL DEVELOPMENT LTD,400131192,"39,018.12"
DFID,DFID,30/11/2010,Aid to international organisations,East and Central Africa, African Union Commission,400131248,"760,000.00"
DFID,DFID,30/11/2010,Technical & Advisory services,Policy and Research Directorate,Crown Agents Bank,400131253,"93,000.00"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,International Relations Division,UNESCO,400131262,"97,702.00"
DFID,DFID,30/11/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400131263,"986,269.54"
DFID,DFID,30/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,INTERNATIONAL RESCUE COMMITTEE UK,400131268,"1,913,978.00"
DFID,DFID,30/11/2010,Aid to other bilateral donors,West and Southern Africa,UNDP CONTRIBUTIONS GBP,400131271,"200,000.00"
DFID,DFID,30/11/2010,Aid to international organisations,East and Central Africa,UNDP CONTRIBUTIONS GBP,400131274,"49,000.00"
