Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Amount 
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,Asia Division,Transparency International (Bangladesh),400127662,"11,000.00"
DFID,DFID,08/11/2010,"Property Repairs, Maintenance & Alterations",East and Central Africa,TURNER & TOWNSEND,400127669,"87,582.15"
DFID,DFID,09/11/2010,Technical & Advisory services,East and Central Africa,THIRD PARTY MONIES,400127678,"27,109.86"
DFID,DFID,09/11/2010,Technical & Advisory services,Asia Division,SIDBI MUMBAI,400127680,"26,294.12"
DFID,DFID,09/11/2010,Aid to international organisations,International Relations Division,EUROPEAN INVESTMENT BANK,400127681,"2,189,278.80"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Malawi Red Cross Society,400127683,"83,353.00"
DFID,DFID,09/11/2010,Aid to international organisations,International Relations Division,COMMISSION EUROPEAN COMMUNITY - DFID EURO ACCOUNT,400127685,"54,294,200.00"
DFID,DFID,09/11/2010,Aid to international organisations,International Relations Division,COMMISSION EUROPEAN COMMUNITY - DFID EURO ACCOUNT,400127685,86.11
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,STUDENTS PARTNERSHIP WORLDWIDE,400127696,"352,879.00"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,Asia Division,THE ASIA FOUNDATION,400127700,"409,292.00"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Africa Public Health Alliance,400127707,"35,000.00"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,SKILLS FOR SOUTHERN SUDAN,400127713,"135,487.00"
DFID,DFID,09/11/2010,Working with Others including the Private Sector,Policy and Research Directorate,African Economic Research Consortium,400127723,"300,000.00"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",International Federation of the Red Cross and Red Crescent Societies,400127726,"100,000.00"
DFID,DFID,09/11/2010,Aid to international organisations,East and Central Africa,NEPAD (International Partnership for Africa Fisheries),400127729,"450,000.00"
DFID,DFID,09/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,University Of Oxford,400127731,"29,741.66"
DFID,DFID,09/11/2010,Aid to international organisations,Asia Division, THE WORLD BANK,400127732,"200,000.00"
DFID,DFID,09/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD (HSBC)  C/O THE WORLD BANK,400127737,"450,000.00"
DFID,DFID,08/11/2010,Technical & Advisory services,East and Central Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400127741,"158,228.91"
DFID,DFID,08/11/2010,Emergency / Humanitarian Assistance,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",THE CROWN AGENTS,400127748,"28,764.00"
DFID,DFID,08/11/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,THE CROWN AGENTS,400127750,"128,597.25"
DFID,DFID,08/11/2010,"Property Repairs, Maintenance & Alterations",East and Central Africa,TURNER & TOWNSEND,400127780,"30,504.02"
DFID,DFID,08/11/2010,"Property Repairs, Maintenance & Alterations",East and Central Africa,TURNER & TOWNSEND,400127782,"32,837.12"
DFID,DFID,08/11/2010,Technical & Advisory services,Policy and Research Directorate,UNIVERSITY COLLEGE LONDON (FEES),400127783,"195,566.10"
DFID,DFID,09/11/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400127830,"108,321.68"
DFID,DFID,10/11/2010,Technical & Advisory services,Asia Division,Harewelle International Limited.,400127868,"124,777.01"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Asia Division,Harewelle International Limited.,400127868,"1,914,459.01"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,Sarhad Rural Support Programme (SRSP),400127869,"324,349.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,SAVE THE CHILDREN,400127885,"1,343,346.00"
DFID,DFID,09/11/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400127916,"271,139.00"
DFID,DFID,09/11/2010,Technical & Advisory services,West and Southern Africa,MALARIA CONSORTIUM,400127916,"266,772.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,IBON FOUNDATION INC,400127922,"117,000.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,TROCAIRE,400127937,"203,987.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,CATHOLIC RELIEF  SERVICES,400127961,"321,993.63"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Wildscreen,400127971,"52,078.39"
DFID,DFID,09/11/2010,"Property Repairs, Maintenance & Alterations",Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400127988,"63,504.60"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,SAVE THE CHILDREN UK,400127992,"206,474.40"
DFID,DFID,09/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400127997,"206,793.51"
DFID,DFID,09/11/2010,Technical & Advisory services,Policy and Research Directorate,Crown Agents Bank,400127997,"550,000.00"
DFID,DFID,09/11/2010,Technical & Advisory services,Policy and Research Directorate,Crown Agents Bank,400127997,"-550,000.00"
DFID,DFID,09/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400127997,"539,021.00"
DFID,DFID,09/11/2010,Technical & Advisory services,International Relations Division,ECOTEC RESEARCH AND CONSULTING LTD,400127999,"180,687.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,SAVE THE CHILDREN UK,400128001,"114,722.00"
DFID,DFID,09/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",HYDRO TASMANIA CONSULTING,400128002,"69,688.00"
DFID,DFID,09/11/2010,Technical & Advisory services,East and Central Africa,KPMG EAST AFRICA LTD,400128013,"45,219.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Global Development Network,400128026,"205,000.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,MERLIN,400128041,"126,466.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,MERLIN,400128041,"2,472,023.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,MERLIN,400128041,"162,536.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,HANDICAP INTERNATIONAL,400128056,"998,788.00"
DFID,DFID,10/11/2010,Technical & Advisory services,Asia Division,ERNST &  YOUNG PRIVATE LTD,400128075,"28,503.00"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,RED R,400128081,"49,880.04"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CHRISTIAN AID,400128084,"190,451.00"
DFID,DFID,09/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400128085,"248,666.91"
DFID,DFID,10/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400128091,"236,031.44"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,SA INSTITUTE OF INTERNATIONAL AFFAIRS,400128092,"46,507.53"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Southern Africa Trust,400128095,"938,544.64"
DFID,DFID,09/11/2010,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400128096,"68,336.98"
DFID,DFID,10/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Banja La Mtsogolo,400128099,"589,973.14"
DFID,DFID,11/11/2010,Aid to international organisations,Asia Division,THE WORLD BANK (CHINA),400128221,"797,696.00"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400128246,"399,887.50"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400128246,"215,299.31"
DFID,DFID,10/11/2010,Furniture & Fittings,West and Southern Africa,KOIZA INTERNATIONAL LTD,400128259,"33,067.32"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Soul City,400128264,"1,097,587.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,SAFERWORLD,400128265,"63,076.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,Medecins du Monde UK International Funds,400128279,"620,509.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,Medecins du Monde UK International Funds,400128279,"-374,644.00"
DFID,DFID,09/11/2010,Accomodation costs,West and Southern Africa,Biga Projects Ltd,400128282,"15,582.19"
DFID,DFID,09/11/2010,Accomodation costs,West and Southern Africa,Biga Projects Ltd,400128282,"12,749.06"
DFID,DFID,11/11/2010,Aid to international organisations,Policy and Research Directorate,CORAF/WECARD,400128285,"2,500,000.00"
DFID,DFID,11/11/2010,Aid to international organisations,Policy and Research Directorate,CORAF/WECARD,400128285,"-1,250,000.00"
DFID,DFID,11/11/2010,Aid to international organisations,Asia Division,THE WORLD BANK (CHINA),400128287,"208,763.75"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,AGRA IN AFRICA (NO2),400128288,"100,000.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,AGRA IN AFRICA (NO2),400128288,"100,000.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400128311,"735,290.11"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",CARE INTERNATIONAL,400128313,"1,206,235.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,KPMG DEVELOPMENT SERVICE,400128319,"541,953.10"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400128326,"44,320.69"
DFID,DFID,11/11/2010,Aid to other bilateral donors,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Danish Embassy Nicaragua,400128330,"445,000.00"
DFID,DFID,11/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",IBRD HSBC T,400128353,"73,500.00"
DFID,DFID,11/11/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400128354,"73,347.00"
DFID,DFID,11/11/2010,Technical & Advisory services,Asia Division,OPTIONS CONSULTANCY SERVICES LIMITED,400128355,"39,112.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Community Media Trust,400128359,"80,379.38"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,SAVE THE CHILDREN,400128367,"198,736.58"
DFID,DFID,10/11/2010,Technical & Advisory services,Policy and Research Directorate,CAB INTERNATIONAL,400128370,"43,818.88"
DFID,DFID,10/11/2010,Technical & Advisory services,West and Southern Africa,LIVERPOOL ASSOCIATES IN TROP. HEALTH,400128371,"53,171.97"
DFID,DFID,11/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Caribbean Disaster Emergency Management Agency,400128374,"566,985.14"
DFID,DFID,10/11/2010,Technical & Advisory services,West and Southern Africa,Masdar (UK) Limited,400128376,"94,142.25"
DFID,DFID,10/11/2010,Technical & Advisory services,East and Central Africa,HLSP LIMITED,400128379,"35,000.00"
DFID,DFID,11/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,PANOS LONDON,400128380,"43,610.00"
DFID,DFID,11/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAFERWORLD,400128381,"22,369.00"
DFID,DFID,11/11/2010,Aid to international organisations,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",SAFERWORLD,400128381,"150,000.00"
DFID,DFID,11/11/2010,Aid to international organisations,International Relations Division,UNDP CONTRIBUTIONS GBP,400128382,"225,000.00"
DFID,DFID,12/11/2010,Aid to international organisations,International Finance Division,SG HAMBROS TRUST COMPANY LIMITED,400128518,"250,000.00"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400128521,"66,365.18"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,EFFECTIVE DEVELOPMENT GROUP (EDG),400128523,"140,939.78"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400128527,"134,019.99"
DFID,DFID,11/11/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400128529,"323,606.60"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,ICF MACRO,400128531,"179,731.50"
DFID,DFID,12/11/2010,Aid to international organisations,East and Central Africa,The Irish Aid Bank,400128532,"800,000.00"
DFID,DFID,11/11/2010,Technical & Advisory services,Asia Division,GRM INTERNATIONAL LTD,400128535,"120,373.21"
DFID,DFID,11/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400128537,"2,526,515.40"
DFID,DFID,11/11/2010,Technical & Advisory services,East and Central Africa,ATOS CONSULTING LIMITED,400128539,"370,534.75"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,CARE INTERNATIONAL,400128541,"698,848.37"
DFID,DFID,11/11/2010,Technical & Advisory services,Policy and Research Directorate,PRICEWATERHOUSECOOPERS,400128546,"147,272.56"
DFID,DFID,12/11/2010,Aid to international organisations,West and Southern Africa,World Food  Programme,400128548,"1,000,000.00"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,EFInA,400128552,"426,106.65"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,HENNET,400128561,"242,258.10"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,HTSPE LTD,400128562,"151,257.90"
DFID,DFID,12/11/2010,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400128563,"45,256.26"
DFID,DFID,12/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,"McKinsey & Co, Inc UK",400128568,"321,950.00"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,FinMark  TRUST,400128570,"161,802.62"
DFID,DFID,12/11/2010,Technical & Advisory services,International Relations Division,PUBLIC ADMINISTRATION INTERN,400128572,"27,995.85"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400128575,"141,922.26"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",COLLABORATIVE LEARNING PROJECTS,400128578,"100,000.00"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Communications Division,THE CROWN AGENTS,400128677,"118,768.88"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,BRITISH COUNCIL,400128685,"149,687.66"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,Cambridge  Education Limited,400128692,"1,559,901.33"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Finance and Corporate Performance Division,CIPFA,400128709,"43,750.00"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Asia Division,SAVE THE CHILDREN,400128713,"310,505.87"
DFID,DFID,15/11/2010,Aid to international organisations,Asia Division,UNOPS,400128719,"4,500,000.00"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Asia Division,CARE NEPAL,400128731,"700,000.00"
DFID,DFID,12/11/2010,Aid to civil society organisations / NGOs,Asia Division,MAXWELL STAMP PLC,400128732,"1,175,256.64"
DFID,DFID,12/11/2010,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400128732,"223,858.00"
DFID,DFID,12/11/2010,Technical & Advisory services,Asia Division,MAXWELL STAMP PLC,400128733,"115,430.78"
DFID,DFID,15/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,HTSPE LTD,400128735,"30,428.82"
DFID,DFID,15/11/2010,Technical & Advisory services,East and Central Africa,Geoffrey Arnold,400128738,"28,928.95"
DFID,DFID,15/11/2010,Technical & Advisory services,East and Central Africa,ADAM SMITH INTERNATIONAL  LTD,400128743,"82,943.51"
DFID,DFID,15/11/2010,Emergency / Humanitarian Assistance,Western Asia and Stabilisation Division,MINISTRY OF DEFENCE - HQ BRITFOR,400128749,"136,054.74"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400128751,"30,008.00"
DFID,DFID,12/11/2010,Technical & Advisory services,West and Southern Africa,ONE WORLD,400128752,"102,502.00"
DFID,DFID,15/11/2010,Accomodation costs,West and Southern Africa,Biga Projects Ltd,400128759,"12,719.77"
DFID,DFID,15/11/2010,Accomodation costs,West and Southern Africa,Biga Projects Ltd,400128759,"15,546.39"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Asia Division,SKILLSHARE INTERNATIONAL,400128762,"32,244.00"
DFID,DFID,12/11/2010,Technical & Advisory services,Policy and Research Directorate,UNIVERSITY OF BIRMINGHAM,400128764,"108,972.01"
DFID,DFID,12/11/2010,Research & Development,Policy and Research Directorate,University Of Oxford,400128769,"101,488.37"
DFID,DFID,15/11/2010,Aid to civil society organisations / NGOs,Communications Division,Global Campaign for Education,400128784,"30,400.00"
DFID,DFID,15/11/2010,Research & Development,West and Southern Africa,HEALTH PARTNERS INTERNATIONAL,400128792,"44,851.33"
DFID,DFID,15/11/2010,Technical & Advisory services,East and Central Africa,WSP INTERNATIONAL LIMITED,400128798,"44,717.13"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,IHRA (INTL HARM REDUCTION ASSC),400128849,"117,969.00"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Asia Division,INTERNATIONAL RESCUE COMMITTEE UK,400128861,"177,045.00"
DFID,DFID,15/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400128890,"373,797.47"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Western Asia and Stabilisation Division,MERCY CORPS,400128892,"85,134.00"
DFID,DFID,15/11/2010,Aid to partner government,Asia Division,THE CROWN AGENTS,400128894,"2,577,222.92"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,400128915,"238,296.71"
DFID,DFID,15/11/2010,Technical & Advisory services,West and Southern Africa,ABT ASSOCIATES INC,400128916,"1,556,177.46"
DFID,DFID,15/11/2010,Accomodation costs,Human Resources Division,PLANNED MAINTENANCE ENGINEERING LTD,400128934,"26,022.73"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Asia Division,International Crisis Group,400128939,"35,905.00"
DFID,DFID,15/11/2010,Aid to partner government,West and Southern Africa,THE CROWN AGENTS,400128941,"150,000.00"
DFID,DFID,16/11/2010,Technical & Advisory services,Asia Division,GHK CONSULTING LTD,400128951,"54,205.00"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,THE ROYAL INSTITUTE OF INTERNATIONAL AFFAIRS,400128953,"42,778.49"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Asia Division,RURAL RECONSTRUCTION NEPAL,400128954,"371,458.00"
DFID,DFID,16/11/2010,Technical & Advisory services,Western Asia and Stabilisation Division,THIRD PARTY MONIES,400128958,"44,291.39"
DFID,DFID,16/11/2010,Technical & Advisory services,Policy and Research Directorate,NATHAN EME LTD,400128964,"33,564.83"
DFID,DFID,16/11/2010,Aid to international organisations,Policy and Research Directorate,WHO (GENEVA),400128981,"2,000,000.00"
DFID,DFID,16/11/2010,Aid to international organisations,West and Southern Africa, UNICEF,400128983,"1,500,000.00"
DFID,DFID,16/11/2010,Aid to international organisations,West and Southern Africa, UNICEF,400128983,"2,000,000.00"
DFID,DFID,16/11/2010,Technical & Advisory services,West and Southern Africa,GRM INTERNATIONAL LTD,400128993,"953,547.54"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Asia Division,ActionAid India,400128994,"200,242.68"
DFID,DFID,16/11/2010,Aid to civil society organisations / NGOs,Asia Division,Oxfam (India) Trust,400128995,"213,092.00"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,BOND,400129067,"156,795.00"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,International Relations Division,University of Sarajevo,400129081,"33,123.00"
DFID,DFID,16/11/2010,Technical & Advisory services,Central Department Division,The Danish Water Forum,400129088,"51,711.13"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",TEARFUND,400129090,"117,021.84"
DFID,DFID,16/11/2010,Technical & Advisory services,Central Department Division,INSTITUTE FOR RESEARCH & DEVELOPMENT FRANCE,400129094,"79,210.37"
DFID,DFID,17/11/2010,Technical & Advisory services,Central Department Division,NORWEGIAN WATER RESCOURCES AND ENERGY DIRECTORATE,400129109,"33,239.09"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,THE RESEARCH FOUNDATION,400129111,"98,215.07"
DFID,DFID,16/11/2010,Aid to international organisations,Policy and Research Directorate,International Monetary Fund (GBP),400129135,"500,000.00"
DFID,DFID,16/11/2010,Technical & Advisory services,Asia Division,CONSTELLA FUTURES,400129147,"65,005.81"
DFID,DFID,16/11/2010,"Property Repairs, Maintenance & Alterations",East and Central Africa,APLUS-SUDAN PROJECT MANANGMENT CO LTD,400129148,"457,099.00"
DFID,DFID,15/11/2010,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400129158,"993,789.00"
DFID,DFID,15/11/2010,Technical & Advisory services,Policy and Research Directorate,Triple Line Consulting Limited,400129159,"242,944.80"
DFID,DFID,16/11/2010,Consultancy Services,International Finance Division,THE CROWN AGENTS,400129183,"49,700.00"
DFID,DFID,16/11/2010,Consultancy Services,International Finance Division,THE CROWN AGENTS,400129183,"14,848.87"
DFID,DFID,16/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Crown Agents Bank,400129200,"106,249.00"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,East and Central Africa, Economic Policy Research Institute,400129208,"123,473.00"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,Theatre for a Change,400129234,"37,760.00"
DFID,DFID,16/11/2010,Research & Development,Policy and Research Directorate,University of Cape Town,400129235,"36,011.28"
DFID,DFID,17/11/2010,Technical & Advisory services,West and Southern Africa,DAI EUROPE LIMITED,400129241,"214,733.51"
DFID,DFID,17/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400129242,"50,917.53"
DFID,DFID,17/11/2010,Technical & Advisory services,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",DAI EUROPE LIMITED,400129243,"44,128.73"
DFID,DFID,17/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",Chatham House,400129245,"31,421.51"
DFID,DFID,18/11/2010,Technical & Advisory services,Asia Division,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,400129262,"38,830.88"
DFID,DFID,18/11/2010,Aid to international organisations,West and Southern Africa, UNICEF,400129311,"550,000.00"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,International Relations Division,COMMUNICATIONS FOR SOCIAL DEVELOPMENT,400129322,"69,823.88"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,International Relations Division,COMMUNICATIONS FOR SOCIAL DEVELOPMENT,400129322,19.35
DFID,DFID,17/11/2010,Aid to international organisations,Policy and Research Directorate,ICRAF,400129323,"418,570.00"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,International Relations Division,Kosovo Democratic Institute,400129343,"99,142.86"
DFID,DFID,18/11/2010,Aid to international organisations,West and Southern Africa,The World Bank (EFO),400129368,"425,000.00"
DFID,DFID,18/11/2010,Research & Development,Policy and Research Directorate,GBS Re DFID Third Party Monies,400129384,"51,196.26"
DFID,DFID,17/11/2010,Research & Development,Policy and Research Directorate,INSTITUTE OF DEV  STUDIES UNIVER,400129392,"68,322.66"
DFID,DFID,18/11/2010,Technical & Advisory services,West and Southern Africa,CHEMONICS,400129394,"415,653.78"
DFID,DFID,18/11/2010,Technical & Advisory services,West and Southern Africa,CHEMONICS,400129394,"-207,827.00"
DFID,DFID,17/11/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400129395,"151,219.96"
DFID,DFID,17/11/2010,Medical & Health Supplies/Services,West and Southern Africa,THE CROWN AGENTS,400129396,"301,640.82"
DFID,DFID,18/11/2010,Technical & Advisory services,Asia Division,FAMILY HEALTH INTERNATIONAL,400129397,"130,987.00"
DFID,DFID,18/11/2010,Aid to international organisations,East and Central Africa,IBRD HSBC T,400129400,"500,000.00"
DFID,DFID,18/11/2010,Aid to other bilateral donors,West and Southern Africa,UNICEF,400129412,"300,000.00"
DFID,DFID,18/11/2010,Technical & Advisory services,East and Central Africa,MAXWELL STAMP PLC,400129436,"243,543.19"
DFID,DFID,18/11/2010,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400129438,"696,716.87"
DFID,DFID,18/11/2010,Technical & Advisory services,Asia Division,BMB MOTT  MACDONALD,400129442,"63,008.18"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,Policy and Research Directorate,Triple Line Consulting Limited,400129458,"316,707.98"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,West and Southern Africa,CHRISTIAN AID,400129463,"201,824.48"
DFID,DFID,18/11/2010,Aid to international organisations,Policy and Research Directorate,WHO (GENEVA),400129468,"500,000.00"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,International Relations Division,MOST,400129472,"70,000.00"
DFID,DFID,18/11/2010,Technical & Advisory services,Asia Division,LTS INTERNATIONAL LTD,400129473,"26,670.34"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",PLAN INTERNATIONAL UK,400129480,"87,700.00"
DFID,DFID,18/11/2010,Aid to civil society organisations / NGOs,"Security & Humanitarian, Middle East, Caribbean & Overseas Territories Division",WORLD VISION UNITED KINGDOM,400129491,"232,883.00"
DFID,DFID,18/11/2010,Aid to other bilateral donors,Asia Division,The World Bank (EFO),400129492,"78,000.00"
DFID,DFID,19/11/2010,Aid to civil society organisations / NGOs,East and Central Africa,THIRD PARTY MONIES,400129509,"33,999.08"
DFID,DFID,19/11/2010,Aid to other bilateral donors,West and Southern Africa,SIDA,400129565,"200,000.00"
DFID,DFID,19/11/2010,Technical & Advisory services,Asia Division,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,400129580,"45,767.36"
DFID,DFID,19/11/2010,Aid to international organisations,East and Central Africa,The Food and Agriculture Organization Of The United Nations,400129597,"1,000,000.00"
DFID,DFID,19/11/2010,Aid to international organisations,East and Central Africa,WHO (GENEVA),400129608,"1,400,000.00"
DFID,DFID,19/11/2010,Technical & Advisory services,Policy and Research Directorate,THE CROWN AGENTS,400129617,"31,463.19"
DFID,DFID,19/11/2010,Technical & Advisory services,West and Southern Africa,THE CROWN AGENTS,400129619,"66,631.43"
