EXAMPLES OF GPC EXPENDITURE,

Merchant Category Group/Code narrative,Examples of Expenditure

"Bars, restaurants and nightclubs",£˜˜˜˜˜˜˜˜ Small hotels provided by our Hotel provider are classed under this heading 
,"£˜˜˜˜˜˜˜˜ Meals/subsistence while on detached duty, military operations and training exercises "
Fireplace,£˜˜˜˜˜˜˜˜ Repairs to ovens in kitchens
Gifts/cards/novelty shops and video amusement game supply,£˜˜˜˜˜˜˜˜ Trainee visits to the Royal Armouries as part of their training to see the history of weaponry and guns.
,"£˜˜˜˜˜˜˜˜ Video Games, puzzles etc for rest and recuperation for personnel serving in Afghanistan"
"Hobby, Toys and games","£˜˜˜˜˜˜˜˜ For schools educating Service children overseas, models of military equipment for presentations to schools"
Florists,£˜˜˜˜˜˜˜˜ Wreaths for Military personnel killed while in Service 
,"£˜˜˜˜˜˜˜˜ Upkeep of the Defence estate, particularly military establishments"
Music shops and Bands/Orchestras,£˜˜˜˜˜˜˜˜ Musical instruments purchased for the various military bands and the Royal School of Music
Dry cleaning,"£˜˜˜˜˜˜˜˜ The procurement, rental and maintenance of washing machines  "
,£˜˜˜˜˜˜˜˜ The provision of laundry facilities for Military personnel
Jewellery,£˜˜˜˜˜˜˜˜ Maintenance of clocking-in machines at MOD establishments
,£˜˜˜˜˜˜˜˜ New location signs
,£˜˜˜˜˜˜˜˜ The provision of dog tags for military personnel 
,£˜˜˜˜˜˜˜˜ Warrant card holders for the MOD Police
,£˜˜˜˜˜˜˜˜ Kilt pins for school uniforms
,£˜˜˜˜˜˜˜˜ CCTV/Alarm systems
Gym equipment,£˜˜˜˜˜˜˜˜ The purchase of physical training equipment for military gyms and schools
Arts and Craft Shops,£˜˜˜˜˜˜˜˜ Insignia for military band instruments
,£˜˜˜˜˜˜˜˜ Mock up models for military visits to schools 
,£˜˜˜˜˜˜˜˜ Military recruitment banners
Cinema trips,£˜˜˜˜˜˜˜˜ Hire of venues by the Army Presentation team 
,£˜˜˜˜˜˜˜˜ Leisure activity as part of the training for new junior soldiers
Tourist attractions and exhibits,£˜˜˜˜˜˜˜˜ Acquaint visits for potential recruits to the Royal Navy
,£˜˜˜˜˜˜˜˜ Costs related to the annual Navy Day
,£˜˜˜˜˜˜˜˜ Adventure training courses including hire of facilities and instruction
