Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,39.2,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,130,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,75,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,122,
Defra,JNCC,07-May-10,EQUIPMENT REPLACEMENT,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,21.96,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,28.7,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard April 2010,26,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard April 2010,26,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Access to Information,Barclaycard Business,Barclaycard April 2010,5.54,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,3.58,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,34.7,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,111.6,
Defra,JNCC,07-May-10,TAXI,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,34.6,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard April 2010,18.8,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,56.8,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,87,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard April 2010,93.2,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,4.17,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,2.87,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,1.67,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,10.23,
Defra,JNCC,07-May-10,FOREIGN TRAVEL                                              ,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,221.75,
Defra,JNCC,07-May-10,FOREIGN TRAVEL                                              ,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,18.3,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,96.5,
Defra,JNCC,07-May-10,OTHER PUBLICITY PRODUCTS                                    ,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,117.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,135.3,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,61.72,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,3.3,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,55.1,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,67.5,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,88.18,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,41.7,
Defra,JNCC,07-May-10,CAR PARKING,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,7.5,
Defra,JNCC,07-May-10,DATA ACCESS LICENCES,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,411.25,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,-117.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,94,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,17.53,
Defra,JNCC,07-May-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,26.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,99.7,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,199.68,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,76,
Defra,JNCC,07-May-10,WATER RATES                                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,136.99,
Defra,JNCC,07-May-10,WATER RATES                                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,262.49,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,45,
Defra,JNCC,07-May-10,WORKING LUNCHES                                             ,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,170.45,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,275.55,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,13.02,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard April 2010,159.4,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Surveillance & Monitoring,Barclaycard Business,Barclaycard April 2010,178,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,232.6,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,201.62,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,42.5,
Defra,JNCC,07-May-10,TRAINING COURSES                                            ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,454.73,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,123.5,
Defra,JNCC,07-May-10,OTHER PUBLICITY PRODUCTS                                    ,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,"2,375.24",
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,6.2,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,14.73,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,81.5,
Defra,JNCC,07-May-10,T AND S                                                     ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,150,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,93.2,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,10,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,151.82,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,9.7,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,91.2,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,46.2,
Defra,JNCC,07-May-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,57.74,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,9.5,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,87.77,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,2.63,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,140,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,45,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,196.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,38,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,135.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,25.8,
Defra,JNCC,07-May-10,SENDING OF POST & PARCELS                                   ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,252.65,
Defra,JNCC,07-May-10,COACH/BUS TRAVEL,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,17.8,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,2.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,105.5,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,232.63,
Defra,JNCC,07-May-10,CAR PARKING,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,4.25,
Defra,JNCC,07-May-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,9.5,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,6.18,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,2.28,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,2.26,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,18,
Defra,JNCC,07-May-10,WORKING LUNCHES                                             ,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,59.2,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,110.48,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,94,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,15.54,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,89,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,4.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,26,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,47.7,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,31,
Defra,JNCC,07-May-10,WORKING LUNCHES                                             ,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,26.15,
Defra,JNCC,07-May-10,HEALTH & SAFETY                                             ,Global Advice,Barclaycard Business,Barclaycard April 2010,25,
Defra,JNCC,07-May-10,BOOKS                                                       ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,23.24,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,80.5,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,626.56,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,144.9,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard April 2010,94,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Access to Information,Barclaycard Business,Barclaycard April 2010,44,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,15,
Defra,JNCC,07-May-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,14.44,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,33.9,
Defra,JNCC,07-May-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,88.23,
Defra,JNCC,07-May-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,53.97,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,416.15,
Defra,JNCC,07-May-10,RAIL TRAVEL - OVERSEAS,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard April 2010,90.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,41,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,128,
Defra,JNCC,07-May-10,AIR TRAVEL - EUROPE,Policy Relevant Info & Reporting,Barclaycard Business,Barclaycard April 2010,168.99,
Defra,JNCC,07-May-10,AIR TRAVEL - EUROPE,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,90.99,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,46.2,
Defra,JNCC,07-May-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,10.67,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,64.5,
Defra,JNCC,07-May-10,T AND S                                                     ,Access to Information,Barclaycard Business,Barclaycard April 2010,119,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,165,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,84.48,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,94,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,345.07,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,90.74,
Defra,JNCC,07-May-10,HEALTH & SAFETY                                             ,Global Advice,Barclaycard Business,Barclaycard April 2010,64.8,
Defra,JNCC,07-May-10,HEALTH & SAFETY                                             ,Global Advice,Barclaycard Business,Barclaycard April 2010,45,
Defra,JNCC,07-May-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,89.92,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,3.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,93.2,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,21.7,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,39.2,
Defra,JNCC,07-May-10,RAIL TRAVEL - OVERSEAS,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,219.52,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,39.2,
Defra,JNCC,07-May-10,AIR TRAVEL - EUROPE,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,216.6,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,40.3,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,13.02,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,46.67,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,93.33,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,58.16,
Defra,JNCC,07-May-10,SCIENTIFIC EQUIPMENT REPAIR                                 ,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,"1,058.37",
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,10,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,148.05,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,20,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,16.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,140,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,5.6,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,33,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,116.5,
Defra,JNCC,07-May-10,HEALTH & SAFETY                                             ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,105.75,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,13.01,
Defra,JNCC,07-May-10,COMPUTER EQUIPMENT (H&S/WARE)                               ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,14.43,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,2.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,4,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,150.99,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,-130,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,155.98,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,41,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,5.6,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,4,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,10.9,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,124.48,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,37,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard April 2010,-59.5,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,971,
Defra,JNCC,07-May-10,HOSPITALITY                                                 ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,152.55,
Defra,JNCC,07-May-10,OFFICE STATIONERY& CONSUMABLES                              ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,11.15,
Defra,JNCC,07-May-10,MISCELLANEOUS ADMIN COSTS (Check Before Use)                ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,15,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,171.53,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,-130.5,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Mapping & Ecosystem Assessment,Barclaycard Business,Barclaycard April 2010,46.68,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,69.4,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,33.33,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,9.3,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Conservation Advice,Barclaycard Business,Barclaycard April 2010,10,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,10,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,-22,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,-17.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,28.7,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,31.7,
Defra,JNCC,07-May-10,AIR TRAVEL - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,156.4,
Defra,JNCC,07-May-10,SUBSISTENCE - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,11.44,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,40.85,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,113,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,73,
Defra,JNCC,07-May-10,EXTERNAL CONFERENCES                                        ,Global Advice,Barclaycard Business,Barclaycard April 2010,130,
Defra,JNCC,07-May-10,VEHICLE HIRE                                                ,Marine Management Advice,Barclaycard Business,Barclaycard April 2010,-131.49,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,49.5,
Defra,JNCC,07-May-10,OFFICE MAINTENANCE                                          ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,92.28,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,18.5,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,39.5,
Defra,JNCC,07-May-10,CAR PARKING,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,4.6,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,European Intelligence & Advice,Barclaycard Business,Barclaycard April 2010,87,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Marine Surveillance,Barclaycard Business,Barclaycard April 2010,106,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,30.15,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,113,
Defra,JNCC,07-May-10,CAR PARKING,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,21.3,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,10,
Defra,JNCC,07-May-10,NON-JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,553,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Sustainability Advice,Barclaycard Business,Barclaycard April 2010,34.7,
Defra,JNCC,07-May-10,ACCOMMODATION - OVERSEAS,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,108.97,
Defra,JNCC,07-May-10,ACCOMMODATION - UK,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,87,
Defra,JNCC,07-May-10,NON-JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,627.28,
Defra,JNCC,07-May-10,NON-JNCC EVENTS - DELEGATE ATTENDANCE COSTS                     ,Overseas Territories & Crown Dependancies,Barclaycard Business,Barclaycard April 2010,328.91,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Global Advice,Barclaycard Business,Barclaycard April 2010,18.8,
Defra,JNCC,07-May-10,RAIL TRAVEL - OVERSEAS,Global Advice,Barclaycard Business,Barclaycard April 2010,20,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,37.3,
Defra,JNCC,07-May-10,SUBSISTENCE - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,18.6,
Defra,JNCC,07-May-10,CAR PARKING,Marine Protected Areas,Barclaycard Business,Barclaycard April 2010,4,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,159,
Defra,JNCC,07-May-10,CORPORATE SUBSCRIPTIONS                                     ,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,120,
Defra,JNCC,07-May-10,RAIL TRAVEL - UK,Governance & Corporate Services,Barclaycard Business,Barclaycard April 2010,37.3,
