Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/04/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,LONDON SHA,19523587,"£71,869.40",Secondee Salary Recharges April - September 2012,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,LONDON SHA,19523587,"£38,345.42",Secondee Salary Recharges q2-q4,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,Policy Payments,NHS Medical,ROYAL BERKSHIRE NHS FOUNDATION TRUST,450163,"£383,040.00","Financial Support for the agreed project, in accordance with the contract dated 07-02-13",RG1 5AN,PUBLIC,,,Programme
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BARKING AND DAGENHAM PCT,FUNDINGAPR13,"£4,662,000.00",,IG11 8EY,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BEDFORDSHIRE PCT,FUNDINGAPR13,"£10,000,000.00",,MK40 2AW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BERKSHIRE EAST PCT,FUNDINGAPR13,"£4,400,000.00",,RG7 4BQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BERKSHIRE WEST PCT,FUNDINGAPR13,"£6,000,000.00",,RG7 4BQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRENT TEACHING PCT,FUNDINGAPR13,"£5,700,000.00",,HA0 4UZ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRIGHTON & HOVE CITY TEACHING PCT,FUNDINGAPR13,"£8,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BROMLEY PCT,FUNDINGAPR13,"£3,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CAMBRIDGESHIRE PCT,FUNDINGAPR13,"£12,000,000.00",,PE29 6FH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CAMDEN PCT,FUNDINGAPR13,"£9,600,000.00",,NW1 0PE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CITY AND HACKNEY TEACHING PCT,FUNDINGAPR13,"£28,240,000.00",,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CROYDON PCT,FUNDINGAPR13,"£17,000,000.00",,CR0 6SR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EALING PCT,FUNDINGAPR13,"£10,000,000.00",,UB2 4SA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST OF ENGLAND SHA,FUNDINGAPR13,"£9,000,000.00",,CB1 5XB,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,FUNDINGAPR13,"£8,000,000.00",,BN21 3UN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EASTERN & COASTAL KENT PCT,FUNDINGAPR13,"£80,000,000.00",,CT1 3NG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GREAT YARMOUTH AND WAVENY PCT,FUNDINGAPR13,"£4,000,000.00",,NR31 0LT,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HAMPSHIRE PCT,FUNDINGAPR13,"£65,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HARINGEY TEACHING PCT,FUNDINGAPR13,"£11,500,000.00",,NW1 2PL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HARROW PCT,FUNDINGAPR13,"£4,320,000.00",,HA1 3EX,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HAVERING PCT COMMISSIONING,FUNDINGAPR13,"£3,988,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HERTFORDSHIRE PCT,FUNDINGAPR13,"£30,000,000.00",,AL8 6JL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HOUNSLOW PCT,FUNDINGAPR13,"£2,750,000.00",,UB2 4SA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLE OF WIGHT NHS PCT,FUNDINGAPR13,"£6,500,000.00",,PO30 5TG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ISLINGTON PCT,FUNDINGAPR13,"£22,400,000.00",,EC1V 7LQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,KINGSTON PCT,FUNDINGAPR13,"£8,000,000.00",,KT5 9AL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LAMBETH PCT,FUNDINGAPR13,"£4,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEWISHAM PCT,FUNDINGAPR13,"£2,000,000.00",,SE12 8RN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LONDON SHA,FUNDINGAPR13,"£31,439,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LUTON TEACHING PCT,FUNDINGAPR13,"£4,000,000.00",,MK40 2AW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,MID ESSEX PCT,FUNDINGAPR13,"£15,000,000.00",,CM8 2TL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NEWHAM PCT,FUNDINGAPR13,"£21,870,000.00",,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORFOLK PCT,FUNDINGAPR13,"£20,500,000.00",,NR1 3FR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,OXFORDSHIRE PCT,FUNDINGAPR13,"£10,000,000.00",,OX4 2LH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PETERBOROUGH PCT,FUNDINGAPR13,"£3,300,000.00",,PE29 6FH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PORTSMOUTH CITY TEACHING PCT,FUNDINGAPR13,"£18,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,REDBRIDGE PCT,FUNDINGAPR13,"£4,802,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,RICHMOND AND TWICKENHAM PCT,FUNDINGAPR13,"£8,000,000.00",,KT5 9AL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH CENTRAL SHA,FUNDINGAPR13,"£8,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH EAST COAST SHA,FUNDINGAPR13,"£4,500,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTHAMPTON CITY PCT,FUNDINGAPR13,"£18,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTHWARK PCT,FUNDINGAPR13,"£3,000,000.00",,SE1 7NT,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUFFOLK PCT,FUNDINGAPR13,"£5,000,000.00",,WF 3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SURREY PCT,FUNDINGAPR13,"£30,000,000.00",,KT16 0QA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUTTON AND MERTON PCT,FUNDINGAPR13,"£15,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TOWER HAMLETS PCT,FUNDINGAPR13,"£15,740,000.00",,E1 1RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WANDSWORTH TEACHING PCT,FUNDINGAPR13,"£10,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST ESSEX PCT,FUNDINGAPR13,"£9,000,000.00",,CM16 6TN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST KENT PCT,FUNDINGAPR13,"£8,000,000.00",,ME20 7NJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST SUSSEX PCT,FUNDINGAPR13,"£5,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WESTMINSTER PCT,FUNDINGAPR13,"£2,100,000.00",,NW1 5JD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,"ASHTON, LEIGH & WIGAN PCT",FUNDINGAPRIL13,"£11,000,000.00",,WN1 1AH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BARNSLEY PCT,FUNDINGAPRIL13,"£7,400,000.00",,S70 3RD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BASSETLAW PCT,FUNDINGAPRIL13,"£3,180,000.00",,NG21 0ER,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BATH & NORTH EAST SOMERSET PCT,FUNDINGAPRIL13,"£900,000.00",,BA2 5RP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BIRMINGHAM EAST AND NORTH PCT,FUNDINGAPRIL13,"£20,000,000.00",,B7 4WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,FUNDINGAPRIL13,"£3,500,000.00",,BB3 0FG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BLACKPOOL PCT,FUNDINGAPRIL13,"£14,519,000.00",,BB3 0FG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BOLTON PCT,FUNDINGAPRIL13,"£10,000,000.00",,BL1 5BW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BOURNEMOUTH & POOLE PCT,FUNDINGAPRIL13,"£7,000,000.00",,BH12 5AG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRADFORD AND AIREDALE PCT,FUNDINGAPRIL13,"£4,850,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BRISTOL PCT,FUNDINGAPRIL13,"£31,300,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,BURY PCT,FUNDINGAPRIL13,"£3,000,000.00",,BL9 0EN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CALDERDALE PCT,FUNDINGAPRIL13,"£4,850,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CENTRAL & EASTERN CHESHIRE PCT,FUNDINGAPRIL13,"£31,500,000.00",,WF3 1WE3,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CENTRAL LANCASHIRE PCT,FUNDINGAPRIL13,"£4,500,000.00",,PR26 6TR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COUNTY DURHAM PCT,FUNDINGAPRIL13,"£6,171,646.00",,DL14 6WA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,FUNDINGAPRIL13,"£14,000,000.00",,CV1 2GQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,CUMBRIA PCT,FUNDINGAPRIL13,"£21,000,000.00",,CA2 7HX,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DARLINGTON PCT,FUNDINGAPRIL13,"£1,323,258.00",,DL14 6WA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBY CITY PCT,FUNDINGAPRIL13,"£7,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,FUNDINGAPRIL13,"£11,500,000.00",,S41 7PF,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DEVON PCT,FUNDINGAPRIL13,"£20,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DONCASTER PCT,FUNDINGAPRIL13,"£13,600,000.00",,DN4 5DJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DORSET PCT,FUNDINGAPRIL13,"£7,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,DUDLEY PCT,FUNDINGAPRIL13,"£2,900,000.00",,DY2 8PP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST LANCASHIRE PCT,FUNDINGAPRIL13,"£8,100,000.00",,BB9 5SZ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST MIDLANDS SHA,FUNDINGAPRIL13,"£39,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,EAST RIDING OF YORKSHIRE PCT,FUNDINGAPRIL13,"£7,000,000.00",,HU10 6DT,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GATESHEAD PCT,FUNDINGAPRIL13,"£2,000,000.00",,SR5 3XB,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,FUNDINGAPRIL13,"£4,000,000.00",,GL2 8DN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HALTON & ST HELENS PCT,FUNDINGAPRIL13,"£8,000,000.00",,WA10 2AP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,FUNDINGAPRIL13,"£11,000,000.00",,B7 4WH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HEYWOOD MIDDLETON & ROCHDALE PCT,FUNDINGAPRIL13,"£3,000,000.00",,M24 1AY,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,HULL PCT,FUNDINGAPRIL13,"£6,000,000.00",,HU10 6DT,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,KIRKLEES PCT,FUNDINGAPRIL13,"£20,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,KNOWSLEY PCT,FUNDINGAPRIL13,"£8,000,000.00",,L33 7XW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEEDS PCT,FUNDINGAPRIL13,"£8,500,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEICESTER CITY PCT,FUNDINGAPRIL13,"£19,500,000.00",,LE1 6NB,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LEICESTERSHIRE COUNTY & RUTLAND PCT,FUNDINGAPRIL13,"£45,000,000.00",,LE19 1SS,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LINCOLNSHIRE PCT,FUNDINGAPRIL13,"£18,060,000.00",,LN4 2HN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,LIVERPOOL PCT,FUNDINGAPRIL13,"£9,000,000.00",,L13 1HN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,MANCHESTER PCT,FUNDINGAPRIL13,"£8,500,000.00",,M23 9LH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,MILTON KEYNES PCT,FUNDINGAPRIL13,"£12,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NEWCASTLE PCT,FUNDINGAPRIL13,"£11,700,000.00",,NE6 4PF,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,FUNDINGAPRIL13,"£4,000,000.00",,DN31 3HT,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH EAST SHA,FUNDINGAPRIL13,"£1,400,000.00",,NE15 8NY,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH LANCASHIRE PCT,FUNDINGAPRIL13,"£15,000,000.00",,BB3 0FG,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH LINCOLNSHIRE PCT,FUNDINGAPRIL13,"£4,210,000.00",,DN20 8GS,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH SOMERSET PCT,FUNDINGAPRIL13,"£4,000,000.00",,BS2 8EE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH TYNESIDE PCT,FUNDINGAPRIL13,"£13,200,000.00",,NE13 9BA,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH WEST SHA,FUNDINGAPRIL13,"£1,000,000.00",,M1 3BN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTH YORKSHIRE & YORK PCT,FUNDINGAPRIL13,"£10,703,000.00",,YO18 6QR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTHUMBERLAND CARE TRUST,FUNDINGAPRIL13,"£11,200,000.00",,NE61 2DL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NOTTINGHAM CITY PCT,FUNDINGAPRIL13,"£20,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NOTTINGHAMSHIRE COUNTY TEACHING PCT,FUNDINGAPRIL13,"£19,000,000.00",,NG5 7EU,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,PLYMOUTH TEACHING PCT,FUNDINGAPRIL13,"£5,376,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,REDCAR AND CLEVELAND PCT,FUNDINGAPRIL13,"£1,936,000.00",,TS2 1RH,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,ROTHERHAM PCT,FUNDINGAPRIL13,"£2,500,000.00",,S66 1YY,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SALFORD PCT,FUNDINGAPRIL13,"£3,000,000.00",,M6 5FW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SANDWELL PCT,FUNDINGAPRIL13,"£5,000,000.00",,B70 9LD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SEFTON PCT,FUNDINGAPRIL13,"£4,760,000.00",,L13 1HN,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SHEFFIELD PCT,FUNDINGAPRIL13,"£4,160,000.00",,S9 4EU,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SHROPSHIRE COUNTY PCT,FUNDINGAPRIL13,"£8,885,296.00",,SY3 8XL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOLIHULL PCT,FUNDINGAPRIL13,"£6,000,000.00",,B91 3EF,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOMERSET PCT,FUNDINGAPRIL13,"£8,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH GLOUCESTERSHIRE PCT,FUNDINGAPRIL13,"£1,750,000.00",,BS1 2NP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH STAFFORDSHIRE PCT,FUNDINGAPRIL13,"£19,520,000.00",,WS15 1UL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH TYNESIDE PCT,FUNDINGAPRIL13,"£3,000,000.00",,NE33 3DP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SOUTH WEST SHA,FUNDINGAPRIL13,"£6,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOCKPORT PCT,FUNDINGAPRIL13,"£7,000,000.00",,SK4 1BS,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOCKTON-ON-TEES TEACHING PCT,FUNDINGAPRIL13,"£2,400,000.00",,TS7 0NJ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOKE ON TRENT PCT,FUNDINGAPRIL13,"£6,000,000.00",,ST4 4LX,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUNDERLAND TEACHING PCT,FUNDINGAPRIL13,"£5,000,000.00",,NE37 1PR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SWINDON PCT,FUNDINGAPRIL13,"£1,900,000.00",,SN10 5EQ,PUBLIC,,,Admin
