Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-492579-72589,"£250,000.00",Biomedical Units,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-492579-72589,"£250,000.00",Biomedical Units,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-492579-72589,"£15,000.00",NIHR Senior Investigator's Funding,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-492579-72589,"£446,056.00",CLARHCs,LE5 4QF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-492581-72629,"£10,024.00",PRIMARY CARE NETWORKS,PO19 6SE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-492581-72629,"£75,258.00",PRIMARY CARE NETWORKS,PO19 6SE,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Printing,Goverance Operations & Assurance,XEROX BUSINESS SERVICES,900103568,"£29,171.89",Xerox Reprographics charges to account for charges to the end of financial year 2013 (PO493875),UB8 1HS,LARGE,,,Admin
Department of Health,Department of Health,24/04/2013,Professional fees,Strategy Finance & NHS,WRAGGE AND CO LLP,984789,"£64,250.00","PO required for Wragge & Co LLP, for legal services in respect of PCT estate transfers to NHS PS Ltd.",B3 2AS,LARGE,,,Admin
Department of Health,Department of Health,24/04/2013,Other creditors (ST),CENTRAL TECHNICAL,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),PAYT MADE IN ERROR TO DH,"£50,000.00",,SW1H ONN,PUBLIC,,,Other
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,YORK UNIVERSITY OF,ERS-492584-72624,"£15,000.00",NIHR Senior Investigator's Funding,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,YORK UNIVERSITY OF,ERS-492584-72624,"£52,500.00",HTA - Support for Clinical Trials,YO10 5DD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Service charge,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),2909341,"£45,998.77",Quarry House Leeds - Accomm Costs Apr 2012 - Mar 2013 - Increase Services Charge - Movement of IT (PO 493483),FY5 3TA,PUBLIC,,,Admin
Department of Health,Department of Health,24/04/2013,Rates,Goverance Operations & Assurance,CAMDEN LONDON BOROUGH COUNCIL,68432635-01/04/2013-01/06/2013,"£101,637.00","Maple Street - Business Rates FY2013/14 @ £101,637 Apr-Jun, £101,637 Jul-Sept, £101,637 Oct-Dec and £33,879 Jan-Mar 2014",WC1H 8NG,PUBLIC,,,Admin
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-492492-72598,"£15,000.00",NIHR Senior Investigator's Funding,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-492492-72598,"£15,000.00",NIHR Senior Investigator's Funding,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-492492-72598,"£15,000.00",NIHR Senior Investigator's Funding,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-492492-72598,"£88,357.00",HTA - Support for Clinical Trials,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-492492-72598,"£15,000.00",NIHR Senior Investigator's Funding,B15 2TT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,ERS-492495-72599,"£3,070.00",School for Public Health,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,ERS-492495-72599,"£15,000.00",NIHR Senior Investigator's Funding,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,ERS-492495-72599,"£15,000.00",NIHR Senior Investigator's Funding,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,ERS-492495-72599,"£44,926.50",HTA - Support for Clinical Trials,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,BRISTOL UNIVERSITY OF,ERS-492495-72599,"£15,000.00",NIHR Senior Investigator's Funding,BS8 1TH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£100,000.00",School for Public Health,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-492497-72600,"£15,000.00",NIHR Senior Investigator's Funding,CB2 1TN,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,ERS-492507-72602,"£15,000.00",NIHR Senior Investigator's Funding,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,ERS-492507-72602,"£87,500.00",School for Public Health,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,ERS-492507-72602,"£15,000.00",NIHR Senior Investigator's Funding,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,EXETER UNIVERSITY OF,ERS-492507-72602,"£15,000.00",NIHR Senior Investigator's Funding,EX4 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",HTA - Support for Clinical Trials,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£85,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,ERS-492517-72605,"£15,000.00",NIHR Senior Investigator's Funding,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-492518-72625,"£15,000.00",NIHR Senior Investigator's Funding,SW7 3RP,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-492518-72625,"£15,000.00",NIHR Senior Investigator's Funding,SW7 3RP,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,INSTITUTE OF CANCER RESEARCH (ICR),ERS-492518-72625,"£15,000.00",NIHR Senior Investigator's Funding,SW7 3RP,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KEELE UNIVERSITY OF,ERS-492520-72606,"£15,000.00",NIHR Senior Investigator's Funding,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KEELE UNIVERSITY OF,ERS-492520-72606,"£15,000.00",NIHR Senior Investigator's Funding,ST5 5BG,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",HTA - Support for Clinical Trials,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£75,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",NIHR Senior Investigator's Funding,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,ERS-492521-72607,"£15,000.00",MENTAL HEALTH NETWORKS,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£15,000.00",NIHR Senior Investigator's Funding,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£15,000.00",NIHR Senior Investigator's Funding,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£15,000.00",NIHR Senior Investigator's Funding,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£15,000.00",NIHR Senior Investigator's Funding,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£15,000.00",HTA - Support for Clinical Trials,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,ERS-492525-72608,"£120,000.00",NIHR Senior Investigator's Funding,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£15,000.00",NIHR Senior Investigator's Funding,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£15,000.00",HTA - Support for Clinical Trials,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£75,000.00",NIHR Senior Investigator's Funding,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£15,000.00",NIHR Senior Investigator's Funding,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£15,000.00",NIHR Senior Investigator's Funding,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LEICESTER UNIVERSITY OF,ERS-492526-72609,"£15,000.00",NIHR Senior Investigator's Funding,LE1 7RH,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£15,000.00",NIHR Senior Investigator's Funding,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£15,000.00",NIHR Senior Investigator's Funding,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£15,000.00",HTA - Support for Clinical Trials,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£61,250.00",NIHR Senior Investigator's Funding,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£15,000.00",School for Public Health,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,ERS-492527-72610,"£76,541.00",School for Public Health,L69 3BX,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-492529-72604,"£112,500.00",NIHR Senior Investigator's Funding,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-492529-72604,"£15,000.00",HTA - Support for Clinical Trials,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-492529-72604,"£59,862.00",NIHR Senior Investigator's Funding,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-492529-72604,"£15,000.00",Comprehensive Networks,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",NIHR Senior Investigator's Funding,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,ERS-492532-72613,"£15,000.00",HTA Researcher Lead,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,ERS-492533-72614,"£24,108.00",NIHR Senior Investigator's Funding,SN2 1FF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,ERS-492533-72614,"£15,000.00",CRFs - CRII,SN2 1FF,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",School for Public Health,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£110,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",HTA - Support for Clinical Trials,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£77,500.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",NIHR Senior Investigator's Funding,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NEWCASTLE UNIVERSITY,ERS-492538-72615,"£15,000.00",Cooksey Patient Care,NE1 7RU,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-492547-72616,"£15,000.00",NIHR Senior Investigator's Funding,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-492547-72616,"£84,094.00",NIHR Senior Investigator's Funding,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-492547-72616,"£15,000.00",NIHR Senior Investigator's Funding,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-492547-72616,"£15,000.00",MENTAL HEALTH NETWORKS,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-492547-72616,"£15,000.00",MENTAL HEALTH NETWORKS,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,24/04/2013,Research & development,Research & Development,OXFORD UNIVERSITY,ERS-492549-72617,"£15,000.00",NIHR Senior Investigator's Funding,OX1 2XN,PUBLIC,,,Programme
