Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  ,,,,,,,,
Home Office,Home Office,05/01/2016,Travel expenses,CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001815742,119808.93,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VISION-BOX SYSTEMS LTD,1001815758,18540,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VISION-BOX SYSTEMS LTD,1001815758,2280,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VISION-BOX SYSTEMS LTD,1001815758,55800,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VISION-BOX SYSTEMS LTD,1001815758,8760,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SHARED SERVICES CONNECTED LTD (SSCL),1001816292,1384170.71,,,,,,,,
Home Office,Home Office,06/01/2016,Procurement Cards,CSG - Corporate Services Group,ALLSTAR BUSINESS SOLUTIONS LTD,1001816205,59032.54,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001816206,18648,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001816206,20664,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001816206,11970,,,,,,,,
Home Office,Home Office,06/01/2016,"Conference / Venue hire, Training Facilities",CSG - Corporate Services Group,FOREIGN AND COMMONWEALTH OFFICE,3000051021,40563.46,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001816259,48705.97,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,INSIGHT DIRECT (UK) LTD,1001816270,28932.74,,,,,,,,
Home Office,Home Office,06/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,NORTHROP GRUMMAN UK LTD,1001816280,47433.28,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, TelecommsSoftware (COTS)",CSG - Corporate Services Group,SCISYS UK LTD,1001816291,35704.64,,,,,,,,
Home Office,Home Office,06/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SHARED SERVICES CONNECTED LTD (SSCL),1001816292,1384170.71,,,,,,,,
Home Office,Home Office,06/01/2016,Control,CSG - Corporate Services Group,TASCOR SERVICES LIMITED,6200058595,114467.27,,,,,,,,
Home Office,Home Office,06/01/2016,Control,CSG - Corporate Services Group,TASCOR SERVICES LIMITED,6200058595,-114467.27,,,,,,,,
Home Office,Home Office,07/01/2016,Government Services,CSG - Corporate Services Group,CROWN COMMERCIAL SERVICE,3000051025,371000,,,,,,,,
Home Office,Home Office,07/01/2016,Government Services,CSG - Corporate Services Group,CROWN COMMERCIAL SERVICE,3000051025,371000,,,,,,,,
Home Office,Home Office,07/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001816616,62127.94,,,,,,,,
Home Office,Home Office,07/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001816618,116539.21,,,,,,,,
Home Office,Home Office,07/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,7000010157,41502.13,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,EQUINITI 360 CLINICAL,1001816622,38861.53,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001816624,30598.38,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,THALES UK LTD,1001816680,195867.29,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001817141,287399.81,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001817141,317876.24,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001817141,317876.4,,,,,,,,
Home Office,Home Office,08/01/2016,Control,CSG - Corporate Services Group,INCHCAPE FLEET SOLUTIONS LTD,1001817163,95004.24,,,,,,,,
Home Office,Home Office,08/01/2016,HOPG Contracted Out Services,CSG - Corporate Services Group,JONES LANG LASALLE,1001817167,37036.03,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,MEDLEY BUSINESS SOLUTIONS LTD,1001817177,167693.76,,,,,,,,
Home Office,Home Office,08/01/2016,Travel expenses,CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001817215,39147.09,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001817255,49501.44,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001817255,140744.79,,,,,,,,
Home Office,Home Office,08/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001817256,102482.99,,,,,,,,
Home Office,Home Office,11/01/2016,HOPG Utilities Electric.Utilities Electric,CSG - Corporate Services Group,EDF ENERGY,1001817652,111392.08,,,,,,,,
Home Office,Home Office,11/01/2016,"IT, TelecommsSoftware (COTS)",CSG - Corporate Services Group,FINCORE LTD,1001817659,62520,,,,,,,,
Home Office,Home Office,12/01/2016,Legal Services,CSG - Corporate Services Group,GOVERNMENT LEGAL DEPARTMENT,3000051042,1329000,,,,,,,,
Home Office,Home Office,12/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001818218,896622.53,,,,,,,,
Home Office,Home Office,13/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,DATALYNX LTD,1001818685,73978.8,,,,,,,,
Home Office,Home Office,13/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001818705,87114.53,,,,,,,,
Home Office,Home Office,13/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001818706,46858.78,,,,,,,,
Home Office,Home Office,13/01/2016,Travel expenses,CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001818728,267774.37,,,,,,,,
Home Office,Home Office,13/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,TEST PEOPLE LTD (THE),1001818743,31985.46,,,,,,,,
Home Office,Home Office,14/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,CRIPPS HARRIES HALL,1001819177,815358,,,,,,,,
Home Office,Home Office,14/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001819185,249901.98,,,,,,,,
Home Office,Home Office,14/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001819187,204746.2,,,,,,,,
Home Office,Home Office,14/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,IPL INFORMATION PROCESSING LTD,1001819220,51610.96,,,,,,,,
Home Office,Home Office,14/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,L-3 COMMUNICATIONS ASA LTD,1001819233,36729.8,,,,,,,,
Home Office,Home Office,15/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,BIG DATA PARTNERSHIP LTD,1001819805,25897.5,,,,,,,,
Home Office,Home Office,15/01/2016,HOPG Utilities Electric.Utilities Electric,CSG - Corporate Services Group,EDF ENERGY,1001819897,107273.5,,,,,,,,
Home Office,Home Office,15/01/2016,Control,CSG - Corporate Services Group,INCHCAPE FLEET SOLUTIONS LTD,1001819925,89822.97,,,,,,,,
Home Office,Home Office,15/01/2016,HOPG Building Maintenance Reactive,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,32354.2,,,,,,,,
Home Office,Home Office,15/01/2016,"Building, Construction Service",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,39035.68,,,,,,,,
Home Office,Home Office,15/01/2016,"Building, Construction Service",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,3616.18,,,,,,,,
Home Office,Home Office,15/01/2016,"Building, Construction Service",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,408000,,,,,,,,
Home Office,Home Office,15/01/2016,"Building, Construction Service",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,240000,,,,,,,,
Home Office,Home Office,15/01/2016,HOPG Building Maintenance Reactive,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001819929,27793.8,,,,,,,,
Home Office,Home Office,15/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001819964,43915.15,,,,,,,,
Home Office,Home Office,15/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001820067,398976.6,,,,,,,,
Home Office,Home Office,18/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AFFINI TECHNOLOGY LTD,1001820555,70866,,,,,,,,
Home Office,Home Office,18/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,CGI IT UK LTD,1001820578,858775.2,,,,,,,,
Home Office,Home Office,18/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,VODAFONE LTD,1001820651,28484.4,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, TelecommsSoftware (COTS)",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001821115,31418.26,,,,,,,,
Home Office,Home Office,19/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,3M COGENT INC,7000010203,538887.9,,,,,,,,
Home Office,Home Office,19/01/2016,HOPG Construction  Framework,CSG - Corporate Services Group,ANNES GATE PROPERTY PLC,1001821083,261992.35,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,BRITISH TELECOMMUNICATIONS LTD,1001821093,81036.07,,,,,,,,
Home Office,Home Office,19/01/2016,"IT, TelecommsSoftware (COTS)",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001821115,31418.26,,,,,,,,
Home Office,Home Office,20/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001821507,100290.67,,,,,,,,
Home Office,Home Office,20/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,BLACKTHORN TECHNOLOGIES LTD,1001821517,39814.34,,,,,,,,
Home Office,Home Office,20/01/2016,Professional & Admin Services,CSG - Corporate Services Group,HM REVENUE & CUSTOMS,3000051084,107197.01,,,,,,,,
Home Office,Home Office,20/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001821554,41188.54,,,,,,,,
Home Office,Home Office,20/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001821555,33368.88,,,,,,,,
Home Office,Home Office,20/01/2016,Travel expenses,CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001821610,307864.73,,,,,,,,
Home Office,Home Office,20/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,SPECIALIST COMPUTER CENTRES PLC,1001821619,52405.96,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,SHARED SERVICES CONNECTED LTD (SSCL),1001822132,136416.65,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001822039,809463.46,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001822039,880181.12,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001822039,506662.98,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001822039,33631.32,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001822039,122072.86,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001822066,51851.93,,,,,,,,
Home Office,Home Office,21/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001822074,1106317.54,,,,,,,,
Home Office,Home Office,21/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001822071,492240.88,,,,,,,,
Home Office,Home Office,21/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001822070,81191.83,,,,,,,,
Home Office,Home Office,21/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001822073,1862861.58,,,,,,,,
Home Office,Home Office,21/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,SHARED SERVICES CONNECTED LTD (SSCL),1001822132,136416.65,,,,,,,,
Home Office,Home Office,22/01/2016,Control,CSG - Corporate Services Group,ENTERPRISE RENT-A-CAR UK LTD,1001822591,55232.8,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FOREIGN AND COMMONWEALTH OFFICE,3000051097,587.02,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001822596,26072.4,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,MEDLEY BUSINESS SOLUTIONS LTD,1001822623,30983.04,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,MEDLEY BUSINESS SOLUTIONS LTD,1001822623,35650.08,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Tele ApplicConsult&Develop",CSG - Corporate Services Group,MEDLEY BUSINESS SOLUTIONS LTD,1001822623,127968.48,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, TelecommsSoftware (COTS)",CSG - Corporate Services Group,MICROSOFT LTD,1001822625,110905.2,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,NORTHGATE PUBLIC SERVICES (UK) LTD,4000004291,96761.91,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,NORTHGATE PUBLIC SERVICES (UK) LTD,4000004291,504215.47,,,,,,,,
Home Office,Home Office,22/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,NORTHROP GRUMMAN UK LTD,1001822632,1192591.75,,,,,,,,
Home Office,Home Office,22/01/2016,"Science, Technical & Research",CSG - Corporate Services Group,REPKNIGHT LTD,1001822650,64800,,,,,,,,
Home Office,Home Office,22/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,VODAFONE LTD,1001822684,63270,,,,,,,,
Home Office,Home Office,25/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823092,-113136.29,,,,,,,,
Home Office,Home Office,25/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823092,-131063.71,,,,,,,,
Home Office,Home Office,25/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823092,448584.18,,,,,,,,
Home Office,Home Office,25/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823092,343684.39,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001823098,1207158.91,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001823098,987512.72,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001823098,523861.52,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001823098,961155.52,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001823098,414986.52,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,UNIFY ENTERPRISE COMMUNICATIONS LTD,1001823197,129600,,,,,,,,
Home Office,Home Office,26/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001823812,37800,,,,,,,,
Home Office,Home Office,26/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823813,33093.29,,,,,,,,
Home Office,Home Office,26/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001823815,82525.34,,,,,,,,
Home Office,Home Office,26/01/2016,HOPG PFI Management Services,CSG - Corporate Services Group,ANNES GATE PROPERTY PLC,1001823818,4283031.24,,,,,,,,
Home Office,Home Office,26/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001823859,107465.52,,,,,,,,
Home Office,Home Office,26/01/2016,PCD Nat Applications ICT,CSG - Corporate Services Group,IPL INFORMATION PROCESSING LTD,1001823861,85647.9,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,999862.85,,,,,,,,
Home Office,Home Office,27/01/2016,"Building, Construction Service",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001824476,46431.84,,,,,,,,
Home Office,Home Office,27/01/2016,HOPG Building Maintenance Reactive,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001824476,69480.37,,,,,,,,
Home Office,Home Office,27/01/2016,HOPG Building Maintenance Reactive,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001824476,57773.3,,,,,,,,
Home Office,Home Office,27/01/2016,HOPG Building Maintenance Reactive,CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001824476,28767.97,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001824477,93009.34,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD,1001824477,139669.21,,,,,,,,
Home Office,Home Office,27/01/2016,Procurement Cards,CSG - Corporate Services Group,BARCLAYS BANK,1001824482,59384.4,,,,,,,,
Home Office,Home Office,27/01/2016,Procurement Cards,CSG - Corporate Services Group,BARCLAYS BANK,1001824482,57014.99,,,,,,,,
Home Office,Home Office,27/01/2016,Procurement Cards,CSG - Corporate Services Group,BARCLAYS BANK,1001824482,50230.87,,,,,,,,
Home Office,Home Office,27/01/2016,Government Services,CSG - Corporate Services Group,CROWN COMMERCIAL SERVICE,3000051117,300000,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,678941.03,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,2954207.26,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,999862.85,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824510,651468.22,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,210260.28,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001824511,26243.4,,,,,,,,
Home Office,Home Office,27/01/2016,Control,CSG - Corporate Services Group,HINDUJA GLOBAL SOLUTIONS UK LTD,1001824516,59589.87,,,,,,,,
Home Office,Home Office,27/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,IBM DIRECT UNITED KINGDOM LTD,1001824518,1531596,,,,,,,,
Home Office,Home Office,27/01/2016,Travel expenses,CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001824557,326071.8,,,,,,,,
Home Office,Home Office,27/01/2016,"Transport, Storage & Mail Services",CSG - Corporate Services Group,ROYAL MAIL,1001824558,55500,,,,,,,,
Home Office,Home Office,04/01/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001815297,46921.75,,,,,,,,
Home Office,Home Office,14/01/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001819211,158408.98,,,,,,,,
Home Office,Home Office,18/01/2016,Procurement Cards,Group Human Resources,CAPITA BUSINESS SERVICES LTD,1001820576,25650.68,,,,,,,,
Home Office,Home Office,20/01/2016,Healthcare Services,Group Human Resources,HEALTH MANAGEMENT LTD,1001821547,37158.68,,,,,,,,
Home Office,Home Office,28/01/2016,Procurement Cards,Group Human Resources,FCO SERVICES,3000051126,108061.2,,,,,,,,
Home Office,Home Office,28/01/2016,Professional & Admin Services,Group Human Resources,FCO SERVICES,3000051126,99194.4,,,,,,,,
Home Office,Home Office,28/01/2016,Professional & Admin Services,Group Human Resources,HM REVENUE & CUSTOMS,3000051129,73920,,,,,,,,
Home Office,Home Office,07/01/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001816612,377336.4,,,,,,,,
Home Office,Home Office,07/01/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001816619,536175.72,,,,,,,,
Home Office,Home Office,11/01/2016,HOPG Construction  Framework,HMPO - HM Passport Office,CARILLION (MAPLE OAK) LTD,1001817643,770379.53,,,,,,,,
Home Office,Home Office,14/01/2016,"Print, Photo, Audio & Visual",HMPO - HM Passport Office,KODAK ALARIS LTD,1001819232,48840,,,,,,,,
Home Office,Home Office,15/01/2016,Professional & Admin Services,HMPO - HM Passport Office,BROOK STREET (UK) LTD,1001819845,47000,,,,,,,,
Home Office,Home Office,15/01/2016,Professional & Admin Services,HMPO - HM Passport Office,BROOK STREET (UK) LTD,1001819845,54500,,,,,,,,
Home Office,Home Office,15/01/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001820052,37346.45,,,,,,,,
Home Office,Home Office,15/01/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001820052,479584.91,,,,,,,,
Home Office,Home Office,18/01/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,CSC COMPUTER SCIENCES CORPORATION,1001820584,366885.6,,,,,,,,
Home Office,Home Office,20/01/2016,Education & Training Services,HMPO - HM Passport Office,CAPITA BUSINESS SERVICES LTD,1001821523,16646.34,,,,,,,,
Home Office,Home Office,20/01/2016,Education & Training Services,HMPO - HM Passport Office,CAPITA BUSINESS SERVICES LTD,1001821523,16646.34,,,,,,,,
Home Office,Home Office,20/01/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,6200058606,-32713.61949,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,3302.4,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,2628.44,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,34495.2,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,109.58,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,1032,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,55134.83,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,5936.7,,,,,,,,
Home Office,Home Office,21/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001822140,11410.8,,,,,,,,
Home Office,Home Office,21/01/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001822167,39213.72,,,,,,,,
Home Office,Home Office,21/01/2016,Passport Production,HMPO - HM Passport Office,WILLIAMS LEA,1001822167,30728.88,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, Broadcasting & Telecomms",HMPO - HM Passport Office,BRAMBLE HUB LTD,1001822535,191671.19,,,,,,,,
Home Office,Home Office,22/01/2016,"IT, TelecommsManaged Service",HMPO - HM Passport Office,EQUIFAX LTD,1001822592,186582,,,,,,,,
Home Office,Home Office,25/01/2016,Passport Production,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001823192,78121.33,,,,,,,,
Home Office,Home Office,26/01/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001823842,27235,,,,,,,,
Home Office,Home Office,26/01/2016,Professional & Admin Services,HMPO - HM Passport Office,FOREIGN AND COMMONWEALTH OFFICE,3000051114,45919.56,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001824500,543766.26,,,,,,,,
Home Office,Home Office,27/01/2016,Office Equipment Supplies,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001824500,580788.58,,,,,,,,
Home Office,Home Office,27/01/2016,Passport Production,HMPO - HM Passport Office,DE LA RUE INTERNATIONAL LTD,1001824500,2936648.87,,,,,,,,
Home Office,Home Office,27/01/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001824502,-96555.15051,,,,,,,,
Home Office,Home Office,27/01/2016,Secure Delivery Costs,HMPO - HM Passport Office,DX NETWORK SERVICES LTD,1001824502,484586.2,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,HMPO - HM Passport Office,TELEPERFORMANCE LTD,1001824574,127206,,,,,,,,
