Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  ,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001816074,525779,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001816075,66666,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001816075,3229406,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001816075,3868093,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CLEVELAND (G),1001816075,572352,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001816076,112834,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001816076,3160642,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001816076,5206505,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001816076,612165,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001816077,199354,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001816077,5290080,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001816077,8609915,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001816077,1089093,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001816078,506303,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR DYFED POWYS (G),1001816078,2619590,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001816079,177748,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001816079,4687778,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001816079,8614347,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001816079,916030,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001816080,93063,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001816080,1637017,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001816080,2882276,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GLOUCESTERSHIRE (G),1001816080,373207,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001816081,3601705,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001816082,209995,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001816082,5291814,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001816082,10058409,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001816082,868681,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,138358,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,3048121,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,55695,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,56442,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,5983712,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE (G),1001816083,545275,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001816084,142841,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001816084,6634091,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001816084,8427698,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001816084,926054,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001816085,88222,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001816085,1703447,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001816085,3218632,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001816085,481241,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001816086,537972,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001816086,3783232,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001816087,127685,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001816087,2266316,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001816087,51630,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001816087,3493459,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001816087,478842,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001816088,7444798,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001816089,105745,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001816089,6492429,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001816089,8431206,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE (G),1001816089,799270,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001816090,205069,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001816090,2448823,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001816090,5210130,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001816090,563209,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001816091,181293,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001816091,4516747,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001816091,73873,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001816091,8199147,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001816091,844969,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001816092,82546,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001816092,1733462,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001816092,33524,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001816092,3141658,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001816092,320166,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001816093,62578,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001816093,1955086,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001816093,3380541,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001816093,323866,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,SURVIVORS TRUST (THE) (G),1001816097,37500,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001816098,75994,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001816098,8998972,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001816098,32426,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001816098,9229890,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001816098,572223,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001816100,164640,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001816100,3636416,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001816100,66627,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001816100,5560752,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001816100,766660,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001816101,165945,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001816101,15109206,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001816101,21021902,,,,,,,,
Home Office,Home Office,06/01/2016,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001816101,1419533,,,,,,,,
Home Office,Home Office,08/01/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001816898,640660,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8516.22,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,9283.54,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8340.46,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,277.54,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8329.43,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,10069.67,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8665.36,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,9877.03,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8240.87,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,8329.43,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE),1001817204,10069.67,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001817205,30819.4,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001817205,25118.88,,,,,,,,
Home Office,Home Office,08/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001817205,15354.38,,,,,,,,
Home Office,Home Office,11/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1001817690,29996.53,,,,,,,,
Home Office,Home Office,11/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,SELEX ES LTD,1001817696,38880,,,,,,,,
Home Office,Home Office,11/01/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,SELEX ES LTD,1001817696,130540.6,,,,,,,,
Home Office,Home Office,13/01/2016,Grant,CPG - Crime & Policing Group,GANGMASTERS LICENSING AUTHORITY (G),1001818487,148701,,,,,,,,
Home Office,Home Office,13/01/2016,Healthcare Services,CPG - Crime & Policing Group,SALVATION ARMY (THE),1001818731,736924.5,,,,,,,,
Home Office,Home Office,14/01/2016,Grant,CPG - Crime & Policing Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL (G),1001818956,27427.42,,,,,,,,
Home Office,Home Office,14/01/2016,Grant,CPG - Crime & Policing Group,BUCKINGHAMSHIRE COUNTY COUNCIL 1 (G),1001818959,34444,,,,,,,,
Home Office,Home Office,14/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001819300,13115.89,,,,,,,,
Home Office,Home Office,14/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001819300,30668.77,,,,,,,,
Home Office,Home Office,14/01/2016,Grant,CPG - Crime & Policing Group,WEST SUSSEX COUNTY COUNCIL (G),1001818975,33539.31,,,,,,,,
Home Office,Home Office,14/01/2016,Grant,CPG - Crime & Policing Group,WORCESTERSHIRE COUNTY COUNCIL 1 (G),1001818977,26685.82,,,,,,,,
Home Office,Home Office,15/01/2016,Grant,CPG - Crime & Policing Group,BIRMINGHAM AND SOLIHULL WOMEN'S AID (G),1001819603,60000,,,,,,,,
Home Office,Home Office,18/01/2016,Government Services,CPG - Crime & Policing Group,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",3000051066,65608.48,,,,,,,,
Home Office,Home Office,18/01/2016,Grant,CPG - Crime & Policing Group,GANGMASTERS LICENSING AUTHORITY (G),1001820433,249836,,,,,,,,
Home Office,Home Office,18/01/2016,Grant,CPG - Crime & Policing Group,SAFELIVES (G),1001820438,325000,,,,,,,,
Home Office,Home Office,19/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,CARE QUALITY COMMISSION,1001821102,76088.93,,,,,,,,
Home Office,Home Office,19/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,CARE QUALITY COMMISSION,1001821102,63420.28,,,,,,,,
Home Office,Home Office,19/01/2016,Legal Services,CPG - Crime & Policing Group,JAMES EWINS,1001821126,36000,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001821436,201844.25,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001821438,900000,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001821438,2363000,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001821439,29667.83,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001821440,262699,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001821442,173691,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001821442,94306,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001821443,154352.5,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR GWENT (G),1001821444,42530.42,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001821445,1403230,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001821445,287241,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR LINCOLNSHIRE (THE) (G),1001821445,428687,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001821447,83315.62,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001821448,27900,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001821448,428529,,,,,,,,
Home Office,Home Office,20/01/2016,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001821448,59876,,,,,,,,
Home Office,Home Office,22/01/2016,Laboratory & Scientific Equipment,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001822612,41042.89,,,,,,,,
Home Office,Home Office,22/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,SELEX ES LTD,1001822655,33941.59,,,,,,,,
Home Office,Home Office,22/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,SELEX ES LTD,1001822655,12648.66,,,,,,,,
Home Office,Home Office,22/01/2016,Grant,CPG - Crime & Policing Group,SUPERINTENDENTS ASSOCIATION (G),1001822493,150272,,,,,,,,
Home Office,Home Office,25/01/2016,Grant,CPG - Crime & Policing Group,INDEPENDENT CUSTODY VISITING ASSN (G),1001823018,60340,,,,,,,,
Home Office,Home Office,25/01/2016,"IT, TelecommsManaged Service",CPG - Crime & Policing Group,ROCK KITCHEN HARRIS LTD,1001823180,32280,,,,,,,,
Home Office,Home Office,26/01/2016,Grant,CPG - Crime & Policing Group,BROKEN RAINBOW (G),1001823603,30000,,,,,,,,
Home Office,Home Office,26/01/2016,Grant,CPG - Crime & Policing Group,CRIMESTOPPERS TRUST (G),1001823610,213750,,,,,,,,
Home Office,Home Office,26/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001823864,36733.76,,,,,,,,
Home Office,Home Office,26/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001823864,290311.25,,,,,,,,
Home Office,Home Office,26/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001823864,377539.64,,,,,,,,
Home Office,Home Office,26/01/2016,Grant,CPG - Crime & Policing Group,NEIGHBOURHOOD AND HOMEWATCH NETWORK (ENGLAND AND WALES) NETWORK (G),1001823624,62500,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,DTZ DEBENHAM TIE LEUNG LTD,1001824501,45240,,,,,,,,
Home Office,Home Office,27/01/2016,Professional & Admin Services,CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000051120,25634.8,,,,,,,,
Home Office,Home Office,27/01/2016,Legal Services,CPG - Crime & Policing Group,LINCOLN HOUSE CHAMBERS,1001824530,18546.05,,,,,,,,
Home Office,Home Office,27/01/2016,Legal Services,CPG - Crime & Policing Group,LINCOLN HOUSE CHAMBERS,1001824530,24601.27,,,,,,,,
Home Office,Home Office,04/01/2016,Control,CSG - Corporate Services Group,COMPUTACENTER (UK) LTD,1001815280,27261.28,,,,,,,,
Home Office,Home Office,04/01/2016,Control,CSG - Corporate Services Group,COMPUTACENTER (UK) LTD,1001815280,-27261.28,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,10241.2,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,10880.6,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,10353.27,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,12317.42,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,12891.09,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,10880.99,,,,,,,,
Home Office,Home Office,04/01/2016,HOPG FM Contract Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001815301,50711.28,,,,,,,,
Home Office,Home Office,04/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,VODAFONE LTD,1001815344,28484.4,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, TelecommsManaged Service",CSG - Corporate Services Group,DEV4BB LTD T/A INTERCHANGE,1001815698,53100,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001815704,25483.2,,,,,,,,
Home Office,Home Office,05/01/2016,Professional & Admin Services,CSG - Corporate Services Group,GLEEDS MANAGEMENT SERVICES LTD,1001815705,50502.35,,,,,,,,
Home Office,Home Office,05/01/2016,Legal Services,CSG - Corporate Services Group,HER MAJESTY'S COURTS & TRIBUNAL SERVICE,3000051019,45819.64,,,,,,,,
Home Office,Home Office,05/01/2016,"IT, TelecommsHardware",CSG - Corporate Services Group,MCSA GROUP LTD T/A CSA WAVERLEY LTD,1001815696,432608.4,,,,,,,,
