Spend over £25000 - Publication template,,,,,,,

Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Education,National College for Leadership of Schools and Children's Services,24/05/2010,Irrecoverable Input VAT,Corporate Services,Barkers HR Advertsing Ltd,99216,4504.5
Department for Education,National College for Leadership of Schools and Children's Services,24/05/2010,Recruitment Costs,Corporate Services,Barkers HR Advertsing Ltd,99216,25740
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,97228,8195.28
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,Corporate Services,BT Global Services Solutions,97228,8818.53
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,97228,26866.74
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,97228,7891.19
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,School Leadership Dev,BT Global Services Solutions,97228,2117.5
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,97228,3101
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,97228,46830.2
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,Corporate Services,BT Global Services Solutions,97228,50391.62
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,97228,153524.23
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,97228,45092.5
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,School Leadership Dev,BT Global Services Solutions,97228,12100
Department for Education,National College for Leadership of Schools and Children's Services,03/05/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,97228,17720
Department for Education,National College for Leadership of Schools and Children's Services,26/05/2010,Irrecoverable Input VAT,Corporate Services,BT Global Services Solutions,99343,25248.82
Department for Education,National College for Leadership of Schools and Children's Services,26/05/2010,Irrecoverable Input VAT,Continuous Leadership Learning,BT Global Services Solutions,99343,9876.12
Department for Education,National College for Leadership of Schools and Children's Services,26/05/2010,Outsourcing,Corporate Services,BT Global Services Solutions,99343,144279.01
Department for Education,National College for Leadership of Schools and Children's Services,26/05/2010,Outsourcing,Continuous Leadership Learning,BT Global Services Solutions,99343,56435
Department for Education,National College for Leadership of Schools and Children's Services,10/05/2010,Consultancy Fees,Children's Services,Childrens Workforce Development Council,98446,45000
Department for Education,National College for Leadership of Schools and Children's Services,10/05/2010,Irrecoverable Input VAT,Children's Services,Childrens Workforce Development Council,98446,7875
Department for Education,National College for Leadership of Schools and Children's Services,27/05/2010,Grants Made,"Policy, Research & Development",Derbyshire County Cnl,Annual Succession Grants,28500
Department for Education,National College for Leadership of Schools and Children's Services,19/05/2010,Programme Costs,Continuous Leadership Learning,EMLC,99069,140994
Department for Education,National College for Leadership of Schools and Children's Services,28/05/2010,Programme Costs,Continuous Leadership Learning,EMLC,99504,29281
Department for Education,National College for Leadership of Schools and Children's Services,28/05/2010,Programme Costs,Continuous Leadership Learning,EMLC,99505,46060
Department for Education,National College for Leadership of Schools and Children's Services,28/05/2010,Programme Costs,Continuous Leadership Learning,EMLC,99506,31057.6
Department for Education,National College for Leadership of Schools and Children's Services,28/05/2010,Programme Costs,Continuous Leadership Learning,EMLC,99507,29281
Department for Education,National College for Leadership of Schools and Children's Services,06/05/2010,Programme Training,Continuous Leadership Learning,EMLC,Credit IPOS 87208,-1350
Department for Education,National College for Leadership of Schools and Children's Services,10/05/2010,Programme Costs,Continuous Leadership Learning,Future Leaders Ltd,98483,90791
Department for Education,National College for Leadership of Schools and Children's Services,20/05/2010,Externals Travel & Subsistence,"Policy, Research & Development",Hay Group Ltd,98597,1784.64
Department for Education,National College for Leadership of Schools and Children's Services,20/05/2010,Irrecoverable Input VAT,"Policy, Research & Development",Hay Group Ltd,98597,10796.56
Department for Education,National College for Leadership of Schools and Children's Services,20/05/2010,Operational Associates,"Policy, Research & Development",Hay Group Ltd,98597,59910
Department for Education,National College for Leadership of Schools and Children's Services,27/05/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,99316,65700
Department for Education,National College for Leadership of Schools and Children's Services,27/05/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,99318,86400
Department for Education,National College for Leadership of Schools and Children's Services,04/05/2010,Consultancy Fees,"Policy, Research & Development",Illuminas Ltd,98079,37060
