Departmental Family,ENTITY,DATE,EXPENSE_AREA_1,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1648490,"Ł30,310.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,TZ999-TS Consolidated Agency Accounts,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1648577,"Ł29,671.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,TZ999-TS Consolidated Agency Accounts,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1648577,"Ł55,719.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1648577,"Ł154,020.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARLISLE CITY COUNCIL,1648474,"Ł25,330.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,TZ999-TS Consolidated Agency Accounts,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1648489,"Ł61,238.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1648489,"Ł34,046.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1648716,"Ł41,772.27"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1648607,"Ł61,053.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1648607,"Ł28,794.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1648615,"Ł64,084.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1648628,"Ł28,578.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1648635,"Ł41,568.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1648637,"Ł51,094.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1648673,"Ł30,959.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1648673,"Ł37,671.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1648676,"Ł32,475.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1648488,"Ł28,361.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1648503,"Ł26,500.08"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1648658,"Ł39,186.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1648658,"Ł79,239.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1648575,"Ł35,787.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,453.42"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1648585,"Ł59,393.94"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1648582,"Ł46,432.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1648580,"Ł42,199.33"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1648596,"Ł31,609.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1648576,"Ł30,351.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1648647,"Ł87,429.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1648589,"Ł31,710.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1648590,"Ł44,620.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1648594,"Ł41,902.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1648598,"Ł47,388.61"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1648598,"Ł51,527.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1648598,"Ł227,325.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1648631,"Ł26,846.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,417246,"Ł34,856.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,417246,"Ł67,115.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1648506,"Ł68,403.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1648506,"Ł30,124.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1648558,"Ł30,093.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1648581,"Ł53,907.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1648579,"Ł67,497.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1648472,"Ł36,588.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1648626,"Ł36,805.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1648639,"Ł45,032.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1648639,"Ł80,708.90"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1648568,"Ł62,785.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1648568,"Ł48,496.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1648446,"Ł27,928.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1648446,"Ł127,735.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1648446,"Ł42,217.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1648569,"Ł30,959.50"
Ministry of Justice,HMCTS,24/Jun/2011 ,ZZ900-MoJ HQ,611000-Debtors <1 year - Other Debtors,JONES LANG LASALLE LTD,1649871,"Ł487,140.71"
Ministry of Justice,HMCTS,30/Jun/2011 ,ZZ900-MoJ HQ,611000-Debtors <1 year - Other Debtors,CBRE CB RICHARD ELLIS,1658452,"Ł83,333.40"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1112,"Ł418,394.86"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1110,"Ł29,829.82"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1108,"Ł9,972,643.59"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1106,"Ł986,894.50"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1113,"Ł87,070.79"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1111,"Ł25,815.57"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1109,"Ł7,184,519.73"
Ministry of Justice,HMCTS,17/Jun/2011 ,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1107,"Ł705,977.56"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,407246,"Ł245,000.00"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,THE OFFICIAL RECEIVER,407245,"Ł107,250.00"
Ministry of Justice,HMCTS,02/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,398736,"Ł29,178.74"
Ministry of Justice,HMCTS,02/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,400440,"Ł25,830.85"
Ministry of Justice,HMCTS,02/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,398505,"Ł31,262.95"
Ministry of Justice,HMCTS,02/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,399707,"Ł25,914.11"
Ministry of Justice,HMCTS,09/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,404274,"Ł28,489.38"
Ministry of Justice,HMCTS,09/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,405670,"Ł28,889.81"
Ministry of Justice,HMCTS,09/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,404569,"Ł37,971.36"
Ministry of Justice,HMCTS,16/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,411034,"Ł26,628.71"
Ministry of Justice,HMCTS,16/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,410262,"Ł29,574.87"
Ministry of Justice,HMCTS,16/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,409230,"Ł37,049.21"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,414985,"Ł45,016.32"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,416301,"Ł32,479.87"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,414615,"Ł26,357.75"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,417239,"Ł31,429.23"
Ministry of Justice,HMCTS,30/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,420017,"Ł27,350.20"
Ministry of Justice,HMCTS,30/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,420292,"Ł35,151.39"
Ministry of Justice,HMCTS,30/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,421312,"Ł26,357.48"
Ministry of Justice,HMCTS,30/Jun/2011 ,AZ999-HMCS Total,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,422118,"Ł25,576.95"
Ministry of Justice,HMCTS,06/Jun/2011 ,AZ999-HMCS Total,222001-Maintenance,DUDLEY COMMERCIAL LTD#FA10810001,1626645,"Ł467,097.12"
Ministry of Justice,HMCTS,22/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SAVILLS COMMERCIAL LTD#AJ10100545,6394,"Ł85,404.21"
Ministry of Justice,HMCTS,20/Jun/2011 ,AZ999-HMCS Total,710200-Creditors < 1 year - Trade & Other Creditors,GRAYPEN LTD#IE40310136,412264,"Ł25,000.00"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,212001-Agency staff,CONCERTO CONSULTING,1051664,"Ł25,440.00"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1052408,"Ł27,720.00"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,212001-Agency staff,CAPITA RESOURCING LTD,1052409,"Ł31,853.05"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1050854,"Ł27,698.34"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,YORKE PROPERTY MANAGEMENT LTD,1051623,"Ł613,106.32"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,BROOKS PROPERTIES,1051822,"Ł573,600.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,LAND SECURITIES PROPERTIES LTD,1051937,"Ł3,244,777.90"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,BNP PARIBAS REAL ESTATE,1051815,"Ł61,470.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,CBRE CB RICHARD ELLIS,1051844,"Ł146,506.13"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,GVA GRIMLEY LTD T/A GVA,1052431,"Ł191,161.25"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1050480,"Ł70,187.31"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,CITY OF WESTMINSTER,1051778,"Ł1,339,167.12"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,221000-Property Rent and Rates,CITY OF WESTMINSTER,1051778,"Ł3,273,750.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,HOME OFFICE IT,1051917,"Ł700,000.00"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,HOME OFFICE IT,1051917,"Ł7,075,000.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,222001-Maintenance,ESTILO INTERIORS LTD,1050909,"Ł53,731.16"
Ministry of Justice,MoJ HQ,30/Jun/2011 ,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1052457,"Ł129,889.73"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1051393,"Ł26,513.86"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1051393,"Ł66,690.60"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1051673,"Ł62,815.24"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1050408,"Ł38,070.49"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1050408,"Ł118,388.62"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1050866,"Ł40,009.56"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1051838,"Ł120,742.08"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1051203,"Ł107,609.83"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1051203,"Ł107,609.83"
Ministry of Justice,MoJ HQ,02/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1050455,"Ł339,767.22"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1050600,"Ł26,874.34"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,JACOBS ENGINEERING UK LTD,1051922,"Ł34,077.36"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1051834,"Ł33,053.66"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1051390,"Ł40,627.60"
Ministry of Justice,MoJ HQ,13/Jun/2011 ,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1051212,"Ł301,035.16"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051695,"Ł317,927.93"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1050686,"Ł26,636.65"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051480,"Ł29,564.41"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051480,"Ł52,117.46"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051695,"Ł30,402.19"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051695,"Ł67,551.98"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051695,"Ł68,404.16"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051480,"Ł65,027.87"
Ministry of Justice,MoJ HQ,20/Jun/2011 ,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1051695,"Ł1,429,557.48"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1051006,"Ł30,444.26"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1051957,"Ł28,548.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,223000-Other Expenditure,TNS BMRB,1052196,"Ł46,718.40"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1052133,"Ł118,747.06"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1052133,"Ł46,570.81"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,GOVERNMENT CAR & DESPATCH AGENCY,1050650,"Ł28,207.91"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1052245,"Ł70,550.10"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,FP MAILING (PREMIER) LTD,1050644,"Ł31,760.40"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1051836,"Ł51,972.53"
Ministry of Justice,MoJ HQ,29/Jun/2011 ,ZZ900-MoJ HQ,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1052227,"Ł50,849.56"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CACI LTD,1050598,"Ł28,200.00"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,POLAR LAKE UK LTD,1050728,"Ł90,000.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1051061,"Ł54,645.60"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CHECKFREE SOLUTIONS,1050873,"Ł285,480.00"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1050861,"Ł64,143.90"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,ACCENTURE (UK) LIMITED,1051321,"Ł408,991.20"
Ministry of Justice,MoJ HQ,16/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1051444,"Ł161,175.50"
Ministry of Justice,MoJ HQ,23/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1051832,"Ł48,026.40"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,SPECIALIST COMPUTER CENTRES PLC (SCC),1052182,"Ł28,224.00"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052183,"Ł231,111.60"
Ministry of Justice,MoJ HQ,27/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1052183,"Ł228,111.60"
Ministry of Justice,MoJ HQ,06/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1050597,"Ł230,426.57"
Ministry of Justice,MoJ HQ,09/Jun/2011 ,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1050922,"Ł28,590.00"
