Departmental Family,ENTITY,DATE,EXPENSE_AREA_1,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,LORNE STEWART PLC,1635900,"Ł34,974.06"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1635713,"Ł1,086,267.00"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,SMART UK BUILDING SERVICES LTD,1639526,"Ł37,106.54"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,F P HURLEY & SONS LTD,1638626,"Ł92,052.40"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1638665,"Ł70,030.64"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,STONE BCI LTD,1639539,"Ł81,951.53"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,MITIE PROPERTY SERVICES (UK) LTD (MPS),1638765,"Ł36,197.28"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,BASTION SECURITY INSTALLATIONS,1643941,"Ł25,813.20"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,BCE NORTHERN LTD,1643947,"Ł41,638.79"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,LATCHMORE ROOFING LTD,1644645,"Ł59,685.38"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,KIER FACILITIES SERVICES LTD,1644603,"Ł46,536.12"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,BASTION SECURITY INSTALLATIONS,1643941,"Ł36,052.80"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1645083,"Ł127,664.42"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,BCE NORTHERN LTD,1643947,"Ł32,138.79"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1644004,"Ł190,780.72"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,COFELY LTD,1644094,"Ł201,487.58"
Ministry of Justice,HMCTS,24/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1650186,"Ł66,418.22"
Ministry of Justice,HMCTS,28/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,PEXHURST SERVICES LTD,1654844,"Ł141,654.46"
Ministry of Justice,HMCTS,28/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,MITIE TILLEY ROOFING LTD,1654693,"Ł27,077.64"
Ministry of Justice,HMCTS,28/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1654878,"Ł146,842.18"
Ministry of Justice,HMCTS,28/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,WATES CONSTRUCTION LTD,1655063,"Ł78,163.20"
Ministry of Justice,HMCTS,29/Jun/2011 ,AZ999-HMCS Total,532000-Tangible GBV - Additions,CHILLMECH LTD,1656661,"Ł66,174.17"
Ministry of Justice,HMCTS,28/Jun/2011 ,AV999-HMCS Change Projects,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1654231,"Ł547,861.20"
Ministry of Justice,HMCTS,29/Jun/2011 ,AV999-HMCS Change Projects,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,6402,"Ł3,066,013.20"
Ministry of Justice,HMCTS,30/Jun/2011 ,AV999-HMCS Change Projects,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1658450,"Ł313,082.40"
Ministry of Justice,HMCTS,03/Jun/2011 ,AZ999-HMCS Total,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1624384,"Ł142,099.00"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1635999,"Ł101,190.00"
Ministry of Justice,HMCTS,17/Jun/2011 ,AZ999-HMCS Total,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1641576,"Ł157,160.00"
Ministry of Justice,HMCTS,24/Jun/2011 ,AZ999-HMCS Total,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1650354,"Ł134,552.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MAPELEY BETA ACQUISITION CO LTD,1627797,"Ł56,550.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł116,059.58"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł155,695.18"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł156,316.82"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł151,360.45"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PHILIP J DAVIES (HOLDINGS) PLC,1627997,"Ł68,100.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SYNERGY HUNTINGDON TRUSTEE LTD,1628148,"Ł367,365.22"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627460,"Ł83,333.40"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627460,"Ł45,000.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627460,"Ł33,450.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,EVANS EASYSPACE LTD,1627583,"Ł49,318.50"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON GROUP LTD - TA LAMBERT SMITH HAMPTON,1627747,"Ł30,776.42"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627461,"Ł126,533.70"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BOND WOLFE ASSETS LTD,1627395,"Ł62,514.24"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1627568,"Ł54,000.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1627568,"Ł33,942.25"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,EDDISONS,1627568,"Ł72,500.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,DURKAN ESTATES LTD,1627558,"Ł85,500.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł223,662.60"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON & CAPITAL PROPERTIES LTD,1627775,"Ł232,446.52"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MAYFIELD ASSET & PROPERTY MANAGEMENT,1627812,"Ł25,535.03"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1628128,"Ł205,747.92"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SAVILLS COMMERCIAL LTD,1628071,"Ł131,284.50"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SCOTTISH WIDOWS PLC,1628077,"Ł633,750.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SANDERSON WEATHERALL,1633585,"Ł35,617.28"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MPS2 LTD,1633261,"Ł47,190.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GREAT CAPITAL PARTNERSHIP (GP) LTD,1633016,"Ł334,500.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BERKLEY ESTATES LONDON LTD,1632770,"Ł1,084,675.75"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WORKMAN,1633748,"Ł91,657.50"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1633029,"Ł72,440.70"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1633030,"Ł56,145.55"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SUFFOLKLIFE,1633634,"Ł32,593.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ALLIANZ MANAGEMENT SERVICES,1632716,"Ł34,714.04"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1633138,"Ł40,916.10"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GREAT CAPITAL PARTNERSHIP (GP) LTD,1633016,"Ł202,500.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1633224,"Ł270,731.70"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ABERDEEN PROPERTY INVESTORS,1632707,"Ł57,206.70"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1633183,"Ł104,104.66"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON GROUP LTD - TA LAMBERT SMITH HAMPTON,1633150,"Ł28,493.23"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,B&HS MANAGEMENT LTD,1632739,"Ł275,891.40"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GDPP,1632999,"Ł70,950.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,1632929,"Ł29,102.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1633530,"Ł149,745.90"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1633530,"Ł139,596.90"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRICEWATERHOUSE COOPERS LLP,1633530,"Ł149,745.90"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,RATCLIFFES,1633542,"Ł93,136.50"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SWANSTON HOLDINGS,1633639,"Ł31,800.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GOOD HARVEST GROUP LTD,406711,"Ł49,296.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,JOHN & SANDRA JOSEPH,1633099,"Ł130,230.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MORDEN COLLEGE,1633251,"Ł57,450.00"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDONDERRY ADMINISTRATIVE SERVICES,1633175,"Ł37,475.86"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CP & CJ BROWN,1635608,"Ł37,500.00"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD PRUPIM,1636141,"Ł37,369.39"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1638653,"Ł30,576.60"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,HURSTWOOD PROPERTIES (R) LTD,1638685,"Ł32,164.13"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1638782,"Ł32,276.94"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1638782,"Ł32,276.94"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SCOTTS PROPERTY LLP,1639515,"Ł40,500.00"
Ministry of Justice,HMCTS,17/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD PRUPIM,1641746,"Ł1,484,010.00"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,JAMES ANDREW RSW,1644522,"Ł253,360.20"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,STANDARD LIFE INVESTMENTS,1645291,"Ł263,821.80"
Ministry of Justice,HMCTS,24/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,OAKLAWN,1650374,"Ł32,182.65"
Ministry of Justice,HMCTS,24/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CNC PROPERTY MANAGEMENT LTD,1650014,"Ł82,025.08"
Ministry of Justice,HMCTS,24/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,I ELLINSON & CO,417564,"Ł42,811.27"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,OSPREY HOUSE (MANAGEMENT) LTD,1627967,"Ł29,014.50"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627461,"Ł29,823.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627461,"Ł29,343.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1627461,"Ł29,775.00"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON GROUP LTD - TA LAMBERT SMITH HAMPTON,1627748,"Ł30,629.10"
Ministry of Justice,HMCTS,07/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,KING STURGE LLP,1627736,"Ł48,282.60"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,1632930,"Ł273,260.06"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,SMITH & SONS,1633610,"Ł26,516.70"
Ministry of Justice,HMCTS,10/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BNP PARIBAS REAL ESTATE,1632786,"Ł41,011.34"
Ministry of Justice,HMCTS,14/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,HMRC,1635797,"Ł30,877.73"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1638597,"Ł86,720.14"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1638652,"Ł29,634.11"
Ministry of Justice,HMCTS,15/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY AND COUNTY OF SWANSEA,1638560,"Ł80,662.92"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1645425,"Ł123,991.20"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1645425,"Ł50,849.35"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1645425,"Ł28,869.20"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1645425,"Ł46,749.10"
Ministry of Justice,HMCTS,21/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1645425,"Ł25,850.89"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1648718,"Ł33,774.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł301,245.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł52,707.73"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł27,898.23"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł35,060.28"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł46,206.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1648491,"Ł31,519.76"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,1648646,"Ł25,114.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1648441,"Ł33,341.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1648458,"Ł38,320.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1648460,"Ł53,259.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1648465,"Ł69,280.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1648465,"Ł47,630.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1648465,"Ł44,166.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,882.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł34,847.12"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1648473,"Ł29,450.12"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1648537,"Ł43,083.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,ISLE OF WIGHT COUNCIL,1648563,"Ł86,763.59"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1648571,"Ł125,570.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1648571,"Ł69,713.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,TZ999-TS Consolidated Agency Accounts,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1648586,"Ł76,557.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1648586,"Ł49,377.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1648592,"Ł43,941.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1648592,"Ł104,190.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1648592,"Ł84,258.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1648592,"Ł31,483.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1648597,"Ł57,589.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1648513,"Ł27,279.00"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1648478,"Ł30,093.50"
Ministry of Justice,HMCTS,23/Jun/2011 ,AZ999-HMCS Total,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1648478,"Ł26,629.50"
