Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Defra,Natural England,04-Oct-10,Plant & Machinery costs,National Delivery,DEFRA,102759,"132,177.68"
Defra,Natural England,05-Oct-10,Other programme expenditure,National Delivery,A E A Technology plc,6140747,"68,797.67"
Defra,Natural England,05-Oct-10,Grants & contributions,Regional Delivery,Cotswold Aonb Conservation Boa,ERS-973993-29955,"48,629.50"
Defra,Natural England,05-Oct-10,Grants & contributions,National Delivery,Gabbs LLP,410102783000,"27,830.00"
Defra,Natural England,05-Oct-10,Audit services,Corporate Services,Pricewaterhouse Coopers,1353477228,"51,659.63"
Defra,Natural England,06-Oct-10,Grants & contributions,Regional Delivery,Chilterns Conservation Board,ERS-974056-29973,"140,159.50"
Defra,Natural England,08-Oct-10,Barclaycard purchases,Corporate Services,Barclaycard Business Issuing,00246447011010,"395,613.61"
Defra,Natural England,12-Oct-10,Rent & Management Charges,Corporate Services,DEFRA,1000005808,"66,914.02"
Defra,Natural England,12-Oct-10,Asset purchases,Corporate Services,DEFRA,1000005893,"291,016.34"
Defra,Natural England,13-Oct-10,Premises costs,Corporate Services,Eversheds LLP,EVERSHED1,"132,083.80"
Defra,Natural England,14-Oct-10,"IT services, equipment & consumables",Corporate Services,Atos Origin IT Services UK Ltd,5584067728,"952,579.55"
Defra,Natural England,14-Oct-10,Reprographic Services,Corporate Services,Computacenter (UK) Ltd,7251328,"58,750.00"
Defra,Natural England,14-Oct-10,Grants & contributions,National Delivery,Forestry Commission,ERS-974064-29993,"35,177.15"
Defra,Natural England,18-Oct-10,Rent & Management Charges,Corporate Services,D T Z,24750,"55,190.52"
Defra,Natural England,18-Oct-10,Rent & Management Charges,Corporate Services,D T Z,23221,"30,117.36"
Defra,Natural England,18-Oct-10,Water,Corporate Services,D T Z,24752,"26,276.03"
Defra,Natural England,18-Oct-10,Rent & Management Charges,Corporate Services,D T Z,23267,"26,660.26"
Defra,Natural England,18-Oct-10,Rent & Management Charges,Corporate Services,DEFRA,1000005646,"72,672.64"
Defra,Natural England,18-Oct-10,Rent & Management Charges,Corporate Services,DEFRA,1000005524,"91,400.09"
Defra,Natural England,18-Oct-10,Audit services,Corporate Services,National Audit Office,3454,"165,000.00"
Defra,Natural England,20-Oct-10,Other programme expenditure,National Delivery,Bat Conservation Trust,10121,"58,750.00"
Defra,Natural England,20-Oct-10,Reprographic Services,Corporate Services,Computacenter (UK) Ltd,7251321,"39,006.79"
Defra,Natural England,20-Oct-10,Premises costs,Regional Delivery,Conservation Building Services,1214,"48,349.96"
Defra,Natural England,20-Oct-10,Geographical Data Purchase,Evidence and Analysis,Cranfield University,1295294,"59,925.00"
Defra,Natural England,20-Oct-10,Grants & contributions,Evidence and Analysis,Devon Wildlife Trust,ERS-974107-30014,"35,437.33"
Defra,Natural England,20-Oct-10,Grants & contributions,National Delivery,Forestry Commission,ERS-974098-30016,"33,989.02"
Defra,Natural England,20-Oct-10,Land Management payments,Regional Delivery,Lord Falmouth,98,"31,217.40"
Defra,Natural England,20-Oct-10,Grants & contributions,Evidence and Analysis,R S P B,ERS-974104-30020,"37,302.18"
Defra,Natural England,22-Oct-10,Rent & Management Charges,Corporate Services,D T Z,24779,"69,038.52"
Defra,Natural England,22-Oct-10,Rent & Management Charges,Corporate Services,D T Z,24774,"26,070.19"
Defra,Natural England,22-Oct-10,Other programme expenditure,National Delivery,Ipsos Mori,10002163,"38,775.00"
Defra,Natural England,26-Oct-10,Science & Evidence Studies,Evidence and Analysis,Centre For Ecology & Hydrology,70000758,"26,000.00"
Defra,Natural England,26-Oct-10,Grants & contributions,Regional Delivery,Envirolink North West,ENW056201011,"118,000.00"
Defra,Natural England,28-Oct-10,Rent & Management Charges,Corporate Services,D T Z,24773,"147,837.86"
Defra,Natural England,28-Oct-10,Grants & contributions,Evidence and Analysis,R S P B,ERS-974232-30358,"24,886.36"
Defra,Natural England,28-Oct-10,Land Management payments,Regional Delivery,Trustess Of The Thoresby Settl,ERS-974261-30394,"43,598.20"
Defra,Natural England,28-Oct-10,Grants & contributions,Regional Delivery,University Of Kent,ERS-974276-30368,"33,416.00"
Defra,Natural England,29-Oct-10,Science & Evidence Studies,Evidence and Analysis,Oregon State University,Y03050inv2,"35,000.00"
