Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-476039-65783,49944.18,,Health Tech Assessment,Programme,
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-476049-65789,51294,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,08/11/2012,Publicity & advertising,External Relations,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,101579,242879.75,,Bladder/kidney cancer advertising production,Programme,
Department of Health,Department of Health,08/11/2012,Publicity & advertising,External Relations,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,101580,121369.68,,Breast cancer advertising production,Programme,
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Strategy Finance & NHS,INHEALTH LTD,LARGE,HP11 1JL,119,2098536.28,,Clinical services under D01 London contract,Programme,
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124352,70041.66,,MRM - For the services provided on the Healthy Start Reimbursement Unit - October 2012 estimate,Admin,
Department of Health,Department of Health,08/11/2012,Contractor/Staff Substitution,External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410058900,98400,,Authorisation and Accountability System for Health Education England,Admin,
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410058900,5533.38,,DWP CIPHER - Expenses - ADD PO498218 - Authorisation and Accountability System for Health Education England,Admin,
Department of Health,Department of Health,08/11/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2939001-19-NOV-12,5649.99,,,Other,
Department of Health,Department of Health,08/11/2012,Other Admin expenditure,Strategy Finance & NHS,ESSEX PENSION FUND,SME,CM1 1JZ,3000026379,27348.87,,GSCC 17 - pension costs,Admin,
Department of Health,Department of Health,08/11/2012,Research & development,Public Health,ITSA LTD,SME,SS15 6TH,73941,26132.04,,"Agreement to procure national support for tobacco regulation for the remainder of 2012/13, the transition year to the new public health system",Programme,13630
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Social Care,CORC LTD,SME,NW3 5SD,CORC/ChildIATP2012/2,33944,,Children & Young People IAPT Project Data Analysis Limited tender,Programme,
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Social Care,CORC LTD,SME,NW3 5SD,CORC/ChildIATP2012/2,22556,,Children & Young People IAPT Project Data & Analysis. Limited tender,Programme,
Department of Health,Department of Health,08/11/2012,Printing,Improvement & Efficency,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12100010,29276.71,,Print services for the NHS 111 marketing campaign.,Programme
Department of Health,Department of Health,08/11/2012,Grants to non profit institutions (CUR),Social Care,ST MUNGOS,VCS,W6 8BS,ERS-476019-65761,32810.56,,2010/047 St Mungos -  project - IAAS project,Programme
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,External Relations,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S-1300307,35022.33,,Carers Direct contact centre provision - specialist advice to support carers in the UK.,Programme
Department of Health,Department of Health,08/11/2012,Other Admin expenditure,Strategy Finance & NHS,NATIONAL AUDIT OFFICE (NAO),PUBLIC,SW1W 9SP,4234,37000,,GSCC 20 Audit fees,Admin
Department of Health,Department of Health,08/11/2012,Other Admin expenditure,Strategy Finance & NHS,NATIONAL AUDIT OFFICE (NAO),PUBLIC,SW1W 9SP,4268,46000,,NPSA 53 Audit fees 11/12,Admin
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-476026-65794,48132,,Career Development Fellowship,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-476027-65790,13158,,Invention for Innovation,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-476027-65790,236842,,000681 - CRD 008,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-476027-65790,50000,,Invention for Innovation,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-476029-65804,174554,,Invention for Innovation,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-476032-65803,25891,,NIHR Public Health Research NETSCC,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-476033-65807,29757.59,,Clinician Scientist Awards,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-476034-65792,322958,,Horizon Scanning,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-476038-65800,28584.15,,Health Tech Assessment,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,CITY UNIVERSITY,PUBLIC,EC1V 0HB,ERS-476045-65793,169557,,Other PRP Research,Programme
Department of Health,Department of Health,08/11/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-476046-65797,114333,,Other PRP Research,Programme
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Commissioning,PRIMARY CARE COMMISSIONING CIC,VCS,LS11 9AH,1793,300000,,Provision of services to support the implementation of Clinical Commissioning - CCC,Admin
Department of Health,Department of Health,08/11/2012,Grants to non profit institutions (CUR),Social Care,THE PLACE2BE,VCS,E1 8LQ,ERS-475976-65742,39531.5,,2012-13 - ref 1765122 The Place2BE- Project: Improving outcomes for families with multiple problems by building capacity and capability to deliver early intervention non-stigmatising mental health services for children and their parents,Programme
Department of Health,Department of Health,08/11/2012,Outsourcing Contract,Improvement & Efficency,South of England Advocacy Projects,VCS,TN34 1HL,SIN002461,291111.5,,The extension of the current ICAS contract for the provision of independent advocacy by SEAP,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-476121-65845,78137,,UKCRC Stroke Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-476122-65862,114321,,UKCRC Stroke Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-476123-65857,54396,,UKCRC Stroke Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,ST GEORGE'S HEALTHCARE NHS TRUST,PUBLIC,SW17 0QT,ERS-476124-65850,109248,,UKCRC Stroke Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,PUBLIC,SR3 4AD,ERS-476125-65851,117880,,UKCRC Stroke Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-476126-65871,50590,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-476127-65841,23750,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-476127-65841,39423,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-476128-65858,64734,,UKCRC Mental Health Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-476128-65858,20569,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-476129-65864,145001,,UKCRC Medicines for Childrens Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-476132-65860,110247,,UKCRC Alzheimers Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,SO40 2RZ,ERS-476134-65861,12134,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,SO40 2RZ,ERS-476134-65861,87892,,UKCRC Alzheimers Projects,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-476135-65855,392994,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-476136-65867,112498,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-476136-65867,510471,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-476137-65848,25004,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-476137-65848,154366,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-476138-65865,18570,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-476138-65865,149095,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-476139-65852,98676,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-476140-65844,4524958,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-476140-65844,90346,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-476142-65842,47746,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-476143-65847,61792,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-476143-65847,1637495,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-476144-65866,46637,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-476144-65866,979882,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-476145-65849,39079,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-476145-65849,1331256,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-476146-65846,1437895,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-476147-65853,34738,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-476147-65853,1293522,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-476148-65863,37211,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-476148-65863,1459227,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-476149-65854,3446769,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-476149-65854,36390,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-476150-65843,48732,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-476150-65843,786380,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-476151-65859,24867,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-476151-65859,1034422,,Comprehensive Networks,Programme
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Strategy Finance & NHS,FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060021620,1053703.51,,Clinical services under E16 Renal contract,Programme
Department of Health,Department of Health,09/11/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2939001-19-NOV-12,5556.26,,,Other
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,840806,199174.36,,Radio Advertising Stoptober,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,841583,49605.56,,Advertising for Stoptober campaign - Search,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,843348,44404.36,,Bowel cancer campaign  regional TV.,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,843350,452658.02,,ATL Campaign September and October - Stoptober,Programme
Department of Health,Department of Health,09/11/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12100013,139256.93,,Stoptober printing of local support collateral,Programme
Department of Health,Department of Health,09/11/2012,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12100019,48039.69,,"24 page A5 re print, fold, gather, stitch and trim to size of Off to the Best Start, one million examples off",Programme
Department of Health,Department of Health,09/11/2012,Grants to non profit institutions (CUR),Social Care,ENGLISH COMMUNITY CARE ASSOCIATION,SME,E1 7LS,ERS-476093-65821,104500,,Dementia Pledge Stage 2,Programme
Department of Health,Department of Health,09/11/2012,Grants to non profit institutions (CUR),Social Care,ENGLISH COMMUNITY CARE ASSOCIATION,SME,E1 7LS,ERS-476096-65822,53950,,Compact Stage 2,Programme
Department of Health,Department of Health,09/11/2012,Service charge,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008397,501360.84,,CCN 703 - ESR Merge/Demerge requirements for TCS,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11686,10583.4,,Freud retainer fee for July - September Q2 2012 ,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11686,31750.19,,Freud Agency Fees,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11686,31750.2,,Freud retainer agency fees,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11686,31750.2,,Freud retainer agency fees,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11687,11250,,Freud retainer charges October to December ,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11687,11250,,Freud retainer charges October to December,Programme
Department of Health,Department of Health,09/11/2012,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11687,11250,,Freud retainer charges October to December ,Programme
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Strategy Finance & NHS,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB074,195147.6,,FUTURE BUILDERS ENGLAND - Contract Extension Year 1 June 2012 to 31 May 2013- Management Fee Costs,Programme
Department of Health,Department of Health,09/11/2012,Storage costs,Strategy Finance & NHS,BRISTOL LABORATORIES LTD,SME,,9005599,217359.08
Department of Health,Department of Health,09/11/2012,Storage costs,Strategy Finance & NHS,BRISTOL LABORATORIES LTD,SME,,9005599,0.01
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002056,25682.4
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002058,28087.93
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002059,25348.81
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002064,89878.55
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002065,26746.54
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002067,27514.19
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002074,35397.65
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002076,50413.216
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002078,38048.13
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002081,60641.52
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002089,39554.332
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002091,50458.61
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002095,86087.81
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002096,42293.614
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002097,54216.28,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002098,52236.82,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002099,45048.35,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002100,47535.006,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002101,70982.437,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002103,95034.19,,,
Department of Health,Department of Health,09/11/2012,School Fruit and Veg Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002105,30219.76,,,
Department of Health,Department of Health,09/11/2012,External Consultancy Fees,INFORMATICS,ERNST & YOUNG LLP,,,15622286,214090.47,,,
Department of Health,Department of Health,09/11/2012,External Consultancy Fees,INFORMATICS,ERNST & YOUNG LLP,,,15692643,96103.4,,,
Department of Health,Department of Health,09/11/2012,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2902699,37526.37,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin
Department of Health,Department of Health,09/11/2012,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025490,122621.26,,"Quarry House Leeds - Accomm. Costs April 2012 - January 2013 Business Rates@£119,304.32 mthly.",Admin
Department of Health,Department of Health,09/11/2012,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025490,522252.4,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin
Department of Health,Department of Health,09/11/2012,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025490,2677.17,,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90172941,1772690.07,,NIHR Systems,Programme
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90172941,-0.01,,NIHR Systems,Programme
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90172942,550165.02,,NIHR Systems,Programme
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-476152-65870,81570,,APPLIED CLINICAL DRF's,Programme,
Department of Health,Department of Health,09/11/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-476153-65869,32425.83,,Health Tech Assessment,Programme,
Department of Health,Department of Health,09/11/2012,Secondees in invoiced costs,Strategy Finance & NHS,MINISTRY OF JUSTICE (MOJ),PUBLIC,SW1H 9AJ,IND190HQ/7985,29159.4,,Qtr 1 2011 costs (loan in from Ministry of Justice),Admin,
Department of Health,Department of Health,09/11/2012,Outsourcing Contract,Social Care,WORCESTER UNIVERSITY OF,PUBLIC,WR2 6AJ,INV138220,31791,,EU ALCOVE PROJECT - Quarterly installment Jul-Sept-12 (25050 BB2608),Programme,13384
Department of Health,Department of Health,09/11/2012,Grants to non profit institutions (CUR),Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,SW1Y 5BH,ERS-476191-65882,625000,,2012/015 Social Care Institute for Excellence (SCIE)- Project: SCIE Core Grant-,Admin,
Department of Health,Department of Health,10/11/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2939001-19-NOV-12,195.42,,,Other,
Department of Health,Department of Health,11/11/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2939001-19-NOV-12,83.12,,,Other,
Department of Health,Department of Health,12/11/2012,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,5439,108796.8,,CPA 474211 Inv 5439 dated 221012 Recharge for the Valuation project September 12,Programme,
Department of Health,Department of Health,12/11/2012,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,5440,78487.2,,CPA 474211 Inv 5440 dated 221012 Recharge for the TRS project September 12,Programme,
Department of Health,Department of Health,12/11/2012,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,5442,44088,,CPA 474211  Inv 5442 dated 221012 Recharge for Hutton project Sept 2012,Admin,
Department of Health,Department of Health,12/11/2012,ENDPBs Admin Revenue Grant in Aid,Improvement & Efficency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000002983,230766.32,,Patient Feedback Challenge - programme funding for sucessful projects,Admin,
Department of Health,Department of Health,12/11/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,389897,171407,,NCCRCD Management,Programme,
Department of Health,Department of Health,12/11/2012,ENDPBs Admin Revenue Grant in Aid,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948362,5210000,,NHSBT - GIA allocation for 12/13,Programme,
Department of Health,Department of Health,12/11/2012,ENDPBs Admin Revenue Grant in Aid,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH034,250000,,CHRE Transition Funding Drawdown 2012/13,Admin,
Department of Health,Department of Health,12/11/2012,ENDPBs Admin Revenue Grant in Aid,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH035,50000,,CHRE Voluntary Register Scheme Drawdown 2012/13,Admin,
