Department,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,Home Office,05/08/2016,Laboratory & Scientific Equipment,HOS - Home Office Science,ORION SECURITY SOLUTIONS LTD,1001898193,182.70
Home Office,Home Office,05/08/2016,Laboratory & Scientific Equipment,HOS - Home Office Science,ORION SECURITY SOLUTIONS LTD,1001898193,194.40
Home Office,Home Office,05/08/2016,Laboratory & Scientific Equipment,HOS - Home Office Science,ORION SECURITY SOLUTIONS LTD,1001898193,"1,527.22"
Home Office,Home Office,05/08/2016,Laboratory & Scientific Equipment,HOS - Home Office Science,ORION SECURITY SOLUTIONS LTD,1001898193,"9,798.00"
Home Office,Home Office,30/08/2016,"IT, TelecommsSoftware (COTS)",HOS - Home Office Science,SPECIALIST COMPUTER CENTRES PLC,1001905933,"132,246.00"
Home Office,Home Office,01/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001896006,"90,660.16"
Home Office,Home Office,01/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001896006,"66,491.58"
Home Office,Home Office,01/08/2016,Professional & Admin Services,IE - Immigration Enforcement,SCOTTISH POLICE AUTHORITY,1001896090,"47,179.57"
Home Office,Home Office,01/08/2016,"Transport, Storage & Mail Services",IE - Immigration Enforcement,TNT UK LTD,1001896110,"4,442.06"
Home Office,Home Office,01/08/2016,"Transport, Storage & Mail Services",IE - Immigration Enforcement,TNT UK LTD,1001896110,"4,492.62"
Home Office,Home Office,01/08/2016,Grant,IE - Immigration Enforcement,HIBISCUS INITIATIVES (G),1001895758,"48,156.00"
Home Office,Home Office,01/08/2016,Grant,IE - Immigration Enforcement,HIBISCUS INITIATIVES (G),1001895758,"49,180.00"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"264,940.04"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"471,250.98"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"17,516.15"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"17,813.89"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"15,657.10"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"75,998.40"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"14,845.67"
Home Office,Home Office,02/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001896582,"20,429.37"
Home Office,Home Office,03/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001897090,"102,590.09"
Home Office,Home Office,03/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001897090,"31,965.01"
Home Office,Home Office,04/08/2016,Public Administration Services,IE - Immigration Enforcement,CAPITA BUSINESS SERVICES LTD,1001897593,"127,929.55"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001897619,"1,045,824.62"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,GEO GROUP UK LTD (THE),1001897620,"462,820.69"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,GEO GROUP UK LTD (THE),1001897620,"53,811.89"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"1,999,341.60"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"538,792.60"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"59,875.50"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"45,978.20"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"173,971.81"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1001897642,"52,513.92"
Home Office,Home Office,05/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001898154,"112,659.08"
Home Office,Home Office,05/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001898154,"94,392.19"
Home Office,Home Office,05/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001898163,"15,282.01"
Home Office,Home Office,05/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001898163,"22,857.59"
Home Office,Home Office,05/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001898163,"13,957.24"
Home Office,Home Office,05/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,G4S CARE & JUSTICE SERVICES (UK) LTD,1001898163,"56,203.86"
Home Office,Home Office,08/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001898811,"98,828.87"
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",IE - Immigration Enforcement,GATWICK AIRPORT LTD,1001898840,788.09
Home Office,Home Office,08/08/2016,Public Administration Services,IE - Immigration Enforcement,CAPITA BUSINESS SERVICES LTD,1001898807,"25,398.43"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1001898883,"7,707.77"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1001898883,"19,680.88"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"739,768.37"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"43,022.72"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"37,609.57"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"674,124.71"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"51,594.13"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"173,032.42"
Home Office,Home Office,08/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001898901,"-32,341.86"
Home Office,Home Office,10/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001899794,"114,609.48"
Home Office,Home Office,12/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001900854,"113,578.79"
Home Office,Home Office,12/08/2016,Professional & Admin Services,IE - Immigration Enforcement,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001900895,"5,765.54"
Home Office,Home Office,12/08/2016,Professional & Admin Services,IE - Immigration Enforcement,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001900895,"128,120.79"
Home Office,Home Office,12/08/2016,Professional & Admin Services,IE - Immigration Enforcement,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001900911,"66,252.02"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,POLICE & CRIME COMMISIONER FOR THAMES VALLEY,1001900918,"10,270.93"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,POLICE & CRIME COMMISIONER FOR THAMES VALLEY,1001900918,"15,936.54"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,SERCO LTD,1001900930,"793,548.46"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,SERCO LTD,1001900930,"43,130.16"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"180,984.11"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"146,510.95"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"247,057.68"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"117,964.22"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"774,057.53"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"90,587.15"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"137,134.43"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"76,788.28"
Home Office,Home Office,12/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001900939,"43,695.43"
Home Office,Home Office,15/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001901336,"86,866.04"
Home Office,Home Office,15/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"83,125.60"
Home Office,Home Office,15/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"29,243.10"
Home Office,Home Office,15/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"149,053.12"
Home Office,Home Office,15/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"72,595.00"
Home Office,Home Office,15/08/2016,Asylum Services,IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"12,099.28"
Home Office,Home Office,15/08/2016,"Public Order, Security Safety Services",IE - Immigration Enforcement,TASCOR SERVICES LIMITED,1001901383,"82,040.75"
Home Office,Home Office,17/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001902341,"89,856.86"
Home Office,Home Office,17/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001902341,"144,964.72"
Home Office,Home Office,19/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001903192,"68,793.36"
Home Office,Home Office,22/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001903770,"64,528.78"
Home Office,Home Office,22/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001903770,"-34,653.32"
Home Office,Home Office,24/08/2016,Public Administration Services,IE - Immigration Enforcement,CAPITA BUSINESS SERVICES LTD,1001904443,"98,967.02"
Home Office,Home Office,25/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001904772,"83,005.67"
Home Office,Home Office,25/08/2016,Asylum Services,IE - Immigration Enforcement,CARLSON WAGONLIT TRAVEL,1001904772,"50,102.51"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,ABERDEENSHIRE COUNCIL (G),1001895746,"41,203.20"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,COVENTRY CITY COUNCIL 1 (G),1001895752,"161,457.50"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,FIFE NHS BOARD (G),1001895754,"26,000.00"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,GLASGOW CITY COUNCIL 1 (G),1001895756,"65,555.10"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,LONDON BOROUGH OF ISLINGTON (G),1001895759,"42,613.80"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,NEWCASTLE CITY COUNCIL (G),1001895765,"76,197.90"
Home Office,Home Office,01/08/2016,Grant,IIPG - International & Immigration Policy Group,NORTH TYNESIDE COUNCIL (G),1001895767,"86,676.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,GREATER GLASGOW HEALTH BOARD (G),1001896889,"109,200.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,GREATER GLASGOW HEALTH BOARD (G),1001896889,"364,000.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,HIGHLAND HEALTH BOARD (G),1001896891,"46,000.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,HIGHLAND HEALTH BOARD (G),1001896891,"34,800.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,HIGHLAND HEALTH BOARD (G),1001896891,"116,000.00"
Home Office,Home Office,03/08/2016,Syria Ops Budget,IIPG - International & Immigration Policy Group,NORTH TYNESIDE CCG,1001896893,"44,000.00"
Home Office,Home Office,03/08/2016,Grant,IIPG - International & Immigration Policy Group,WORCESTERSHIRE COUNTY COUNCIL 1 (G),1001896932,"29,064.00"
Home Office,Home Office,09/08/2016,Professional & Admin Services,IIPG - International & Immigration Policy Group,CITY OF LONDON,1001899379,"39,247.20"
Home Office,Home Office,09/08/2016,Grant,IIPG - International & Immigration Policy Group,DURHAM COUNTY COUNCIL 1 (G),1001899229,"83,976.00"
Home Office,Home Office,09/08/2016,Grant,IIPG - International & Immigration Policy Group,NOTTINGHAM CITY COUNCIL (G),1001899236,"95,849.00"
Home Office,Home Office,09/08/2016,Grant,IIPG - International & Immigration Policy Group,WEST DUNBARTONSHIRE COUNCIL (G),1001899239,"68,832.40"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,ABERDEEN CITY COUNCIL (G),1001900670,"36,153.00"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,ANGUS COUNCIL (G),1001900671,"29,391.40"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,BIRMINGHAM CITY COUNCIL (G),1001900673,"57,346.90"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,FALKIRK COUNCIL (G),1001900682,"39,672.00"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,LEEDS CITY COUNCIL (G),1001900690,"93,957.50"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,LEEDS CITY COUNCIL (G),1001900690,"93,957.50"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,LONDON BOROUGH OF BARNET (G),1001900691,"28,164.00"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,NORTH AYRSHIRE COUNCIL (G),1001900695,"34,704.80"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,SOUTH LANARKSHIRE COUNCIL (G),1001900701,"31,764.00"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,SOUTH LANARKSHIRE COUNCIL (G),1001900701,"58,512.00"
Home Office,Home Office,12/08/2016,Grant,IIPG - International & Immigration Policy Group,WILTSHIRE COUNTY COUNCIL 1 (G),1001900705,"32,602.70"
Home Office,Home Office,16/08/2016,Grant,IIPG - International & Immigration Policy Group,INTERNATIONAL ORG FOR MIGRATION (G),1001901697,"1,881,472.75"
Home Office,Home Office,17/08/2016,Grant,IIPG - International & Immigration Policy Group,COVENTRY CITY COUNCIL 1 (G),1001902148,"91,884.00"
Home Office,Home Office,17/08/2016,Grant,IIPG - International & Immigration Policy Group,LONDON BOROUGH OF CAMDEN (G),1001902149,"62,628.00"
Home Office,Home Office,17/08/2016,Grant,IIPG - International & Immigration Policy Group,NEWCASTLE CITY COUNCIL (G),1001902152,"64,944.00"
Home Office,Home Office,17/08/2016,Grant,IIPG - International & Immigration Policy Group,NEWCASTLE CITY COUNCIL (G),1001902152,"75,702.90"
Home Office,Home Office,19/08/2016,Grant,IIPG - International & Immigration Policy Group,CITY OF EDINBURGH (THE) (G),1001903049,"70,500.30"
Home Office,Home Office,19/08/2016,Grant,IIPG - International & Immigration Policy Group,DEVON COUNTY COUNCIL 1 (G),1001903051,"44,880.00"
Home Office,Home Office,19/08/2016,Grant,IIPG - International & Immigration Policy Group,GATESHEAD COUNCIL (G),1001903053,"81,248.76"
Home Office,Home Office,19/08/2016,Grant,IIPG - International & Immigration Policy Group,NORTH AYRSHIRE COUNCIL (G),1001903057,"30,864.00"
Home Office,Home Office,19/08/2016,Grant,IIPG - International & Immigration Policy Group,WILTSHIRE COUNTY COUNCIL 1 (G),1001903064,"52,212.00"
Home Office,Home Office,22/08/2016,Grant,IIPG - International & Immigration Policy Group,CITY OF EDINBURGH (THE) (G),1001903613,"100,500.00"
Home Office,Home Office,24/08/2016,Grant,IIPG - International & Immigration Policy Group,NHS BRISTOL(G),3000052667,"36,000.00"
Home Office,Home Office,24/08/2016,Grant,IIPG - International & Immigration Policy Group,NOTTINGHAM CITY COUNCIL (G),1001904419,"122,940.00"
Home Office,Home Office,25/08/2016,Grant,IIPG - International & Immigration Policy Group,CENTRAL BEDFORDSHIRE COUNCIL (G),1001904731,"42,888.00"
Home Office,Home Office,25/08/2016,Grant,IIPG - International & Immigration Policy Group,NHS SHROPSHIRE CLINICAL COMMISSIONING GROUP (G),1001904736,"40,000.00"
Home Office,Home Office,25/08/2016,Grant,IIPG - International & Immigration Policy Group,SOUTH AYRSHIRE (G),1001904740,"25,656.00"
Home Office,Home Office,25/08/2016,Grant,IIPG - International & Immigration Policy Group,STAFFORDSHIRE COUNTY COUNCIL (G),1001904741,"73,944.00"
Home Office,Home Office,30/08/2016,Grant,IIPG - International & Immigration Policy Group,ARGYLL & BUTE COUNCIL (G),1001905683,"75,980.80"
Home Office,Home Office,30/08/2016,Grant,IIPG - International & Immigration Policy Group,HORTON HOUSING ASSOCIATION (G),1001905688,"110,760.00"
Home Office,Home Office,01/08/2016,Advertising & Publishing Media,OSCT - Office of Security and Counter Terrorism,DENTSU AEGIS UK LIMITED,1001896030,"56,437.69"
Home Office,Home Office,04/08/2016,Grant,OSCT - Office of Security and Counter Terrorism,COMMUNITY SECURITY TRUST (G),1001897409,"1,225,000.00"
Home Office,Home Office,04/08/2016,"Public Order, Security Safety Services",OSCT - Office of Security and Counter Terrorism,DELOITTE MCS LTD,1001897607,"90,216.01"
Home Office,Home Office,12/08/2016,Professional & Admin Services,OSCT - Office of Security and Counter Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001900895,"28,432.08"
Home Office,Home Office,17/08/2016,Grant,OSCT - Office of Security and Counter Terrorism,COMMUNITY SECURITY TRUST (G),1001902146,"1,316,000.00"
Home Office,Home Office,25/08/2016,"IT, TelecommsManaged Service",OSCT - Office of Security and Counter Terrorism,GOVERNMENT COMMUNICATION BUREAU,3000052672,"330,250.00"
Home Office,Home Office,26/08/2016,"IT, TelecommsManaged Service",OSCT - Office of Security and Counter Terrorism,HEWLETT PACKARD (HP) LTD,1001905310,"57,466.80"
Home Office,Home Office,01/08/2016,Professional & Admin Services,UKBF - UK Border Force,CT CENTRE (MOD) LTD T/A DSTL,1001896025,"64,926.00"
Home Office,Home Office,01/08/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,FINCORE LTD,1001896035,"30,870.00"
Home Office,Home Office,01/08/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,FINCORE LTD,1001896035,"27,435.60"
Home Office,Home Office,01/08/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,FINCORE LTD,1001896035,"28,926.00"
Home Office,Home Office,01/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,SENTINEL MARINE LTD,1001896092,"226,300.00"
Home Office,Home Office,01/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,VISION-BOX SYSTEMS LTD,1001896118,"814,478.40"
Home Office,Home Office,02/08/2016,OGD - Other Government Department,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000052587,712.09
Home Office,Home Office,02/08/2016,Staff Costs,UKBF - UK Border Force,FOREIGN AND COMMONWEALTH OFFICE,3000052587,"31,750.92"
Home Office,Home Office,02/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001896586,"36,600.00"
Home Office,Home Office,03/08/2016,"IT, Telecomms Application Consultancy & Development",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001897116,"252,730.80"
Home Office,Home Office,03/08/2016,"IT, TelecommsSoftware (COTS)",UKBF - UK Border Force,ORACLE CORPORATION UK LIMITED,1001897140,"72,000.00"
Home Office,Home Office,03/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,QINETIQ LTD,1001897146,"168,678.00"
Home Office,Home Office,03/08/2016,Education & Training Services,UKBF - UK Border Force,THE OPEN UNIVERSITY,1001897161,"28,850.00"
Home Office,Home Office,04/08/2016,Contingent Labour,UKBF - UK Border Force,CAPGEMINI UK PLC,1001897592,"20,663.38"
Home Office,Home Office,04/08/2016,Contingent Labour,UKBF - UK Border Force,CAPGEMINI UK PLC,1001897592,"107,734.90"
Home Office,Home Office,04/08/2016,Contingent Labour,UKBF - UK Border Force,CAPGEMINI UK PLC,1001897592,"45,406.52"
Home Office,Home Office,04/08/2016,Contingent Labour,UKBF - UK Border Force,CAPGEMINI UK PLC,1001897592,"198,362.16"
Home Office,Home Office,04/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,JONIA CARBURANTI SRL,7000011593,"33,612.98"
Home Office,Home Office,04/08/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,NATS SERVICES LTD,1001897644,"50,796.00"
Home Office,Home Office,05/08/2016,"Building, Construction Services",UKBF - UK Border Force,HM REVENUE & CUSTOMS,1001898168,"67,234.16"
Home Office,Home Office,05/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,SELEX ES LTD,1001898211,"42,900.00"
Home Office,Home Office,05/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,VOH SUPPORT VESSELS LTD T/A VROON OFFSHORE SERVICES LTD,1001898222,"232,500.00"
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001898840,394.04
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001898840,"33,268.57"
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001898840,"1,238.42"
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001898840,56.29
Home Office,Home Office,08/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,GATWICK AIRPORT LTD,1001898840,56.29
Home Office,Home Office,08/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001898844,"37,050.00"
Home Office,Home Office,08/08/2016,"IT, Broadcasting & Telecomms Components",UKBF - UK Border Force,IBM DIRECT UNITED KINGDOM LTD,1001898846,"52,004.40"
Home Office,Home Office,08/08/2016,"IT, TelecommsManaged Service",UKBF - UK Border Force,SOPRA STERIA LTD,1001898895,"38,506.80"
Home Office,Home Office,08/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,VETSPEED LTD T/A NOVUS ENVIRONMENTAL,1001898908,"28,649.51"
Home Office,Home Office,08/08/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001898914,"139,303.58"
Home Office,Home Office,08/08/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001898914,"118,367.42"
Home Office,Home Office,08/08/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001898914,"46,434.53"
Home Office,Home Office,08/08/2016,Animal Material & Supplies,UKBF - UK Border Force,WAGTAIL UK LTD,1001898914,"118,367.42"
Home Office,Home Office,09/08/2016,"Transport, Storage & Mail Services",UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL,1001899378,"64,212.00"
Home Office,Home Office,10/08/2016,Law Enforcement & Safety Equipment,UKBF - UK Border Force,ASSOCIATED BRITISH PORTS,1001899776,"239,858.40"
Home Office,Home Office,10/08/2016,Grant,UKBF - UK Border Force,CHANNEL TUNNEL GROUP LTD (THE) T/A EUROTUNNEL(G),7000011611,"584,352.94"
Home Office,Home Office,10/08/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000011612,"554,596.68"
Home Office,Home Office,10/08/2016,Public Administration Services,UKBF - UK Border Force,EAMUS CORK SOLUTIONS (ECS),7000011612,"194,180.20"
Home Office,Home Office,10/08/2016,"Airport, Local Council, Private Parking",UKBF - UK Border Force,HEATHROW AIRPORT LTD,1001899812,"256,326.29"
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-17.66
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,"-15,391.17"
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-17.67
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,"-15,391.15"
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-17.66
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-18.33
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-18.34
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,"-30,935.82"
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-18.33
Home Office,Home Office,10/08/2016,"Vehicles, Ships, Airplanes",UKBF - UK Border Force,INCHCAPE FLEET SOLUTIONS LTD,6200061730,-18.33
