Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Defra,Fera,09/11/2010,Direct Subcontractors,External Affairs Directorate,IP Pragmatics Limited,36584,29968.53,
Defra,Fera,11/11/2010,Direct Subcontractors,Operations Directorate,Forestry Commission,36155,227995.7,
Defra,Fera,16/11/2010,Direct Subcontractors,Policy & Regulation,NIAB,36994,57075.69,
Defra,Fera,16/11/2010,Direct Subcontractors,Policy & Regulation,NIAB,36995,46791.48,
Defra,Fera,16/11/2010,Direct Subcontractors,Policy & Regulation,NIAB,36996,30115.49,
Defra,Fera,16/11/2010,Direct Subcontractors,Policy & Regulation,NIAB,36998,41054.05,
Defra,Fera,16/11/2010,Prepayment Postal Visa Card,Finance And Corporate Services,National Westminster Bank plc,37311,110107.98,
