Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000155285 - 00166337,Sub Contracted Work,"50,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Staff Training,Operations,QINETIQ LIMITED,,V - 9000155091 - 00170922,Staff Training,"49,800.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Externally delivered education and training,Navy Command,CARLISLE STAFFING PLC,LU1 3BA,260132,External military training ,"49,775.66"
Ministry of Defence,Ministry of Defence,23/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,264253,Post design services which are not capitalised,"49,714.73"
Ministry of Defence,Ministry of Defence,09/10/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,258621,Fiscal asset under construction - capital in year addition,"49,545.12"
Ministry of Defence,UK Hydrographic Office,17/10/2013,Project External Costs,Transformation,Chersoft Ltd EM,,2000066150,,"49,140.45"
Ministry of Defence,Ministry of Defence,16/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SOMERS FORGE LTD,B62 8DZ,261537,Equipment support non-project costs,"49,091.73"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Agency Staff,Operations,QINETIQ LIMITED,,V - 9000155091 - 00169744,Agency Staff,"49,068.10"
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2013,Sub Contracted Work,Operations,UNIVERSITY OF BRISTOL,,V - 9000154946 - 00171716,Sub Contracted Work,"49,009.00"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,TEWKESBURY BOROUGH COUNCIL,GL20 5TT,267159,Rent buildings - non civil estate property and married quarter property,"48,909.94"
Ministry of Defence,Ministry of Defence,24/10/2013,Externally delivered education and training,Land Forces,UNITED STATES GOVERNMENT,,2000020446,External military training ,"48,903.82"
Ministry of Defence,Ministry of Defence,28/10/2013,Spend on Inventory - General,Defence Equipment & Support,SOMERS FORGE LTD,B62 8DZ,266265,Spend on Inventory - General,"48,900.00"
Ministry of Defence,Ministry of Defence,16/10/2013,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,261518,Works - estate management,"48,887.71"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Sub Contracted Work,Operations,BAE SYSTEMS MARINE LIMITED,,V - 9000155154 - 00171350,Sub Contracted Work,"48,851.00"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SAFRAN POWER UK LTD,LU7 9GT,262769,Equipment support non-project costs,"48,728.70"
Ministry of Defence,Ministry of Defence,03/10/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,256569,Cost of food services,"48,718.83"
Ministry of Defence,Ministry of Defence,23/10/2013,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,PO16 7PU,264133,Rent buildings - non civil estate property and married quarter property,"48,700.72"
Ministry of Defence,Ministry of Defence,08/10/2013,Spend on Inventory - General,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,258263,Spend on Inventory - General,"48,654.14"
Ministry of Defence,Ministry of Defence,30/10/2013,IT and communication services,Navy Command,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,266775,Hire charges IT and communications,"48,612.58"
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Defence Infrastructure Organisation ,BUNDESWEHR DIENSTLEISTUNGSZENTRUM,,5000103350,Estate + facilities management services - accommodation inventory + service,"48,552.40"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Local Authority Rates,Infrastructure,SEVENOAKS DISTRICT COUNCIL,,V - 9000155074 - 00171850,Local Authority Rates,"48,513.00"
Ministry of Defence,Ministry of Defence,04/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,XPEDITE GROUP OF COMPANIES LIMITED,BA2 7DW,257548,Equipment support non-project costs,"48,504.00"
Ministry of Defence,Ministry of Defence,25/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,XPEDITE GROUP OF COMPANIES LIMITED,BA2 7DW,265731,Equipment support non-project costs,"48,504.00"
Ministry of Defence,Ministry of Defence,01/10/2013,Spend on Inventory - General,Defence Equipment & Support,CLEENOL GROUP LTD,OX16 1RB,255771,Spend on Inventory - General,"48,494.84"
Ministry of Defence,Ministry of Defence,21/10/2013,Food and clothing,Defence Equipment & Support,ELIOR UK PLC,SK11 6ET,263073,Cost of food services,"48,468.70"
Ministry of Defence,Ministry of Defence,24/10/2013,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,264593,Estate + facilities management services - accommodation inventory + service,"48,417.41"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Sub Contracted Work,Operations,UNIVERSITY OF SOUTHAMPTON,,V - 9000155201 - 00172317,Sub Contracted Work,"48,339.00"
Ministry of Defence,Ministry of Defence,02/10/2013,Spend on Inventory - General,Defence Equipment & Support,OSHKOSH CORPORATION,,3000009614,Spend on Inventory - General,"48,318.99"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Sub Contracted Work,Operations,UNIVERSITY OF EXETER,,V - 9000155065 - 00171897,Sub Contracted Work,"48,275.11"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Sub Contracted Work,Operations,UNIVERSITY OF EXETER,,V - 9000155065 - 00171899,Sub Contracted Work,"48,275.11"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC.,ST1 5HU,262449,Spend on Inventory - General,"48,246.91"
Ministry of Defence,Ministry of Defence,10/10/2013,Spend on Inventory - General,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,259335,Spend on Inventory - General,"48,199.20"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,263484,Cost of other material consumed,"48,180.98"
Ministry of Defence,Ministry of Defence,04/10/2013,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 3EN,178855,External military training ,"48,172.98"
Ministry of Defence,Ministry of Defence,30/10/2013,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 3EN,179230,External military training ,"48,172.98"
Ministry of Defence,Ministry of Defence,23/10/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,GU14 7JP,263989,Estate + facilities management services - accommodation inventory + service,"48,125.05"
Ministry of Defence,Ministry of Defence,22/10/2013,Rent and rates,Defence Infrastructure Organisation ,PURBECK DISTRICT COUNCIL,BH20 4PP,263811,Rent buildings - non civil estate property and married quarter property,"48,111.88"
Ministry of Defence,Ministry of Defence,04/10/2013,Spend on Inventory - General,Defence Equipment & Support,CENTRAL MANAGEMENT CATALOGUE AGENCY (U K) LTD,WR4 9FD,257204,Spend on Inventory - General,"47,854.81"
Ministry of Defence,Ministry of Defence,16/10/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,261218,Spend on Inventory - General,"47,849.32"
Ministry of Defence,Ministry of Defence,16/10/2013,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,261334,Intangible single use military equipment asset  - in year capital addition,"47,779.20"
Ministry of Defence,Ministry of Defence,07/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SMITHS DETECTION-WATFORD LIMITED,WD23 2BW,258048,Equipment support non-project costs,"47,767.63"
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Air Command,ARAMARK LTD,LS16 6QY,261668,Estate + facilities management services - accommodation inventory + service,"47,708.25"
Ministry of Defence,Ministry of Defence,23/10/2013,Rent and rates,Defence Infrastructure Organisation ,HUNTINGDONSHIRE DISTRICT COUNCIL,PE29 3TN,264186,Rent buildings - non civil estate property and married quarter property,"47,649.28"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,TLMNEXUS LTD,BN1 6AF,262853,Equipment support non-project costs,"47,541.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,260079,Spend on Inventory - General,"47,501.84"
Ministry of Defence,Ministry of Defence,07/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SAFRAN POWER UK LTD,LU7 9GT,258024,Equipment support non-project costs,"47,500.00"
Ministry of Defence,Council of Reserve Forces and Cadet Association,10/10/2013,Statutory & Mandatory Works,Estates Management,FORBES DAVIDSON,,5337,,"47,477.58"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Professional Services,Corporate,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000155289 - 00171889,Professional Services,"47,472.40"
Ministry of Defence,Ministry of Defence,09/10/2013,IT and communication services,Defence Equipment & Support,CGI IT UK LIMITED,CF31 9AP,258529,Information technology services,"47,425.30"
Ministry of Defence,Ministry of Defence,22/10/2013,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,PE1 1HQ,263798,Rent buildings - non civil estate property and married quarter property,"47,388.16"
Ministry of Defence,Ministry of Defence,01/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,255726,Spend on Inventory - General,"47,358.00"
Ministry of Defence,Ministry of Defence,23/10/2013,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,264368,Cost of clothing and textile services received,"47,337.96"
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2013,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000154962 - 00171365,Capital Asset expenditure,"47,230.92"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,ST EDMUNDSBURY BOROUGH COUNCIL,IP33 3YS,267141,Rent buildings - non civil estate property and married quarter property,"47,203.66"
Ministry of Defence,Council of Reserve Forces and Cadet Association,21/10/2013,Purchase of Vehicles,Capital Expenditure,Holdcroft Motors Ltd,,897,,"47,059.12"
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2013,Materials & Equipment,Operations,METROPOLITAN POLICE SERVICE,,V - 9000155254 - 00172565,Materials & Equipment,"47,052.76"
Ministry of Defence,Ministry of Defence,16/10/2013,Spend on Inventory - General,Defence Equipment & Support,THALES UNDERWATER SYSTEMS LIMITED,BA8 0DH,261574,Spend on Inventory - General,"47,030.40"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,SOUTH SOMERSET DISTRICT COUNCIL,BH20 2DH,267135,Rent buildings - non civil estate property and married quarter property,"46,894.90"
Ministry of Defence,Ministry of Defence,30/10/2013,Food and clothing,Defence Equipment & Support,PURCHASING PRICE INDEX LIMITED,PL25 3SF,267083,Cost of food services,"46,800.00"
Ministry of Defence,Ministry of Defence,03/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,256788,Equipment support project costs,"46,718.50"
Ministry of Defence,Ministry of Defence,28/10/2013,Fuel for military use,Land Forces,ARAL AG.,,5000103746,Oil and lubricants consumed excluding those from the inventory system,"46,705.24"
Ministry of Defence,Defence Science and Technology Laboratory,11/10/2013,Sub Contracted Work,Operations,RISKAWARE LIMITED,,V - 9000155072 - 00171075,Sub Contracted Work,"46,626.00"
Ministry of Defence,Ministry of Defence,23/10/2013,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,ME4 4TR,264231,Rent buildings - non civil estate property and married quarter property,"46,621.86"
Ministry of Defence,Council of Reserve Forces and Cadet Association,18/10/2013,Assets in the Course of Construction,Capital Expenditure,Newland Construction Ltd,,9390,,"46,494.90"
Ministry of Defence,Ministry of Defence,24/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,E.P.BARRUS LTD,OX26 4UR,264644,Equipment support non-project costs,"46,453.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,260171,Fees for professional services excluding legal fees,"46,440.62"
Ministry of Defence,Ministry of Defence,30/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,ARS FRAUKE ARNDT GMBH,,5000103820,Movement of service personnel,"46,320.41"
Ministry of Defence,Ministry of Defence,07/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,257655,Fiscal asset under construction - capital in year addition,"46,195.30"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,YO1 7DU,266864,Rent buildings - non civil estate property and married quarter property,"46,017.31"
Ministry of Defence,Ministry of Defence,25/10/2013,Fuel for military use,Land Forces,WILHELM HOYER KG,,5000103742,Oil and lubricants consumed excluding those from the inventory system,"45,914.29"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,263416,Consumption of medical dental and veterinary inventory,"45,759.53"
Ministry of Defence,Ministry of Defence,29/10/2013,IT and communication services,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE SERVICES,MK19 7BH,266517,Computer equipment costing below the capitalisation threshold,"45,733.20"
Ministry of Defence,Ministry of Defence,21/10/2013,Externally delivered education and training,Land Forces,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,263142,External military training ,"45,638.00"
Ministry of Defence,Ministry of Defence,17/10/2013,Medical treatment & stores and welfare services,Joint Forces Command,WRIGHT HEALTH GROUP LTD,DD2 3QD,262216,Medical health services,"45,573.41"
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,CLEENOL GROUP LTD,OX16 1RB,267362,Spend on Inventory - General,"45,437.90"
Ministry of Defence,Ministry of Defence,30/10/2013,IT and communication services,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,BH21 7SQ,267189,Information technology services,"45,398.00"
Ministry of Defence,Ministry of Defence,03/10/2013,Spend on Inventory - General,Defence Equipment & Support,EUROCHEM MALVERN LIMITED,WR14 3NB,256725,Spend on Inventory - General,"45,303.60"
Ministry of Defence,Ministry of Defence,28/10/2013,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,266289,Defence equipment CLS/IOS service charge,"45,239.52"
Ministry of Defence,Ministry of Defence,10/10/2013,IT and communication services,Joint Forces Command,SERCO LIMITED,RG27 9UY,259380,Computer equipment costing below the capitalisation threshold,"45,153.15"
Ministry of Defence,Ministry of Defence,17/10/2013,"Transportation of personnel, freight and travel expenses",Head Office & Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,261864,Movement of service personnel,"45,068.87"
Ministry of Defence,Ministry of Defence,11/10/2013,Payment of utilities,Defence Infrastructure Organisation ,ANGLIAN WATER AUTHORITY,PE11 1FP,259494,Utilities consumed - water + sewage,"44,710.00"
Ministry of Defence,Ministry of Defence,22/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,ELECTRO SERVICES (MIDLANDS) LTD,TF7 4QL,263601,Equipment support non-project costs,"44,633.32"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Sub Contracted Work,Operations,UNIVERSITY OF READING,,V - 9000155160 - 00171061,Sub Contracted Work,"44,541.84"
Ministry of Defence,Ministry of Defence,31/10/2013,Externally delivered education and training,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,267330,External military training ,"44,390.19"
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Defence Infrastructure Organisation ,MORGAN SINDALL PLC.,DH1 1TW,261926,Works - estate management,"44,301.17"
Ministry of Defence,Ministry of Defence,25/10/2013,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,265614,Transport other operating lease,"44,263.50"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,WEST BERKSHIRE DISTRICT COUNCIL,RG14 5LD,267208,Rent buildings - non civil estate property and married quarter property,"44,247.74"
Ministry of Defence,Ministry of Defence,21/10/2013,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,263073,Estate + facilities management services - accommodation inventory + service,"44,211.23"
Ministry of Defence,Ministry of Defence,16/10/2013,Spend on Inventory - General,Defence Equipment & Support,FLUID TRANSFER INTERNATIONAL  LIMITED,GL6 0BS,261216,Spend on Inventory - General,"44,207.90"
Ministry of Defence,Ministry of Defence,31/10/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,267237,Consumption of medical dental and veterinary inventory,"44,103.93"
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2013,Security Costs,Infrastructure,DEFENCE BUSINESS SERVICES FINANCE,,V - 9000154940 - 00171741,Security Costs,"43,974.40"
Ministry of Defence,Ministry of Defence,02/10/2013,Payment of utilities,Defence Infrastructure Organisation ,IMSERV EUROPE LIMITED,MK14 6LY,256248,Utilities consumed - electricity,"43,947.59"
Ministry of Defence,Ministry of Defence,01/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,HAROLD L. SMITH (TRANSMISSIONS) LTD,WV7 3BJ,255854,Equipment support non-project costs,"43,947.12"
Ministry of Defence,Ministry of Defence,21/08/2013,General services and support,Head Office & Corporate Services,Alford Technologies & NIC Instruments Ltd,,CO006,Transport other asset - in year capital addition,"43,899.07"
Ministry of Defence,Ministry of Defence,21/10/2013,Spend on Inventory - General,Defence Equipment & Support,THYSSENKRUPP AEROSPACE UK LTD,MK8 8DF,263375,Spend on Inventory - General,"43,863.46"
Ministry of Defence,Ministry of Defence,31/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,VAN DER VLIST,,5000103934,Freight movement costs,"43,792.18"
Ministry of Defence,UK Hydrographic Office,03/10/2013,Purchased Services,Commercial Programmes,Chersoft Ltd EM,,2000065933,,"43,725.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,EATON AEROSPACE LIMITED,PO14 4QA,260195,Equipment support non-project costs,"43,708.00"
Ministry of Defence,Ministry of Defence,30/10/2013,Spend on Inventory - General,Defence Equipment & Support,PPG INDUSTRIES (UK) LTD,DL4 2QP,267074,Spend on Inventory - General,"43,666.02"
Ministry of Defence,Ministry of Defence,10/10/2013,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,259011,Estate + facilities management services - accommodation inventory + service,"43,562.43"
Ministry of Defence,Ministry of Defence,15/10/2013,Spend on Inventory - General,Defence Equipment & Support,OSHKOSH CORPORATION,,3000009681,Spend on Inventory - General,"43,556.68"
Ministry of Defence,Ministry of Defence,08/10/2013,Payment of utilities,Land Forces,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,258221,Utilities consumed - electricity,"43,515.66"
Ministry of Defence,Ministry of Defence,21/10/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,263332,Estate + facilities management services - accommodation inventory + service,"43,445.51"
Ministry of Defence,Council of Reserve Forces and Cadet Association,09/10/2013,Injections / Projects RDEL and MNW,Estates Management,Qube Construct,,5315,,"43,418.39"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Defence Equipment & Support,RACAL ACOUSTICS LIMITED,HA1 4TR,260414,Spend on Inventory - General,"43,307.95"
Ministry of Defence,Ministry of Defence,01/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,255994,Equipment support non-project costs,"43,275.00"
Ministry of Defence,Ministry of Defence,21/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,263058,Freight movement costs,"43,253.78"
Ministry of Defence,Ministry of Defence,09/10/2013,Estate management,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,258495,Works services - excluding United States forces/NATO + married quarters,"43,251.79"
Ministry of Defence,Defence Science and Technology Laboratory,25/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155325 - 00172683,Repairs & Maintenance,"43,238.43"
Ministry of Defence,Ministry of Defence,30/10/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,266898,Spend on Inventory - General,"43,213.64"
Ministry of Defence,Ministry of Defence,22/10/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,263952,Cost of other material consumed,"43,168.46"
Ministry of Defence,Ministry of Defence,22/10/2013,Spend on Inventory - General,Land Forces,FORBO FLOORING UK LIMITED,DE5 3NT,263614,Spend on Inventory - General,"43,168.44"
Ministry of Defence,Ministry of Defence,31/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,267345,Equipment support non-project costs,"43,055.15"
Ministry of Defence,Council of Reserve Forces and Cadet Association,23/10/2013,Payments to Welfare Assoc,Estates Management,Brighter Homes,,10064,,"42,928.80"
Ministry of Defence,Ministry of Defence,28/10/2013,Design services and minor equipment purchases,Land Forces,MOBENN (CHELTENHAM) LIMITED,GL51 8PL,266012,Equipment support non-project costs,"42,905.28"
Ministry of Defence,Ministry of Defence,03/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,FBS LIMITED,RG24 8AG,256732,Equipment support non-project costs,"42,764.40"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,262518,Spend on Inventory - General,"42,750.19"
Ministry of Defence,Ministry of Defence,02/10/2013,Externally delivered education and training,Land Forces,AFNORTH INTERNATIONAL SCHOOL,,5000102768,External training - civilian,"42,629.64"
Ministry of Defence,Ministry of Defence,30/10/2013,Rent and rates,Defence Infrastructure Organisation ,WOKINGHAM DISTRICT COUNCIL,RG40 1BN,267224,Rent buildings - non civil estate property and married quarter property,"42,528.78"
Ministry of Defence,Council of Reserve Forces and Cadet Association,08/10/2013,Injections / Projects RDEL and MNW,Estates Management,Decorbuild Ltd,,8823,,"42,440.40"
Ministry of Defence,Ministry of Defence,22/10/2013,Rent and rates,Defence Infrastructure Organisation ,SOUTH GLOUCESTERSHIRE COUNCIL,BS37 5YU,263877,Rent buildings - non civil estate property and married quarter property,"42,421.38"
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000154920 - 00165747,Repairs & Maintenance,"42,349.96"
Ministry of Defence,Ministry of Defence,01/10/2013,General services and support,Defence Equipment & Support,POWERFIELD LIMITED,CW7 2JZ,255958,Defence equipment CLS/IOS service charge,"42,332.13"
Ministry of Defence,Ministry of Defence,03/10/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,256716,Utilities consumed - electricity,"42,305.47"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,262273,Spend on Inventory - General,"42,190.13"
Ministry of Defence,Ministry of Defence,25-Oct-13,Design services and minor equipment purchases,Air Command,BAHRAIN AIRPORT SERVICES,,2002583,Equipment support non-project costs,"42,179.65"
Ministry of Defence,Ministry of Defence,04/10/2013,"Transportation of personnel, freight and travel expenses",Air Command,WABFIN FINHOLDING  AKTIENGESELLSCHAFT,,2140173,Aircraft landing fees,"42,059.91"
Ministry of Defence,Ministry of Defence,23/10/2013,Spend on Inventory - General,Defence Equipment & Support,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3XJ,264237,Spend on Inventory - General,"42,037.92"
Ministry of Defence,Ministry of Defence,17/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,ANSELL JONES MARINE SERVICES LTD.,PA5 8BT,261666,Equipment support non-project costs,"41,978.36"
Ministry of Defence,Ministry of Defence,17/10/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,261668,Cost of clothing and textile services received,"41,954.31"
Ministry of Defence,Ministry of Defence,29/10/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,FABRICA ESPANOLA DE CONFECCIONES SA,,3000009729,Raw materials and consumable clothing and textiles inventory purchased,"41,916.44"
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Defence Equipment & Support,WEIR & CARMICHAEL LIMITED,L20 8BH,265722,Spend on Inventory - General,"41,882.88"
Ministry of Defence,Ministry of Defence,29/10/2013,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,266343,Consumption of medical dental and veterinary inventory,"41,842.37"
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,BEECHWOOD EQUIPMENT LIMITED,KT10 8BJ,260099,Equipment support non-project costs,"41,802.31"
Ministry of Defence,Ministry of Defence,23/10/2013,Fees for professional services,Head Office & Corporate Services,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,264075,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"41,725.44"
Ministry of Defence,Ministry of Defence,03/10/2013,Estate management,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,256731,Estate + facilities management services - accommodation inventory + service,"41,670.80"
Ministry of Defence,Ministry of Defence,14/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,FRANCIS SEARCHLIGHTS LTD,BL2 2HJ,260221,Equipment support non-project costs,"41,617.00"
Ministry of Defence,Ministry of Defence,30/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,266850,Equipment support non-project costs,"41,596.98"
Ministry of Defence,Ministry of Defence,07/10/2013,Medical treatment & stores and welfare services,Defence Equipment & Support,DR P TAYLOR AND PARTNERS,BS15 3HY,257712,Medical health services,"41,584.76"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,FORBO FLOORING UK LIMITED,DE5 3NT,260216,Spend on Inventory - General,"41,532.74"
Ministry of Defence,Ministry of Defence,03/10/2013,Fuel for military use,Defence Equipment & Support,WATSON PETROLEUM LTD,SN15 5DN,257096,Cost of ground diesel fuel consumed,"41,480.40"
Ministry of Defence,Ministry of Defence,02/10/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE DULMEN GMBH,,5000102818,Utilities consumed - electricity,"41,470.63"
Ministry of Defence,Ministry of Defence,09/10/2013,General services and support,Defence Equipment & Support,SAAB AB,,3000009644,Defence equipment CLS/IOS service charge,"41,263.20"
Ministry of Defence,Ministry of Defence,11/10/2013,Fuel for military use,Air Command,SHELL U.K. OIL PRODUCTS LTD,G1 3RN,259910,Aviation fuel casual uplift consumed,"41,192.10"
Ministry of Defence,Ministry of Defence,18/10/2013,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,262910,Cost of other material consumed,"41,179.11"
Ministry of Defence,Ministry of Defence,10/10/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,259010,Utilities consumed - gas,"41,117.51"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155202 - 00172357,Repairs & Maintenance,"41,099.67"
