Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description, Total 
Ministry of Defence,Ministry of Defence,28/10/2013,Spend on Inventory - General,Defence Equipment & Support,SELEX ES LTD,SS14 3EL,266245,Spend on Inventory - General,"40,998.60"
Ministry of Defence,Defence Science and Technology Laboratory,22/10/2013,Materials & Equipment,Operations,METROPOLITAN POLICE SERVICE,,V - 9000155254 - 00172567,Materials & Equipment,"40,984.28"
Ministry of Defence,Ministry of Defence,30/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,266796,Spend on Inventory - General,"40,943.88"
Ministry of Defence,Ministry of Defence,21/10/2013,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,263149,Spend on Inventory - General,"40,929.69"
Ministry of Defence,Ministry of Defence,18/10/2013,Spend on Inventory - General,Defence Equipment & Support,RACE INDUSTRIAL (PRODUCTS) LTD,DY5 1QA,262747,Spend on Inventory - General,"40,916.28"
Ministry of Defence,Ministry of Defence,04/10/2013,Fuel for military use,Air Command,SAXONAIR CHARTER LIMITED,NR6 6EG,178885,Aviation fuel casual uplift consumed,"40,850.62"
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,3M UNITED KINGDOM PUBLIC LIMITED COMPANY,RG12 8HT,267233,Spend on Inventory - General,"40,800.00"
Ministry of Defence,Ministry of Defence,01/10/2013,Estate management,Head Office & Corporate Services,Unique Catering Services Ltd.,,CO002,Estate + facilities management services - accommodation inventory + service,"40,730.67"
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2013,Materials & Equipment,Operations,NORTHROP GRUMMAN INFORMATION TECHNOLOGY,,V - 9000154916 - 00171468,Materials & Equipment,"40,685.00"
Ministry of Defence,Ministry of Defence,09/10/2013,Estate management,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,258576,Estate + facilities management services - accommodation inventory + service,"40,633.32"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SHORT BROTHERS P.L.C.,BT3 9DZ,40140,Equipment support non-project costs,"40,623.12"
Ministry of Defence,Ministry of Defence,08/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,258201,Freight movement costs,"40,620.12"
Ministry of Defence,Ministry of Defence,09/10/2013,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,258538,Estate + facilities management services - accommodation inventory + service,"40,587.72"
Ministry of Defence,Ministry of Defence,25/10/2013,Rent and rates,Defence Infrastructure Organisation ,ALCAN HIGHLAND ESTATES,PH33 6PP,265110,Rent land - non civil estate property + married quarter property,"40,500.00"
Ministry of Defence,Ministry of Defence,22/10/2013,Rent and rates,Defence Infrastructure Organisation ,CHICHESTER DISTRICT COUNCIL,PO19 1TY,263549,Rent buildings - non civil estate property and married quarter property,"40,482.55"
Ministry of Defence,Ministry of Defence,18/10/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,262377,Raw materials and consumable engineering and technical fiscal inventory purchased,"40,453.56"
Ministry of Defence,Ministry of Defence,10/10/2013,Spend on Inventory - General,Defence Equipment & Support,CENTRAL MANAGEMENT CATALOGUE AGENCY (U K) LTD,WR4 9FD,258980,Spend on Inventory - General,"40,429.92"
Ministry of Defence,Defence Support Group,17/10/2013,Telephone - Lines & Rental,Corporate,British Telecommunications PLC,,10216114,,"40,338.79"
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,267238,Spend on Inventory - General,"40,265.74"
Ministry of Defence,Ministry of Defence,02/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,VAN DER VLIST,,5000102824,Freight movement costs,"40,247.89"
Ministry of Defence,Ministry of Defence,22/10/2013,Spend on Inventory - General,Defence Equipment & Support,KEY INDUSTRIAL EQUIPMENT LIMITED,BH31 6AT,263670,Spend on Inventory - General,"40,231.99"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000155202 - 00172356,Repairs & Maintenance,"40,022.36"
Ministry of Defence,Defence Science and Technology Laboratory,18/10/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000155200 - 00169974,Sub Contracted Work,"40,000.00"
Ministry of Defence,Ministry of Defence,09/10/2013,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,258866,Cost of ground diesel fuel consumed,"39,942.00"
Ministry of Defence,Ministry of Defence,30/10/2013,Fuel for military use,Land Forces,WATSON PETROLEUM LTD,SN15 5DN,267206,Cost of ground diesel fuel consumed,"39,923.50"
Ministry of Defence,Ministry of Defence,16/10/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,261153,Freight movement costs,"39,916.06"
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,265106,Spend on Inventory - General,"39,828.16"
Ministry of Defence,Ministry of Defence,22/10/2013,IT and communication services,Navy Command,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,263431,Hire charges IT and communications,"39,817.53"
Ministry of Defence,Ministry of Defence,16-Oct-13,Administration,Head Office & Corporate Services,COPYRIGHT LICENSING AGENCY  LIMITED (THE),EC1N 8TS,261125,General administration,"39,804.41"
Ministry of Defence,Council of Reserve Forces and Cadet Association,08/11/2013,Employer Support (SaBRE),Recruiting Support,Ogilvy Action Ltd,,219,,"39,782.40"
Ministry of Defence,Ministry of Defence,18/10/2013,Medical treatment & stores and welfare services,Land Forces,RMPA SERVICES PLC,CO2 7ST,262758,Welfare services including sports equipment and ministers of religion.,"39,709.16"
Ministry of Defence,Ministry of Defence,11/10/2013,Administration,Joint Forces Command,CANON (UK) LIMITED,RH2 8BF,5000103114,General administration,"39,645.62"
Ministry of Defence,Ministry of Defence,18/10/2013,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,262451,Utilities consumed - heating oil,"39,592.56"
Ministry of Defence,Ministry of Defence,02/10/2013,Design services and minor equipment purchases,Air Command,NATS (EN ROUTE) PUBLIC LIMITED COMPANY,EH12 5HG,256343,Equipment support project costs,"39,578.91"
Ministry of Defence,Ministry of Defence,02/10/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,256185,Spend on Inventory - General,"39,572.62"
Ministry of Defence,Ministry of Defence,23/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,264179,Equipment support project costs,"39,566.54"
Ministry of Defence,Ministry of Defence,17/10/2013,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,261766,Research and development at the pre main gate stage of a project,"39,536.80"
Ministry of Defence,Defence Science and Technology Laboratory,29/10/2013,Professional Services,Operations,S.COM GROUP LIMITED,,V - 9000155368 - 00171918,Professional Services,"39,530.00"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,260187,Spend on Inventory - General,"39,413.02"
Ministry of Defence,Ministry of Defence,29/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,266369,Spend on Inventory - General,"39,316.67"
Ministry of Defence,Ministry of Defence,24/10/2013,Spend on Inventory - General,Defence Equipment & Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,264639,Spend on Inventory - General,"39,279.60"
Ministry of Defence,Defence Science and Technology Laboratory,01/10/2013,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000154920 - 00161746,Repairs & Maintenance,"39,274.15"
Ministry of Defence,Ministry of Defence,14/10/2013,Estate management,Head Office & Corporate Services,BILFINGER HSG FACILITY MANAGEMENT LTD,OX7 5SR,260101,Works - estate management,"39,235.49"
Ministry of Defence,Ministry of Defence,30/10/2013,Spend on Inventory - General,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,267087,Spend on Inventory - General,"39,110.40"
Ministry of Defence,Ministry of Defence,02/10/2013,Medical treatment & stores and welfare services,Land Forces,ERSKINE HOSPITAL,PA7 5PU,256204,Welfare services including sports equipment and ministers of religion.,"39,105.53"
Ministry of Defence,Ministry of Defence,22/10/2013,Spend on Inventory - General,Defence Equipment & Support,ALPHA ELECTRONICS (SOUTHERN) LIMITED,ME15 9YP,263440,Spend on Inventory - General,"39,104.40"
Ministry of Defence,Ministry of Defence,01/10/2013,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,255841,Utilities consumed - heating oil,"39,093.12"
Ministry of Defence,Ministry of Defence,08/10/2013,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,258355,Military short term detached duty,"39,024.90"
Ministry of Defence,Ministry of Defence,31/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,ITW LIMITED,TN23 1DZ,267467,Equipment support non-project costs,"39,020.74"
Ministry of Defence,Ministry of Defence,22/10/2013,General services and support,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,263417,Defence equipment CLS/IOS service charge,"38,981.36"
Ministry of Defence,Ministry of Defence,07/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,SOMERS FORGE LTD,B62 8DZ,258052,Equipment support project costs,"38,915.25"
Ministry of Defence,Ministry of Defence,09/10/2013,Design services and minor equipment purchases,Land Forces,SERCO LIMITED,RG27 9UY,258792,Equipment support non-project costs,"38,872.37"
Ministry of Defence,Ministry of Defence,04/10/2013,Design services and minor equipment purchases,Land Forces,TEAM LEYLAND INTERNATIONAL LIMITED,PR6 0BL,257501,Equipment support non-project costs,"38,840.15"
Ministry of Defence,Ministry of Defence,17/10/2013,Estate management,Joint Forces Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,262192,Estate + facilities management services - accommodation inventory + service,"38,808.00"
Ministry of Defence,Ministry of Defence,28/10/2013,Spend on Inventory - General,Joint Forces Command,JAGUAR LAND ROVER LIMITED,CV3 4LF,265969,Spend on Inventory - General,"38,773.99"
Ministry of Defence,Ministry of Defence,23/10/2013,Estate management,Defence Infrastructure Organisation ,WESSEX WATER SERVICES LTD,BA2 7WW,264445,Estate + facilities management services - accommodation inventory + service,"38,758.36"
Ministry of Defence,Ministry of Defence,03/10/2013,Spend on Inventory - General,Defence Equipment & Support,TELEVISION INSTALLATION SERVICES (MANSFIELD) LIMITED,NG18 5BU,257031,Spend on Inventory - General,"38,742.96"
Ministry of Defence,Ministry of Defence,25/10/2013,Spend on Inventory - General,Defence Equipment & Support,LINCAD LIMITED,GU12 5QF,265382,Spend on Inventory - General,"38,685.12"
Ministry of Defence,Ministry of Defence,13/09/2013,"Transportation of personnel, freight and travel expenses",Air Command,Candlewood Suites,,FSI ZZZF347062,Civilian short term detached duty,"38,654.96"
Ministry of Defence,Ministry of Defence,18/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,262225,Equipment support non-project costs,"38,569.46"
Ministry of Defence,Ministry of Defence,14/10/2013,Spend on Inventory - General,Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,260225,Spend on Inventory - General,"38,549.67"
Ministry of Defence,Ministry of Defence,10/10/2013,Design services and minor equipment purchases,Defence Equipment & Support,HAROLD L. SMITH (TRANSMISSIONS) LTD,WV7 3BJ,259117,Equipment support non-project costs,"38,545.30"
Ministry of Defence,Ministry of Defence,18/10/2013,"Transportation of personnel, freight and travel expenses",Land Forces,CARO AUTOVERMIETUNG GMBH,,5000103397,Movement of service personnel,"38,434.79"
Ministry of Defence,Council of Reserve Forces and Cadet Association,19/09/2013,Injections / Projects RDEL and MNW,Estates Management,Security & Surveillance Ltd,,8094,,"38,400.00"
Ministry of Defence,Ministry of Defence,09/10/2013,Spend on Inventory - General,Defence Equipment & Support,N. SCHAHID LTD,BN3 7GS,258702,Spend on Inventory - General,"38,381.66"
Ministry of Defence,Ministry of Defence,18/10/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,262908,Fiscal asset under construction - capital in year addition,"38,377.24"
Ministry of Defence,Ministry of Defence,29/10/2013,Purchase of general transport equipment,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Transport other asset - in year capital addition,"38,349.93"
Ministry of Defence,Ministry of Defence,23/10/2013,Rent and rates,Defence Infrastructure Organisation ,HERTSMERE BOROUGH COUNCIL,WD6 1WA,264178,Rent buildings - non civil estate property and married quarter property,"38,342.80"
Ministry of Defence,Ministry of Defence,31/10/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,267280,Spend on Inventory - General,"38,337.97"
Ministry of Defence,Ministry of Defence,10/10/2013,Spend on Inventory - General,Defence Equipment & Support,BACHE PALLETS LTD,DY9 8HU,258924,Spend on Inventory - General,"38,224.80"
Ministry of Defence,Ministry of Defence,14/10/2013,"Purchase of munitions, other inventory or fuel",Air Command,CYMA PETROLEUM (UK) LIMITED,EN5 5TD,260165,Raw materials and consumable aviation fuel inventory purchased,"38,187.95"
Ministry of Defence,Ministry of Defence,28/10/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000103782,Utilities consumed - gas,"38,178.24"
Ministry of Defence,Ministry of Defence,30/10/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000103867,Utilities consumed - water + sewage,"38,006.72"
Ministry of Defence,Ministry of Defence,04/11/2013,Medical treatment & stores and welfare services,Joint Forces Command,St Julians School Fees,,20076650,Medical-non hospital treatment,"37,994.24"
Ministry of Defence,Ministry of Defence,04/10/2013,Rent and rates,Defence Infrastructure Organisation ,HCR LTD,RG21 7DT,257291,Rent land - non civil estate property + married quarter property,"37,880.00"
Ministry of Defence,UK Hydrographic Office,22/10/2013,Project External Costs,Operations Support,IIC Technologies Private Limited EM,,1500015433,,"37,839.36"
Ministry of Defence,Ministry of Defence,08/10/2013,Design services and minor equipment purchases,Land Forces,UNITED STATES GOVERNMENT,,2000020285,Equipment support non-project costs,"37,835.38"
Ministry of Defence,Ministry of Defence,18/10/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,262298,Cost of other material consumed,"37,754.04"
