CONTRACTS WHERE THE GPC IS THE PAYMENT METHOD,
SUMMARY OF EXPENDITURE,


,Jun-15

IT CONSUMBLES CONTRACT,"440,006.91"
NEW STATIONERY CONTRACT,"232,095.53"

DEFENCE TRAVEL CONTRACT - HOTELS,"181,762.53"
DEFENCE TRAVEL CONTRACT - SCHEDULE AIRLINES,"6,070,224.54"
DEFENCE TRAVEL CONTRACT - LOW COST AIRLINES,"1,313,912.87"
DEFENCE TRAVEL CONTRACT - RAIL,"2,190,658.03"
DEFENCE TRAVEL CONTRACT - OVERSEAS CAR HIRE,"379,374.54"
DEFENCE TRAVEL CONTRACT - BOOKING FEES,"28,800.61"
