Department Family                                                                                                                                     v         h,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001640441,"3,721,202.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001640441,"2,348,719.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001640441,"51,630.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001640441,"478,842.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE (G),1001640441,"127,685.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001640442,"7,986,949.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001640443,"5,549,786.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001640443,"2,521,580.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001640443,"563,209.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY (G),1001640443,"205,069.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001640444,"8,733,661.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001640444,"4,666,947.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001640444,"73,873.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001640444,"844,969.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE) (G),1001640444,"181,293.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001640445,"3,346,467.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001640445,"1,791,164.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001640445,"33,524.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001640445,"320,166.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR WILTSHIRE (THE) (G),1001640445,"82,546.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001640446,"3,600,923.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001640446,"2,022,012.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001640446,"323,866.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,POLICE AND CRIME COMMISSIONER FOR BEDFORDSHIRE (THE) (G),1001640446,"62,578.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640448,"8,980,848.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640448,"6,746,381.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640448,"799,270.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,SOUTH YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001640448,"105,745.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640449,"6,957,380.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640449,"4,176,299.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640449,"699,508.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001640449,"111,008.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001640450,"9,831,600.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001640450,"9,378,834.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001640450,"572,223.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA (G),1001640450,"75,994.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001640451,"5,923,265.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001640451,"3,769,144.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001640451,"66,627.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001640451,"766,660.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MERCIA PCC (G),1001640451,"164,640.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001640452,"22,392,349.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001640452,"15,684,314.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001640452,"1,419,533.00"
Home Office,Home Office,06/10/2014,Grant,CPG - Crime & Policing Group,WEST MIDLANDS OFFICE FOR POLICING & CRIME (G),1001640452,"165,945.00"
Home Office,Home Office,07/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,NORTHROP GRUMMAN INFORMATION TECHNOLOGY LTD,1001641345,"40,909.00"
Home Office,Home Office,07/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,NORTHROP GRUMMAN INFORMATION TECHNOLOGY LTD,1001641345,"98,676.00"
Home Office,Home Office,08/10/2014,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001641714,"527,339.00"
Home Office,Home Office,08/10/2014,IT - Other Costs,CPG - Crime & Policing Group,MEDLEY BUSINESS SOLUTIONS LTD,1001641973,"61,300.80"
Home Office,Home Office,08/10/2014,IT - Other Costs,CPG - Crime & Policing Group,MEDLEY BUSINESS SOLUTIONS LTD,1001641973,"30,509.76"
Home Office,Home Office,08/10/2014,IT - Other Costs,CPG - Crime & Policing Group,MEDLEY BUSINESS SOLUTIONS LTD,1001641973,"83,083.20"
Home Office,Home Office,08/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,MOZAIC SERVICES LTD,1001641978,"44,625.00"
Home Office,Home Office,09/10/2014,Grant,CPG - Crime & Policing Group,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER (G),1001642291,"1,941,000.00"
Home Office,Home Office,09/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001642519,"1,883.47"
Home Office,Home Office,09/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001642519,"20,392.85"
Home Office,Home Office,09/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001642519,"23,495.18"
Home Office,Home Office,09/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001642519,"15,818.53"
Home Office,Home Office,09/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,ENTERPRISE CONTROL SYSTEMS LIMITED,1001642488,"785,443.20"
Home Office,Home Office,09/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,NORTHROP GRUMMAN INFORMATION TECHNOLOGY LTD,1001642510,"98,676.00"
Home Office,Home Office,09/10/2014,IT - Other Costs,CPG - Crime & Policing Group,SELEX ES LTD,1001642531,"126,739.20"
Home Office,Home Office,10/10/2014,"Science, Technical & Research",CPG - Crime & Policing Group,BURNBANK SYSTEMS LTD,1001643105,"34,174.73"
Home Office,Home Office,10/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER,1001643186,"27,532.26"
Home Office,Home Office,10/10/2014,Healthcare Services,CPG - Crime & Policing Group,XOGRAPH HEALTHCARE LIMITED,1001643258,"119,337.84"
Home Office,Home Office,10/10/2014,IT - Other Costs,CPG - Crime & Policing Group,MEDLEY BUSINESS SOLUTIONS LTD,1001643173,"37,526.40"
Home Office,Home Office,13/10/2014,Grant,CPG - Crime & Policing Group,STANDING TOGETHER (G),1001643695,"30,000.00"
Home Office,Home Office,15/10/2014,Legal Services,CPG - Crime & Policing Group,LINCOLN HOUSE CHAMBERS,1001645293,"59,113.02"
Home Office,Home Office,15/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VODAFONE LTD,1001645336,"63,270.00"
Home Office,Home Office,16/10/2014,Grant,CPG - Crime & Policing Group,ACPO (G),1001645790,"468,264.73"
Home Office,Home Office,16/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VISLINK INTERNATIONAL LTD,1001645933,"198,055.20"
Home Office,Home Office,16/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VISLINK INTERNATIONAL LTD,1001645933,"632,357.00"
Home Office,Home Office,17/10/2014,Grant,CPG - Crime & Policing Group,INDEPENDENT CUSTODY VISITING ASSN (G),1001646284,"38,327.00"
Home Office,Home Office,17/10/2014,Contingent Labour,CPG - Crime & Policing Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001646421,"42,295.76"
Home Office,Home Office,17/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE,1001646450,"26,928.33"
Home Office,Home Office,17/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001646452,"20,486.35"
Home Office,Home Office,17/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001646452,"23,709.58"
Home Office,Home Office,17/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR SURREY,1001646452,"15,888.79"
Home Office,Home Office,17/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,CGI IT UK LTD,1001646381,"843,030.00"
Home Office,Home Office,17/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,VODAFONE LTD,1001646481,"106,164.94"
Home Office,Home Office,17/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,VODAFONE LTD,1001646481,"105,192.94"
Home Office,Home Office,17/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VODAFONE LTD,1001646481,"44,616.94"
Home Office,Home Office,17/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VODAFONE LTD,1001646481,"40,097.30"
Home Office,Home Office,17/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VODAFONE LTD,1001646481,"40,097.30"
Home Office,Home Office,20/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER,1001646967,"25,766.72"
Home Office,Home Office,20/10/2014,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001646864,"38,820.57"
Home Office,Home Office,22/10/2014,Contingent Labour,CPG - Crime & Policing Group,HELIMETRICS LTD,1001648048,"87,450.00"
Home Office,Home Office,22/10/2014,Contingent Labour,CPG - Crime & Policing Group,HELIMETRICS LTD,1001648048,"6,350.80"
Home Office,Home Office,22/10/2014,Contingent Labour,CPG - Crime & Policing Group,HELIMETRICS LTD,1001648048,"-72,875.00"
Home Office,Home Office,22/10/2014,Contingent Labour,CPG - Crime & Policing Group,HELIMETRICS LTD,1001648048,"-5,292.33"
Home Office,Home Office,22/10/2014,IT - Other Costs,CPG - Crime & Policing Group,MEDLEY BUSINESS SOLUTIONS LTD,1001648056,"50,616.96"
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE,1001648576,"30,343.56"
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001648597,"8,199.04"
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001648597,"7,809.33"
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001648597,12.5
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001648597,"9,567.32"
Home Office,Home Office,23/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,THE POLICE & CRIME COMMISSIONER FOR LANCASHIRE,1001648597,"8,925.42"
Home Office,Home Office,23/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,ENTERPRISE CONTROL SYSTEMS LIMITED,1001648539,"174,226.80"
Home Office,Home Office,24/10/2014,Grant,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001648907,"85,215.33"
Home Office,Home Office,24/10/2014,Catering Equipment Services,CPG - Crime & Policing Group,RTS COMMUNICATIONS,1001649245,"108,129.60"
Home Office,Home Office,24/10/2014,Catering Equipment Services,CPG - Crime & Policing Group,RTS COMMUNICATIONS,1001649245,"-90,000.00"
Home Office,Home Office,24/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,3M COGENT INC,7000008993,"-94,145.76"
Home Office,Home Office,24/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,3M COGENT INC,7000008993,"-45,554.40"
Home Office,Home Office,24/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,3M COGENT INC,7000008993,"390,702.50"
Home Office,Home Office,24/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,VODAFONE LTD,1001649276,"36,223.37"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001649804,"464,118.12"
Home Office,Home Office,27/10/2014,"IT, Broadcasting & Telecomms",CPG - Crime & Policing Group,AIRWAVE SOLUTIONS LTD,1001649804,"979,804.92"
Home Office,Home Office,27/10/2014,Grant,CPG - Crime & Policing Group,BROKEN RAINBOW (G),1001649676,"30,000.00"
Home Office,Home Office,27/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,DEPARTMENT OF HEALTH,3000049096,"25,332.97"
Home Office,Home Office,27/10/2014,Grant,CPG - Crime & Policing Group,LOCAL PARTNERSHIPS (G),1001649679,"163,050.36"
Home Office,Home Office,27/10/2014,Grant,CPG - Crime & Policing Group,PNB STAFF SIDE (G),1001649681,"25,653.01"
Home Office,Home Office,27/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,ENTERPRISE CONTROL SYSTEMS LIMITED,1001649899,"268,670.40"
Home Office,Home Office,27/10/2014,PCD National Applications ICT,CPG - Crime & Policing Group,ENTERPRISE CONTROL SYSTEMS LIMITED,1001649899,"1,432.80"
Home Office,Home Office,29/10/2014,Contingent Labour,CPG - Crime & Policing Group,PA CONSULTING SERVICES LTD,1001651091,"199,350.00"
Home Office,Home Office,29/10/2014,Professional & Administration Services,CPG - Crime & Policing Group,POLICE & CRIME COMMISIONER FOR THAMES VALLEY,1001651094,"25,314.44"
Home Office,Home Office,29/10/2014,"IT, Telecomms Managed Service",CPG - Crime & Policing Group,IPL INFORMATION PROCESSING LTD,1001651072,"76,786.80"
Home Office,Home Office,30/10/2014,"Science, Technical & Research",CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001651658,"40,303.70"
Home Office,Home Office,30/10/2014,Grant,CPG - Crime & Policing Group,RESPECT (G),1001651385,"60,161.00"
Home Office,Home Office,30/10/2014,Contingent Labour,CPG - Crime & Policing Group,SELEX ES LTD,1001651712,"69,074.74"
Home Office,Home Office,01/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639000,"28,912.72"
Home Office,Home Office,01/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639000,"25,595.40"
Home Office,Home Office,01/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639000,"78,827.47"
Home Office,Home Office,01/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639000,"97,855.52"
Home Office,Home Office,01/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639000,"59,005.84"
Home Office,Home Office,01/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001639074,"134,205.00"
Home Office,Home Office,02/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001639124,"68,108.68"
Home Office,Home Office,02/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001639147,"27,884.51"
Home Office,Home Office,02/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001639148,"319,338.26"
Home Office,Home Office,02/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001639149,"219,745.41"
Home Office,Home Office,02/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639153,"48,924.00"
Home Office,Home Office,02/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,NTT DATA UK LTD,1001639179,"14,820.00"
Home Office,Home Office,02/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,NTT DATA UK LTD,1001639179,"17,160.00"
Home Office,Home Office,02/10/2014,"Transport, Storage & Mail Services",CSG - Corporate Services Group,TNT UK LTD,1001639210,"39,775.61"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639859,"62,093.46"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001639859,"335,319.98"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,BLACKTHORN TECHNOLOGIES LTD,1001639867,"33,211.20"
Home Office,Home Office,03/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,CSA WAVERLEY LTD,1001639889,"68,400.00"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,7000008924,"33,870.37"
Home Office,Home Office,03/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"31,824.00"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"34,948.80"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"26,772.00"
Home Office,Home Office,03/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"43,248.34"
Home Office,Home Office,03/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"41,336.98"
Home Office,Home Office,03/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"31,685.54"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001639910,"202,933.23"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001639924,"142,129.11"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001639924,"176,422.03"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001639924,"110,149.77"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001639924,"94,197.23"
Home Office,Home Office,03/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001639924,"97,317.57"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001639928,"52,532.51"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001639928,"54,000.00"
Home Office,Home Office,03/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001639928,"52,462.15"
Home Office,Home Office,03/10/2014,Professional & Administration Services,CSG - Corporate Services Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001639944,"42,817.29"
Home Office,Home Office,03/10/2014,"Transport, Storage & Mail Services",CSG - Corporate Services Group,TNT UK LTD,1001640001,"27,897.95"
Home Office,Home Office,03/10/2014,Professional & Administration Services,CSG - Corporate Services Group,POLICE SERVICE OF NORTHERN IRELAND,1001639965,"30,000.00"
Home Office,Home Office,03/10/2014,IT & Telecoms Components,CSG - Corporate Services Group,POLICE SERVICE OF NORTHERN IRELAND,1001639965,"76,405.00"
Home Office,Home Office,07/10/2014,Procurement Card - Fuel,CSG - Corporate Services Group,ALLSTAR BUSINESS SOLUTIONS LTD,1001641276,"130,442.29"
Home Office,Home Office,07/10/2014,Other Government Department,CSG - Corporate Services Group,HM REVENUE & CUSTOMS,1001641316,"72,153.83"
Home Office,Home Office,07/10/2014,Other Government Department,CSG - Corporate Services Group,HM REVENUE & CUSTOMS,1001641316,"549,156.02"
Home Office,Home Office,07/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001641321,"33,192.60"
Home Office,Home Office,07/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001641322,"60,201.49"
Home Office,Home Office,07/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001641323,"67,121.27"
Home Office,Home Office,08/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001641898,"29,437.20"
Home Office,Home Office,08/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001641896,"26,650.27"
Home Office,Home Office,08/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001641897,"86,345.24"
Home Office,Home Office,08/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001641898,"153,827.86"
Home Office,Home Office,08/10/2014,Procurement Card,CSG - Corporate Services Group,BARCLAYS BANK,1001641911,"65,490.64"
Home Office,Home Office,08/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001641999,"478,868.43"
Home Office,Home Office,08/10/2014,"IT, Telephone Network Costs",CSG - Corporate Services Group,VODAFONE LTD,1001642022,"116,010.95"
Home Office,Home Office,09/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001642482,"89,402.12"
Home Office,Home Office,09/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001642483,"233,422.04"
Home Office,Home Office,09/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001642484,"93,638.23"
Home Office,Home Office,09/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,EMC COMPUTER SYSTEMS UK LTD,1001642487,"80,409.00"
Home Office,Home Office,09/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,GLEEDS MANAGEMENT SERVICES LTD,1001642495,"40,381.80"
Home Office,Home Office,09/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,REDFERN TRAVEL LTD,1001642527,"342,412.56"
Home Office,Home Office,10/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,7000008942,"30,688.32"
Home Office,Home Office,10/10/2014,Utilities Electric,CSG - Corporate Services Group,EDF ENERGY,1001643138,"120,947.56"
Home Office,Home Office,10/10/2014,Estates,CSG - Corporate Services Group,MINISTRY OF JUSTICE,3000049030,"596,998.42"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"7,308.00"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"43,272.00"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"37,716.00"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"38,976.00"
