Department Family                                                                                                                                     v         h,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LEEDS CITY COUNCIL 1 (G),1001641700,"39,519.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF BARNET 1 (G),1001641701,"44,387.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF BROMLEY (G),1001641703,"42,560.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF EALING 1 (G),1001641704,"48,811.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HARINGEY 1 (G),1001641705,"72,256.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HARROW 1 (G),1001641706,"48,322.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HILLINGDON 1 (G),1001641707,"283,790.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HILLINGDON 1 (G),1001641707,"91,950.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HOUNSLOW 1 (G),1001641708,"83,956.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF ISLINGTON (G),1001641709,"76,832.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF WANDSWORTH (G),1001641711,"60,401.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH TOWER HAMLETS (G),1001641712,"40,680.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,MANCHESTER CITY COUNCIL (G),1001641713,"31,350.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,IT & Telecoms Components,UK V&I Asylum Support,MASTEK (UK) LTD,1001641971,"134,099.22"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,IT & Telecoms Components,UK V&I Asylum Support,MASTEK (UK) LTD,1001641971,"62,040.62"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,IT & Telecoms Components,UK V&I Asylum Support,MASTEK (UK) LTD,1001641971,"168,119.86"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001641715,"185,246.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1001641715,"72,450.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1001641716,"52,156.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,IT & Telecoms Components,UK V&I Asylum Support,PA CONSULTING SERVICES LTD,1001641988,"358,458.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,ROYAL BOROUGH OF KINGSTON-UPON-THAMES (G),1001641718,"51,614.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,SLOUGH BOROUGH COUNCIL (G),1001641719,"38,777.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,SOLIHULL MBC (G),1001641720,"62,400.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,SUFFOLK COUNTY COUNCIL (G),1001641721,"34,892.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,SURREY COUNTY COUNCIL 1 (G),1001641722,"129,665.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,THURROCK COUNCIL (G),1001641723,"60,060.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049022,"138,492.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Grant,UK V&I Asylum Support,WEST SUSSEX COUNTY COUNCIL (G),1001641725,"61,157.00"
Home Office,UK V&I - UK Visa & Immigration,09/10/2014,"Science, Technical & Research",UK V&I Asylum Support,SKYSCAPE CLOUD SERVICES,1001642533,"141,298.48"
Home Office,UK V&I - UK Visa & Immigration,09/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049027,"129,831.90"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,BIRMINGHAM CITY COUNCIL (G),1001643660,"27,755.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,CARDIFF COUNTY COUNCIL 1 (G),1001643661,"25,205.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,CROYDON COUNCIL (G),1001643664,"272,550.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1001643666,"104,109.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,KENT COUNTY COUNCIL 1 (G),1001643667,"820,998.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,KENT COUNTY COUNCIL 1 (G),1001643667,"100,000.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,KENT COUNTY COUNCIL 1 (G),1001643667,"156,750.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,KENT COUNTY COUNCIL 1 (G),1001643667,"859,587.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1001643669,"44,582.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF ENFIELD 1 (G),1001643670,"79,295.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF GREENWICH 1 (G),1001643671,"59,563.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF HACKNEY (G),1001643672,"30,777.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF KENSINGTON & CHELSEA (G),1001643675,"30,814.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF NEWHAM (G),1001643676,"51,966.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF REDBRIDGE (G),1001643677,"34,753.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,MANCHESTER CITY COUNCIL (G),1001643678,"45,126.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,MIGRANT HELPLINE (G),1001643679,"850,919.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,MILTON KEYNES COUNCIL 1 (G),1001643680,"34,574.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,SURREY COUNTY COUNCIL 1 (G),1001643696,"33,900.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Grant,UK V&I Asylum Support,WESTMINSTER CITY COUNCIL (G),1001643698,"29,357.00"
Home Office,UK V&I - UK Visa & Immigration,14/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001644777,"1,263,195.76"
Home Office,UK V&I - UK Visa & Immigration,14/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001644777,"170,608.30"
Home Office,UK V&I - UK Visa & Immigration,14/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049043,"62,776.65"
Home Office,UK V&I - UK Visa & Immigration,14/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049043,"40,190.00"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"35,992.76"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"57,591.24"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"143,580.89"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"282,777.84"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"9,928.86"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"22,416.12"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"13,117.62"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"51,444.12"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"744,958.62"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049053,"2,033,816.64"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"27,000.00"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"638,296.56"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"258,002.08"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"1,272,930.53"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"378,180.97"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646384,"30,319.63"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646385,"8,000.00"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646385,"533,512.50"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001646385,"72,618.52"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"1,522,769.02"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"293,671.36"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"1,527,543.20"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"297,066.60"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"16,373.08"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"271,832.54"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"97,488.77"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"27,080.21"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"21,684.66"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"122,256.54"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"31,698.75"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,G4S CARE & JUSTICE SERVICES (UK) LTD,1001646408,"114,115.50"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001646417,"28,127.04"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"21,078.00"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"1,901,144.08"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"113,809.19"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"321,373.19"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"12,914.17"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"1,060,996.26"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"117,219.94"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Asylum Provision,UK V&I Asylum Support,SERCO LTD,1001646464,"228,907.08"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049064,"171,823.60"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001646986,"219,564.36"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF LAMBETH 1 (G),1001646858,"28,665.00"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF MERTON 2 (G),1001646859,"34,760.00"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF SOUTHWARK 1 (G),1001646861,"26,696.00"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Grant,UK V&I Asylum Support,LONDON BOROUGH OF WALTHAM FOREST (G),1001646863,"36,599.00"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Grant,UK V&I Asylum Support,MIGRANT HELPLINE (G),1001646865,"350,705.76"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,6POINT6 LTD,1001647528,"179,054.40"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,"IT, Broadcasting & Telecomms",UK V&I Asylum Support,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001647534,"30,859.32"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,SOFTWARE BOX LTD,1001647595,"29,586.24"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,SOFTWARE BOX LTD,1001647595,"119,831.42"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049075,"261,072.39"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,VIRGIN MEDIA BUSINESS LTD,1001647603,"12,118.03"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,VIRGIN MEDIA BUSINESS LTD,1001647603,"15,003.28"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,IT & Telecoms Components,UK V&I Asylum Support,VIRGIN MEDIA BUSINESS LTD,1001647603,"1,078.69"
Home Office,UK V&I - UK Visa & Immigration,22/10/2014,Asylum Provision,UK V&I Asylum Support,POST OFFICE LTD,1001648075,"131,712.00"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,"IT, Broadcasting & Telecomms",UK V&I Asylum Support,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"40,491.60"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Asylum Provision,UK V&I Asylum Support,REFUGEE COUNCIL,1001648585,"25,155.00"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001648589,"1,262,167.87"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001648589,"169,419.74"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001648589,"1,269,510.86"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Asylum Provision,UK V&I Asylum Support,SODEXO MOTIVATION SOLUTIONS UK LTD,1001648589,"166,584.77"
Home Office,UK V&I - UK Visa & Immigration,23/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049091,"45,935.00"
Home Office,UK V&I - UK Visa & Immigration,24/10/2014,Asylum Provision,UK V&I Asylum Support,CLEAREL LTD,1001649156,"144,051.22"
Home Office,UK V&I - UK Visa & Immigration,24/10/2014,Grant,UK V&I Asylum Support,EAST MIDLANDS COUNCIL(G),1001648905,"26,250.00"
Home Office,UK V&I - UK Visa & Immigration,24/10/2014,Grant,UK V&I Asylum Support,NORTHERN IRELAND LOCAL GOVERNMENT ASSOCIATION (G),1001648908,"54,160.00"
Home Office,UK V&I - UK Visa & Immigration,24/10/2014,Grant,UK V&I Asylum Support,UNHCR (G),7000008992,"200,000.00"
Home Office,UK V&I - UK Visa & Immigration,27/10/2014,Grant,UK V&I Asylum Support,COSLA (G),1001649677,"35,000.00"
Home Office,UK V&I - UK Visa & Immigration,27/10/2014,Education & Training Services,UK V&I Asylum Support,OXFORD SAID BUSINESS SCHOOL,1001649932,"30,000.00"
Home Office,UK V&I - UK Visa & Immigration,27/10/2014,IT & Telecoms Components,UK V&I Asylum Support,SKYSCAPE CLOUD SERVICES,1001649949,"38,492.66"
Home Office,UK V&I - UK Visa & Immigration,27/10/2014,"Science, Technical & Research",UK V&I Asylum Support,SKYSCAPE CLOUD SERVICES,1001649949,"115,172.56"
Home Office,UK V&I - UK Visa & Immigration,27/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049103,"154,731.92"
Home Office,UK V&I - UK Visa & Immigration,28/10/2014,IT & Telecoms Components,UK V&I Asylum Support,FCO SERVICES,3000049104,"59,995.40"
Home Office,UK V&I - UK Visa & Immigration,28/10/2014,IT & Telecoms Components,UK V&I Asylum Support,FCO SERVICES,3000049104,"26,244.66"
Home Office,UK V&I - UK Visa & Immigration,28/10/2014,IT & Telecoms Components,UK V&I Asylum Support,FCO SERVICES,3000049104,"86,277.17"
Home Office,UK V&I - UK Visa & Immigration,28/10/2014,Grant,UK V&I Asylum Support,REFUGEE ACTION (G),1001650299,"217,618.00"
Home Office,UK V&I - UK Visa & Immigration,28/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049107,"111,778.51"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,Parking,UK V&I Asylum Support,GATWICK AIRPORT LTD,1001651642,54.46
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001651653,"25,314.35"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001651653,"51,072.00"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001651653,"16,800.00"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001651653,"12,216.00"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,IT & Telecoms Components,UK V&I Asylum Support,IBM DIRECT UNITED KINGDOM LTD,1001651653,"3,892.56"
Home Office,UK V&I - UK Visa & Immigration,30/10/2014,Legal Services,UK V&I Asylum Support,TREASURY SOLICITORS OFFICE,3000049127,"176,638.49"
Home Office,UK V&I - UK Visa & Immigration,02/10/2014,Education & Training Services,UK V&I Detention,BLACKTHORN TECHNOLOGIES LTD,1001639130,"137,903.60"
Home Office,UK V&I - UK Visa & Immigration,03/10/2014,Public Order & Security Service,UK V&I Detention,GEO GROUP UK LTD (THE),1001639913,"1,313,152.80"
Home Office,UK V&I - UK Visa & Immigration,03/10/2014,Public Order & Security Service,UK V&I Detention,GEO GROUP UK LTD (THE),1001639913,"-240,000.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Public Order & Security Service,UK V&I Detention,GEO GROUP UK LTD (THE),1001641952,"351,928.51"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Professional & Administration Services,UK V&I Detention,GRANT THORNTON UK LLP,1001641957,"39,372.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Maintenance & Repair services,UK V&I Detention,MINISTRY OF JUSTICE,3000049017,"130,000.00"
Home Office,UK V&I - UK Visa & Immigration,08/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049017,"1,287,263.00"
Home Office,UK V&I - UK Visa & Immigration,10/10/2014,Public Order & Security Service,UK V&I Detention,GEO GROUP UK LTD (THE),1001643153,"90,369.64"
Home Office,UK V&I - UK Visa & Immigration,10/10/2014,Public Order & Security Service,UK V&I Detention,GEO GROUP UK LTD (THE),1001643153,"45,620.08"
Home Office,UK V&I - UK Visa & Immigration,10/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001643176,"614,528.40"
Home Office,UK V&I - UK Visa & Immigration,10/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001643176,"46,980.00"
Home Office,UK V&I - UK Visa & Immigration,13/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049033,"2,670,000.00"
Home Office,UK V&I - UK Visa & Immigration,14/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049039,"27,250.00"
Home Office,UK V&I - UK Visa & Immigration,15/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001645300,"2,044,941.60"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049056,"3,300,000.00"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049056,"368,917.00"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001645896,"1,999,341.60"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001645896,"171,759.23"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001645896,"59,875.50"
Home Office,UK V&I - UK Visa & Immigration,16/10/2014,Public Order & Security Service,UK V&I Detention,MITIE CARE & CUSTODY LTD,1001645896,"45,978.20"
Home Office,UK V&I - UK Visa & Immigration,17/10/2014,Public Order & Security Service,UK V&I Detention,MINISTRY OF JUSTICE,3000049061,"2,984,038.00"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647057,"33,307.86"
Home Office,UK V&I - UK Visa & Immigration,20/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647057,"10,749.17"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"-35,423.53"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"178,116.47"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"140,986.51"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"241,053.78"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"87,781.57"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"133,698.36"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"76,223.33"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"42,600.60"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"115,008.49"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"816,978.31"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"200,538.64"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"70,406.32"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"37,336.48"
Home Office,UK V&I - UK Visa & Immigration,21/10/2014,Public Order & Security Service,UK V&I Detention,TASCOR SERVICES LIMITED,1001647598,"697,369.56"
