MODGPC42238,08-Oct-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł92,400.00",42238
MODGPC42239,02-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,509.00",42239
MODGPC42240,01-Oct-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","Ł1,560.00",42240
MODGPC42241,08-Oct-12,General Retail and Wholesale       , TENT AND AWNING SHOPS,Ł740.76,42241
MODGPC42242,11-Oct-12,General Retail and Wholesale       , DEPARTMENT STORES,"Ł9,667.81",42242
MODGPC42243,08-Oct-12,General Retail and Wholesale       , SHOE STORES,Ł886.14,42243
MODGPC42244,04-Oct-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,453.20",42244
MODGPC42245,11-Oct-12,General Retail and Wholesale       , DISCOUNT STORES,Ł528.91,42245
MODGPC42246,09-Oct-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"Ł28,604.40",42246
MODGPC42247,10-Oct-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"Ł3,900.00",42247
MODGPC42248,04-Oct-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,295.00",42248
MODGPC42249,08-Oct-12,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,Ł900.00,42249
MODGPC42250,11-Oct-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,Ł720.00,42250
MODGPC42251,01-Oct-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł588.00,42251
MODGPC42252,03-Oct-12,General Retail and Wholesale       , TENT AND AWNING SHOPS,"Ł3,451.68",42252
MODGPC42253,04-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł531.21,42253
MODGPC42254,03-Oct-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł984.00,42254
MODGPC42255,01-Oct-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł14,947.20",42255
MODGPC42256,02-Oct-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł3,555.24",42256
MODGPC42257,02-Oct-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł3,398.40",42257
MODGPC42258,03-Oct-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł735.60,42258
MODGPC42259,05-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,797.60",42259
MODGPC42260,11-Oct-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł523.68,42260
MODGPC42261,05-Oct-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł960.00,42261
MODGPC42262,09-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł690.00,42262
MODGPC42263,02-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł891.36,42263
MODGPC42264,08-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł2,054.00",42264
MODGPC42265,08-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,652.00",42265
MODGPC42266,11-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,406.75",42266
MODGPC42267,01-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł6,900.20",42267
MODGPC42268,02-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł666.00,42268
MODGPC42269,05-Oct-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł1,544.00",42269
MODGPC42270,04-Oct-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł4,866.80",42270
MODGPC42271,10-Oct-12,General Retail and Wholesale       , HARDWARE STORES,"Ł1,926.00",42271
MODGPC42272,11-Oct-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,069.96",42272
MODGPC42273,08-Oct-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł566.49,42273
MODGPC42274,01-Oct-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł511.97,42274
MODGPC42275,05-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,817.88",42275
MODGPC42276,09-Oct-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł1,343.74",42276
MODGPC42277,03-Oct-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,047.28",42277
MODGPC42278,01-Oct-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł911.25,42278
MODGPC42279,03-Oct-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,096.18",42279
MODGPC42280,10-Oct-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,324.40",42280
MODGPC42281,04-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł501.98,42281
MODGPC42282,11-Oct-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł696.00,42282
MODGPC42283,11-Oct-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,896.00",42283
MODGPC42284,10-Oct-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł2,604.00",42284
MODGPC42285,08-Oct-12,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,"Ł7,612.08",42285
MODGPC42286,10-Oct-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,979.40",42286
MODGPC42287,09-Oct-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,041.20",42287
MODGPC42288,10-Oct-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł4,663.98",42288
MODGPC42289,08-Oct-12,General Retail and Wholesale       , TENT AND AWNING SHOPS,Ł690.00,42289
MODGPC42290,11-Oct-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,129.00",42290
MODGPC42291,04-Oct-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"Ł1,050.00",42291
