Department,Entity,Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
FCO,FCO,29/12/2016,8800456,104550.56,THE SHAIKH GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794427,103684.5,THE CONSTRUCTION SECTOR TRANSPARENCY INITIATIVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793459,103357.33,THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8758837,102478.57,EUROPEAN ENDOWMENT FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793513,102424,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793517,102424,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803468,102335,BRITSOURCE INTERNATIONAL,"Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,05/12/2016,8580041,101972.6,THE SHAIKH GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8617442,101108,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8800586,100773.56,CHIEF ACCOUNTANT & PAYMASTER,Representation of the FCO
FCO,FCO,09/12/2016,8625564,100000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8644622,100000,THE HALO TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8717473,100000,AFGHANAID,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8746476,100000,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8764473,100000,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8761437,99261.39,INTER MEDIATE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712336,97959.7,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,28/12/2016,8787509,96768.74,BUSINESS FOR SOCIAL RESPONSIBILITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8574578,96426.94,CREATIVE ASSOCIATES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8775453,94529.38,INTERNATIONAL BAR ASSOCIATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788428,93990.63,KOMATSUBARA KOMUTEN LTD,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,22/12/2016,8773531,93915.04,ITAD LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8585440,93656.65,VOYA FINANCIAL,Multiple Accounts
FCO,FCO,22/12/2016,8771483,93396.94,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
FCO,FCO,21/12/2016,8759438,93285.76,EDENRED,Consolidated Volunteer Contribution
FCO,FCO,29/12/2016,8800609,93115,MOONSHOT CVE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8760535,92965.89,VOYA FINANCIAL,Multiple Accounts
FCO,FCO,23/12/2016,8784468,91225.53,VOYA FINANCIAL,Multiple Accounts
FCO,FCO,22/12/2016,8777490,90246,SCOTTISH POLICE SERVICES AUTHORITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575589,90000,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/12/2016,8602434,89355,CORE M AND E SERVICES LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,06/12/2016,8586576,88903.32,FCO SERVICES,IT/IS Consultancy
FCO,FCO,08/12/2016,8619443,88825,STAKEHOLDER DEMOCRACY NETWORK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8778435,88693.35,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,30/12/2016,8803473,88271,HOME OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8761583,88057,OECD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/12/2016,8596434,87873.19,G4S RISK MANAGEMENT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8800668,87700,DSFA  DIPLOMATIC SERVICE FAMILIES ASSOCIATION,DSFA
FCO,FCO,16/12/2016,8717508,86668.33,ITAD LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793544,86517.88,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,16/12/2016,8717493,85344.98,SYNERGY FOR JUSTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8761547,85236.27,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8617430,85154.18,OROSTREAM INTERNATIONAL CONTRACTS LTD,Construction Project more than £10k
FCO,FCO,14/12/2016,8686448,84994.06,SECUREX AGENCIES LTD,Staff and Other Advances AP Control (Oracle Ap Control Account)
FCO,FCO,28/12/2016,8788489,83854.24,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794594,83831.99,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8704495,83323.39,SECURITY SERVICES GROUP,Misc Security Payments
FCO,FCO,20/12/2016,8751427,83208,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,05/12/2016,8580209,83067.5,MINIMAL RISK CONSULTANCY LTD,UK Guarding Contracts Overseas
FCO,FCO,21/12/2016,8764444,82467.27,TORCHLIGHT SOLUTIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8704427,82188.59,SECURITY SERVICES GROUP,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/12/2016,8714452,81752.87,SUPREME PEOPLE'S COURT OF VIETNAM,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8762565,81621.31,NELSON LUXEMBOURG PROPRTY DEVLOPMT,Rental Payments - non residential
FCO,FCO,23/12/2016,8784433,81369.66,FCO SERVICES,Residential Property Services
FCO,FCO,29/12/2016,8798503,80236,POWER ELECTRICS GENERATORS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8634518,80188.53,NGO MEDIA REFORMS CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8695487,80000,OECD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/12/2016,8799437,79994.67,SHEIKH TAHNOON BIN  AL NAHAYYAN,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,20/12/2016,8756450,79578.18,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8562658,79569.98,PA CONSULTING GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788558,79511.47,CRIMINAL JUSTICE TASK FORCE - CJTF,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,20/12/2016,8742486,79382,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,21/12/2016,8765505,78853.38,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794434,76562.4,L E K CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788501,75468,DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8660051,75435.33,GO GROUP NLE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8787583,75362.99,HARIS ENTERPRISES PVT LTD,Local Guards
FCO,FCO,21/12/2016,8762544,75136.06,ETANA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586627,75000,COLLIERS,Estates Management Services
FCO,FCO,14/12/2016,8687666,75000,INTERNATIONAL CRIMINAL COURT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8698430,74893,CORPORATE TELEVISION NETWORK LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8761460,74772.01,DEBRO LTD,Rental Payments - residential
FCO,FCO,06/12/2016,8586784,74575.83,ABROTEA BULGARIA AD,Multiple Accounts
FCO,FCO,12/12/2016,8647527,74079.02,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8751432,73848,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,IT/IS Consultancy
FCO,FCO,01/12/2016,8559441,73789.61,ERNST & YOUNG (CHINA) ADVISORY LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8705531,73241.38,MEEDAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777519,73084,ECORYS GROUP UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/12/2016,8803499,72930,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Maintenance
FCO,FCO,28/12/2016,8788475,72771.2,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756500,72596.82,CBRE LTD,Costs Associated with the Disposal of Capitalised Assets
FCO,FCO,07/12/2016,8597603,72340.02,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,29/12/2016,8799471,72276.82,ROBERT GORDON UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8739499,71863.59,CENTRAL PROVIDENT FUND BOARD,Multiple Accounts
FCO,FCO,15/12/2016,8697561,71560.44,FRP OTHER DEBTORS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8742524,71528.37,NCA NATIONAL CRIME AGENCY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8566446,70963.88,UNITED NATIONS UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8650430,70778.23,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,14/12/2016,8679459,70557.26,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,01/12/2016,8566453,70516.2,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8687644,70511.54,EUROPEAN MEDICINES AGENCY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,21/12/2016,8758847,70480.54,EUROPEAN ENDOWMENT FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756494,70332.96,TRANSPARENCIA MEXICANA AC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8628551,70179,PECHTER POLLS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8639604,70146.34,CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8687591,69896.86,EUROPEAN PARLIAMENT,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,20/12/2016,8742468,69669,FUTURE CITIES CATAPULT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8624759,69485.35,INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777553,69361.62,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8773624,69312.66,ARK GROUP DMCC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586632,69283.89,KENT CONSTRUCTION LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/12/2016,8628424,69247.6,ARK GROUP DMCC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8650458,69025.79,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,20/12/2016,8744435,69025.11,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8761473,68535,RISHI KESHAV SHAH,Rental Payments - non residential
FCO,FCO,19/12/2016,8736466,68457,BIDWELLS,Rental Payments - non residential
FCO,FCO,13/12/2016,8660567,68349.72,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8610555,67961.94,DIPLOMAT FREIGHT SERVICES LTD(DFS),Multiple Accounts
FCO,FCO,29/12/2016,8799479,67328.3,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8682487,66851.93,FUTURE CITIES CATAPULT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8663469,66666.91,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8650425,66361.87,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,29/12/2016,8798499,66147,POWER ELECTRICS GENERATORS LTD,Multiple Accounts
FCO,FCO,16/12/2016,8712323,65957.89,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,16/12/2016,8712288,65757.46,INTERSERVE FM LTD,Multiple Accounts
FCO,FCO,13/12/2016,8659916,65591.13,LUCONEX SRL,Rental Payments - non residential
FCO,FCO,23/12/2016,8783566,65566.32,AETNA,Multiple Accounts
FCO,FCO,22/12/2016,8772668,65412.35,FOUNTAINHEAD ENTERTAINMENT PVT LTD,Exhibitions
FCO,FCO,15/12/2016,8704508,65365.24,IMMOTEX SA,Multiple Accounts
FCO,FCO,30/12/2016,8803531,65015,INTER MEDIATE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/12/2016,8722490,64994.29,PEKING UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8772651,64896,QUANTUM COMMUNICATIONS INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8704449,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/12/2016,8704456,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/12/2016,8704459,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8756446,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8756451,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8756455,64729.81,STOOF INTERNATIONAL VERTRIEBSGESELLSCHAFT MBH,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/12/2016,8684455,64708.97,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8572433,64445.09,SKA INTERNATIONAL GROUP,Multiple Accounts
FCO,FCO,12/12/2016,8649436,64191.82,FUNDACAO ESCOLA DE SOCIOLOGIA E POLITICA DE SAO PAULO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8765435,64150,WILTON PARK EXECUTIVE AGENCY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8647538,64126.5,COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,21/12/2016,8761464,63675,DEPARTMENT FOR INTERNATIONAL TRADE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8697542,63656.25,FCO SERVICES,IT/IS Consultancy
FCO,FCO,02/12/2016,8576439,63391.76,FCO SERVICES,Construction Project more than £10k
FCO,FCO,29/12/2016,8798467,63324.54,HUSSEIN SANYA JUSSA,Rental Payments - residential
FCO,FCO,19/12/2016,8725459,62944.6,ACCESS NOW,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8628426,62835.55,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575516,62546.22,COMPUTACENTER UK LTD,Information Systems Maintenance
FCO,FCO,22/12/2016,8777496,61978.6,FUTURE CITIES CATAPULT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8644454,61912.06,SUDO UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8630507,61614.61,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794577,61460,ARCADIS LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794557,61455.47,SISTEMA INTEGRADO MULTIPLE DE PAGOS,Multiple Accounts
FCO,FCO,28/12/2016,8794433,61333.29,L E K CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8793503,60843.07,BDO LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788474,60617.42,ELECTRICITY COMPANY OF GHANA,Electricity Residential
FCO,FCO,28/12/2016,8788554,60465.13,GILBERT ASH LIMITED,Construction Project more than £10k
FCO,FCO,22/12/2016,8773495,60381.66,IKA,Multiple Accounts
FCO,FCO,02/12/2016,8576434,60226.23,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/12/2016,8605439,60166.65,PROSPECTIVA PROJETOS LTDA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/12/2016,8586614,60000,COLLIERS,Estates Management Services
FCO,FCO,06/12/2016,8586559,59864.03,KOIZA INTERNATIONAL LTD,Multiple Accounts
FCO,FCO,16/12/2016,8712227,59666.34,INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,21/12/2016,8762535,59571.84,PA CONSULTING GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8783443,59545,BRITISH COUNCIL ALGERIA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8783428,59470,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/12/2016,8697521,59272.39,BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential
FCO,FCO,30/12/2016,8803542,59148,FCO SERVICES,Repairs And Refurbishment: Works Residential
FCO,FCO,22/12/2016,8773444,58815.81,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8647484,58781.78,ADVICE ON INDIVIDUAL RIGHTS IN EUROPE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8661528,58750,POWER ELECTRICS GENERATORS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/12/2016,8694425,58748.36,STANDARD BANK OF MALAWI,Multiple Accounts
FCO,FCO,16/12/2016,8712309,58604.51,INTERSERVE FM LTD,Multiple Accounts
FCO,FCO,23/12/2016,8783482,58591.58,UNIVERSITY OF LEICESTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8739573,58449.95,BEIJING GENERAL MUNICIPAL ENGINEERING DESIGN AND RESEARCH INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8618447,58145,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/12/2016,8724448,57934,SATELLITE APPLICATIONS CATAPULT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8772681,57816.5,BUPA INTERNATIONAL,Multiple Accounts
FCO,FCO,13/12/2016,8660790,57810,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/12/2016,8734435,57648,NALED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/12/2016,8579914,57514.47,AETNA,Multiple Accounts
FCO,FCO,12/12/2016,8649437,57463.63,FUNDACAO ESCOLA DE SOCIOLOGIA E POLITICA DE SAO PAULO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8681446,57438.02,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,12/12/2016,8650451,57352.98,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,13/12/2016,8668542,57309.19,INTERSERVE FM LTD,Multiple Accounts
FCO,FCO,06/12/2016,8586609,57286.58,TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/12/2016,8718483,57115.17,PRICEWATERHOUSE COOPERS LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8712228,57018.46,INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,22/12/2016,8778443,56850.63,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,15/12/2016,8691531,56845.3,ELIXIR CO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/12/2016,8728431,56802.18,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
FCO,FCO,21/12/2016,8762492,56602.33,UK COLOMBIA TRADE,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,14/12/2016,8680477,56485.82,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,28/12/2016,8788510,56459.78,CARBON TRUST BEIJING CONSULTING LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/12/2016,8677338,56211.7,AZERBAIJAN NATIONAL AGENCY FOR MINE ACTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/12/2016,8692477,56173.72,COURTNEY HOUSE LEARNING CENTRE,Schooling for Children at Post
FCO,FCO,07/12/2016,8599521,56144,COMPUTACENTER UK LTD,Specialist Contractors
FCO,FCO,28/12/2016,8793547,56129,TRIAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8626442,56039.37,CNI CONFEDERACAO NACIONAL DA INDUSTRIA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8794560,55910,CBRE LTD,Proceeds from Assets held for sale
FCO,FCO,06/12/2016,8586714,55877.09,ASSOCIATION OF COLLEGES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8777487,55806.69,CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788526,55457.3,SHANGHAI MEDICAL INFORMATION CENTER SHANGHAI HEALTH DEVELOPMENT RESEARCH CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8617438,55412,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8610516,55339.32,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8759431,55070,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8750426,54725,AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/12/2016,8624429,54689.37,AYE AYE MYINT,Rental Payments - residential
FCO,FCO,14/12/2016,8679451,54618.41,UNIVERSITY OF LONDON,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/12/2016,8647486,54573,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/12/2016,8718465,54546,VESTGUARD UK LTD,Misc Security Payments
FCO,FCO,08/12/2016,8617424,53978.46,RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,22/12/2016,8777491,53923.2,RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,12/12/2016,8634446,53731.04,DESBRO HOLDINGS KENYA LTD,Rental Payments - residential
FCO,FCO,13/12/2016,8661493,53510,THE HENRY L STIMSON CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8784504,53508.94,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575580,53475.9,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/12/2016,8645475,53454.82,CAUSEWAY INSTITUTE FOR PEACE BUILDING AND CONFLICT RESOLUTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8775474,53435.53,ASSOCIATION OF COLLEGES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/12/2016,8661520,53319,CENTRE FOR HUMANITARIAN DIALOGUE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/12/2016,8717498,53100.71,GREAT BRITAIN-CHINA CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8561468,53099.06,INTERNATIONAL SCHOOL OF ISLAMABAD SOCIETY,Schooling for Children at Post
FCO,FCO,22/12/2016,8772616,53017.53,TRANSPARENCY MALDIVES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8562457,52981.27,TROPICAL POWER LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/12/2016,8783425,52972,S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/12/2016,8610454,52393,DRAGON CAPITAL FINANCE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/12/2016,8766439,52332.69,GREAT BRITAIN-CHINA CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/12/2016,8579632,52242.74,ELECTRONICS CENTER KABUL,General Information Services
FCO,FCO,29/12/2016,8797431,52230.27,G4S RISK MANAGEMENT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/12/2016,8575606,52218,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Multiple Accounts
FCO,FCO,02/12/2016,8575597,52038,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,02/12/2016,8576576,52038,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,20/12/2016,8742506,52000,ROUSE AND CO INTERNATIONAL LLP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8779431,51871.67,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,16/12/2016,8712335,51839.73,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,16/12/2016,8712216,51422.13,INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,01/12/2016,8559433,51405.59,INTERNATIONAL DEPARTMENT ACWF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8609434,51400,VISIT BRITAIN,Programme and Project Management Consultancy
FCO,FCO,02/12/2016,8576429,51385.4,FCO SERVICES,Construction Project more than £10k
FCO,FCO,19/12/2016,8723430,51381.99,SHEFFIELD HALLAM UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,20/12/2016,8756443,51299.75,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/12/2016,8618468,51253.65,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/12/2016,8772628,51210,INCLUSIVE SECURITY ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/12/2016,8788453,51197.62,CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/12/2016,8562608,51048.72,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
