Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier,Account  Description
FCO,FCO,03/03/2015,"4,971,176","Ł37,170.96",BUSINESS + HUMAN RIGHTS RESOURCE CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/03/2015,"4,971,035","Ł37,249.00",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Training Courses
FCO,FCO,03/03/2015,"4,970,982","Ł70,702.09",ARK FZC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/03/2015,"4,970,729","Ł96,792.92",DIPLOMAT FREIGHT SERVICES LTD(DFS),Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/03/2015,"4,973,555","Ł30,881.88",SUPPLY PLUS,Estates - Other Machinery and Equipment
FCO,FCO,04/03/2015,"4,974,677","Ł43,909.57",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,04/03/2015,"4,973,549","Ł44,977.26",CAPGEMINI UK PLC,Information Systems Maintenance
FCO,FCO,04/03/2015,"4,973,545","Ł45,867.60",CAPGEMINI UK PLC,Information Systems Maintenance
FCO,FCO,04/03/2015,"4,973,648","Ł156,073.00",CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,04/03/2015,"4,973,713","Ł210,683.10",OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,05/03/2015,"4,975,011","Ł25,094.35",BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,974,934","Ł25,242.23",PACE FUELCARE LIMITED,Fuel Oil Non-Residential
FCO,FCO,05/03/2015,"4,974,692","Ł27,019.99",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,05/03/2015,"4,974,977","Ł28,364.24",PACE FUELCARE LIMITED,Fuel Oil Non-Residential
FCO,FCO,05/03/2015,"4,974,735","Ł32,426.98",TEARFUND,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,975,028","Ł43,500.00",VISITBRITAIN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,973,591","Ł45,397.65",ASSOCIATION OF MIDDLE EAST STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,975,332","Ł48,888.98",DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,974,981","Ł61,545.00",IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,974,681","Ł71,832.28",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,05/03/2015,"4,975,183","Ł103,404.00",COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,05/03/2015,"4,975,341","Ł117,936.60",DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,974,820","Ł118,608.10",PEACEFUL CHANGE INITIATIVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,05/03/2015,"4,975,016","Ł156,850.00",JAGUAR LAND ROVER LIMITED,Security: Works Residential
FCO,FCO,05/03/2015,"4,976,304","Ł413,755.90",FIDUCIARIA BOGOTA SA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,06/03/2015,"4,974,849","-Ł105,071.80",COMPUTACENTER UK LTD,Estates Management Services
FCO,FCO,06/03/2015,"4,974,922","-Ł105,071.80",COMPUTACENTER UK LTD,Estates Management Services
FCO,FCO,06/03/2015,"4,977,469","Ł27,558.08",BRITISH INSTITUTE OF INTERNATIONAL & COMPARATIVE LAW,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/03/2015,"4,973,229","Ł31,038.40",UAB MOLLER AUTO,"Assets Under Construction (Oracle PA Control Account), Overseas Reclaimable Taxes"
FCO,FCO,06/03/2015,"4,974,548","Ł40,232.95",HARIS ENTERPRISES PVT LTD,Local Guards
FCO,FCO,06/03/2015,"4,973,675","Ł79,447.00",DANISH DEMINING GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/03/2015,"4,977,095","Ł83,835.22",CAPITA GROUP PLC,"HR, Training and Education Consultancy"
FCO,FCO,06/03/2015,"4,975,348","Ł967,017.00",BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/03/2015,"4,978,475","Ł26,418.02",ALTIOS INTERNATIONAL INC,UKTI HQ Allocation- DSO
FCO,FCO,09/03/2015,"4,979,983","Ł27,979.06",ROYAL UNITED SERVICES INSTITUTE FOR DEFENCE AND SECURITY STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/03/2015,"4,980,205","Ł30,797.55",THAMES VALLEY POLICE AUTH INCOME,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/03/2015,"4,970,955","Ł40,356.42",CENTRE FOR POLICY ALTERNATIVES CPA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/03/2015,"4,976,366","Ł65,284.06",GUANGDONG INTERNATIONAL BUILDING ENTERPRISES CO LTD,Dilapidations Non-Residential
FCO,FCO,09/03/2015,"4,980,102","Ł117,372.60",HEALIX INTERNATIONAL LTD,Fco Healthcare Scheme
FCO,FCO,09/03/2015,"4,978,221","Ł258,037.60",MANA AUTOMOTIVE S A L,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/03/2015,"4,979,018","Ł467,224.10",ARTEOS GMBH,"Electricity Non-Residential, Estates - Other Machinery and Equipment, Pfi : Public/Private Partnership Consultants Fees Non-Residential, Waste Disposal, Water Residential"
FCO,FCO,10/03/2015,"4,981,545","Ł26,380.19",FENIX INSIGHT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/03/2015,"4,981,390","Ł30,457.51",G4S SECURITY SERVICE DRC SPRL,Local Guards
FCO,FCO,10/03/2015,"4,981,391","Ł30,457.51",G4S SECURITY SERVICE DRC SPRL,Local Guards
FCO,FCO,10/03/2015,"4,980,211","Ł33,527.35",RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,10/03/2015,"4,980,007","Ł35,982.20",BRYTYJSKO POLSKIE USLUGI SP Z O O,UKTI HQ Allocation- DSO
FCO,FCO,10/03/2015,"4,983,114","Ł42,980.48", ELIXIR SOLUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/03/2015,"4,983,115","Ł42,980.48", ELIXIR SOLUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/03/2015,"4,979,938","Ł57,134.95",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/03/2015,"4,980,088","Ł103,835.00",PHYSICIANS FOR HUMAN RIGHTS INC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/03/2015,"4,976,215","Ł120,000.00",AL SALEM YORK SERVICES LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,10/03/2015,"4,981,652","Ł145,000.00",CREWSHIELD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,971,250","-Ł37,058.63",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,983,580","Ł26,148.52",PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,11/03/2015,"4,983,623","Ł26,148.52",PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,11/03/2015,"4,983,838","Ł26,448.00",FCO SERVICES,Energy Saving Measures
FCO,FCO,11/03/2015,"4,984,110","Ł26,755.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,975,135","Ł28,070.79",SECURITAS SAC,Security: Works Non-Residential
FCO,FCO,11/03/2015,"4,983,464","Ł31,825.19",SEARCH FOR COMMON GROUND ANGOLA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/03/2015,"4,978,260","Ł34,723.59",ADAMJEE INSURANCE COMPANY LTD,Medical Supplies
FCO,FCO,11/03/2015,"4,980,717","Ł35,548.39",HOTELLINE FOR TOURISTIC INVESTMENT LTD,Rental Payments - residential
FCO,FCO,11/03/2015,"4,977,189","Ł35,926.34",THE JUBILEE INSURANCE COMPANY OF UGANDA LTD,Medical Supplies
FCO,FCO,11/03/2015,"4,984,108","Ł37,862.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,978,121","Ł38,464.99",INTERNATIONAL PEACE COOPERATION CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/03/2015,"4,984,144","Ł41,355.82",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,983,921","Ł42,091.80",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,980,177","Ł47,385.53",SCOTTISH POLICE SERVICES AUTHORITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/03/2015,"4,983,376","Ł47,608.41",RABBIS FOR HUMAN RIGHTS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/03/2015,"4,983,926","Ł79,811.54",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,984,146","Ł91,710.28",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,984,158","Ł94,665.81",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,981,256","Ł102,497.90",CLEEN FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,11/03/2015,"4,981,957","Ł165,293.20",FCO SERVICES,Information Systems Under ÂŁ3000 (non-capitalised)
FCO,FCO,11/03/2015,"4,984,149","Ł231,180.90",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,984,159","Ł335,579.10",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/03/2015,"4,983,844","Ł360,055.60",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/03/2015,"4,986,291","Ł26,227.68",CBRE LTD,Estates Management Services
FCO,FCO,12/03/2015,"4,985,903","Ł35,993.16",HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
FCO,FCO,12/03/2015,"4,986,393","Ł58,000.00",CREWSHIELD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/03/2015,"4,986,374","Ł82,949.70",THE THOMSON FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/03/2015,"4,974,718","Ł93,108.00",CONCORDIS INTERNATIONAL TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,12/03/2015,"4,987,801","Ł105,769.50",ACCION FIDUCIARIA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/03/2015,"4,989,105","Ł167,715.00",PEXI INC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/03/2015,"4,989,100","Ł191,004.70",PEXI INC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,12/03/2015,"4,986,621","Ł206,878.00",FIDUCIARIA BOGOTA SA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,13/03/2015,"4,989,968","Ł30,083.46",PT BOUGAINVILLEA CIPTA,"Assets Under Construction (Oracle PA Control Account), FM Interserve BES Maintenance, Property Maintenance Overseas Non Residential"
FCO,FCO,13/03/2015,"4,978,678","Ł30,764.02",TEAM LEYLAND INTERNATIONAL LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,13/03/2015,"4,987,512","Ł32,583.87",BRIGHTWAY TRADING LLC,Security: Works Non-Residential
FCO,FCO,13/03/2015,"4,989,260","Ł33,570.13",COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/03/2015,"4,989,281","Ł36,250.00",STRATEGIC INITIATIVE FOR WOMEN IN THE HORN OF AFRICA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/03/2015,"4,987,240","Ł36,597.86",ARMSTRONG PRESTIGE,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,13/03/2015,"4,989,939","Ł39,311.07",CHURCH WORLD SERVICE-PAKISTAN,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/03/2015,"4,989,118","Ł62,694.66",LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,13/03/2015,"4,981,968","Ł100,000.00",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/03/2015,"4,989,142","Ł125,752.80",CAPITA GROUP PLC,"HR, Training and Education Consultancy"
FCO,FCO,13/03/2015,"4,988,710","Ł134,028.50",NONVIOLENT PEACEFORCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,110","-Ł84,291.00",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,993,394","Ł25,000.00",CBRE LTD,Estates Management Services
FCO,FCO,16/03/2015,"4,988,069","Ł25,540.23",INDIAN INSTITUTE OF MANAGEMENT-BANGALORE,UKTI HQ Allocation- Marketing
FCO,FCO,16/03/2015,"4,993,125","Ł26,611.73",CITY OF LONDON POLICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,992,817","Ł27,000.00",LNG VALUE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,364","Ł27,740.14",DX NETWORK SERVICES,Postal Services
FCO,FCO,16/03/2015,"4,993,015","Ł29,012.00",SOCIAL PIONEERS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,186","Ł30,214.31",JOHN SMITH MEMORIAL TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,987,312","Ł30,621.28",THE ASIA FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,403","Ł31,370.32",RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,993,092","Ł31,748.04",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Specialist Training (Devolved)
FCO,FCO,16/03/2015,"4,986,008","Ł32,561.48",HAYS SPECIALIST RECRUITMENT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,992,397","Ł34,932.18",INTERSERVE FM LTD,Construction Project more than ÂŁ10k
FCO,FCO,16/03/2015,"4,991,464","Ł36,242.00",GREENACRE ASSOCIATES LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,404","Ł40,060.00",RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,992,433","Ł41,394.24",INTERSERVE FM LTD,Construction Project more than ÂŁ10k
FCO,FCO,16/03/2015,"4,983,575","Ł42,201.14",ABM JANITORIAL SERVICES MID AT,"Cleaning & Waste, Grounds Maintenance"
FCO,FCO,16/03/2015,"4,993,112","Ł42,309.00",CONSOLIDATED PR LTD,Public Relations
FCO,FCO,16/03/2015,"4,991,087","Ł42,556.22",HAYS SPECIALIST RECRUITMENT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,988,124","Ł43,856.22",CONFEDERATION OF INDIAN INDUSTRY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,973,769","Ł46,419.66",ALEXANDRIA TOWERS INVESTORS LLC DBA,Learning and Development for overseas staff
FCO,FCO,16/03/2015,"4,992,962","Ł47,236.00",WASAFIRI CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,992,387","Ł49,481.14",INTERSERVE FM LTD,FM Interserve Works
FCO,FCO,16/03/2015,"4,993,083","Ł49,947.00",ARTICLE 19,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,987,308","Ł67,510.85",THE ASIA FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,991,562","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,991,565","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,991,576","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,991,579","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,991,585","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,991,587","Ł73,118.80",S MACNEILLIE & SON LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/03/2015,"4,993,091","Ł89,904.28",INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,993,303","Ł195,000.00",THE WORLD BANK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/03/2015,"4,992,440","Ł272,214.10",INTERSERVE FM LTD,Construction Project more than ÂŁ10k
FCO,FCO,16/03/2015,"4,993,037","Ł695,900.00",MERCY CORPS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/03/2015,"4,987,378","Ł26,589.02",SAYARA MEDIA COMMUNICATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/03/2015,"4,989,884","Ł27,111.61",ASEAN CSR NETWORK LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/03/2015,"4,994,196","Ł28,657.10",BRITISH CHAMBER OF COMMERCE THAILAND,UKTI HQ Allocation- DSO
FCO,FCO,17/03/2015,"4,993,515","Ł33,486.48",NAJMI SONS AND BROTHERS LTD,Fuel
FCO,FCO,17/03/2015,"4,978,071","Ł91,160.22",AFGHANISTAN CENTER FOR TRAINING AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"5,002,032","Ł25,000.00",SIPAHILER TURIZM A.S.,UKTI HQ Allocation- Marketing
FCO,FCO,18/03/2015,"4,999,784","Ł26,170.09",OBSERVATOIRE NATIONAL DE LA JEUNESSE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,975,226","Ł26,380.01",DEMOCRACY REPORTING INTERNATIONAL GMBH,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,996,300","Ł26,816.53",LIBRA LLC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,996,380","Ł26,959.22",CHINA ENERGY NET CONSULTING CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,999,761","Ł28,560.51",GTM,"Misc Security Payments, Security: Works Residential"
FCO,FCO,18/03/2015,"4,992,945","Ł29,419.76",FCO SERVICES,Security: Works Non-Residential
FCO,FCO,18/03/2015,"5,002,034","Ł30,000.00",SIPAHILER TURIZM A.S.,UKTI HQ Allocation- Marketing
FCO,FCO,18/03/2015,"4,985,748","Ł30,225.18",CHINA HEALTH DEVELOPMENT AND RESEARCH CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,996,412","Ł30,406.70",NATIONAL HEALTH DEVELOPMENT RESEARCH CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,987,809","Ł30,765.03",CAMERA DE COMERT BRITANICA ROMANA,UKTI HQ Allocation- DSO
FCO,FCO,18/03/2015,"4,995,004","Ł31,100.00",TECHNOPOLIS LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,993,049","Ł32,374.89",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,996,944","Ł33,167.70",JENAN ASIA COMPANY,Property Maintenance Overseas Non Residential
FCO,FCO,18/03/2015,"4,980,057","Ł33,675.83",FCO SERVICES,Information Systems Implementation
FCO,FCO,18/03/2015,"4,993,197","Ł35,000.00",ROYAL INTERNATIONAL CO LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,991,227","Ł35,815.67",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,991,117","Ł37,500.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,993,281","Ł40,000.00",UNICEF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,996,565","Ł41,329.99",HOTELLINE FOR TOURISTIC INVESTMENT LTD,"Meals, Rental Payments - residential"
FCO,FCO,18/03/2015,"4,991,571","Ł42,989.27",INSTITUTE FOR WAR AND PEACE REPORTING IWPR,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,978,623","Ł44,057.31",CELLEBRITE MOBILE SYNCHRONIZATION LTD,"Programme Spend (Oracle Projects Control Account), Recharge Suspense Account (Oracle PA Control Account)"
FCO,FCO,18/03/2015,"4,992,749","Ł45,950.02",FCO SERVICES,Telephone line and equipment rental charges
FCO,FCO,18/03/2015,"4,983,804","Ł46,174.28",OCVP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,987,555","Ł47,890.00",THE EURASIA PARTNERSHIP FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,992,734","Ł48,395.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,992,726","Ł48,458.72",INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,988,774","Ł49,072.47",SECURITAS SAC,Security: Works Non-Residential
FCO,FCO,18/03/2015,"4,991,311","Ł51,656.22",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,993,051","Ł53,594.46",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,993,071","Ł60,000.00",INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,991,312","Ł65,879.26",FCO SERVICES,Telephone line and equipment rental charges
FCO,FCO,18/03/2015,"4,991,091","Ł89,000.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,992,959","Ł94,163.71",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,992,331","Ł97,483.97",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,993,626","Ł97,567.27",INTERNATIONAL PEACE COOPERATION CENTER,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,978,361","Ł99,476.34",AFRICAN SKIES LTD,Local Guards
FCO,FCO,18/03/2015,"4,993,269","Ł114,003.80",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,992,702","Ł122,401.70",FCO SERVICES,IT/IS Consultancy
FCO,FCO,18/03/2015,"4,992,716","Ł123,173.60",FCO SERVICES,Information Systems Maintenance
FCO,FCO,18/03/2015,"4,991,369","Ł130,000.00",INTERNATIONAL REPUBLICAN INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/03/2015,"4,991,115","Ł142,001.30",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,991,309","Ł155,379.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,18/03/2015,"4,992,724","Ł207,428.70",FCO SERVICES,Residential Property Services
FCO,FCO,18/03/2015,"4,992,764","Ł218,626.00",FCO SERVICES,Information Systems Maintenance
FCO,FCO,18/03/2015,"4,992,750","Ł1,445,833.00",FCO SERVICES,Specialist Contractors
FCO,FCO,19/03/2015,"4,992,319","-Ł29,466.76",INTERSERVE FM LTD,Residential Property Services
FCO,FCO,19/03/2015,"4,997,855","Ł27,269.53",CM SOLUTIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/03/2015,"4,994,957","Ł27,697.97",INTERNEWS KOSOVA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/03/2015,"4,998,209","Ł27,995.96",CENTRI CIVILNIH INICIJATIVA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/03/2015,"4,994,958","Ł29,327.62",KRCT The Kosovo Rehabilitation Centre for Torture Victims,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/03/2015,"4,992,664","Ł31,099.54",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,19/03/2015,"4,992,672","Ł31,273.21",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,19/03/2015,"4,992,969","Ł32,046.00",UNIVERSITY OF SUSSEX,Specialist Contractors
FCO,FCO,19/03/2015,"4,997,868","Ł39,187.00",INTERNATIONAL BAR ASSOCIATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,19/03/2015,"4,992,667","Ł40,588.80",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Unscheduled repairs to building infrastructure"
FCO,FCO,19/03/2015,"4,993,216","Ł43,285.00",DIPLOMATIC MISSION SUPPLIES LTD,"Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,19/03/2015,"4,992,674","Ł44,971.57",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,19/03/2015,"4,993,217","Ł46,386.08",DIPLOMATIC MISSION SUPPLIES LTD,"Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,19/03/2015,"4,997,379","Ł50,000.00",BOTSWANA TOURISM,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,19/03/2015,"4,992,653","Ł54,355.10",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,19/03/2015,"4,992,658","Ł61,316.41",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
