Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier,Account  Description
FCO,FCO,27/03/2015,"4,993,416","Ł56,044.04",VENTURE LAO PTE CO LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,955","Ł56,512.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,672","Ł57,143.59",UNDP MULTI PARTNER TRUST FUND OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,012,956","Ł58,093.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"4,993,342","Ł58,980.20",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,012,940","Ł59,880.68",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,27/03/2015,"5,012,314","Ł62,057.10",AL JOMAIH AUTOMOTIVE CO,Vehicles: Materials and Parts
FCO,FCO,27/03/2015,"5,012,952","Ł62,794.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,359","Ł65,531.94",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,000,413","Ł68,420.09",TRANSPARENCY INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,012,272","Ł68,720.47",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,957","Ł69,323.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,871","Ł69,938.00",NADRA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"4,993,345","Ł77,200.71",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,004,317","Ł80,000.00",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,004,321","Ł80,000.00",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,012,934","Ł84,126.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,012,961","Ł88,182.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,008,099","Ł93,706.50",GUNNEBO SA PTY LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"4,993,344","Ł102,005.90",DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/03/2015,"5,012,958","Ł188,579.70",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"4,997,547","Ł228,667.20",DEFENCE BUSINESS SERVICES FINANCE,Mod Guarding Services Residential
FCO,FCO,27/03/2015,"5,012,356","Ł310,000.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,27/03/2015,"5,013,140","Ł1,500,000.00",NATO TF,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,014,142","-Ł97,714.72",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,170","-Ł34,939.02",CAPITA BUSINESS SERVICES LTD,Training Courses
FCO,FCO,30/03/2015,"5,014,168","-Ł25,911.59",CAPITA BUSINESS SERVICES LTD,Training
FCO,FCO,30/03/2015,"5,014,169","Ł25,911.46",CAPITA BUSINESS SERVICES LTD,Training
FCO,FCO,30/03/2015,"5,014,445","Ł28,412.24",CARE INTERNATIONAL UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,013,315","Ł28,576.56",UTRIKESDEPARTEMENTET,"Le Staff Pay, Miscellaneous Expenditure: inc subscriptions and equipment maintenance"
FCO,FCO,30/03/2015,"5,014,390","Ł29,444.00",CAMBRIDGE CONSULTANTS,Security: Works Non-Residential
FCO,FCO,30/03/2015,"5,013,274","Ł29,465.00",VERIFICATION TRAINING AND INFORMATION CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,016,039","Ł29,749.00",INSTITUTE FOR HUMAN RIGHTS AND BUSINESS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,012,969","Ł30,617.05",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,811","Ł30,797.55",THAMES VALLEY POLICE AUTH INCOME,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,013,439","Ł31,791.24",DLA PIPER UK LLP,Health And Safety
FCO,FCO,30/03/2015,"5,014,182","Ł32,195.12",CAPITA GROUP PLC,"HR, Training and Education Consultancy"
FCO,FCO,30/03/2015,"5,014,096","Ł33,787.31",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,171","Ł34,938.90",CAPITA BUSINESS SERVICES LTD,Training Courses
FCO,FCO,30/03/2015,"5,014,130","Ł37,524.49",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,013","Ł39,563.76",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,791","Ł40,095.00",POWER ELECTRICS GENERATORS LTD,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,809","Ł40,935.45",ATKINS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,013,931","Ł42,031.00",TNT EXPRESS,Specialist Contractors
FCO,FCO,30/03/2015,"5,016,109","Ł51,052.88",KELLOGG BROWN AND ROOT,Estates Management Services
FCO,FCO,30/03/2015,"5,014,422","Ł52,853.65",CARE INTERNATIONAL UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,015,985","Ł58,638.53",REUTERS FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,014,040","Ł60,971.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,994","Ł66,250.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,054","Ł76,408.68",FCO SERVICES,Information Systems Implementation
FCO,FCO,30/03/2015,"5,004,415","Ł80,000.00",JOINT NARCOTICS ANALYSIS CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,013,999","Ł80,005.97",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,998","Ł81,000.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,043","Ł90,406.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,220","Ł99,302.27",BUCKINGHAM PALACE SERVICES,GH/VIP Grant in Aid
FCO,FCO,30/03/2015,"5,013,293","Ł108,413.00",CHATHAM HOUSE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,014,038","Ł123,595.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,013,891","Ł144,977.60",KELLOGG BROWN AND ROOT,Estates Management Services
FCO,FCO,30/03/2015,"5,014,041","Ł149,164.00",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/03/2015,"5,014,028","Ł152,326.00",FCO SERVICES,Misc Security Payments
FCO,FCO,30/03/2015,"5,014,225","Ł189,090.00",UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/03/2015,"5,014,107","Ł557,917.40",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,31/03/2015,"5,016,939","-Ł617,044.00",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,016,354","Ł26,412.42",ISIS INNOVATION LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,012,279","Ł26,708.37",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,31/03/2015,"5,016,329","Ł26,772.18",N A MOVING SERVICES LTD,Heavy Baggage
FCO,FCO,31/03/2015,"5,016,344","Ł29,108.10",INFRASTRUCTURE UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,050","Ł29,935.00",WORLDREACH SOFTWARE CORPORATION,Information Systems Maintenance
FCO,FCO,31/03/2015,"5,016,678","Ł33,395.00",CAMBRIDGE CONSULTANTS,Security: Works Non-Residential
FCO,FCO,31/03/2015,"5,014,239","Ł39,914.00",NATIONAL DEMOCRATIC INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,550","Ł40,000.00",TFPL LTD,Specialist Contractors
FCO,FCO,31/03/2015,"5,016,381","Ł40,966.00",THE IRISH CENTRE FOR HUMAN RIGHTS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,824","Ł41,360.00",HEATHROW TRAVEL CARE,Human Rights : Assistance Policy
FCO,FCO,31/03/2015,"5,014,362","Ł42,745.00",CENTRE INTERPROFESSIONNEL TECHNIQUE DETUDES DE LA POLLUTION ATMOSPHERIQUE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,698","Ł52,506.00",AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,635","Ł56,587.05",SECURITY SERVICES GROUP,Misc Security Payments
FCO,FCO,31/03/2015,"5,016,353","Ł70,130.00",IISS - INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,017,075","Ł74,845.11",PROJECT HOUGOUMONT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,000,409","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,416","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,425","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,433","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,441","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,448","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,000,451","Ł92,556.60",S MACNEILLIE & SON LTD,Security: Works Residential
FCO,FCO,31/03/2015,"5,016,831","Ł97,298.44",ARK FZC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,013,694","Ł98,706.00",PHYSICIANS FOR HUMAN RIGHTS INC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,299","Ł104,000.00",COMMISSION FOR JUSTICE AND ACCOUNTABILITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,556","Ł118,935.00",CAPITA PROPERTY AND INFRASTRUCTURE LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,31/03/2015,"5,016,421","Ł120,000.00",FUJITSU SERVICES LIMITED,IT/IS Consultancy
FCO,FCO,31/03/2015,"5,016,154","Ł120,530.60",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,016,248","Ł159,867.00",CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,31/03/2015,"5,016,503","Ł207,245.30",CROWN AGENTS FINANCIAL SERVICES LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,013,291","Ł451,909.70",OROSTREAM INTERNATIONAL CONTRACTS LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,31/03/2015,"4,984,162","Ł487,067.60",FCO SERVICES,Travel Package
FCO,FCO,31/03/2015,"5,014,249","Ł601,407.40",G4S RISK MANAGEMENT LTD FORMALLY ARMOURGROUP SERVICES LTD,UK Guarding Contracts Overseas
FCO,FCO,31/03/2015,"5,014,262","Ł825,342.00",MAYDAY RESCUE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,31/03/2015,"5,014,246","Ł1,026,311.00",G4S RISK MANAGEMENT LTD FORMALLY ARMOURGROUP SERVICES LTD,UK Guarding Contracts Overseas
