UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC35738,12-Jul-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","Ł1,048.00",35738
MODGPC35739,12-Jul-12,Financial Services                 , FINANCIAL INST/MERCHANDISE,"Ł8,437.79",35739
MODGPC35740,11-Jul-12,Freight and Storage                , PUBLIC WAREHOUSING,"Ł3,447.60",35740
MODGPC35741,11-Jul-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł780.66,35741
MODGPC35742,04-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,307.94",35742
MODGPC35743,03-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,953.84",35743
MODGPC35744,03-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,743.30",35744
MODGPC35745,05-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł765.26,35745
MODGPC35746,10-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł636.00,35746
MODGPC35747,05-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,826.88",35747
MODGPC35748,11-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,010.54",35748
MODGPC35749,05-Jul-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł3,768.35",35749
MODGPC35750,03-Jul-12,General Retail and Wholesale       , SHOE STORES,Ł647.46,35750
MODGPC35751,03-Jul-12,General Retail and Wholesale       , SHOE STORES,Ł832.46,35751
MODGPC35752,11-Jul-12,General Retail and Wholesale       , SHOE STORES,Ł534.12,35752
MODGPC35753,11-Jul-12,General Retail and Wholesale       , SHOE STORES,"Ł1,019.27",35753
MODGPC35754,02-Jul-12,General Retail and Wholesale       , SHOE STORES,"Ł1,611.05",35754
MODGPC35755,05-Jul-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł2,058.00",35755
MODGPC35756,05-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,386.80",35756
MODGPC35757,09-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,386.80",35757
MODGPC35758,03-Jul-12,General Retail and Wholesale       , WOMENS READY TO WEAR STORES,"Ł1,242.00",35758
MODGPC35759,03-Jul-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł708.66,35759
MODGPC35760,09-Jul-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",Ł978.00,35760
MODGPC35761,10-Jul-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",Ł959.70,35761
MODGPC35762,06-Jul-12,General Retail and Wholesale       , TENT AND AWNING SHOPS,Ł882.00,35762
MODGPC35763,03-Jul-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł9,834.24",35763
MODGPC35764,10-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł884.62,35764
MODGPC35765,02-Jul-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł895.80,35765
MODGPC35766,03-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł8,827.20",35766
MODGPC35767,03-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł9,240.00",35767
MODGPC35768,03-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł5,136.00",35768
MODGPC35769,11-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł745.20,35769
MODGPC35770,04-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł2,044.87",35770
MODGPC35771,03-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł520.80,35771
MODGPC35772,04-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,Ł900.00,35772
MODGPC35773,04-Jul-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,560.00",35773
MODGPC35774,06-Jul-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,068.96",35774
MODGPC35775,09-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,049.60",35775
MODGPC35776,10-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,078.80",35776
MODGPC35777,10-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł679.20,35777
MODGPC35778,05-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,841.70",35778
MODGPC35779,02-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł595.00,35779
MODGPC35780,06-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,101.50",35780
MODGPC35781,09-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł6,166.55",35781
MODGPC35782,09-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł6,066.65",35782
MODGPC35783,05-Jul-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł558.00,35783
MODGPC35784,10-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł978.32,35784
MODGPC35785,04-Jul-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł4,889.40",35785
MODGPC35786,02-Jul-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"Ł1,266.73",35786
MODGPC35787,11-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł2,587.00",35787
MODGPC35788,08-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,054.97",35788
MODGPC35789,06-Jul-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł570.00,35789
