Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  
Home Office ,DBS - Disclosure & Barring Service,03/09/2015,"IT, Telecomms - Managed Service",DBS - Disclosure & Barring Service,HOME OFFICE,9000189," 73,516.08 "
Home Office ,DBS - Disclosure & Barring Service,03/09/2015,Financial & Insurance Services,DBS - Disclosure & Barring Service,NATIONAL AUDIT OFFICE (NAO),3000050503," 95,000.00 "
Home Office ,DBS - Disclosure & Barring Service,03/09/2015,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001771081," 1,080,000.00 "
Home Office ,DBS - Disclosure & Barring Service,04/09/2015,"IT, Broadcasting & Telecomms",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001771534," 26,352.58 "
Home Office ,DBS - Disclosure & Barring Service,04/09/2015,"IT, Broadcasting & Telecomms",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001771534," 63,685.39 "
Home Office ,DBS - Disclosure & Barring Service,04/09/2015,"IT, Broadcasting & Telecomms",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001771534," 5,867.46 "
Home Office ,DBS - Disclosure & Barring Service,04/09/2015,"IT, Broadcasting & Telecomms",DBS - Disclosure & Barring Service,IBM DIRECT UNITED KINGDOM LTD,1001771534," 42,822.94 "
Home Office ,DBS - Disclosure & Barring Service,09/09/2015,Professional & Admin Services,DBS - Disclosure & Barring Service,HOME OFFICE,9000190," 84,092.00 "
Home Office ,DBS - Disclosure & Barring Service,14/09/2015,Financial & Insurance Services,DBS - Disclosure & Barring Service,DTZ DEBENHAM TIE LEUNG LTD,1001774550," 100,065.00 "
Home Office ,DBS - Disclosure & Barring Service,14/09/2015,HOPG Estates Business Rates,DBS - Disclosure & Barring Service,DTZ DEBENHAM TIE LEUNG LTD,1001774550," 13,336.00 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER,1001775918," 31,603.04 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER,1001775920," 56,419.69 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE,1001775921," 43,595.35 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE,1001775922," 104,815.30 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001775923," 66,415.31 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR GWENT,1001775932," 25,841.58 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HERTFORDSHIRE,1001775934," 65,357.24 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1001775939," 64,142.63 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,THE OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORTHUMBRIA,1001775959," 71,145.38 "
Home Office ,DBS - Disclosure & Barring Service,17/09/2015,Other Government Department,DBS - Disclosure & Barring Service,THE POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE,1001775960," 26,467.86 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER,1001776396," 35,267.00 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001776550," 68,272.85 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001776561," 43,391.32 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE,1001776563," 49,469.02 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL,1001776564," 34,595.94 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SOUTH YORKSHIRE,1001776568," 75,134.43 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Other Government Department,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SURREY,1001776569," 43,723.58 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001776630," 3,058,420.38 "
Home Office ,DBS - Disclosure & Barring Service,18/09/2015,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001776630," 188,427.52 "
