Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount 
Home Office ,DBS - Disclosure & Barring Service,04/05/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE,1001862545,"28,920.65"
Home Office ,DBS - Disclosure & Barring Service,13/05/2016,"IT, Broadcasting & Telecomms",DBS - Disclosure & Barring Service,HEWLETT PACKARD ENTERPRISE SERVICES UK LTD,1001866348,"-103,106.40"
Home Office ,DBS - Disclosure & Barring Service,19/05/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE,1001868650,"27,444.40"
Home Office ,DBS - Disclosure & Barring Service,20/05/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001869145,"45,676.20"
Home Office ,DBS - Disclosure & Barring Service,20/05/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,ROYAL MILITARY POLICE FORCE,1001869158,"42,766.05"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001869565,"33,309.15"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001869572,"70,764.36"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001869575,"54,273.77"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001869576,"26,610.15"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE (G),1001869581,"173,837.68"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Grant,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001869582,"143,526.64"
Home Office ,DBS - Disclosure & Barring Service,23/05/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE (G),1001869586,"42,438.56"
