CONTRACTS WHERE THE GPC IS THE PAYMENT METHOD,
SUMMARY OF EXPENDITURE,


,Jan-14
IT CONSUMBLES CONTRACT,"148,973.20"
NEW STATIONERY CONTRACT,"125,773.62"

DEFENCE TRAVEL CONTRACT - HOTELS,"187,196.94"
DEFENCE TRAVEL CONTRACT - SCHEDULE AIRLINES,"4,176,233.44"
DEFENCE TRAVEL CONTRACT - LOW COST AIRLINES,"568,206.70"
DEFENCE TRAVEL CONTRACT - RAIL,"1,316,748.85"
DEFENCE TRAVEL CONTRACT - OVERSEAS CAR HIRE,"218,896.84"
DEFENCE TRAVEL CONTRACT - BOOKING FEES,"10,654.35"
