Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
DfE,PfS,08/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,359125,164787.65
DfE,PfS,08/06/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DIOCESAN EDUCATION BOARD,359129,34385.4
DfE,PfS,08/06/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,359131,26242.83
DfE,PfS,08/06/2011,Capital Grant,Schools Capital and Revenue Grants,ST GEORGE'S HIGH SCHOOL FUND ACCOUNT,359133,95097.65
DfE,PfS,08/06/2011,Capital Grant,Schools Capital and Revenue Grants,SLOUGH ISLAMIC SCHOOL PROJECT,359137,215536.89
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,359793,2009132
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BARNET,359795,1508672
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BEXLEY LONDON BOROUGH COUNCIL,359797,775818
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRENT LONDON BOROUGH COUNCIL,359799,1592222
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BROMLEY LONDON BOROUGH COUNCIL,359801,1131506
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CROYDON LONDON BOROUGH COUNCIL,359803,1204352
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,EALING LONDON BOROUGH COUNCIL,359805,2029165
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ENFIELD LONDON BOROUGH COUNCIL,359807,1136109
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HARINGEY,359809,1224993
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HARROW LONDON BOROUGH COUNCIL,359811,749373
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HAVERING LONDON BOROUGH COUNCIL,359813,822028
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HILLINGDON LONDON BOROUGH COUNCIL,359815,1728922
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HOUNSLOW LONDON BOROUGH COUNCIL,359817,1355876
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON THAMES ROYAL BOROUGH,359819,544055
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MERTON LONDON BOROUGH COUNCIL,359821,955357
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NEWHAM LONDON BOROUGH COUNCIL,359823,1371381
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,REDBRIDGE LONDON BOROUGH COUNCIL,359825,1542528
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,359827,653475
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SUTTON LONDON BOROUGH COUNCIL,359829,809579
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WALTHAM FOREST LONDON BOROUGH COUNCIL,359831,1204477
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM CITY COUNCIL,359833,3166141
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,COVENTRY COUNTY COUNCIL,359835,1229339
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DUDELEY METROPOLITAN BOROUGH COUNCIL,359837,695567
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SANDWELL METROPOLITAN BOROUGH COUNCIL,359839,1027099
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOLIHULL METROPOLITAN BOROUGH COUNCIL,359841,461249
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,359843,817906
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WOLVERHAMPTON COUNTY COUNCIL,359845,645801
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,359847,297312
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,359849,812218
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,359851,361740
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SEFTON COUNCIL,359853,490072
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,359855,721412
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BOLTON METROPOLITAN BOROUGH COUNCIL,359857,1142775
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BURY METROPOLITAN BOROUGH COUNCIL,359859,447576
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,359861,1233719
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,359863,569697
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,359865,602159
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,359867,634903
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKPORT METROPOLITAN BOROUGH COUNCIL,359869,804055
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,359871,491235
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,TRAFFORD METROPOLITAN BOROUGH COUNCIL,359873,805173
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WIGAN METROPOLITAN BOROUGH COUNCIL,359875,603009
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,359877,643772
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,359879,1024491
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,359881,719574
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,359883,1068707
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,359885,2020689
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,359887,886620
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,359889,1726980
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,359891,2773301
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,359893,895315
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,359895,495175
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,359897,707982
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,359899,706571
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,359901,365236
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,359903,809678
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,359907,513097
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,359909,1654540
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,359911,619202
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,359913,1049300
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,359915,272111
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,359917,411349
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,359919,385222
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,359921,623517
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,359923,809125
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,359925,984819
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,359927,469192
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,359929,522619
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,359931,1926213
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,359933,567479
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,359935,887518
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,359937,2141132
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,359939,1422038
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,359941,2213329
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,359943,832583
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,359945,1238614
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,359947,443926
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,359949,500946
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,359951,1510949
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,359953,352446
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,359955,1683166
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,359957,743717
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL,359959,4117786
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,359961,621522
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,359963,912173
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE COUNTY COUNCIL,359965,2138953
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,RUTLAND COUNTY COUNCIL,359969,180331
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,359971,2396874
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,359973,770961
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,359975,1821649
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,359977,711176
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRACKNELL FOREST BOROUGH COUNCIL,359979,577940
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,359981,817648
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WEST BERKSHIRE COUNCIL,359983,550133
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,READING BOROUGH COUNCIL,359985,788105
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,359987,810477
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WOKINGHAM BOROUGH COUNCIL,359989,1099655
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CAMBRIDGESHIRE COUNTY COUNCIL,359991,1965540
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,359993,482476
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HALTON BOROUGH COUNCIL,359995,388795
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WARRINGTON BOROUGH COUNCIL,359997,380643
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,359999,2226964
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,360001,867586
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,360003,347821
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,360005,4794402
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,360007,608540
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,360009,603414
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,360011,538818
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,360013,1488856
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,360015,4880909
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,360017,994340
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,360019,3833750
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,360021,343167
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,360023,213309
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,360025,2316282
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,360027,896645
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,360029,989640
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,360031,424662
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,360033,1346102
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,360035,1527203
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,360037,2161620
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,360039,5528032
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF WIGHT COUNCIL,360041,567851
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,360043,2332836
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,360045,4032985
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,360047,2487679
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,360049,758916
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORDSHIRE COUNTY COUNCIL,360051,2470307
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOMERSET COUNTY COUNCIL,360053,1614435
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,360055,3262259
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SURREY COUNTY COUNCIL,360057,3832335
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,360059,1943823
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,360061,4203191
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,360061,117992
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER CITY COUNCIL,360063,355422
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,360065,1654716
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,KENSINGTON AND CHELSEA ROYAL BOROUGH COUNCIL,360067,344226
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HACKNEY LONDON BOROUGH COUNCIL,360069,673142
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,360071,1387632
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,360073,684066
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,360075,1464567
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WANDSWORTH LONDON BOROUGH COUNCIL,360077,942594
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,360079,798706
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,360081,430962
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,360083,1447559
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,360087,1815293
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,360089,1789500
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORD BOROUGH COUNCIL,360091,533701
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,360093,904787
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE EAST COUNCIL,360095,777510
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,360341,33839.9
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ST NORBERTS ROMAN CATHOLIC SCHOOL CROWLE BUILDING ACCOUNT,360353,31666.82
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,360355,45012.47
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SCHOOLS CONDITION SCHEME NO 2 ACCOUNT,360367,32516.77
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,360373,51727.49
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,MEXBOROUGH ST JOHN THE BAPTIST SD,360375,27326.67
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,PARSON CROSS CHURCH OF ENGLAND PRIMARY SCHOOL SD,360377,56392.56
DfE,PfS,14/06/2011,Capital Grant,Schools Capital and Revenue Grants,ST NORBETTS CHURCH PRIMARY SCHOOL,360379,67166.65
DfE,PfS,14/06/2011,Revenue Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,360383,181376.1
DfE,PfS,15/06/2011,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,360423,29763
DfE,PfS,15/06/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,360429,107087.36
DfE,PfS,15/06/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,360435,51984.17
DfE,PfS,15/06/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,360437,115247.27
DfE,PfS,15/06/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTHAMPTON COUNTY COUNCIL-ST LUKES CHURCH OF ENGLAND LOWER SCHOOL,360529,102881
DfE,PfS,20/06/2011,Revenue Grant,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,360688,58903.29
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,360690,64383.46
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,360700,39606.13
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,360702,31466.81
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,360704,49829.57
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,360710,26526.15
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,360718,60267.66
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,KATHARINE LADY BERKELEYS SCHOOL (AMG A/C),360724,36510.15
DfE,PfS,20/06/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,360726,27259.74
