UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT
MODGPC30470,20-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł90,000.00"
MODGPC30471,20-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł69,540.99"
MODGPC30472,24-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł4,946.30"
MODGPC30473,16-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,052.45"
MODGPC30474,16-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,437.84"
MODGPC30475,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,628.27"
MODGPC30476,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,510.42"
MODGPC30477,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,824.00"
MODGPC30478,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,585.60"
MODGPC30479,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,464.00"
MODGPC30480,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,688.00"
MODGPC30481,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł10,083.60"
MODGPC30482,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,505.12"
MODGPC30483,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,376.00"
MODGPC30484,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,064.80"
MODGPC30485,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,495.92"
MODGPC30486,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,787.61"
MODGPC30487,13-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,098.00"
MODGPC30488,24-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"Ł1,360.00"
MODGPC30489,17-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł587.82
MODGPC30490,26-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł600.40
MODGPC30491,17-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł675.98
MODGPC30492,24-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł551.95
MODGPC30493,26-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,Ł691.20
MODGPC30494,13-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł2,820.00"
MODGPC30495,13-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł2,158.80"
MODGPC30496,17-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,992.00"
MODGPC30497,17-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,016.40"
MODGPC30498,27-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł2,019.96"
MODGPC30499,18-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł924.00
MODGPC30500,18-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł1,008.00"
MODGPC30501,30-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,046.57"
MODGPC30502,30-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,Ł660.00
MODGPC30503,27-Apr-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,Ł503.97
MODGPC30504,19-Apr-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,Ł540.46
MODGPC30505,20-Apr-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,Ł517.98
MODGPC30506,18-Apr-12,General Retail and Wholesale       , HARDWARE STORES,Ł558.12
MODGPC30507,23-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł503.52
MODGPC30508,27-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł1,622.40"
MODGPC30509,19-Apr-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł604.93
MODGPC30510,17-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł625.00
MODGPC30511,20-Apr-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł1,131.77"
MODGPC30512,19-Apr-12,General Retail and Wholesale       , ELECTRONICS STORES,"Ł3,000.00"
MODGPC30513,19-Apr-12,General Retail and Wholesale       , VARIETY STORES,"Ł4,680.00"
MODGPC30514,20-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"Ł4,386.40"
MODGPC30515,25-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"Ł3,734.40"
MODGPC30516,24-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł1,380.00"
MODGPC30517,24-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł1,620.00"
MODGPC30518,13-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"Ł1,419.84"
MODGPC30519,20-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,929.23"
MODGPC30520,18-Apr-12,General Retail and Wholesale       , ELECTRONICS STORES,Ł847.51
MODGPC30521,30-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,204.00"
MODGPC30522,16-Apr-12,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,Ł750.00
MODGPC30523,13-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł553.50
MODGPC30524,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,298.34"
MODGPC30525,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł857.16
MODGPC30526,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,370.56"
MODGPC30527,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł630.72
MODGPC30528,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł818.64
MODGPC30529,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł670.32
MODGPC30530,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł818.64
MODGPC30531,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,175.76"
MODGPC30532,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,055.09"
MODGPC30533,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,685.30"
MODGPC30534,24-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,531.66"
MODGPC30535,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł833.36
MODGPC30536,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,121.80"
MODGPC30537,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł709.20
MODGPC30538,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł623.31
MODGPC30539,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,000.13"
MODGPC30540,24-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł8,003.15"
MODGPC30541,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł804.44
MODGPC30542,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł735.59
MODGPC30543,10-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł8,353.80"
MODGPC30544,18-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł9,846.90"
MODGPC30545,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,218.09"
MODGPC30546,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,687.58"
MODGPC30547,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł595.44
MODGPC30548,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł857.41
MODGPC30549,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł995.40
MODGPC30550,18-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł962.36
MODGPC30551,18-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,036.33"
MODGPC30552,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,479.12"
MODGPC30553,25-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł692.45
MODGPC30554,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,512.80"
MODGPC30555,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,646.22"
MODGPC30556,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,665.48"
MODGPC30557,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,715.14"
MODGPC30558,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł673.50
MODGPC30559,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,017.43"
MODGPC30560,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł922.66
MODGPC30561,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,850.02"
MODGPC30562,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł834.24
MODGPC30563,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł542.56
MODGPC30564,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,905.00"
MODGPC30565,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,354.40"
MODGPC30566,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,854.30"
MODGPC30567,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł750.92
MODGPC30568,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł9,867.84"
MODGPC30569,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł21,759.33"
MODGPC30570,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł21,759.33"
MODGPC30571,26-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł22,265.33"
MODGPC30572,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,574.00"
MODGPC30573,27-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł726.00
MODGPC30574,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł9,330.50"
MODGPC30575,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł16,695.76"
MODGPC30576,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,428.86"
MODGPC30577,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,244.06"
MODGPC30578,20-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł543.12
MODGPC30579,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,230.27"
MODGPC30580,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,110.82"
MODGPC30581,30-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,468.86"
MODGPC30582,24-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,214.88"
MODGPC30583,24-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,672.00"
MODGPC30584,24-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł907.20
MODGPC30585,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,216.80"
MODGPC30586,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,014.48"
MODGPC30587,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł706.33
MODGPC30588,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,319.41"
MODGPC30589,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł580.42
MODGPC30590,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł952.92
MODGPC30591,19-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,080.00"
MODGPC30592,26-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł8,853.90"
MODGPC30593,13-Apr-12,General Retail and Wholesale       , PKG STORES/BEER/WINE/LIQUOR,Ł574.40
MODGPC30594,26-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,678.05"
MODGPC30595,30-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,049.34"
MODGPC30596,18-Apr-12,General Retail and Wholesale       , HARDWARE STORES,Ł547.20
MODGPC30597,13-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,Ł677.55
MODGPC30598,16-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"Ł1,024.64"
MODGPC30599,24-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,Ł979.20
MODGPC30600,24-Apr-12,General Retail and Wholesale       , FABRIC STORES,"Ł2,082.40"
MODGPC30601,17-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,Ł656.44
MODGPC30602,27-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"Ł1,161.84"
MODGPC30603,24-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł550.32
MODGPC30604,13-Apr-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,Ł687.70
MODGPC30605,26-Apr-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,Ł942.48
MODGPC30606,18-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł892.26
MODGPC30607,26-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł901.86
MODGPC30608,18-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł685.96
MODGPC30609,23-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł529.20
MODGPC30610,17-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"Ł2,044.22"
MODGPC30611,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł846.00
MODGPC30612,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł846.00
MODGPC30613,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł864.00
MODGPC30614,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł882.00
MODGPC30615,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł810.00
MODGPC30616,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł828.00
MODGPC30617,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł810.00
MODGPC30618,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł720.00
MODGPC30619,19-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł864.00
MODGPC30620,20-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł756.00
MODGPC30621,20-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł756.00
MODGPC30622,26-Apr-12,Leisure Activities                 , COMMERCIAL/PRO SPORTS,Ł516.00
MODGPC30623,24-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł595.32
MODGPC30624,24-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł595.32
MODGPC30625,24-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł595.32
MODGPC30626,24-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł595.32
MODGPC30627,24-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,Ł595.32
MODGPC30628,23-Apr-12,Leisure Activities                 , THEATRICAL PRODUCERS,"Ł1,719.54"
MODGPC30629,16-Apr-12,Leisure Activities                 , BOAT DEALERS,Ł965.64
MODGPC30630,26-Apr-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,Ł963.50
MODGPC30631,25-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł4,200.00"
MODGPC30632,13-Apr-12,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,Ł928.00
MODGPC30633,13-Apr-12,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,Ł872.00
MODGPC30634,23-Apr-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,Ł822.00
MODGPC30635,19-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł3,917.38"
MODGPC30636,16-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł3,561.56"
MODGPC30637,16-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł3,561.56"
MODGPC30638,17-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł1,177.04"
MODGPC30639,16-Apr-12,Leisure Activities                 , BOAT DEALERS,"Ł6,644.81"
MODGPC30640,24-Apr-12,Leisure Activities                 , BOAT DEALERS,"Ł5,910.71"
MODGPC30641,26-Apr-12,Leisure Activities                 , RECREATION SERVICES,Ł633.60
MODGPC30642,30-Apr-12,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,"Ł1,074.00"
MODGPC30643,17-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł504.99
MODGPC30644,17-Apr-12,Leisure Activities                 , RECREATION SERVICES,"Ł1,049.04"
MODGPC30645,18-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł560.96
MODGPC30646,30-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł709.62
MODGPC30647,19-Apr-12,Leisure Activities                 , TOURIST ATTRACTIONS AND XHBT,Ł550.00
MODGPC30648,27-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł771.12
MODGPC30649,30-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY",Ł744.00
MODGPC30650,18-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł2,875.20"
MODGPC30651,27-Apr-12,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"Ł6,372.00"
MODGPC30652,24-Apr-12,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,Ł925.00
MODGPC30653,27-Apr-12,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","Ł1,107.00"
MODGPC30654,27-Apr-12,Mail and Courier Services          , COURIER SERVICES,Ł780.37
MODGPC30655,27-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł833.00
MODGPC30656,17-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł780.00
MODGPC30657,25-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł900.00
MODGPC30658,24-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł1,518.68"
MODGPC30659,23-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł880.00
MODGPC30660,26-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł1,498.71"
MODGPC30661,24-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł1,868.00"
MODGPC30662,24-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł3,562.12"
MODGPC30663,24-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,"Ł2,620.44"
MODGPC30664,16-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł900.00
MODGPC30665,25-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł900.00
MODGPC30666,18-Apr-12,Mail and Courier Services          , COURIER SERVICES,Ł511.37
MODGPC30667,18-Apr-12,Mail and Courier Services          , POSTAGE STAMPS,Ł565.00
MODGPC30668,17-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł598.62
MODGPC30669,23-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł712.22
MODGPC30670,20-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł504.48
MODGPC30671,25-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,109.97"
MODGPC30672,26-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł504.00
MODGPC30673,13-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł844.69
MODGPC30674,26-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł636.49
MODGPC30675,13-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,432.71"
MODGPC30676,16-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,273.47"
MODGPC30677,23-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,350.49"
MODGPC30678,27-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł776.00
MODGPC30679,24-Apr-12,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,"Ł1,170.90"
MODGPC30680,19-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł990.96
MODGPC30681,25-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,174.98"
MODGPC30682,26-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł985.08
MODGPC30683,27-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł867.21
MODGPC30684,19-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,735.99"
MODGPC30685,26-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,804.38"
MODGPC30686,17-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł3,313.92"
MODGPC30687,17-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł6,913.82"
MODGPC30688,30-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł4,800.24"
MODGPC30689,27-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł4,172.56"
MODGPC30690,26-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł658.80
MODGPC30691,17-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł999.99
MODGPC30692,24-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł531.20
MODGPC30693,20-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł500.00
MODGPC30694,20-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł500.00
MODGPC30695,30-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł780.00
MODGPC30696,23-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,778.40"
MODGPC30697,30-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,622.89"
MODGPC30698,17-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,120.46"
MODGPC30699,25-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,Ł759.44
MODGPC30700,17-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł2,524.42"
MODGPC30701,17-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł2,265.25"
MODGPC30702,16-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,345.44"
MODGPC30703,24-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł3,091.81"
MODGPC30704,24-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł1,014.61"
MODGPC30705,24-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł3,091.81"
MODGPC30706,24-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł3,021.38"
MODGPC30707,25-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,505.46"
MODGPC30708,25-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,617.69"
MODGPC30709,25-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,617.69"
MODGPC30710,25-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,384.16"
MODGPC30711,16-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,273.52"
MODGPC30712,27-Apr-12,Mail Order / Direct Selling        , CATALOG MERCHANT,"Ł1,109.26"
MODGPC30713,20-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,"Ł2,329.76"
MODGPC30714,20-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł578.57
MODGPC30715,26-Apr-12,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,Ł562.97
MODGPC30716,25-Apr-12,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,Ł531.58
MODGPC30717,24-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł540.00
MODGPC30718,30-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł620.00
MODGPC30719,13-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł905.16
MODGPC30720,27-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł1,369.91"
MODGPC30721,27-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł2,575.20"
MODGPC30722,26-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł2,940.00"
MODGPC30723,23-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł773.39
MODGPC30724,23-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",Ł726.00
MODGPC30725,25-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł627.30
MODGPC30726,26-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"Ł2,880.00"
MODGPC30727,19-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł988.56
MODGPC30728,23-Apr-12,Medical Supplies and Services      , ORTHOPEDIC GOODS,Ł539.40
MODGPC30729,18-Apr-12,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,Ł960.00
MODGPC30730,18-Apr-12,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","Ł3,687.60"
