UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC65135,05-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,600,65135
MODGPC65136,08-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,441.63",65136
MODGPC65137,05-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,777.01,65137
MODGPC65138,05-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,057.00",65138
MODGPC65139,05-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,178.00",65139
MODGPC65140,04-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,034.13",65140
MODGPC65141,04-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,700.02,65141
MODGPC65142,08-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,267.14",65142
MODGPC65143,11-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,792.41,65143
MODGPC65144,10-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,527.98,65144
MODGPC65145,11-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,827.99,65145
MODGPC65146,03-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"3,246.00",65146
MODGPC65147,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,480.50",65147
MODGPC65148,04-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,952,65148
MODGPC65149,01-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"4,451.54",65149
MODGPC65150,01-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,805.11",65150
MODGPC65151,05-Jul-13,"Vehicles, Servicing and Spares     ", MOTORCYCLE DEALERS,"7,180.00",65151
MODGPC65152,11-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,716.8,65152
MODGPC65153,05-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,941.04,65153
MODGPC65154,02-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,615.29,65154
MODGPC65155,02-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,600,65155
MODGPC65156,04-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,862.64,65156
MODGPC65157,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,629.9,65157
MODGPC65158,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,560.04,65158
MODGPC65159,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,976.27,65159
MODGPC65160,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,586.08,65160
MODGPC65161,11-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,671.86",65161
MODGPC65162,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,505.8,65162
MODGPC65163,04-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,123.59",65163
MODGPC65164,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"4,143.56",65164
MODGPC65165,05-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,916.15,65165
MODGPC65166,05-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,"1,854.42",65166
MODGPC65167,02-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,600,65167
MODGPC65168,04-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,988.69,65168
MODGPC65169,04-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,180.80",65169
MODGPC65170,04-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,660,65170
MODGPC65171,04-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,597.6,65171
MODGPC65172,02-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"3,160.90",65172
MODGPC65173,05-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"3,754.10",65173
MODGPC65174,11-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"1,428.00",65174
MODGPC65175,01-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,087.29",65175
MODGPC65176,03-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,547.59,65176
MODGPC65177,09-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"2,496.02",65177
MODGPC65178,09-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,822.40",65178
MODGPC65179,09-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,809.35,65179
MODGPC65180,08-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,526.55,65180
MODGPC65181,09-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"3,120.00",65181
MODGPC65182,09-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"4,708.08",65182
MODGPC65183,08-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"1,224.00",65183
MODGPC65184,01-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"1,004.39",65184
MODGPC65185,01-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"2,544.36",65185
MODGPC65186,05-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,486.08",65186
MODGPC65187,05-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,587.86,65187
MODGPC65188,11-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,521.60",65188
MODGPC65189,10-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,020.00",65189
MODGPC65190,23-Jul-13,Auto Rental                        ,Auto Rental,890,65190
MODGPC65191,20-Jul-13,Auto Rental                        ,Auto Rental,"1,297.56",65191
MODGPC65192,14-Jul-13,Auto Rental                        ,Auto Rental,637,65192
MODGPC65193,26-Jul-13,Auto Rental                        ,Auto Rental,"5,976.06",65193
MODGPC65194,17-Jul-13,Auto Rental                        ,Auto Rental,579.6,65194
MODGPC65195,25-Jul-13,Auto Rental                        ,Auto Rental,715.83,65195
MODGPC65196,18-Jul-13,Auto Rental                        ,Auto Rental,562.8,65196
MODGPC65197,31-Jul-13,Automotive Fuel                    , SERVICE STATIONS,"2,502.89",65197
MODGPC65198,12-Jul-13,Automotive Fuel                    , SERVICE STATIONS,620,65198
MODGPC65199,17-Jul-13,Books and Periodicals              , BOOK STORES,714,65199
MODGPC65200,23-Jul-13,Books and Periodicals              , BOOK STORES,"1,056.97",65200
MODGPC65201,29-Jul-13,Books and Periodicals              , BOOK STORES,540.19,65201
MODGPC65202,16-Jul-13,Books and Periodicals              , BOOK STORES,533.99,65202
MODGPC65203,18-Jul-13,Books and Periodicals              , BOOK STORES,633.95,65203
MODGPC65204,26-Jul-13,Books and Periodicals              , BOOK STORES,"1,958.00",65204
MODGPC65205,23-Jul-13,Books and Periodicals              , BOOK STORES,630,65205
MODGPC65206,18-Jul-13,Books and Periodicals              , BOOK STORES,"1,132.90",65206
MODGPC65207,15-Jul-13,Books and Periodicals              , BOOK STORES,580.03,65207
MODGPC65208,17-Jul-13,Books and Periodicals              , BOOK STORES,718.8,65208
MODGPC65209,16-Jul-13,Books and Periodicals              , BOOK STORES,"1,247.61",65209
MODGPC65210,23-Jul-13,Books and Periodicals              , BOOK STORES,"1,017.99",65210
MODGPC65211,15-Jul-13,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,914.87,65211
MODGPC65212,22-Jul-13,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,919.5,65212
MODGPC65213,19-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,897.01,65213
MODGPC65214,17-Jul-13,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,531.6,65214
MODGPC65215,12-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"2,732.60",65215
MODGPC65216,22-Jul-13,Books and Periodicals              , BOOK STORES,642.15,65216
MODGPC65217,15-Jul-13,Books and Periodicals              , BOOK STORES,937.05,65217
MODGPC65218,16-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,820.75,65218
MODGPC65219,23-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,628.8,65219
MODGPC65220,23-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"1,281.02",65220
MODGPC65221,24-Jul-13,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,534.35,65221
MODGPC65222,29-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,740.28,65222
MODGPC65223,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,717.36,65223
MODGPC65224,19-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,527.60",65224
MODGPC65225,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,481.74",65225
MODGPC65226,25-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,821.45,65226
MODGPC65227,19-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,549.96,65227
MODGPC65228,20-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,914.84,65228
MODGPC65229,24-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,576,65229
MODGPC65230,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,149.05",65230
MODGPC65231,16-Jul-13,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"1,680.00",65231
MODGPC65232,23-Jul-13,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"2,005.44",65232
MODGPC65233,31-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,142.42",65233
MODGPC65234,22-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,933.52,65234
MODGPC65235,25-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"3,657.03",65235
MODGPC65236,17-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,447.44",65236
MODGPC65237,19-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"4,266.00",65237
MODGPC65238,30-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,847.92,65238
MODGPC65239,23-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,581.32,65239
MODGPC65240,23-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,744.83,65240
MODGPC65241,19-Jul-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,547.05,65241
MODGPC65242,19-Jul-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,638.71,65242
MODGPC65243,25-Jul-13,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"1,173.46",65243
MODGPC65244,29-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,674.00",65244
MODGPC65245,30-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"4,651.20",65245
MODGPC65246,16-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"4,990.10",65246
MODGPC65247,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,718.91,65247
MODGPC65248,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,768.36,65248
MODGPC65249,23-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,276.00",65249
MODGPC65250,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,238.04",65250
MODGPC65251,30-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,576.67,65251
MODGPC65252,19-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,774,65252
MODGPC65253,31-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,739.32",65253
MODGPC65254,18-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,786.6,65254
MODGPC65255,25-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,957.9,65255
MODGPC65256,31-Jul-13,Building Materials                 , CONSTRUCTION MATERIALS - DEF,735.6,65256
MODGPC65257,23-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,794.80",65257
MODGPC65258,22-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,827.04,65258
MODGPC65259,16-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,631.13,65259
MODGPC65260,12-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,298.92",65260
MODGPC65261,12-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,298.92",65261
MODGPC65262,12-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,298.92",65262
MODGPC65263,26-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,618.42,65263
MODGPC65264,25-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,525.44",65264
MODGPC65265,18-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"4,674.00",65265
MODGPC65266,26-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"4,418.64",65266
MODGPC65267,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,007.80",65267
MODGPC65268,25-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,360.00",65268
MODGPC65269,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,476.80",65269
MODGPC65270,30-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,719.14",65270
MODGPC65271,06-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,521.23,65271
MODGPC65272,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,524.24,65272
MODGPC65273,11-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,107.23",65273
MODGPC65274,31-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,744.74",65274
MODGPC65275,25-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,583.2,65275
MODGPC65276,29-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,966.25,65276
MODGPC65277,25-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,700.8,65277
MODGPC65278,23-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,710.82",65278
MODGPC65279,25-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,782.43",65279
MODGPC65280,23-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,477.27",65280
MODGPC65281,31-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,455.89",65281
MODGPC65282,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,720,65282
MODGPC65283,17-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,078.00",65283
MODGPC65284,29-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,435.34",65284
MODGPC65285,30-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,725.22,65285
MODGPC65286,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"6,696.00",65286
MODGPC65287,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"10,099.20",65287
MODGPC65288,24-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,702.5,65288
MODGPC65289,30-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,506.54,65289
MODGPC65290,30-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,833.85,65290
MODGPC65291,15-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,112.08",65291
MODGPC65292,18-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,345.80",65292
MODGPC65293,18-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,040.70",65293
MODGPC65294,18-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,522.53",65294
MODGPC65295,30-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,802.43,65295
MODGPC65296,15-Jul-13,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,544.9,65296
MODGPC65297,19-Jul-13,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"3,546.36",65297
MODGPC65298,12-Jul-13,Building Services                  , MASONRY/TILE/PLASTER/INSUL,"3,196.80",65298
MODGPC65299,31-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,886.44,65299
MODGPC65300,25-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"6,150.00",65300
MODGPC65301,16-Jul-13,Building Services                  , ELECTRICAL CONTRACTORS,"1,530.36",65301
MODGPC65302,26-Jul-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"4,474.40",65302
MODGPC65303,29-Jul-13,Building Services                  ," HEATING, PLUMBING, AIR COND","7,366.31",65303
MODGPC65304,12-Jul-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,540.05,65304
MODGPC65305,12-Jul-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,992.00",65305
MODGPC65306,23-Jul-13,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,628.37,65306
MODGPC65307,31-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,"3,532.80",65307
MODGPC65308,18-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,913.5,65308
MODGPC65309,18-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,584.4,65309
MODGPC65310,18-Jul-13,Building Services                  , SPEC CONTRACTORS - DEFAULT,693.47,65310
MODGPC65311,19-Jul-13,Building Services                  , AIR COND/REFRIG REPAIR SHOP,983.01,65311
MODGPC65312,31-Jul-13,Building Services                  , AIR COND/REFRIG REPAIR SHOP,839.17,65312
MODGPC65313,18-Jul-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"2,210.23",65313
MODGPC65314,17-Jul-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,899.4,65314
MODGPC65315,17-Jul-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,899.4,65315
MODGPC65316,17-Jul-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,652.73,65316
MODGPC65317,19-Jul-13,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,836.4,65317
MODGPC65318,23-Jul-13,Business Clothing and Footwear     , COMMERCIAL FOOTWEAR,"4,791.96",65318
MODGPC65319,15-Jul-13,Catering and Catering Supplies     , CATERERS,"8,827.20",65319
MODGPC65320,17-Jul-13,Catering and Catering Supplies     , FREEZER/MEAT LOCKERS,853.34,65320
MODGPC65321,24-Jul-13,Catering and Catering Supplies     , CATERERS,545,65321
MODGPC65322,24-Jul-13,Catering and Catering Supplies     , CATERERS,500,65322
MODGPC65323,23-Jul-13,Catering and Catering Supplies     , CATERERS,768.22,65323
MODGPC65324,26-Jul-13,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,891.58,65324
MODGPC65325,12-Jul-13,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,533.4,65325
MODGPC65326,23-Jul-13,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"3,878.79",65326
MODGPC65327,25-Jul-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"1,127.52",65327
MODGPC65328,15-Jul-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,925.96,65328
MODGPC65329,15-Jul-13,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"1,327.97",65329
