Department,Entity,Payment date,Transaction Number,Invoice Amount,Supplier ,Account Description
FCO,FCO,13/08/2015,"5,158,444","61,435.24",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,27/08/2015,"5,170,974","60,764.12",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/08/2015,"5,148,567","59,881.81",G4S SECURE SOLUTIONS SA,Consular Crisis Expenditure
FCO,FCO,19/08/2015,"5,163,306","59,292.14",FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,10/08/2015,"5,150,828","59,137.20",NATIONAL DEMOCRATIC INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/08/2015,"5,143,447","58,744.18",CAPITA BUSINESS SERVICES LTD,Language Exams (excl Hays)
FCO,FCO,14/08/2015,"5,159,665","58,193.70",INTERSERVE FM LTD,FM Interserve BES Maintenance
FCO,FCO,03/08/2015,"5,143,356","57,849.85",WESTMINSTER FOUNDATION FOR DEMOCRACY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,26/08/2015,"5,169,655","57,521",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Rent Deposits, Rental Payments - residential, Telephone Call Charges, Water Non-Residential, Water Residential"
FCO,FCO,14/08/2015,"5,159,637","57,054.49",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Telephone line and equipment rental charges, Waste Disposal, Water Residential"
FCO,FCO,12/08/2015,"5,154,357","56,485.90",CONSOLIDATED PR LTD,General Information Services
FCO,FCO,07/08/2015,"5,148,683","56,046.70",PEACEFUL CHANGE INITIATIVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/08/2015,"5,160,005","54,761.07",INTERSERVE FM LTD,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Estates Management Services, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Rematching / Reinstatement, Residential Property Services, Waste Disposal"
FCO,FCO,26/08/2015,"5,169,659","54,756",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Residential, Gas Residential, Rent Deposits, Rental Payments - residential, Telephone Call Charges, Water Residential"
FCO,FCO,12/08/2015,"5,153,792","54,445.30",DIPLOMAT FREIGHT SERVICES LTD(DFS),Post - Air Travel
FCO,FCO,14/08/2015,"5,160,004","54,119.60",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Rematching / Reinstatement, Residential Property Services, Waste Disposal"
FCO,FCO,07/08/2015,"5,148,580","52,651.57",G4S SECURE SOLUTIONS SA,Consular Crisis Expenditure
FCO,FCO,14/08/2015,"5,159,913","50,939.51",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,17/08/2015,"5,161,120","50,879.56",CONTROL RISKS GROUP,Local Guards
FCO,FCO,14/08/2015,"5,159,120","50,301.09",BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,26/08/2015,"5,169,638","49,892.51",ISS FACILITY SERVICES LTD FCO OP - POE,"Gas Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Waste Disposal, Water Residential"
FCO,FCO,07/08/2015,"5,149,020","48,673.13",FCO SERVICES,IT/IS Consultancy
FCO,FCO,05/08/2015,"5,145,659","48,415.39",SAUDI BRITISH JOINT BUSINESS COUNCIL SBJBC,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,24/08/2015,"5,167,176","48,006.70",VESTGUARD UK LTD,Estates - Other Machinery and Equipment
FCO,FCO,24/08/2015,"5,167,195","48,006.70",VESTGUARD UK LTD,Estates - Other Machinery and Equipment
FCO,FCO,25/08/2015,"5,168,350","47,866.89",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/08/2015,"5,148,572","47,073.97",G4S SECURE SOLUTIONS SA,Consular Crisis Expenditure
FCO,FCO,13/08/2015,"5,157,467","46,150",COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,17/08/2015,"5,161,141","45,650",ENGLANDS SPECIALIST SAFETY EQUIP,Misc Security Payments
FCO,FCO,11/08/2015,"5,152,484","45,000",IIZUKA,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/08/2015,"5,159,593","43,978.16",ISS FACILITY SERVICES LTD FCO OP - POE,"Electricity Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Waste Disposal"
FCO,FCO,21/08/2015,"5,165,678","43,600.24",INTERSERVE FM LTD,"Building Fabric Services, Building Mechanical and Engineering Services, Catering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Purchase of Furniture, Fittings and Domestic Appliances"
FCO,FCO,10/08/2015,"5,150,582","43,363.54",CREATIVE ASSOCIATES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,26/08/2015,"5,169,649","43,083.31",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Non-Residential, Gas Residential, Property Maintenance Overseas Non Residential, Property Maintenance Overseas Residential, Rental Payments - residential, Telephone Call Charges, Waste Disposal, Water Non-Residential, Water Residential"
FCO,FCO,14/08/2015,"5,158,931","42,311.63",COMMUNITY WORLD SERVICE ASIA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/08/2015,"5,157,115","42,102.23",CATHOLIC RELIEF SERVICES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/08/2015,"5,159,945","41,290.89",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,14/08/2015,"5,159,994","41,155.51",INTERSERVE FM LTD,"Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Estates Management Services, Grounds Maintenance, Mail & Porterage Services, Minor New Works <10K, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Residential Property Services, Waste Disposal"
FCO,FCO,12/08/2015,"5,155,259","40,939.29",CHONGQING LOW-CARBON ASSOCIATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,26/08/2015,"5,169,789","40,871.39",HARIS ENTERPRISES PVT LTD,Local Guards
FCO,FCO,04/08/2015,"5,144,758","40,000",TFPL LTD,Specialist Contractors
FCO,FCO,12/08/2015,"5,154,986","39,944",LAW ENFORCEMENT INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/08/2015,"5,166,145","39,892.17",SECURITAS SAC,Security: Works Residential
FCO,FCO,07/08/2015,"5,148,806","39,755.55",THE THOMSON FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/08/2015,"5,159,611","39,557.67",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Non-Residential, Gas Residential, Property Maintenance Overseas Non Residential, Property Maintenance Overseas Residential, Rental Payments - residential, Telephone Call Charges, Water Residential"
FCO,FCO,26/08/2015,"5,169,642","39,370.25",ISS FACILITY SERVICES LTD FCO OP - POE,"Electricity Non-Residential, Electricity Residential, Gas Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Water Non-Residential, Water Residential"
FCO,FCO,27/08/2015,"5,171,112","38,770.69",ZENITH COUNCIL DEUTSCHER LEVANTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/08/2015,"5,144,612","38,708.69",AMB DYNAMIC SUPPORT SRL,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,03/08/2015,"5,143,249","38,593",FCO SERVICES,Post - Air Travel
FCO,FCO,05/08/2015,"5,145,940","38,510.30",THE THOMSON FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,13/08/2015,"5,157,677","38,466.22",KELLOGG BROWN AND ROOT,UK Guarding Contracts Overseas
FCO,FCO,14/08/2015,"5,159,937","38,252.44",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Unscheduled repairs to building infrastructure"
FCO,FCO,10/08/2015,"5,150,833","38,100.80",INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/08/2015,"5,159,848","38,085.23",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,17/08/2015,"5,161,151","37,865.33",STEER DAVIES AND GLEAVE MEXICO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/08/2015,"5,143,290","37,529.10",KOIZA INTERNATIONAL LTD,Repair and maintenance of furniture and fittings
FCO,FCO,17/08/2015,"5,161,121","37,081",ASSOCIATION FOR THE PREVENTION OF TORTURE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,06/08/2015,"5,147,415","36,973.84",DX NETWORK SERVICES,Postal Services
FCO,FCO,14/08/2015,"5,159,594","36,535.74",ISS FACILITY SERVICES LTD FCO OP - POE,"Electricity Non-Residential, Electricity Residential, Gas Residential, Property Maintenance Overseas Non Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Water Non-Residential, Water Residential"
FCO,FCO,14/08/2015,"5,159,978","35,855.91",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, FM Interserve Cleaning, Unscheduled repairs to building infrastructure"
FCO,FCO,04/08/2015,"5,144,072","35,137.40",WOMEN EMPOWERMENT LITERACY DEV ORG,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/08/2015,"5,150,779","35,003.65",RANGER PROTECTION AND SECURITY COMPANY LTD,Local Guards
FCO,FCO,27/08/2015,"5,171,107","34,989.50",ZENITH COUNCIL DEUTSCHER LEVANTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/08/2015,"5,144,581","34,730.03",TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/08/2015,"5,159,695","34,086.24",INTERSERVE FM LTD,Construction Project more than £10k
FCO,FCO,12/08/2015,"5,155,015","33,310",KADEWE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/08/2015,"5,159,614","32,992.63",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Residential, Property Maintenance Overseas Non Residential, Rent Deposits, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Waste Disposal, Water Residential"
FCO,FCO,20/08/2015,"5,164,477","32,762.24",GO GROUP NLE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,04/08/2015,"5,144,042","32,670.64",SACH STRUGGLE FOR CHANGE,Human Rights: FMU
FCO,FCO,14/08/2015,"5,159,977","31,921.62",ISS FACILITY SERVICES LTD FCO OP,"FM Interserve BES Maintenance, FM Interserve Cleaning, Unscheduled repairs to building infrastructure"
FCO,FCO,05/08/2015,"5,145,883","31,762.90",MARSH UK LTD,Insurance Of Personal Effects
FCO,FCO,14/08/2015,"5,159,597","31,727.55",ISS FACILITY SERVICES LTD FCO OP - POE,"Electricity Non-Residential, Electricity Residential, Property Maintenance Overseas Residential, Rental Payments - non residential, Rental Payments - residential, Telephone Call Charges, Water Non-Residential, Water Residential"
FCO,FCO,14/08/2015,"5,159,942","31,624.48",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,03/08/2015,"5,143,465","31,470",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Specialist Training (Devolved)
FCO,FCO,03/08/2015,"5,143,491","31,399.40",TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/08/2015,"5,159,615","31,157.74",ISS FACILITY SERVICES LTD FCO OP - POE,"Bank Charges (Oracle Cash Management Control Account), Electricity Non-Residential, Electricity Residential, Gas Residential, Rental Payments - residential, Telephone Call Charges, Water Residential"
FCO,FCO,14/08/2015,"5,159,932","30,757.58",ISS FACILITY SERVICES LTD FCO OP,"Building Fabric Services, Building Mechanical and Engineering Services, Cleaning & Waste, Contract Fees, Grounds Maintenance, Mail & Porterage Services, Manned Guarding Services, Miscellaneous Expenditure: inc subscriptions and equipment maintenance, Office Support Services, Reception Services, Repair and maintenance of furniture and fittings, Residential Property Services, Unscheduled repairs to building infrastructure"
FCO,FCO,13/08/2015,"5,157,045","30,233.15",G4S SECURITY SERVICE DRC SPRL,Local Guards
FCO,FCO,07/08/2015,"5,148,537","30,000",FUJITSU SERVICES LIMITED,IT/IS Consultancy
FCO,FCO,04/08/2015,"5,144,417","29,705.16",BRITSOURCE INTERNATIONAL,Property Maintenance Overseas Residential
FCO,FCO,07/08/2015,"5,148,544","29,446.32",G4S SECURE SOLUTIONS SA,Consular Crisis Expenditure
FCO,FCO,13/08/2015,"5,157,453","28,520",KINETIC SIX LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/08/2015,"5,149,004","28,280.34",HAYS SPECIALIST RECRUITMENT LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,14/08/2015,"5,159,421","28,258.44",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
FCO,FCO,05/08/2015,"5,145,948","27,783.65",HEALIX INTERNATIONAL LTD,Hospital/Specialist Treatment
