Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-472159-64541,"30,803.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-472059-64400,"13,632.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-471976-64407,"23,327.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-471930-64443,"22,776.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-472112-64402,"26,582.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-472023-64439,"19,522.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"25,191.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-471943-64440,"26,062.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-471920-64456,"32,138.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-472115-64446,"32,030.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-472040-64418,"25,080.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-471926-64373,"23,495.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BLACKPOOL PCT,PUBLIC,PR4 3AL,ERS-471915-64364,"34,622.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-472109-64426,"39,787.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,PUBLIC,NW3 5BA,ERS-472096-64417,"31,623.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-471983-64458,"20,342.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-472043-64434,"19,068.00",,HTA - NICE follow-up,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-471990-64425,"29,664.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ROYAL CORNWALL HOSPITAL NHS TRUST,PUBLIC,TR1 2XN,ERS-472058-64395,"27,319.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"14,574.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-472031-64453,"22,836.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"14,593.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"35,044.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-472106-64428,"19,852.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"19,990.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-472114-64410,"44,764.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-472114-64410,"35,226.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-472031-64453,"24,275.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"22,465.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,ERS-471946-64454,"31,135.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"21,145.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-472020-64412,"18,725.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-471926-64373,"27,646.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"31,973.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-472102-64420,"20,448.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRADFORD DISTRICT CARE TRUST,PUBLIC,WF3 1WE,ERS-471917-64524,"30,705.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-472113-64381,"17,429.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,SO40 2RZ,ERS-472080-64442,"32,060.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-472020-64412,"18,669.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"30,720.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-472074-64437,"54,882.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-472114-64410,"98,115.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-472064-64362,"20,398.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRADFORD AND AIREDALE PCT,PUBLIC,BD5 7JR,ERS-471916-64371,"37,163.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-471953-64432,"44,420.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"18,439.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-472115-64446,"18,231.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,ERS-472110-64406,"20,186.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-472023-64439,"30,955.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-471927-64526,"21,051.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-472114-64410,"16,241.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,PUBLIC,BA21 4AT,ERS-472124-64380,"27,868.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-472035-64451,"22,497.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTH TYNESIDE NHS FOUNDATION TRUST,PUBLIC,NE34 0PL,ERS-472076-64394,"42,360.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,PUBLIC,PE27 5BB,ERS-472098-64529,"27,016.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-472159-64541,"37,906.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-472159-64541,"28,175.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-472159-64541,"46,220.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-471959-64423,"31,595.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-472040-64418,"27,552.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-472039-64387,"16,226.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-472002-64525,"18,734.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-472101-64431,"23,993.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-471926-64373,"18,731.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-471956-64404,"28,943.00",,Research for patients benefit programme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-472044-64376,"36,359.00",,Research for patients benefit programme,Programme,
