Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,08-May-13,4279067,894.24,ISS FACILITY SERVICES LTD FCO OP,Building Mechanical and Engineering Services
FCO,FCO,08-May-13,4279067,50.39,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,"2,959.64",ISS FACILITY SERVICES LTD FCO OP,Building Fabric Services
FCO,FCO,08-May-13,4279068,"1,747.82",ISS FACILITY SERVICES LTD FCO OP,Reception Services
FCO,FCO,08-May-13,4279068,"3,254.63",ISS FACILITY SERVICES LTD FCO OP,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,08-May-13,4279068,"39,974.77",ISS FACILITY SERVICES LTD FCO OP,Manned Guarding Services
FCO,FCO,08-May-13,4279068,"2,783.32",ISS FACILITY SERVICES LTD FCO OP,Cleaning & Waste
FCO,FCO,08-May-13,4279068,957.14,ISS FACILITY SERVICES LTD FCO OP,Office Support Services
FCO,FCO,08-May-13,4279068,785.69,ISS FACILITY SERVICES LTD FCO OP,Repair and maintenance of furniture and fittings
FCO,FCO,08-May-13,4279068,"1,476.50",ISS FACILITY SERVICES LTD FCO OP,Mail & Porterage Services
FCO,FCO,08-May-13,4279068,"5,121.74",ISS FACILITY SERVICES LTD FCO OP,Grounds Maintenance
FCO,FCO,08-May-13,4279068,667.02,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,"9,129.53",ISS FACILITY SERVICES LTD FCO OP,Building Mechanical and Engineering Services
FCO,FCO,08-May-13,4279068,"20,289.26",ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,867.96,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,433.98,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,"1,101.00",ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,433.98,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,"1,301.94",ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,"6,285.23",ISS FACILITY SERVICES LTD FCO OP,Unscheduled repairs to building infrastructure
FCO,FCO,08-May-13,4279068,"2,426.97",ISS FACILITY SERVICES LTD FCO OP,Residential Property Services
FCO,FCO,08-May-13,4279068,207.17,ISS FACILITY SERVICES LTD FCO OP,Building Fabric Services
FCO,FCO,08-May-13,4279068,122.35,ISS FACILITY SERVICES LTD FCO OP,Reception Services
FCO,FCO,08-May-13,4279068,227.83,ISS FACILITY SERVICES LTD FCO OP,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,08-May-13,4279068,"2,798.23",ISS FACILITY SERVICES LTD FCO OP,Manned Guarding Services
FCO,FCO,08-May-13,4279068,194.83,ISS FACILITY SERVICES LTD FCO OP,Cleaning & Waste
FCO,FCO,08-May-13,4279068,67,ISS FACILITY SERVICES LTD FCO OP,Office Support Services
FCO,FCO,08-May-13,4279068,55,ISS FACILITY SERVICES LTD FCO OP,Repair and maintenance of furniture and fittings
FCO,FCO,08-May-13,4279068,103.35,ISS FACILITY SERVICES LTD FCO OP,Mail & Porterage Services
FCO,FCO,08-May-13,4279068,358.52,ISS FACILITY SERVICES LTD FCO OP,Grounds Maintenance
FCO,FCO,08-May-13,4279068,46.69,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,639.07,ISS FACILITY SERVICES LTD FCO OP,Building Mechanical and Engineering Services
FCO,FCO,08-May-13,4279068,"1,420.25",ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,60.76,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,30.38,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,77.07,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,30.38,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,91.13,ISS FACILITY SERVICES LTD FCO OP,Contract Fees
FCO,FCO,08-May-13,4279068,439.96,ISS FACILITY SERVICES LTD FCO OP,Unscheduled repairs to building infrastructure
FCO,FCO,08-May-13,4279068,169.89,ISS FACILITY SERVICES LTD FCO OP,Residential Property Services
FCO,FCO,08-May-13,4287010,219.84,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287010,332.4,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"14,594.61",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,211.37,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,232.68,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"7,880.34",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,202.15,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287010,209.73,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287010,"5,340.49",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,209.73,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287010,287.22,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287010,"1,905.64",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,409.1,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"4,619.45",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,562.52,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"26,807.81",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,039.80",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,329.58",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,610.84",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"76,432.29",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,473.02,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,137.58,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"13,777.21",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"47,332.92",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,491.52",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,943.24",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287010,"1,835.25",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"4,414.56",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"14,995.42",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,764.91,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"2,424.17",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,366.76,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,75.59,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,330.88,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"2,692.11",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"66,727.36",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"4,185.78",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,73.69,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,162.13,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,82.5,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,150.23,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"9,774.41",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,279.29,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,97.11,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,106.16,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,892.79,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"1,045.95",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,349.85,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,640.27,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,574.54,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,156.46,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"2,409.55",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"2,963.73",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,158.27,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,"4,114.50",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"4,076.65",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"68,412.52",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"20,688.50",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"3,704.46",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,182.23,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,150.22,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,701.26,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"1,001.28",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"1,948.90",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,719.27,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,220.73,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,749.77,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,38.24,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,121.21,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,18.34,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,3.78,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,16.54,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,134.6,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"3,336.37",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,209.29,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,3.69,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,8.11,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,4.12,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,7.51,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,488.72,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,13.96,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,4.86,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,5.31,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,44.64,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,52.3,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,17.49,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,32.02,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,28.73,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,7.82,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,120.47,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,148.19,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,7.91,ISS FACILITY SERVICES LTD FCO OP,FM Interserve Cleaning
FCO,FCO,08-May-13,4287011,205.72,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,203.83,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"3,420.62",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,"1,034.43",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,185.22,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,9.11,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,7.51,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,35.06,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,50.07,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,97.44,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287011,35.96,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,227.30",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,308.04,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"4,498.46",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,248.87,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"7,619.51",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,534.01",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"7,265.57",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"3,162.48",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"19,788.76",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"11,091.69",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,157.62,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,004.04",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,547.09",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"6,082.29",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,864.73,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,453.76,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,571.64",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,626.94",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,378.06",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,388.67",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,216.68",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,057.98",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,298.16,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,443.29,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,140.46,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,638.74",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,52.54,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,25.3,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,199.37,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,41.48,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,325.82,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,49.77,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,647.05,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,78.81,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,189.95,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,142.72,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,445.03,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,048.00",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"31,139.39",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"219,559.32",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,82.66,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,334.09,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,46.21,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,674.77,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,37.33,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,142.93",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,380.1,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,089.84",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,474.37,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"2,968.31",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,"1,663.75",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,23.64,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,150.61,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,232.07,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,912.34,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,129.71,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,68.06,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,385.75,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,394.04,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,356.71,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,208.3,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,182.5,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,158.7,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,44.72,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,66.49,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,21.07,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,245.81,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,7.88,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,3.79,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,29.91,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,6.22,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,48.87,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,7.47,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,97.06,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,11.82,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,28.49,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,21.41,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
FCO,FCO,08-May-13,4287012,66.76,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
