Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
Defra,Fera,18/06/2013,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (NIAB),95544,"£60,602.25","Routine Service and Delivery: Lots 6, 7 and 8. Crop Inspection Service, Control Plots and Trials Service.",CB3 0LE,,N/A,A2AO1000,ADMINISTRATION,,
Defra,Fera,18/06/2013,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (NIAB),95547,"£25,927.18",Testing of plants to determine whether they are new species.,CB3 0LE,,N/A,A2AN1000,ADMINISTRATION,,
Defra,Fera,18/06/2013,Telephone Call Charges,Whole of FeraFera,Vodafone Ltd,95770,"£25,941.27",Quarterly mobile phone charge for 637 mobile phones,RG14  5FF,,N/A,!,ADMINISTRATION,,
Defra,Fera,20/06/2013,Direct Subcontractors,Inspectorates Programme,Agriculture and Horticulture Development Board (AHDB),96214,"£108,000.00",UK Cereals Pathogen Virulence Survey: payment of annual purchase order,CV8 2TL,,N/A,A2AN1080,ADMINISTRATION,,
DEFRA,VMD,12/06/2013,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,63841,"£190,454.17",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,,
DEFRA,Natural England,04/06/2013,Grants & contributions,"Science, Evidence & Advice",The Wildlife Trusts,SIN004949,"£35,000.00",Grant contribution for delivery of on-the-ground works to designated sites to deliver Water Framework Directive outcomes,NG24 1WT,SME,25341,,,,
DEFRA,Natural England,04/06/2013,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",University Of Hull,SOIN49918050413,"£33,335.36",Morecambe Bay Intertidal survey,HU6 7RX,,2304,,,,
DEFRA,Natural England,06/06/2013,Grants & contributions,"People, Landscape & Biodiversity",The Centre for Sustainable Healthcare,ERS-982758-44395,"£30,818.52",Access to Nature Grant: Outer Space - Knowledge into Action,OX2 7QJ,SME,,,,,
DEFRA,Natural England,10/06/2013,Science & Evidence Studies,"Science, Evidence & Advice",British Trust For Ornithology,ACCS0320210313,"£48,000.00",Biological Impacts of Climate Change Observation Network,IP24 2PU,SME,25709,,,,
DEFRA,Natural England,10/06/2013,"IT services, equipment & consumables",Corporate Services,DEFRA,1000O22956,"£2,294,884.80",Genesis IT system  recharge - January-March 2013,YO1 7PX,,,,,,
DEFRA,Natural England,10/06/2013,Staff costs,"Science, Evidence & Advice",Eurofins Food Testing UK Ltd,IN13UD057270,"£29,249.60",Chemical analyses of Zostera (plant material),WV9 5GB,,25000,,,,
DEFRA,Natural England,10/06/2013,Telephony costs,Corporate Services,Level 3 Communications UK Limited,80330157,"£54,973.93",Charges for telephony and video conference services - May 2013,RG24 8NA,,23588,,,,
DEFRA,Natural England,10/06/2013,RBS purchases,Corporate Services,Royal Bank Of Scotland,NEMAY2013BILL,"£486,258.57",Monthly payment for Government Procurement Card expenditure - June 2013,EC2M 4BA,,,,,,
DEFRA,Natural England,10/06/2013,Insurance,"People, Landscape & Biodiversity",Willis Ltd,11962311,"£46,478.88",Aviva Insurance Limited - Fleet Insurance for April 2013-March 2014,EC3M 7DQ,,25487,,,,
DEFRA,Natural England,12/06/2013,Land Management payments,Customers & Land Management,Promar International Ltd,21116690,"£25,572.00",Catchment Sensitive Farming - Whole Farm Plan,CW5 7JW,SME,24629,,,,
DEFRA,Natural England,12/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Sightlines Initiative,ERS-982796-44411,"£26,596.80",Access to Nature Grant - Sightlines Initiative Early Learning in Nature,NE2 4PS,SME,,,,,
DEFRA,Natural England,14/06/2013,Land Management payments,Customers & Land Management,A D A S UK Ltd,RIRP069421,"£52,043.76",Farm Advice Training and Information Agreement (FATI) - Nutrient Management Plan: Preparation,WV6 5AP,,24804,,,,
DEFRA,Natural England,14/06/2013,Asset purchases,Corporate Services,Atos IT Services UK Ltd,5584132045,"£74,118.00",Application development costs for the Genesis IT System - Integrated Site Assessment Database: Analysis Phase,WV10 6UH,,24716,,,,
DEFRA,Natural England,14/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Devon County Council,53009928,"£175,000.00",South West Coastal Path Grant,EX2 4QW,,24734,,,,
DEFRA,Natural England,18/06/2013,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584133645,"£888,540.00","Charge for hosting, support and development of the Genesis IT System - June 2013",WV10 6UH,,24525,,,,
DEFRA,Natural England,20/06/2013,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584133629,"£888,540.00","Charge for hosting, support and development of the Genesis IT System - May 2013",WV10 6UH,,24525,,,,
DEFRA,Natural England,20/06/2013,Asset purchases,Corporate Services,Atos IT Services UK Ltd,5584133604,"£180,000.00",Application development costs for the Genesis IT System - Casework Management Application Development: Sprint 7 complete,WV10 6UH,,24763,,,,
DEFRA,Natural England,20/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Cotswold Aonb Conservation Board,ERS-982814-44434,"£28,250.00",Cotswold Way grant 2013-14,GL54 3JH,SME,25430,,,,
DEFRA,Natural England,20/06/2013,"Rent, management & utility charges",Corporate Services,D T Z,25122,"£300,780.43",Rent for the Cambridge office - 2009-10,B4 6HT,,,,,,
DEFRA,Natural England,20/06/2013,"Rent, management & utility charges",Corporate Services,D T Z,27046,"£71,203.65",Depreciation and rent arrears for the Lincoln office - December 2009-March 2011,B4 6HT,,,,,,
DEFRA,Natural England,20/06/2013,"Rent, management & utility charges",Corporate Services,D T Z,27615,"£32,205.58",Rent for the York Office - October-December 2010,B4 6HT,,,,,,
DEFRA,Natural England,20/06/2013,"Rent, management & utility charges",Corporate Services,D T Z,43291,"-£261,065.12",Rent for the Cambridge office - January-March 2013 - credit,B4 6HT,,,,,,
DEFRA,Natural England,20/06/2013,"Rent, management & utility charges",Corporate Services,D T Z,25117,"-£308,870.39",Rent for the Cambridge office - 2009-10 - credit,B4 6HT,,,,,,
DEFRA,Natural England,20/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Groundwork North East.,ERS-982825-44444,"£45,571.54",Access to Nature Grant - Developing Forest Schools of Excellence in Natural England,DL14 7NP,,,,,,
DEFRA,Natural England,20/06/2013,"Monitoring, Evaluation & Surveillance costs","People, Landscape & Biodiversity",University of Salford,15081549,"£36,000.00",Great Crested Newt Evidence Enhancement Project - research into farmed landscape,M5 4WT,,25163,,,,
DEFRA,Natural England,24/06/2013,Land Management payments,Customers & Land Management,A D A S UK Ltd,RIRP069693,"£47,668.80",Farm Advice Training and Information Agreement (FATI) - Whole Farm Plan (Standard Activity),WV6 5AP,,,,,,
DEFRA,Natural England,24/06/2013,Reprographic Services,Corporate Services,Computacenter (UK) Ltd,3804769606,"£60,000.00",Document scanning services,AL10 9TW,,,,,,
DEFRA,Natural England,24/06/2013,Other programme expenditure,"People, Landscape & Biodiversity",Cowin Building Contractors Ltd,122513,"£37,923.13","Blean Workbase: construction of new workshop, office and machinery stores",CT6 6TE,,22431D,,,,
DEFRA,Natural England,24/06/2013,"IT services, equipment & consumables",Corporate Services,DEFRA,1000024739,"£3,636,619.08",Charge for IT service provision - December 2012 and January 2013,YO1 7PX,,,,,,
DEFRA,Natural England,26/06/2013,Land Management payments,Customers & Land Management,A D A S UK Ltd,RIRP069761,"£37,617.60",Farm Advice Training and Information Agreement (FATI) - Whole Farm Plan,WV6 5AP,,24992,,,,
DEFRA,Natural England,26/06/2013,Land Management payments,"People, Landscape & Biodiversity",Charles Blois,ERS-982942-44713,"£89,466.58",Minsmere and Walberswick National Nature Reserve Heathland Land Lease - 2013-14 - first half yearly payment - July 2013,IP17 3RJ,SME,,,,,
DEFRA,Natural England,26/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Northamptonshire County Council,ERS-982941-44707,"£68,712.30",Nature Improvement Area Fund - Nene Valley 2012-13,NN1 1DN,,,,,,
DEFRA,Natural England,26/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Plymouth City Council,ERS-982949-44708,"£63,870.40",Royal William Naval Yard South West Coast Path (SWCP) Plymouth grant,PL1 2EW,,25299,,,,
DEFRA,Natural England,26/06/2013,Grants & contributions,"People, Landscape & Biodiversity",The Marine Biological Association,ERS-982945-44711,"£25,382.91",Access to Nature Grant - Blue Sound,PL1 2PB,SME,,,,,
DEFRA,Natural England,26/06/2013,Grants & contributions,"People, Landscape & Biodiversity",The Woodland Trust,ERS-982964-44716,"£73,814.92",Access to Nature Grant - VisitWoods,NG31 6LL,,,,,,
DEFRA,Natural England,26/06/2013,Telephony costs,Corporate Services,Vodafone Ltd,67687209,"£95,618.58",Mobile phone charges – usage (1-31 May 2013 ) and service charge (1 June - 31 August 2013),RG14 5FF,,,,,,
DEFRA,Natural England,26/06/2013,Grants & contributions,"People, Landscape & Biodiversity",Yorkshire Dales National Authority,ERS-982900-44712,"£77,145.20",National Trail Grant - Maintain the Pennine Way National Trail: Pen Y Ghent,BD23 5LB,SME,25265,,,,
DEFRA,RPA,28/06/2013,Information Technology Outsourced Services,Service Management / Business As Usual Projects / Strategic Improvement Plan Administration,ACCENTURE (UK) LTD,3003216742,"£544,453.75","Costs incurred for the provision of IT and telecommunications services including broadband, consultancy, IT system support and amendments for the Single payment scheme for May-November 2013",EC3M 3BD,,,SPSS0110/SIPRLR08/PPS03700/DCBAU001,ADMIN,,
DEFRA,RPA,12/06/2013,Printing,Managed Document Services,Adare,IS1220875,"£29,976.01","Cattle Passports, May 2013 - printing costs",HD8 9QQ,,,MDSBCMS1,ADMIN,,
DEFRA,RPA,12/06/2013,Outsourced Scanning Costs,Managed Document Services,Adare,IS1220884,"£59,483.04",Single Payment Scheme scanning and data capture/Photocopying per A4/Validation Checks,HD8 9QQ,,,MDSSPS01,ADMIN,,
DEFRA,RPA,11/06/2013,Vehicles - Lease Costs,Various business areas,ARVAL,RI0000756713,"£51,318.52",Vehicle Hire - June 2013 charges ,SN5 6PE,,,N/A,ADMIN,,
DEFRA,RPA,05/06/2013,Supplier Contractors ,Strategic Improvement Plan Administration,ATKINS LTD,13007853,"£54,426.00","Consultancy services provided in May (161 consultancy days to undertake review of Trader Schemes; providing assistance in the implementation of the recommendations, a key lesson learnt from the previous reviews highlighting that this is critical in maintaining momentum.)",KT18 5BW,,,PPN11000,ADMIN,,
DEFRA,RPA,04/06/2013,Supplier Contractors ,Strategic Improvement Plan Administration,Deloitte & Touche,2410066741,"£76,560.00","Strategic Improvement Plan - Business Process Improvement - ""Making Payments"" Project",MK9 1FD,No,,PPN11000,ADMIN,,
DEFRA,RPA,21/06/2013,Supplier Contractors ,Finance Deloitte Resource,Deloitte & Touche,1110940523,"£75,909.60",Support to Finance and Compliance Function - 29 October 2012-30 June 2013.,MK9 1FD,No,,N/A,ADMIN,,
DEFRA,RPA,19/06/2013,Information Technology Outsourced Services,Service Management,DSGi Business,11902275,"£75,834.00",Monthly Service Delivery Charge - May 2013,BL9 7BJ,,,OFFS0125,ADMIN,,
DEFRA,RPA,14/06/2013,Maintenance and Facility Management Service,Sustainable Workplace Management,DTZ,42580,"£31,255.97",Northallerton Facility Management Core Charges / first quarter building charges 2013-14  ,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,14/06/2013,Maintenance and Facility Management Service,Sustainable Workplace Management,DTZ,42631,"£47,558.59",Workington Facility Management Core Charges / first quarter building charges 2013-14,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,14/06/2013,Maintenance and Facility Management Service,Sustainable Workplace Management,DTZ,42649,"£29,594.91",Reading Facility Management Core Charges / first quarter building charges 2013-14  ,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,14/06/2013,Maintenance and Facility Management Service,Sustainable Workplace Management,DTZ,42651,"£25,300.97",Newcastle Facility Management Core Charges / first quarter building charges 2013-14  ,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,17/06/2013,Maintenance and Facility Management Service,Sustainable Workplace Management,DTZ,42578,"£30,251.82",Carlisle Facility Management Core Charges / first quarter building charges 2013-14  ,B4 6AJ,No,,N/A,ADMIN,,
DEFRA,RPA,17/06/2013,Defra Estates Recharge,Sustainable Workplace Management,DTZ,42837,"£46,773.56",Reading establishment costs / depreciation charges for May,B4 6AJ,No,,N/A,ADMIN,,
DEFRA,RPA,18/06/2013,Defra Estates Recharge,Sustainable Workplace Management,DTZ,43164,"£46,773.56",Reading establishment costs / depreciation charges for June,B4 6AJ,No,,N/A,ADMIN,,
DEFRA,RPA,25/06/2013,Rent/Rates/Electricity/Water,Sustainable Workplace Management,DTZ,41934,"£194,580.71",Northallerton expenditure (Rent/Rates / Electricity / Water Charges) quarterly in arrears - 1 January-31 March 2013,B4 6AJ,No,,N/A,ADMIN,,
DEFRA,RPA,25/06/2013,Rent/Defra Estate Charge/Rates/Other Works & services/Water,Sustainable Workplace Management,DTZ,41987,"£196,156.36",Exeter expenditure (Rent/Rates / Electricity / Water Charges) quarterly in arrears - 1 January-31 March 2013,B4 6AJ,No,,N/A,ADMIN,,
DEFRA,RPA,26/06/2013,"Rent/Gas/Rates/Other Works & services/Water/OTHER ENERGY,UTILITIES/Defra Estates Recharge",Sustainable Workplace Management,DTZ,42015,"£201,735.77",Newcastle expenditure (Rent/Rates / Electricity / Water Charges) quarterly in arrears -  1 January-31 March 2013,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,26/06/2013,"Rent/Rates/Other Works & services/Water/OTHER ENERGY,UTILITIES/Defra Estates Recharge",Sustainable Workplace Management,DTZ,42020,"£32,413.35",Newmarket expenditure (Rent/Rates / Electricity / Water Charges) quarterly in arrears - 1 January-31 March 2013,B4 6AJ,,,N/A,ADMIN,,
DEFRA,RPA,06/06/2013,Food Standards Agency,British Cattle Movement service,Food Standards Agency,1702042,"£57,821.40",Cattle Passports work for March 2013,YO1 7PX,,,N/A,ADMIN,,
DEFRA,RPA,25/06/2013,Supplier Contractors ,Common Agricultural Policy Delivery Programme - Future Options Programme Resources,GARTNER GROUP UK LTD,20074465,"£72,470.40",To provide assurance for support of Future Options Programme Target Architecture from 3-31 December 2012,TW20 9AW,No,,FOP01000,ADMIN,,
DEFRA,RPA,10/06/2013,Asset Clearing Accounts ,Strategic Improvement Plan Administration,IBM,5805130320,"£49,047.39",Information Technology baseline services for May 2013,PO6 3AE,No,,SIP06000,ADMIN,,
DEFRA,RPA,10/06/2013,Information Technology Outsourced Services,Service Management,IBM,5805131111,"£742,151.13",Information Technology baseline services for June 2013,PO6 3AE,No,,IBMBS000,ADMIN,,
DEFRA,RPA,12/06/2013,Information Technology Outsourced Services,Service Management,IBM,5805130539,"£36,400.45",Costs of Project Lion - a project that dealt with company '2e2' going into administration and the work carried out during this period. IBM was asked to complete a number of pre-requisite activities in support of a go/no-go decision concerning a lift and shift data centre move into IBM’s hosted facility in Sampson House.  May 2013,PO6 3AE,No,,IBMBS000,ADMIN,,
DEFRA,RPA,27/06/2013,Information Technology Outsourced Services,Business As Usual Projects,IBM,5806130842,"£64,977.93",Work Package Order Upgrade and Re-Platform of Lightweight Directory Access Protocol and Jumpstart to support the Agency's third party supplier testing prior to bringing the new infrastructure into production. ,PO6 3AE,No,,PPT02500,ADMIN,,
DEFRA,RPA,27/06/2013,Information Technology Outsourced Services,Business As Usual Projects,IBM,5806130843,"£35,755.09",Rural Payments Agency small applications for scoping on-boarding and formal support phase,PO6 3AE,No,,PPT02700,ADMIN,,
DEFRA,RPA,24/06/2013,Cartographic & Digitising,Planning & Modelling ,InfoTech Enterprises Europe Ltd,960000632,"£99,007.62","Renewal of Infotech to maintain accuracy of Rural Land Register, December 2012-November 2013.",WC1V 6RL,,,N/A,ADMIN,,
DEFRA,RPA,06/06/2013,Agency Staff,Various business areas,Networkers International,411050998,"£25,346.40","Customer, Payments and Accounts Team sixteen temporary workers for week ending 26/05/2013",BR1 1HP,,,SIP03000,ADMIN,,
DEFRA,RPA,14/06/2013,Supplier Contractors ,Common Agricultural Policy Delivery Programme - Future Options Programme Resources,PRICE WATERHOUSE COOPERS,1353978698,"£359,754.00",Fee for support to Common Agricultural Policy Delivery Programme - Agile Development for February 2013,E14 9SQ,,,FOP01000,ADMIN,,
DEFRA,RPA,14/06/2013,Supplier Contractors ,Common Agricultural Policy Delivery Programme - Future Options Programme Resources,PRICE WATERHOUSE COOPERS,1354000031,"£328,773.60",Fee for support to Common Agricultural Policy Delivery Programme - Agile Development for period 1-29 March 2013,E14 9SQ,,,FOP01000,ADMIN,,
DEFRA,RPA,24/06/2013,Supplier Contractors ,Internal Audit,PRICE WATERHOUSE COOPERS,1353932036,"£74,085.96","Support to Internal Audit, 26 October 2012-31 March 2013",E14 9SQ,,,N/A,ADMIN,,
DEFRA,RPA,19/06/2013,Travel,Various business areas,Redfern Travel,058368,"£112,423.31",Travel Costs incurred during May 2013 as per the Government Procurement Service contract,BD1 3AE,,,N/A,ADMIN,,
DEFRA,RPA,07/06/2013,Information Technology Outsourced Services,Service Management,SOFTWARE AG (UK) LTD,1109003716,"£256,296.00",E-Channel Project Core Support 2013 - April Professional Services quarterly payment,DE24 8HS,,,CORS0210,ADMIN,,
DEFRA,RPA,10/06/2013,Information Technology Outsourced Services,Business As Usual Projects,SOFTWARE AG (UK) LTD,1109003611,"£76,728.00",Single Payment Scheme 2013 Rollover Application stable and agreed defects and issues resolved and released in production,DE24 8HS,,,PPS08800,ADMIN,,
DEFRA,RPA,10/06/2013,Supplier Contractors ,Common Agricultural Policy Delivery Programme - Future Options Programme Resources,SOFTWARE BOX LTD,INV64271,"£47,941.54",43 days of Open Text (information management software) Professional Services and Expenses,YO6 1ET,,,FOP01000,ADMIN,,
DEFRA,RPA,19/06/2013,Information Technology Outsourced Services,Service Management,Steria Limited,100048164,"£554,034.00",Core Services - quarterly charges for 1 July-30 September 2013,M14 0WN,,,CORS0150,ADMIN,,
DEFRA,RPA,19/06/2013,Information Technology Outsourced Services,Service Management,Steria Limited,100048165,"£34,622.40","Accommodation - Quarterly charges for 1 July-30 September 2013.  (This is the quarterly charge for Accommodation for the Steria ‘Rural Payments Agency’ Team located at  Thames Valley Park, Reading premises.)",M14 0WN,,,CORS0120,ADMIN,,
DEFRA,RPA,19/06/2013,Information Technology Outsourced Services,Service Management,Steria Limited,100048166,"£192,608.40",Enhancements - quarterly charges for 1 July-30 September 2013.  (Enhancement services are a fixed quarter fee that RPA pay to Steria for them to ensure availability of a number of skilled support people such that small projects can be carried out without the need to provision new people each time. The process is managed via an internal Change Control Board chaired by Finance on a weekly basis. This payment is a contractual commitment.),M14 0WN,,,CORS0140,ADMIN,,
DEFRA,RPA,05/06/2013,Asset Clearing Accounts ,Strategic Improvement Plan Administration,Trustmarque Solutions Ltd,2191809,"£30,780.00","SharePoint (software) Implementation, Testing, Licences and Training.",YO32 9WN,,,SIP06000,ADMIN,,
DEFRA,RPA,24/06/2013,Information Technology Licences,Service Management,Trustmarque Solutions Ltd,2193201,"£28,389.50","Citrix Xen App Platinum Annual Support Renewal, 22 June 2013-21 June 2014.  (XenApp is an application delivery solution that enables any Windows application to be delivered as a service to users anywhere on any device. )",YO32 9WN,,,OFFS0250,ADMIN,,
DEFRA,RPA,05/06/2013,Rural Payments Agency  Vehicle Scheme Costs,Commercial,Willis Limited,11951504,"£89,676.00",Motor fleet insurance April 2013-March 2014,IP1 1TA,,,N/A,ADMIN,,
DEFRA,Seafish,24/06/2013,Contract,Project,Wildfire,18441,"£25,600.00",Contract fees - multiplatform media in Higher Education Sector project,EH7 4HS,,,,,975921084,
DEFRA,Royal Botanic Gardens Kew,04/06/2013,Planned Maintenance,Planned Maintenance,Mtec Warehousing Ltd,MS0220047,"£92,220.00",Deinstallation of the David Nash Exhibition (a large sculptural exhibition across several sites at Kew),,,,,,,
DEFRA,Royal Botanic Gardens Kew,04/06/2013,General Rates,General Rates,MID SUSSEX DISTRICT COUNCIL,MS0220070,"£90,432.00","Annual rates bill for Wakehurst Place, East Sussex",,,,,,,
DEFRA,Royal Botanic Gardens Kew,25/06/2013,Laboratory,Laboratory,Leica Microsystems (UK) Limited,MS0219875,"£83,161.80",Laboratory equipment,,,,,,,
DEFRA,Royal Botanic Gardens Kew,11/06/2013,Electricty,Utilitities,EDF Energy Customers plc,MS0219573,"£59,900.98",Kew Gardens electricity costs - June 2013 ,,,,,,,
DEFRA,Royal Botanic Gardens Kew,04/06/2013,Planned Maintenance,Planned Maintenance,Mtec Warehousing Ltd,MS0220046,"£49,440.00",Deinstallation of the David Nash Exhibition (a large sculptural exhibition across several sites at Kew),,,,,,,
DEFRA,Royal Botanic Gardens Kew,25/06/2013,Cleaning,Cleaning,Design Clean Limited,MS0220762,"£42,310.64",Cleaning contract costs -  June 2013,,,,,,,
DEFRA,Royal Botanic Gardens Kew,04/06/2013,Planned Maintenance,Planned Maintenance,Brute Force and Ignorance,MS0220087,"£37,478.52",Deinstallation of the David Nash Exhibition (a large sculptural exhibition across several sites at Kew),,,,,,,
DEFRA,Royal Botanic Gardens Kew,04/06/2013,Planned Maintenance,Planned Maintenance,Hughes Specialised Transport Ltd,MS0219849,"£34,164.00",Deinstallation of the David Nash Exhibition (a large sculptural exhibition across several sites at Kew),,,,,,,
DEFRA,AHDB,24/06/2013,Invoice,,South Holland District Counc,40004578 2012/13,"£25,648.00",Business rates for Sutton Bridge premises - April 2012 to April 2013,,South Holland District Counc,,,,,
DEFRA,AHDB,24/06/2013,Invoice,,National Inst of Ag Botany,NI5387,"£27,507.50",Recommended lists cereals and oilseeds trials - second installment,,National Inst of Ag Botany,,,,100132207,
DEFRA,AHDB,17/06/2013,Invoice,,Neopost Ltd Credifon,289959,"£34,000.00",Franking machine rental and postage top-up costs - November 2012 to January 2013,,Neopost Ltd Credifon,,,,,
DEFRA,AHDB,18/06/2013,Invoice,,Trailfinders Ltd,HA13SX,"£34,132.00",Flights for seven staff from London to New Zealand for an Industry Representative trip and fact-finding study tour,,Trailfinders Ltd,,,,,
DEFRA,AHDB,24/06/2013,Invoice,,National Inst of Ag Botany,NI5388,"£36,493.31",Recommended list cereals and oilseed winter trials - second installment,,National Inst of Ag Botany,,,,100132207,
DEFRA,AHDB,14/06/2013,Invoice,,TNS UK Ltd,260121432,"£38,551.92","Consumer Insight Data - Meat, Dairy and Potatoes",,TNS UK Ltd,,,,210 3254 28,
DEFRA,AHDB,28/06/2013,Invoice,,National Audit Office,CA021,"£90,000.00",Fee for external audit of financial statements,,National Audit Office,,,,417632457,
DEFRA,AHDB,24/06/2013,Invoice,,AGRII (Masstock Arable (UK) Ltd),SIN0318891,"£96,089.00",Development of Weather Station at recommended list trial sites,,AGRII (Masstock Arable (UK) Ltd),,,,575934405,
