DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,22-Jul-10,ZZ900-MoJ HQ,246000-Current Grants,WEST YORKSHIRE POLICE AUTHORITY,1025703,"£105,353.00"
Ministry of Justice,MoJ HQ,22-Jul-10,ZZ900-MoJ HQ,246000-Current Grants,WILTSHIRE POLICE AUTHORITY,1025707,"£103,192.00"
Ministry of Justice,MoJ HQ,22-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HOME OFFICE IT,1025563,"£147,097.84"
Ministry of Justice,HMCS,23-Jul-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,LOGICA UK LTD,1287275,"£25,656.13"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1286682,"£43,556.42"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1286682,"£28,918.46"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1286682,"£44,268.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1286682,"£28,825.58"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1286696,"£65,534.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1286696,"£35,788.39"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1286764,"£37,243.10"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1286765,"£32,333.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1286768,"£63,780.52"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1286769,"£43,147.20"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1286770,"£51,646.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1286771,"£47,107.58"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1286774,"£60,799.30"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1286775,"£47,306.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1286778,"£30,380.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1286779,"£43,379.98"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1286781,"£42,098.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1286781,"£109,142.32"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1286781,"£81,938.46"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1286781,"£50,578.68"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1286782,"£40,820.00"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1286835,"£87,556.86"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,532000-Tangible GBV - Additions,MOUCHEL MANAGEMENT CONSULTING LTD,1287343,"£28,687.32"
Ministry of Justice,HMCS,23-Jul-10,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1287503,"£84,864.00"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1287363,"£39,067.93"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1287363,"£46,370.73"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1286784,"£31,277.58"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1286633,"£31,878.00"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1286670,"£30,076.72"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1286670,"£25,541.46"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1286864,"£31,050.00"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1286664,"£36,787.48"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1286785,"£57,487.22"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1286816,"£27,324.00"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1286819,"£27,354.76"
Ministry of Justice,HMCS,23-Jul-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1286827,"£43,982.20"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,263000-Other Contracted Out Services,COMPASS SERVICES UK & IRELAND LTD,158837,"£30,405.48"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1286657,"£66,240.00"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1286657,"£45,540.00"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1286727,"£41,193.00"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1286650,"£36,639.00"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1286823,"£40,487.58"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1286861,"£32,292.00"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1286861,"£36,035.82"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1287622,"£32,093.28"
Ministry of Justice,HMCS,23-Jul-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1287622,"£39,893.67"
Ministry of Justice,HMCS,23-Jul-10,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1287372,"£93,602.34"
Ministry of Justice,HMCS,23-Jul-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1286665,"£33,333.50"
Ministry of Justice,HMCS,23-Jul-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PEMBROKESHIRE COUNTY COUNCIL,1286820,"£140,540.21"
Ministry of Justice,HMCS,23-Jul-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PEMBROKESHIRE COUNTY COUNCIL,1286820,"£140,540.21"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1286703,"£26,082.00"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1286758,"£29,601.00"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1286679,"£177,204.91"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1286814,"£35,190.00"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,158816,"£33,327.00"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,158816,"£64,170.00"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1286681,"£31,709.03"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,STAFFORD BOROUGH COUNCIL,1286867,"£25,826.68"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1286903,"£35,067.92"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHROPSHIRE COUNCIL- SHREWSBURY,1287494,"£68,026.99"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1286638,"£27,372.26"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1286638,"£128,977.16"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1286638,"£42,941.31"
Ministry of Justice,HMCS,23-Jul-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1286693,"£27,118.04"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1287049,"£25,349.61"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1287086,"£66,048.21"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1286786,"£50,094.00"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1286786,"£49,266.00"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1286786,"£198,420.48"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1286825,"£50,821.70"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1286760,"£66,654.00"
Ministry of Justice,HMCS,23-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1286760,"£130,978.18"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,261000-Fuel and Utilities,CORONA ENERGY,1287049,"£26,171.11"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1286795,"£58,374.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1286795,"£27,338.02"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1286747,"£28,773.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1286809,"£79,769.63"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1286803,"£61,272.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1286846,"£69,552.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1286846,"£37,467.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1286652,"£50,922.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1286757,"£46,368.00"
Ministry of Justice,HMCS,23-Jul-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1286757,"£60,030.00"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1286680,"£32,631.00"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1286682,"£295,306.71"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1286757,"£39,951.00"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1286766,"£131,896.33"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR PATRICK O'CONNOR QC#200806482-B5,158875,"£25,585.63"
Ministry of Justice,HMCS,23-Jul-10,IZ999-RCJ Group,311200-Criminal Legal Aid,MR HENRY BLAXLAND QC#200806483-B5,158876,"£25,145.00"
Ministry of Justice,Tribunals,23-Jul-10,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1216,"£1,341,204.25"
Ministry of Justice,Tribunals,23-Jul-10,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1039052,"£55,961.22"
Ministry of Justice,Tribunals,23-Jul-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1038878,"£56,519.82"
Ministry of Justice,MoJ HQ,23-Jul-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1025716,"£92,934.33"
Ministry of Justice,MoJ HQ,23-Jul-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1025716,"£56,401.50"
Ministry of Justice,MoJ HQ,23-Jul-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1025719,"£52,710.98"
Ministry of Justice,MoJ HQ,23-Jul-10,ZZ900-MoJ HQ,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1025720,"£31,465.00"
Ministry of Justice,Tribunals,23-Jul-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1038798,"£54,419.40"
Ministry of Justice,Tribunals,23-Jul-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1038807,"£27,779.03"
Ministry of Justice,Tribunals,23-Jul-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1038807,"£46,805.26"
Ministry of Justice,Tribunals,23-Jul-10,TR120-Corporate,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1038809,"£72,590.53"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,NINIAN SOLUTIONS LTD,1025894,"£58,750.00"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1025862,"£1,348,344.05"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1025780,"£99,931.49"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1025780,"£104,028.68"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1025780,"£99,931.49"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1025865,"£157,650.73"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1025865,"£225,579.81"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1025865,"£146,237.90"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1025865,"£336,493.39"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,212001-Agency staff,PARITY RESOURCES LTD,1025911,"£25,353.35"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1025781,"£27,784.05"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1025781,"£25,439.93"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1025781,"£115,766.88"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1025781,"£27,784.05"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1025838,"£42,228.37"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,SAP (UK) LTD,1025932,"£36,280.98"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1025827,"£55,560.35"
Ministry of Justice,MoJ HQ,26-Jul-10,ZZ900-MoJ HQ,223000-Other Expenditure,UNIVERSITY OF LEICESTER,1025960,"£26,432.00"
Ministry of Justice,Tribunals,27-Jul-10,TR200-Regional South,221000-Property Rent and Rates,DEPARTMENT FOR WORK & PENSIONS (DWP),1039346,"£106,745.38"
Ministry of Justice,Tribunals,27-Jul-10,TR120-Corporate,222002-Other Property Costs,TELEREAL TRILLIUM,1039452,"£33,257.44"
Ministry of Justice,Tribunals,27-Jul-10,TR120-Corporate,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1039465,"£54,044.92"
Ministry of Justice,HMCS,28-Jul-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1291592,"£276,072.78"
Ministry of Justice,HMCS,28-Jul-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1291592,"£195,874.62"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,159942,"£61,833.36"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,532000-Tangible GBV - Additions,METSHAPE LTD,1291654,"£63,906.49"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,263000-Other Contracted Out Services,BAXTERSTOREY LTD,1291160,"£62,796.87"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,263000-Other Contracted Out Services,BAXTERSTOREY LTD,1291160,"£68,692.34"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1291289,"£35,845.94"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,222002-Other Property Costs,MITIE SECURITY LTD,1291663,"£753,467.90"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1292679,"£27,061.77"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1292564,"£34,978.83"
Ministry of Justice,HMCS,28-Jul-10,BZ999-London Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1292599,"£124,978.44"
Ministry of Justice,HMCS,28-Jul-10,CZ999-South East Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1291211,"£61,159.77"
Ministry of Justice,HMCS,28-Jul-10,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1291289,"£27,667.63"
Ministry of Justice,HMCS,28-Jul-10,CZ999-South East Region,130001-Other Income,MARSTON GROUP,1291623,"£37,256.69"
Ministry of Justice,HMCS,28-Jul-10,DZ999-South West Region,532000-Tangible GBV - Additions,HAMPSHIRE COUNTY COUNCIL,1291455,"£700,000.00"
Ministry of Justice,HMCS,28-Jul-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WB GRIFFITHS & SON LTD,1292634,"£70,870.95"
Ministry of Justice,HMCS,28-Jul-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WB GRIFFITHS & SON LTD,1292634,"£33,226.17"
Ministry of Justice,HMCS,28-Jul-10,EZ999-Wales Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1291229,"£35,853.57"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,265000-IT & Telecommunications,CABLE & WIRELESS,1291229,"£48,993.97"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,222001-Maintenance,DH FATHERS LTD,1291335,"£36,329.37"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1291378,"£41,706.90"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1291664,"£82,475.94"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,262000-SCA Costs,DERBYSHIRE COURTS LTD,1291328,"£480,583.91"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,BODILL & SONS (CONTRACTORS) LTD,1291184,"£86,316.72"
Ministry of Justice,HMCS,28-Jul-10,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1291450,"£576,385.07"
Ministry of Justice,HMCS,28-Jul-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1291687,"£135,625.00"
Ministry of Justice,HMCS,28-Jul-10,GZ999-North West Region,222002-Other Property Costs,"OCS GROUP UK LTD, OCS ENGINEERING",1291712,"£27,080.47"
Ministry of Justice,HMCS,28-Jul-10,GZ999-North West Region,532000-Tangible GBV - Additions,NORD-PLAN LTD,1291692,"£40,342.45"
Ministry of Justice,HMCS,28-Jul-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1291564,"£69,504.69"
Ministry of Justice,HMCS,28-Jul-10,GZ999-North West Region,532000-Tangible GBV - Additions,GARSIDE & LAYCOCK LTD,1291418,"£29,037.61"
Ministry of Justice,HMCS,28-Jul-10,HZ999-North East and Yorkshire,223000-Other Expenditure,HM PRISON SERVICE,1291492,"£27,032.15"
Ministry of Justice,HMCS,28-Jul-10,IZ999-RCJ Group,222001-Maintenance,EC HARRIS LLP,1291363,"£31,725.00"
Ministry of Justice,MoJ HQ,28-Jul-10,ZZ900-MoJ HQ,246000-Current Grants,UK SUPREME COURT,6185,"£2,626,560.00"
Ministry of Justice,HMCS,29-Jul-10,AR999-HMCS Central Budgets,225000-Banking and Finance,CUMBRIA COUNTY COUNCIL,163446,"£31,560.40"
Ministry of Justice,HMCS,29-Jul-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,160167,"£25,754.80"
Ministry of Justice,HMCS,29-Jul-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,161552,"£48,294.70"
Ministry of Justice,HMCS,29-Jul-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,162651,"£38,630.99"
Ministry of Justice,HMCS,29-Jul-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,163409,"£36,603.16"
Ministry of Justice,MoJ HQ,29-Jul-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6186,"£27,400,000.00"
Ministry of Justice,MoJ HQ,29-Jul-10,ZZ900-MoJ HQ,263000-Other Contracted Out Services,STAFFORDSHIRE COUNTY COUNCIL,1026286,"£158,100.95"
Ministry of Justice,MoJ HQ,29-Jul-10,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1026075,"£32,598.28"
