Department,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,  Spend  
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027, 977.40 
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027, 684.72 
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 3,540.24 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 3,540.24 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 3,540.24 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 3,540.24 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 3,443.04 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 2,790.72 "
Home Office,DBS - Disclosure & Barring Service,22/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,GRESHAM OFFICE FURNITURE LTD,1001914027," 2,790.72 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,AVON & SOMERSET CONSTABULARY (G),1001914357," 95,465.43 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001914358," 34,678.76 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001914361," 75,636.18 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001914362," 436,528.44 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001914363," 43,347.92 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001914364," 57,524.34 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISIONER FOR THAMES VALLEY (G),1001914367," 285,353.30 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CHESHIRE (G),1001914368," 48,716.39 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL (G),1001914369," 36,125.22 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR ESSEX  (G),1001914371," 334,028.20 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR LANCASHIRE (THE) (G),1001914372," 52,936.99 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR NORTH WALES (G),1001914373," 46,791.26 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR SOUTH WALES POLICE (G),1001914374," 44,887.43 "
Home Office,DBS - Disclosure & Barring Service,23/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,WEST MERCIA PCC (G),1001914380," 36,614.36 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 390,469.92 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 190,746.95 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 607,333.97 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 666,015.71 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 666,025.27 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 299,259.64 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 362,377.40 "
Home Office,DBS - Disclosure & Barring Service,26/09/2016,Business Process Outsourcing,DBS - Disclosure & Barring Service,TATA CONSULTANCY SERVICES LTD,1001915155," 464,845.76 "
Home Office,DBS - Disclosure & Barring Service,28/09/2016,Facilities Management Services,DBS - Disclosure & Barring Service,PEEL UTILITIES SERVICES LTD,1001916226," 46,411.51 "
Home Office,DBS - Disclosure & Barring Service,29/09/2016,Criminal Record Checks,DBS - Disclosure & Barring Service,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001916489," 790,394.32 "
Home Office,Home Office,09/09/2016,Professional & Admin Services,Communications,HM REVENUE & CUSTOMS,1001909510,"-65,238.00 "
Home Office,Home Office,01/09/2016,Grants,CPG - Crime & Policing Group,COLLEGE OF POLICING (G),1001906477," 4,000,000.00 "
Home Office,Home Office,02/09/2016,Professional & Admin Services,CPG - Crime & Policing Group,GOVERNMENT ACTUARY'S DEPARTMENT,3000052695," 69,871.43 "
Home Office,Home Office,02/09/2016,Grants,CPG - Crime & Policing Group,INDEPENDENT POLICE COMPLAINTS COMISSION (G),3000052699," 5,000,000.00 "
Home Office,Home Office,02/09/2016,Politics & Civic Affairs,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001907321," 35,034.18 "
Home Office,Home Office,02/09/2016,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001907083," 446,410.00 "
Home Office,Home Office,02/09/2016,Healthcare Services,CPG - Crime & Policing Group,SALVATION ARMY (THE),1001907350,"-79,087.68 "
Home Office,Home Office,02/09/2016,Healthcare Services,CPG - Crime & Policing Group,SALVATION ARMY (THE),1001907350," 1,007,009.89 "
Home Office,Home Office,02/09/2016,Healthcare Services,CPG - Crime & Policing Group,SALVATION ARMY (THE),1001907350," 359,222.29 "
Home Office,Home Office,02/09/2016,Healthcare Services,CPG - Crime & Policing Group,SALVATION ARMY (THE),1001907350," 670,769.35 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001907644," 80,131.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001907644," 197,449.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001907644," 4,707,594.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001907644," 948,158.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,AVON & SOMERSET POLICE & CRIME COMMISSIONER (G),1001907644," 8,751,822.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001907645," 97,709.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001907645," 2,033,417.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001907645," 44,147.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001907645," 401,871.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER (G),1001907645," 4,042,102.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001907646," 377,432.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001907646," 2,802,142.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CHAMBERLAIN OF LONDON (G),1001907646," 1,533,590.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001907647," 71,484.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001907647," 2,568,502.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001907647," 332,662.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,CUMBRIA POLICE & CRIME COMMISSIONER (G),1001907647," 2,393,398.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001907648," 110,876.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001907648," 1,444,394.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001907648," 48,221.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001907648," 500,784.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,DORSET POLICE & CRIME COMMISSIONERS (G),1001907648," 3,436,293.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001907649," 14,470,789.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001907649," 62,482,804.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001907649," 9,972,993.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,GREATER LONDON AUTHORITY (G),1001907649," 71,790,375.00 "
Home Office,Home Office,05/09/2016,Professional & Admin Services,CPG - Crime & Policing Group,"KELLOGG, BROWN AND ROOT LTD",1001907809," 1,707,569.65 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC) (G),1001907650," 86,585.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001907651," 38,294.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001907651," 94,294.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001907651," 2,014,987.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001907651," 421,117.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (G),1001907651," 3,597,543.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001907652," 111,008.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001907652," 4,010,209.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001907652," 699,508.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE) (G),1001907652," 6,494,315.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001907653," 118,991.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001907653," 2,397,866.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001907653," 656,386.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE FOR THE POLICE & CRIME COMMISSIONER OF NORFOLK (G),1001907653," 4,184,889.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001907654," 60,665.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001907654," 3,080,307.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001907654," 448,512.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE DURHAM POLICE & CRIME COMMISSIONER (G),1001907654," 3,559,049.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001907655," 183,624.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001907655," 5,549,893.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001907655," 924,509.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER (G),1001907655," 8,856,951.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 59,540.02 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 241,664.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 15,115,118.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 104,837.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 1,796,307.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER (G),1001907656," 18,885,875.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001907657," 41,699.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001907657," 99,954.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001907657," 3,880,772.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001907657," 695,092.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE (G),1001907657," 5,603,778.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001907658," 46,755.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001907658," 112,456.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001907658," 3,304,060.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001907658," 585,033.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR LEICESTERSHIRE (THE) (G),1001907658," 5,445,455.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001907659," 128,132.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001907659," 9,403,612.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001907659," 1,175,284.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE (G),1001907659," 10,205,596.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 35,893.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 85,858.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 36,152.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 1,905,592.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 407,577.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK (G),1001907660," 3,393,632.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001907661," 30,651.00 "
Home Office,Home Office,05/09/2016,Grants,CPG - Crime & Policing Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE (G),1001907661," 73,050.00 "
