Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
28/06/2016,6989544,156568.09,TORRE ESPACIO CASTELLANA SAU,Rental Payments - non residential
27/06/2016,6972520,155932.79,SENSETECH SYSTEMS,Assets Under Construction (Oracle PA Control Account)
02/06/2016,6787589,155780.86,ARTICLE 19,Programme Spend (Oracle Projects Control Account)
29/06/2016,6997457,155532.98,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
13/06/2016,6868487,153867.41,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
02/06/2016,6787708,151244.77,REUTERS FOUNDATION,Programme Spend (Oracle Projects Control Account)
29/06/2016,6996449,148330,EXTRASPACE SOLUTIONS,Construction Project more than £10k
23/06/2016,6956498,147960.26,EMBASSY OF BULGARIA,Rental Payments - non residential
21/06/2016,6930456,143395.25,SEGURIDAD SOCIAL,Multiple Accounts
20/06/2016,6915514,140914.54,BRITISH HIGH COMMISSIONS,Interbank Transfers/Withdrawals
23/06/2016,6954591,139783.08,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
16/06/2016,6890436,139044.29,SECUREX AGENCIES LTD,Staff and Other Advances AP Control (Oracle Ap Control Account)
27/06/2016,6971486,136458.9,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
01/06/2016,6785715,135184,MILTON KEYNES COUNCIL,Rates Taxes Non-Residential
29/06/2016,6997522,135184,MILTON KEYNES COUNCIL,Rates Taxes Non-Residential
01/06/2016,6491456,134320,ENERGY CONTAINMENT CONCEPTS LTD,Estates - Other Machinery and Equipment
06/06/2016,6818516,126070,GREENSHIELDS COWIE + CO LTD,Assets Under Construction (Oracle PA Control Account)
06/06/2016,6818497,125712.96,GENERALI ESTATE SPA,Multiple Accounts
06/06/2016,6808427,125000,GREAT BRITAIN-CHINA CENTRE,Programme Spend (Oracle Projects Control Account)
30/06/2016,7009521,120585.25,CROWN ESTATE COMMIS CASH A C,Rental Payments - residential
28/06/2016,6989564,118433,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
08/06/2016,6834929,116709.15,AFRICAN SKIES LTD,Local Guards
16/06/2016,6889513,116633.03,VOYA FINANCIAL,Multiple Accounts
01/06/2016,6778440,116600,WTG TECHNOLOGIES LIMITED,Assets Under Construction (Oracle PA Control Account)
13/06/2016,6868482,116505.96,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
08/06/2016,6838643,112056.29,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
20/06/2016,6912481,111554.15,ADP,Multiple Accounts
23/06/2016,6956474,111276,FCO SERVICES,Despatch Charges
07/06/2016,6824500,110172,WTG TECHNOLOGIES LIMITED,Assets Under Construction (Oracle PA Control Account)
16/06/2016,6891503,109764.4,SECURITY SERVICES GROUP,Misc Security Payments
01/06/2016,6778500,108717.88,BARTON ENGINEERING AND EXPORT,Construction Project more than £10k
01/06/2016,6778514,108062.71,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
15/06/2016,6880425,107853.88,ADP,Multiple Accounts
03/06/2016,6794497,107751.02,ADP,Multiple Accounts
23/06/2016,6957442,107271.19,NATIONAL HOTEL COMPLEX,Rental Payments - non residential
03/06/2016,6798449,106856,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
08/06/2016,6834992,106765.76,HEALIX INTERNATIONAL LTD,FCO Healthcare Scheme
07/06/2016,6824763,106412.67,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
29/06/2016,7002481,104742,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
09/06/2016,6843067,103048.52,GQ CHEMICALS LIMITED,Rental Payments - non residential
13/06/2016,6868441,102261.42,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
24/06/2016,6963528,102198.04,APEX HEALTH INSURANCE LIMITED,Multiple Accounts
30/06/2016,7010427,102032,SUDO UK,Programme Spend (Oracle Projects Control Account)
20/06/2016,6916426,100388.92,INDEPENDENT DIPLOMATS,Programme Spend (Oracle Projects Control Account)
13/06/2016,6862536,100347,FCO SERVICES,IT/IS Consultancy
21/06/2016,6930480,100000,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
13/06/2016,6868447,99673.32,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
08/06/2016,6839435,97120,INTEGRITY RESEARCH AND CONSULTANCY LTD,Programme Spend (Oracle Projects Control Account)
30/06/2016,7010510,93596.05,PRICEWATERHOUSE COOPERS LLP,Programme Spend (Oracle Projects Control Account)
22/06/2016,6946445,93298.13,EDENRED,Consolidated Volunteer Contribution
22/06/2016,6943464,93003.59,ISAMRADO,Programme Spend (Oracle Projects Control Account)
09/06/2016,6842755,91457.75,PURSUE LTD,Programme Spend (Oracle Projects Control Account)
09/06/2016,6843476,88447.59,TEXAF,Multiple Accounts
10/06/2016,6858722,88447.59,UTEXAFRICA,Multiple Accounts
30/06/2016,7010514,88071.58,DMS AFRICA,UK - Air Travel
28/06/2016,6989579,87870.88,KOIZA INTERNATIONAL LTD,Multiple Accounts
13/06/2016,6861580,87339.38,GOVERNMENT LEGAL DEPARTMENT,Legal Consultancy
24/06/2016,6962548,87058.64,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
23/06/2016,6956482,86832,FCO SERVICES,Despatch Charges
09/06/2016,6844433,86585,COMPUTACENTER UK LTD,Information Systems Implementation
23/06/2016,6954747,86440.22,LILLEKER BROTHERS NIGERIA,Programme Spend (Oracle Projects Control Account)
13/06/2016,6859462,86039.37,JORDANIN COEXISTENCE FOR INTERFAITH,Programme Spend (Oracle Projects Control Account)
27/06/2016,6977426,85771.13,WILLIS OF MARYLAND INC,Multiple Accounts
14/06/2016,6874852,85256.51,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
09/06/2016,6842547,84882.39,SKA INTERNATIONAL GROUP,Multiple Accounts
27/06/2016,6972556,84174.5,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
02/06/2016,6787686,84000,COMPUTACENTER UK LTD,IT/IS Consultancy
28/06/2016,6983502,83208,COMPUTACENTER UK LTD,IT/IS Consultancy
13/06/2016,6861544,83150.98,GLOBAL LUXURY IMPORTS LIMITED,Recharge Suspense Account (Oracle PA Control Account)
02/06/2016,6788636,83067.5,MINIMAL RISK CONSULTANCY LTD,UK Guarding Contracts Overseas
20/06/2016,6912434,82994.96,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
27/06/2016,6972539,82000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
21/06/2016,6937485,81798.61,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
24/06/2016,6962550,80609.69,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
13/06/2016,6861583,79188,PECHTER POLLS,Programme Spend (Oracle Projects Control Account)
06/06/2016,6814428,78504.5,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
09/06/2016,6843979,78248.4,BIDWELLS,Rental Payments - non residential
28/06/2016,6982130,77740.37,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
23/06/2016,6956442,77076,FCO SERVICES,Freight & Customs Clearance Charges
27/06/2016,6971433,77009,POWER ELECTRICS GENERATORS LTD,Assets Under Construction (Oracle PA Control Account)
09/06/2016,6842542,76769.18,SKA INTERNATIONAL GROUP,Multiple Accounts
20/06/2016,6916460,75957.64,ARTICLE 19,Programme Spend (Oracle Projects Control Account)
13/06/2016,6861659,75640.76,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
09/06/2016,6843704,75513.63,SYNERGY FOR JUSTICE LTD,Programme Spend (Oracle Projects Control Account)
28/06/2016,6989424,75148,STABILIZATION SUPPORT SERVICES,Programme Spend (Oracle Projects Control Account)
23/06/2016,6956445,75114.75,FCO SERVICES,Postal Services
06/06/2016,6803435,75000,FCO SERVICES,Information Systems Maintenance
01/06/2016,6778515,74964.82,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
01/06/2016,6762575,74473.06,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
10/06/2016,6846437,73921.03,COMPUTACENTER UK LTD,Specialist Contractors
06/06/2016,6814633,73851.2,PNP IMPREST,Interbank Transfers/Withdrawals
22/06/2016,6946500,73406,HOME OFFICE,Passport Fees
01/06/2016,6757476,72937.9,FIDELITY ASSURANCE AND REINSURANCE CO SAL,Multiple Accounts
24/06/2016,6962551,71483.1,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
16/06/2016,6890475,71204.98,CADG ENGINEERING PTE.LTD,Assets Under Construction (Oracle PA Control Account)
30/06/2016,7009434,70868.36,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
22/06/2016,6946439,70221.24,CRIMINAL JUSTICE TASK FORCE - CJTF,Recharge Suspense Account (Oracle PA Control Account)
22/06/2016,6950496,70079.69,STANDARD BANK OF MALAWI,Multiple Accounts
10/06/2016,6853460,69933.58,ECORYS GROUP UK,Programme Spend (Oracle Projects Control Account)
24/06/2016,6962543,69595.58,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
08/06/2016,6839426,69595.53,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
09/06/2016,6841964,69525,INMAA ORGANIZATION FOR DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
10/06/2016,6848627,69250,SYNERGY FOR JUSTICE LTD,Programme Spend (Oracle Projects Control Account)
13/06/2016,6860467,68835,CABINET OFFICE,Misc Security Payments
24/06/2016,6966496,68599,LONDON SOUTH BANK UNIVERSITY,Programme Spend (Oracle Projects Control Account)
09/06/2016,6842785,68380.74,TESCAN,Programme Spend (Oracle Projects Control Account)
23/06/2016,6954760,67868.61,IKA,Multiple Accounts
22/06/2016,6942497,67611.3,IESCO,Multiple Accounts
23/06/2016,6955542,67600.7,COMPUTACENTER UK LTD,IT/IS Consultancy
28/06/2016,6989530,67551,PHYSICIANS FOR HUMAN RIGHTS INC,Programme Spend (Oracle Projects Control Account)
10/06/2016,6848529,67092.07,AETNA,Multiple Accounts
15/06/2016,6884508,66720.28,CONCEPT BUILDING SERVICES SOUTHERN LTD,Construction Project more than £10k
21/06/2016,6937449,66053.14,WIENER GEBIETSKRANKENKASSE,Multiple Accounts
24/06/2016,6964610,64743.94,CROWN AGENTS NIGERIA LTD,Programme Spend (Oracle Projects Control Account)
08/06/2016,6839436,64590.34,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
09/06/2016,6843644,64487.67,GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account)
27/06/2016,6972535,64450.49,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
16/06/2016,6896500,64059.36,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
13/06/2016,6868434,63375.32,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
17/06/2016,6904543,63168.36,SKA INTERNATIONAL GROUP,Multiple Accounts
23/06/2016,6956493,62883.11,THE EGYPTIAN CONSULATE GENERAL IN LONDON,Rental Payments - non residential
30/06/2016,7010731,62876.72,DIPLOMATIC MISSION SUPPLIES LTD,Recharge Suspense Account (Oracle PA Control Account)
20/06/2016,6912436,62724.99,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
21/06/2016,6937532,62367.18,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
01/06/2016,6725450,61042.01,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
13/06/2016,6866568,61042.01,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
21/06/2016,6927434,60558.1,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
07/06/2016,6824637,60000,FRANCO BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
21/06/2016,6927429,59888.68,DIPLOMAT FREIGHT SERVICES LTD(DFS),UK - Air Travel
30/06/2016,7008469,59888.68,DIPLOMAT FREIGHT SERVICES LTD(DFS),UK - Air Travel
28/06/2016,6985426,59688.79,INSTITUTO DE GESTAO FINANCEIRA DA SEGURANCA SOCIAL,Multiple Accounts
09/06/2016,6843065,58547.24,PEACEFUL CHANGE INITIATIVE,Programme Spend (Oracle Projects Control Account)
20/06/2016,6911606,58013.1,SOLIDERE,Overseas Reclaimable Taxes
03/06/2016,6797862,57732.59,RTKL-UK LTD,Assets Under Construction (Oracle PA Control Account)
16/06/2016,6888528,57473.2,INTERSERVE FM LTD,Multiple Accounts
23/06/2016,6954761,56730.36,THE ROYAL BANK OF SCOTLAND,Recharge Suspense Account (Oracle PA Control Account)
02/06/2016,6861479,54754.32,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
06/06/2016,6801565,54696.18,CHP CASHBOX TOP UP,Interbank Transfers/Withdrawals
13/06/2016,6868429,54601.86,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
08/06/2016,6839434,54336.23,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
10/06/2016,6846510,53902,CSC COMPUTER SCIENCES LTD,Estates Management Services
29/06/2016,7004434,53902,CSC COMPUTER SCIENCES LTD,Estates Management Services
21/06/2016,6937480,53840.62,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
09/06/2016,6843120,53826,NATIONAL DEMOCRATIC INSTITUTE,Programme Spend (Oracle Projects Control Account)
13/06/2016,6868489,53812.68,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
02/06/2016,6788644,53231.15,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
21/06/2016,6941517,53200,DSTL - DEFENCE SCIENCE & TECHNOLOGY LABORATORY,Estates - Other Machinery and Equipment
29/06/2016,6996450,53179.72,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
09/06/2016,6841957,52732.55,CANTILLON LIMITED,Assets Under Construction (Oracle PA Control Account)
16/06/2016,6888470,52569.53,INTERSERVE FM LTD,Multiple Accounts
10/06/2016,6848634,52545,WILTON PARK EXECUTIVE AGENCY,Recharge Suspense Account (Oracle PA Control Account)
15/06/2016,6881736,52449.04,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
24/06/2016,6964717,52439.08,SISTEMA INTEGRADO MULTIPLE DE PAGOS,Multiple Accounts
24/06/2016,6964703,51973.42,COLLIERS INTERNATIONAL,Multiple Accounts
01/06/2016,6757712,51803.77,MAINTENANCE MANAGEMENT GROUP SAL,Multiple Accounts
20/06/2016,6912492,51789.89,BRITISH COUNCIL,Recharge Suspense Account (Oracle PA Control Account)
01/06/2016,6778532,51408.12,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
09/06/2016,6843015,51329.96,PERFORMANCE CARIOCA ADMINISTRACAO,Multiple Accounts
09/06/2016,6842778,51285.56,DMS AFRICA,UK - Air Travel
16/06/2016,6888557,51186.78,ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance
27/06/2016,6969560,50098.07,Elixir Solutions,Programme Spend (Oracle Projects Control Account)
27/06/2016,6969563,50098.07,Elixir Solutions,Programme Spend (Oracle Projects Control Account)
27/06/2016,6969565,50098.07,Elixir Solutions,Programme Spend (Oracle Projects Control Account)
17/06/2016,6904750,50000,NATIONAL CRIME AGENCY KINGSTON,Recharge Suspense Account (Oracle PA Control Account)
28/06/2016,6989474,50000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
20/06/2016,6914495,49607.73,INTERSERVE FM LTD,Multiple Accounts
09/06/2016,6842841,49576.04,OCONNELL WALSHE  AND PARTNERS LTD,Multiple Accounts
02/06/2016,6787634,49400.1,MSECURE LIMITED,Assets Under Construction (Oracle PA Control Account)
21/06/2016,6937521,49028.24,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
23/06/2016,6954589,48972.25,FCO SERVICES,Energy Saving Measures
16/06/2016,6887074,48830.05,HARIS ENTERPRISES PVT LTD,Local Guards
03/06/2016,6798504,48686.32,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
22/06/2016,6949536,47939.63,SOCIAL INSURANCE ORGANISATION,Multiple Accounts
20/06/2016,6925428,47674,COMPUTACENTER UK LTD,IT/IS Consultancy
22/06/2016,6946476,47674,COMPUTACENTER UK LTD,IT/IS Consultancy
22/06/2016,6946483,47674,COMPUTACENTER UK LTD,IT/IS Consultancy
16/06/2016,6891502,47502.85,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
21/06/2016,6937434,47334.05,IBTC PENSION MANAGERS LTD,Multiple Accounts
08/06/2016,6834983,47235.58,TNT EXPRESS,Specialist Contractors
15/06/2016,6881824,47187.64,MERITAIN HEALTH,Multiple Accounts
20/06/2016,6915579,46553.65,INTERSERVE FM LTD,Multiple Accounts
21/06/2016,6937459,46305,G4S SECURITY SERVICES KENYA LTD,UK Guarding Contracts Overseas
21/06/2016,6927468,46036.78,ELECTRONICS CENTER KABUL,General Information Services
24/06/2016,6962535,45578.63,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
23/06/2016,6954843,45518.49,SAIVER SRL,Recharge Suspense Account (Oracle PA Control Account)
27/06/2016,6971519,44780.5,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
23/06/2016,6955484,44753.84,THE ROYAL BANK OF SCOTLAND,UK - Air Travel
