Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
18/04/2016,6356516,33735.74,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
26/04/2016,6457502,33724.02,WIENER GEBIETSKRANKENKASSE,Multiple Accounts
28/04/2016,6491461,33696,WOMEN FOR WOMEN INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
28/04/2016,6481562,33485.32,BARCLAYCARD BUSINESS,Consular Credit Card Charges
15/04/2016,6339427,33406.01,CELLEBRITE MOBILE SYNCHRONIZATION LTD,Recharge Suspense Account (Oracle PA Control Account)
07/04/2016,6250153,33366.43,COMMONWEALTH SECRETARIAT,Programme Spend (Oracle Projects Control Account)
27/04/2016,6469504,33333.72,MTN,Multiple Accounts
18/04/2016,6350431,33205.63,CENTRAL PROVIDENT FUND BOARD,Multiple Accounts
20/04/2016,6395425,33164.67,RHODES UNIVERISTY,Recharge Suspense Account (Oracle PA Control Account)
14/04/2016,6319520,33027.52,AL BULOOGE GENERAL TRADING CO.W.L.L,Rental Payments - residential
22/04/2016,6423456,33018.54,IESCO,Multiple Accounts
28/04/2016,6482529,32943.04,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,IT/IS Consultancy
15/04/2016,6341704,32853.73,JLR ITALIA SPA,Assets Under Construction (Oracle PA Control Account)
26/04/2016,6456683,32727.96,BRICKELL BAY TOWER LTD,Multiple Accounts
26/04/2016,6456709,32342.96,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
07/04/2016,6248485,32322.81,EMBASSY OF THE UNITED STATES OF AMERICA,Multiple Accounts
19/04/2016,6390463,31603.19,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
05/04/2016,6222621,31589.93,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
22/04/2016,6426540,31519.1,THE ROYAL BANK OF SCOTLAND,Recharge Suspense Account (Oracle PA Control Account)
19/04/2016,6386680,31483.5,FCO SERVICES,Information Systems Maintenance
01/04/2016,6210745,31464,CAPGEMINI UK PLC,IT/IS Consultancy
07/04/2016,6250498,31412,CHATHAM HOUSE,Programme Spend (Oracle Projects Control Account)
18/04/2016,6356537,31366.48,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
11/04/2016,6283441,31361.98,OROSTREAM INTERNATIONAL CONTRACTS LTD,Property Maintenance Overseas Non Residential
04/04/2016,6213626,31142.23,ENGINE UK LLP,Public Relations
07/04/2016,6250008,31012.46,MEDIA DIVERSITY INSTITUTE,Programme Spend (Oracle Projects Control Account)
25/04/2016,6447526,30960,COMPUTACENTER UK LTD,Licences
04/04/2016,6220517,30909.94,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
15/04/2016,6342429,30815.27,ENI GAS AND POWER NV SA,Multiple Accounts
26/04/2016,6463462,30797.45,SOFTMANAGEMENT SA,Programme Spend (Oracle Projects Control Account)
04/04/2016,6220490,30791.13,CITY OF LONDON POLICE,Programme Spend (Oracle Projects Control Account)
25/04/2016,6447481,30685.35,EUROPEAN SPACE AGENCY,Protocol - General VAT Refunds to Other Organisations
11/04/2016,6283425,30583.63,CHINA-BRITAIN BUSINESS COUNCIL,Programme Spend (Oracle Projects Control Account)
26/04/2016,6456728,30381.03,INTERSERVE FM LTD,Multiple Accounts
25/04/2016,6445509,30306.51,INSTITUTO DE GESTAO FINANCEIRA DA SEGURANCA SOCIAL,Multiple Accounts
18/04/2016,6356522,30292.64,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
04/04/2016,6214264,30254.92,METROPOLITAN POLICE AUTHORITY,Programme Spend (Oracle Projects Control Account)
07/04/2016,6246610,30200,SG ELECTRICAL SOLUTIONS,Recharge Suspense Account (Oracle PA Control Account)
26/04/2016,6456675,30098.48,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
04/04/2016,6213937,30000,GOVERNMENT COMMUNICATIONS PLANNING DIRECTORATE,Security: Works Non-Residential
26/04/2016,6456734,29956.84,INTERSERVE FM LTD,Multiple Accounts
15/04/2016,6345444,29947.09,CAPGEMINI UK PLC,Assets Under Construction (Oracle PA Control Account)
20/04/2016,6397596,29900.33,BAHIRA NUBANI,Recharge Suspense Account (Oracle PA Control Account)
28/04/2016,6491498,29880,ENGIE LIMITED,Construction Project more than £10k
14/04/2016,6334430,29808,HAYS SPECIALIST RECRUITMENT LTD,Specialist Contractors
28/04/2016,6481582,29761.9,ECQ EMPLOYEE EXPENSES,Recharge Suspense Account (Oracle PA Control Account)
21/04/2016,6411430,29757.45,JINNAH INSTITUTE,Programme Spend (Oracle Projects Control Account)
28/04/2016,6481555,29706.97,BARCLAYCARD BUSINESS,Consular Credit Card Charges
22/04/2016,6426625,29648,SCOTTISH POLICE SERVICES AUTHORITY,Programme Spend (Oracle Projects Control Account)
14/04/2016,6322432,29600,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
25/04/2016,6436430,29587.98,NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential
13/04/2016,6301443,29583.52,CHINA MERCHANTS BANK,Post - Air Travel
11/04/2016,6282443,29543.19,CARNEGIE ENDOWNMENT FOR INTERNATIONAL PEACE,Programme Spend (Oracle Projects Control Account)
27/04/2016,6469463,29471.21,EQUITY BANK,Le Staff Pay
26/04/2016,6456737,29379.47,INTERSERVE FM LTD,Multiple Accounts
27/04/2016,6472480,29335.92,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
01/04/2016,6150474,29320.8,GIO INSURANCE,Local Staff Pension Contributions
22/04/2016,6423468,29158,ASIAN AGRIBUSINESS CONSULTING,Overseas Marketing
28/04/2016,6482668,29070,DECC DEPARTMENT OF ENERGY AND CLIMATE CHANGE,Customer Refund Account
28/04/2016,6482452,29010.51,ONE SANSOME PROPERTY LLC,Multiple Accounts
04/04/2016,6220506,28875.24,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
20/04/2016,6397633,28838.52,NATIONAL BUSINESS INITIATIVE,Programme Spend (Oracle Projects Control Account)
07/04/2016,6249487,28821.02,PENAL REFORM INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
18/04/2016,6364434,28775.52,LONDON ENERGY,Electricity Non-Residential
27/04/2016,6471510,28673.19,BASATIN LANDSCAPING LLC,Grounds Maintenance
12/04/2016,6288449,28612.86,EMRAN KHALID KAMAL,Multiple Accounts
19/04/2016,6388461,28610.46,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
19/04/2016,6373476,28500.91,BRITISH CHAMBER OF COMMERCE KOREA,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
27/04/2016,6471522,28487.73,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
02/04/2016,6304581,28415.37,THE ROYAL BANK OF SCOTLAND,Travel Package Advance Overseas Posting (Credit Card Payments Only)
07/04/2016,6245434,28399.94,BRITISH EMBASSY,Interpost Fundings
07/04/2016,6250039,28291.9,COMMONWEALTH SECRETARIAT,Programme Spend (Oracle Projects Control Account)
08/04/2016,6266645,28280.34,HAYS SPECIALIST RECRUITMENT LTD,IT/IS Consultancy
22/04/2016,6428434,28124.46,CABINET OFFICE,Multiple Accounts
19/04/2016,6373454,28028.98,DATACOM EMPLOYER SERVICES,Multiple Accounts
26/04/2016,6458481,27859.18,BANCO VENEZOLANO DE CREDITO,Multiple Accounts
04/04/2016,6213441,27780.68,ONE AUTO MARKETING,Assets Under Construction (Oracle PA Control Account)
19/04/2016,6388450,27767.42,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
06/04/2016,6228468,27754.69,AL ALAMIYA FOR COOPERATIVE INSURANCE COMPANY,Vehicle Insurance
12/04/2016,6290436,27666.28,DFID DEPT INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
06/04/2016,6229628,27407.09,HEALIX INTERNATIONAL LTD,Hospital/Specialist Treatment
22/04/2016,6426535,27383.39,AON VIETNAM,Multiple Accounts
26/04/2016,6456716,27381.23,INTERSERVE FM LTD,Multiple Accounts
04/04/2016,6213616,27323.95,Abdulsalam Al Rafi Group LLC,Recharge Suspense Account (Oracle PA Control Account)
22/04/2016,6422670,27210.76,ROYAL BOTANIC GARDENS EDINBURGH,Programme Spend (Oracle Projects Control Account)
27/04/2016,6471568,27198.56,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
01/04/2016,6210493,27166.11,GRIFO DE PLATA SA,Rental Payments - non residential
21/04/2016,6411500,27012.22,GUIDANCE SOFTWARE INC,Licences
08/04/2016,6263464,26993.36,JOSSEF HATSBANI AMBE,Recharge Suspense Account (Oracle PA Control Account)
11/04/2016,6276451,26871.16,COMPUTACENTER UK LTD,Specialist Contractors
04/04/2016,6213693,26615,PROGRESSIO,Programme Spend (Oracle Projects Control Account)
08/04/2016,6263041,26587.79,AETNA,Multiple Accounts
26/04/2016,6457428,26526.99,MINISTRY OF JUSTICE,Multiple Accounts
20/04/2016,6394685,26521.38,PROMETHIUM CARBON PTY LTD,Programme Spend (Oracle Projects Control Account)
26/04/2016,6456727,26504.17,INTERSERVE FM LTD,Multiple Accounts
01/04/2016,6210558,26454.82,FBW UGANDA LTD,Construction Project more than £10k
19/04/2016,6373453,26433.61,DATACOM EMPLOYER SERVICES,Multiple Accounts
07/04/2016,6244686,26419.87,DATACOM EMPLOYER SERVICES,Multiple Accounts
05/04/2016,6225490,26417,VERIFICATION TRAINING AND INFORMATION CENTRE,Programme Spend (Oracle Projects Control Account)
13/04/2016,6301640,26395.59,TEAM 3 LIMITED,Local Guards
06/04/2016,6239687,26343.73,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
29/04/2016,6495440,26311.01,PILDAT,Programme Spend (Oracle Projects Control Account)
26/04/2016,6462436,26057.09,ENSA SEGUROS DE ANGOLA,Multiple Accounts
11/04/2016,6273731,26000,UIMB SERVICES LTD,Specialist Contractors
19/04/2016,6377430,25935,INJAZ CENTRE FOR PROFESSIONAL ARAB GOVERNANCE,Programme Spend (Oracle Projects Control Account)
11/04/2016,6283652,25898.52,DECC DEPARTMENT OF ENERGY AND CLIMATE CHANGE,Customer Refund Account
13/04/2016,6311436,25853.13,CNTR ISTRAZV SUPROSTVLJANJA KRIMINL,Programme Spend (Oracle Projects Control Account)
04/04/2016,6214529,25771.2,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
06/04/2016,6229949,25691.86,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
25/04/2016,6445520,25627.98,Abdulsalam Al Rafi Group LLC,Recharge Suspense Account (Oracle PA Control Account)
20/04/2016,6396531,25497.33,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
06/04/2016,6229792,25439.54,Abdulsalam Al Rafi Group LLC,Recharge Suspense Account (Oracle PA Control Account)
20/04/2016,6394690,25422.8,PROMETHIUM CARBON PTY LTD,Programme Spend (Oracle Projects Control Account)
27/04/2016,6470460,25326.83,SOCIAL INSURANCE ORGANISATION,Multiple Accounts
21/04/2016,6419428,25241.67,ADB GJENSIDIGE,Multiple Accounts
07/04/2016,6257424,25238.26,RSM RISK ASSURANCE SERVICES LLP,Specialist Contractors
05/04/2016,6222716,25215.55,NP VREME DOO,Programme Spend (Oracle Projects Control Account)
11/04/2016,6274974,25146.26,MGROUP ENGINEERING PTE LTD,Construction Project more than £10k
29/04/2016,6500448,25121.12,UNHAS SOMALIA,Post - Air Travel
18/04/2016,6356528,25097.81,KINGDOM CITY,Multiple Accounts
13/04/2016,6309473,25091.74,PACE FUELCARE LIMITED,Fuel Oil Non-Residential
14/04/2016,6324686,25089.72,HAYAT INSURANCE BROKERS SB,Multiple Accounts
28/04/2016,6483429,25076.78,ZILENO PRIVATI STATYBOS IMONE,Security: Works Residential
25/04/2016,6447488,25035,SAFERWORLD,Programme Spend (Oracle Projects Control Account)
05/04/2016,6224427,25002.73,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
18/04/2016,6349517,-25964.39,NEXT GENERATION ENROLLMENT,US Healthcare Contract
05/04/2016,6222936,-29818.48,NIA OTHER DEBTORS,Property Maintenance Overseas Residential
01/04/2016,6210569,-31212.44,BEYOND BORDERS CONSULTING,Programme Spend (Oracle Projects Control Account)
28/04/2016,6491470,-34874.02,COMPUTACENTER UK LTD,Information Systems Implementation
11/04/2016,6283639,-37583.1,FCO SERVICES,Multiple Accounts
22/04/2016,6427455,-38996.3,ENGINE UK LLP,General Information Services
01/04/2016,6046571,-43873.38,CLEVER SOLUTIONS LTD,Programme Spend (Oracle Projects Control Account)
06/04/2016,6229906,-45394.15,PROMETHIUM CARBON PTY LTD,Programme Spend (Oracle Projects Control Account)
28/04/2016,6486425,-45947.53,ISS FACILITY SERVICES LTD FCO OP - POE,Rent Deposits
11/04/2016,6274976,-47017.75,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
11/04/2016,6274981,-47557.85,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
20/04/2016,6392444,-48323.22,BAD OTHER DEBTORS,Local Staff Terminal Benefits
01/04/2016,6189440,-60000,INTERNATIONAL GOVERNANCE AND RISK LIMITED GOVRISK,Programme Spend (Oracle Projects Control Account)
21/04/2016,6420429,-61246.91,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
28/04/2016,6476458,-69662.89,MOR OTHER DEBTORS,Recharge Suspense Account (Oracle PA Control Account)
01/04/2016,6066004,-84729.46,COLLEGE OF POLICING,Programme Spend (Oracle Projects Control Account)
04/04/2016,6217427,-84729.46,COLLEGE OF POLICING,Programme Spend (Oracle Projects Control Account)
25/04/2016,6445763,-103563.83,COMPUTACENTER UK LTD,Specialist Contractors
14/04/2016,6326463,-111418.6,DANISH REFUGEE COUNCIL,Programme Spend (Oracle Projects Control Account)
01/04/2016,6192496,-122997.5,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
01/04/2016,6196433,-229315.04,YATEEM FILLING STATION,Vehicles: Petrol Oil Etc.
01/04/2016,6129424,-396870.9,UTEXAFRICA,Multiple Accounts
21/04/2016,6420425,-440530.41,VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges
06/04/2016,6240651,-1715073.15,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
05/04/2016,6222954,-2172695,DEFENCE BUSINESS SERVICES FINANCE,Programme Spend (Oracle Projects Control Account)
