Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
DfE,PfS,09/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,261999,37464.46
DfE,PfS,09/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST WILFREDS HIGH SCHOOL,262001,247940.76
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,262704,36892.01
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,262706,28628.05
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,262710,189350.76
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,262714,94434.75
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,262720,84801.05
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,262722,110197.07
DfE,PfS,10/08/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,262726,27073.67
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,262758,37656.87
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,262760,125128.03
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,262764,110961.81
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,262770,38828.9
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,262772,158920.18
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWELL DIOCESAN EDUCATION COMMITTEE NEWCASTLE,262774,785775.05
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,262776,36305.46
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,262778,27189.43
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,262782,50593.44
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,262786,43843.82
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,262788,46284.28
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,WIMBLEDON COLLEGE GOVERNORS FUND,262790,67302.15
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS ROMAN CATHOLIC PRIMARY SCHOOL GOVERNORS ACCOUNT,262792,44417.42
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,262798,27846.63
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,262800,91735.77
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO2,262802,55999.8
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF RANSOM GOVERNMENT BUILDINGS + MAINTENANCE ACCOUNT,262804,72496.39
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOHN HAUGHTON ROMAN CATHOLIC SCHOOL CURRENT ACCOU,262806,32148
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,262808,44634.27
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESAN SCHOOL CAPITAL ACCOUNT,262812,50403.85
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,AKIVA SCHOOL GOVENORS ACCOUNT,262814,62100
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,262816,62816.6
DfE,PfS,11/08/2010,Capital Grant,Schools Capital and Revenue Grants,THE JEWISH COMMUNITY SECONDARY SCHOOL TRUST,262822,2604911.28
DfE,PfS,11/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,262824,178990.19
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,263255,30216.31
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,263257,34886.44
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,263259,40852.84
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,263261,70624.97
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,263263,58680.23
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,263265,30803.85
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,263267,54000
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,263271,60013.13
DfE,PfS,12/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST BENEDICT'S COLLEGE CAPITAL ACCOUNT,263273,45652.43
DfE,PfS,12/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,263275,66735.57
DfE,PfS,12/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,REDCAR PRIVATE FINANCE INITIATIVE,263277,706096.28
DfE,PfS,13/08/2010,Design Advice,Design Management,DEGW UK LIMITED,263293,523269.8
DfE,PfS,13/08/2010,External Audit Fess,Finance,NATIONAL AUDIT OFFICE,263325,52875
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,DERBY DIOCESAN COUNCIL OF EDUCATION,263593,102972.36
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,ELY DIOCESAN BOARD OF EDUCATION BARCHEST,263595,101790
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,263597,126701.5
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,263599,48127.28
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,263603,168471.12
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,263605,36973.22
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROBERT SUTTON CHURCH HIGH SCHOOL GOVER,263609,26744.74
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL ST CLEMENT DANES,263613,48301.79
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,HOLY CROSS GOVERNORS FUND,263617,39839.41
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,263619,28324.04
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,263621,200507.54
DfE,PfS,16/08/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,263625,110705.89
DfE,PfS,16/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,263701,133471.14
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,263791,101868.98
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,263793,150352.74
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,263795,72822.44
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST MONICAS ROMAN CATHOLIC PRIMARY SCHOOL,263805,73387.41
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,263809,694688.15
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,263811,50249.13
DfE,PfS,18/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,263815,34906.36
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,263819,381827.21
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,263821,33193
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,263905,86581.7
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,263907,63556.33
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,263909,328614.66
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST ALBANS DIOCESAN BOARD OF FINANCE,263915,61953.68
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,263923,46572.56
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,263925,429487.19
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO2,263927,56520.6
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,263931,64237.48
DfE,PfS,19/08/2010,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE DIOCESAN EDUCATION BOARD,263941,32850
DfE,PfS,19/08/2010,Capital Grant,Design Management,SORRELL FOUNDATION,263983,231818
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,264175,41746.2
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,264183,100462.5
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,264185,91800.98
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,264187,47727.77
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,264189,464907.42
DfE,PfS,20/08/2010,Capital Grant,Schools Capital and Revenue Grants,HENRIETTA BARNETT SCHOOL TRUST DEPOSIT ACCOUNT,264191,407510.84
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,264197,83744.38
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,264199,186813.39
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,264201,36667.9
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,264203,50634.78
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,YORK DIOCESAN BOARD OF FINANCE,264205,81491.44
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,264207,26567.1
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,264209,131707.15
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,264211,43399.8
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,ALL SAINTS ROMAN CATHOLIC UPPER SCHOOL MANSFIELD TRUST,264213,91006.37
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,264217,66749.68
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,264225,201419.17
DfE,PfS,25/08/2010,Capital Grant,Schools Capital and Revenue Grants,THE PRIORY ROMAN CATHOLIC PRIMARY GOVERNING BODY,264229,25115.63
DfE,PfS,25/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,264243,55179.69
DfE,PfS,25/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,ST THOMAS NORE CATHOLIC BIRMINGHAM DIOCESE ACCOUNT,264245,77050.75
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,264333,128606.96
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,264337,170282.69
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,264339,101223.23
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,CHRIST'S SCHOOL,264341,99992.88
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,264345,42155.37
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,264347,67960.58
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,264349,174084.01
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,264351,25115.63
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,264353,110717.8
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,SKIPTON GRAMMAR SCHOOL FOUNDATION ACCOUNT,264355,34431.1
DfE,PfS,26/08/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,264359,220917.08
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,264497,301457.33
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,264501,375714.73
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST ANN'S ROMAN CATHOLIC PRIMARY SCHOOL,264507,69639.94
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST MARY'S CHURCH PRIMARY SCHOOL,264509,88036.88
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH DIOCESAN CHURCH SCHOOL GOVERNORS FUND,264511,42027.58
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,264519,31523.94
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,264521,27730.15
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,264523,72757.4
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,264531,138802.85
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,264533,39163.1
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,264537,200361.7
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST BERNARD'S HIGH SCHOOL SCHOOLS AND COLLEGE,264543,42750
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,264545,48752.76
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,GOVERNORS OF ST ANNE'S ROMAN CATHOLIC HIGH SCHOOL,264547,117500
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,264549,109846.21
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,264553,25807.75
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,ST CLEMENT ROMAN CATHOLIC PRIMARY SCHOOL - CAPITAL FUND,264555,169312.5
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,264559,84483.84
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,264561,52065.02
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER DIOCESAN BOARD OF EDUCATION,264565,58151.42
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,264567,34717.45
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,264569,84177.2
DfE,PfS,26/08/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWELL DIOCESAN EDUCATION COMMITTEE NEWCASTLE,264571,64475.73
DfE,PfS,31/08/2010,Capital Grant,Director Education & Planning,BRITISH GAS TRADING LTD,266463,79799.31
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,266479,45065.47
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWELL DIOCESAN EDUCATION COMMITTEE NEWCASTLE,266485,47078.44
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,266487,49384.36
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,266495,100623.38
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,266499,71147.52
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,266501,411419.59
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,266503,35788.13
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,266505,49057.98
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,GUILDFORD DIOCESAN BOARD OF FINANCE SCHO,266507,52131.68
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,266509,34388.37
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,SCHOOL PROJECT ACCOUNT (APS) 7,266517,101984.34
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,266519,32920.74
DfE,PfS,31/08/2010,Capital Grant,Schools Capital and Revenue Grants,DURHAM DIOCESAN BOARD OF FINANCE SCHOOLS BUILDINGS SERVICES,266531,55110.57
DfE,PfS,06/08/2010,Rail and Tube Costs,Academies Programme Management,THE TRAINLINE,267366,6469.45
DfE,PfS,06/08/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,267366,-69.5
DfE,PfS,06/08/2010,Rail and Tube Costs,Assets Team,THE TRAINLINE,267366,489.22
DfE,PfS,06/08/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,267366,2766
DfE,PfS,06/08/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,267366,580.35
DfE,PfS,06/08/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,267366,226.96
DfE,PfS,06/08/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,267366,2544.1
DfE,PfS,06/08/2010,Rail and Tube Costs,Director Education & Planning,THE TRAINLINE,267366,465.1
DfE,PfS,06/08/2010,Rail and Tube Costs,Education Arts & Culture,THE TRAINLINE,267366,84.2
DfE,PfS,06/08/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,267366,6414.62
DfE,PfS,06/08/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,267366,1578.1
DfE,PfS,06/08/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,267366,3040.15
