Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.12.2011 to 31.12.2011,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BALCARRAS ,411954,60688.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CUCKOO HALL ACADEMY,411956,111125.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DARTFORD GRAMMAR SCHOOL,411958,26888.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CRANFORD COMMUNITY COLLEGE,411960,68062.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,EDUCATION FOR THE 21ST CENTURY THE RAVENSBOURNE ,411964,213750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GONVILLE ACADEMY,411966,45875.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HEALING SCHOOL,411968,36573.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TEIGNMOUTH COMMUNITY COLLEGE,411974,26500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE FALLIBROOME ACADEMY,411978,260760.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CLAREMONT HIGH SCHOOL ACADEMY TRUST,411980,187500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WEYDON SCHOOL,411982,280017.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARTISMERE SCHOOL,411984,176107.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SIR ROGER MANWOODS SCHOOL,411986,53625.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE WESTBOROUGH ACADEMY,411988,240500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SWAVESEY VILLAGE COLLEGE,411992,105000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TRENANCE LEARNING ACADEMY,411994,74634.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILLIAM HULMES GRAMMAR SCHOOL,411996,26250.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WYCOMBE HIGH SCHOOL,411998,53750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WYMONDHAM COLLEGE,412000,67135.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TONBRIDGE GRAMMER SCHOOL,412002,32375.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WOOD GREEN ACADEMY,412004,77579.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COOMBE DEAN SCHOOL ACADEMY TRUST,412008,97687.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GLYN SCHOOL,412012,38570.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,JOHN PORT SCHOOL,412014,73750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BRINSWORTH COMPREHENSIVE SCHOOL SCIENCE COLLEGE,412018,27191.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CAMBORNE SCIENCE AND COMMUNITY COLLEGE,412022,96431.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CIRENCESTER DEER PARK SCHOOL,412026,37450.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CITY OF LONDON ACADEMY,412028,187500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DAVENANT FOUNDATION SCHOOL,412030,45815.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DR CHALLONERS GRAMMER SCHOOL,412032,50172.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,FAIRFIELD HIGH SCHOOL FOR GIRLS,412034,35500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,FREEMANTLE COE COMMUNITY ACADEMY                  ,412036,61500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,GREEN LANE PRIMARY ACADEMY,412038,35000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HABERDASHERS ASKE HATCHAM COLLEGE,412040,25415.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LAVINGTON SCHOOL,412048,45421.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LOWBROOK ACADEMY,412050,30000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,MOUNT HAWKE ACADEMY,412052,37104.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PATES GRAMMER SCHOOL,412056,150000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,READING SCHOOL,412058,222500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RED HOUSE ACADEMY,412060,25000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RINGWOOD SCHOOL SPECIALIST LANGUAGAE ACADEMY,412062,60025.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SANDRINGHAM SCHOOL,412064,89125.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOMERVALE SCHOOL,412070,27250.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BURGATE SCHOOL AND SIXTH FORM CENTRE,412072,88396.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE JOHNN WARNER SCHOOL,412078,301972.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WALTON GIRLS HIGH SCHOOL AND SIXTH FORM,412086,52250.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,E-ACT   ,412090,237500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KIRK HALLAM COMMUNITY TECHNOLOGY/ SPORTS COLLEGE,412092,55595.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BUSINESS ACADEMY BEXLEY,412098,126508.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WATFORD GRAMMER SCHOOL FOR GIRLS,412100,86498.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ARTHUR MELLOWS VILLAGE COLLEGE,412102,83750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BISHOP JUSTUS CE SCHOOL,412108,75000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BOHUNT SCHOOL,412112,156582.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BROOKFIELD COMMUNITY SCHOOL,412114,68750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CASTLE COMMUNITY COLLEGE,412116,26625.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHELLASTON ACADEMY,412118,127500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COMBERTON VILLAGE COLLEGE,412120,77869.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,DENBIGH HIGH SCHOOL,412124,71071.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARROGATE GRAMMAR SCHOOL ACADEMY TRUST,412130,34250.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HAYESBROOK SCHOOL,412134,87500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HELES SCHOOL,412136,34538.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,IVYBRIDGE COMMUNITY COLLEGE,412138,230000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,JOHN KYRLE HIGH SCHOOL AND SIXTH FORM,412140,70964.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KING HAROLD BUSINESS AND ENTERPRISE ACADEMY,412144,383750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,NICHOLAS HAWKSMOOR PRIMARY SCHOOL,412146,35000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,OAKWOOD PARK GRAMMER SCHOOL,412148,43050.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,OSSETT ACADEMY AND SIXTH FORM COLLEGE,412150,91542.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PARK HOUSE SCHOOL NEWBURY LTD,412152,32347.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,RAVENS WOOD SCHOOL,412160,71865.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ROYAL GRAMMAR SCHOOL HIGH WYCOMBE,412162,205000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SALTASH NET ACADEMY TRUST,412164,155709.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SHELDON SCHOOL,412166,27305.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,EXMOUTH COMMUNITY COLLEGE,412172,322017.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HAYES SCHOOL BROMLEY,412174,27000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,PENAIR SCHOOL,412176,49331.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SOUTH HUNSLEY SCHOOL AND SIXTH FORM COLLEGE,412178,206243.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,STOCKLEY ACADEMY,412184,65591.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,SWAKELEYS SCHOOL FOR GIRLS,412186,103125.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE APPLETON SCHOOL,412188,86102.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE ARNEWOOD SCHOOL,412190,81519.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BRITTONS ACADEMY,412192,208991.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE BROXBOURNE SCHOOL,412194,38775.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE DELAMERE C OF E  PRIMARY ACADEMY,412196,37125.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE ECCLESBOURNE SCHOOL,412198,54902.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE MOUNTBATTEN SCHOOL,412200,185125.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE REDHILL ACADEMY,412204,92834.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE WEST BRIDGFORD SCHOOL SPECIALIST TECH  ACADEMY,412206,148450.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TORQUAY GIRLS GRAMMAR SCHOOL,412208,36225.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,TWYNHAM,412210,26952.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WEST PARK,412214,61750.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WESTLANDS PRIMARY SCHOOL,412218,40519.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WESTLANDS SCHOOL,412220,118901.25
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILDERN SCHOOL,412222,25139.75
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WILIAM FARR C OF E COMPREHENSIVE SCHOOL,412224,29787.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,WOODLAND MIDDLE SCHOOL ACADEMY,412226,26137.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,LINCOLN CASTLE ACADEMY,412228,100751.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,THE COOPERS COMPANY AND COBORN SCHOOL,412230,31250.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHRISTLETON HIGH SCHOOL,412238,147500.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHURSTON FERRERS GRAMMAR SCHOOL,412240,250000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHALLNEY HIGH SCHOOL FOR BOYS AND COMMUNITY COLLEG,412242,55720.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COTTINGHAM HIGH SCHOOL AND SIXRTH FORM COLLEGE,412244,234213.39
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HESSLE HIGH SCHOOL AND SIXTH FORM COLLEGE,412246,106849.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HOLYHEAD SCHOOL,412248,116059.50
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,MYTON SCHOOL,412250,250000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,STOKE DAMEREL COMMUNITY COLLEGE,412252,245000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,COOPERS TECHNOLOGY COLLEGE,412256,200000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HUNDRED OF HOO SCHOOL,412258,37850.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,HARTSDOWN TECHNOLOGY COLLEGE,412260,141901.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,KIRKBY STEPHEN GRAMMER SCHOOL,412262,100000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHATHAM HOUSE GRAMMAR SCHOOL,412264,59400.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ST ALDHELMS ACADEMY,412266,150000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ACADEMIES ENTERPRISE TRUST,412268,599388.00
DfE,PfS,20/12/2011,Technical Costs - Capital,Free School Technical Advice,CAPITA SYMONDS LTD,413060,29911.20
DfE,PfS,20/12/2011,Technical Costs - Capital,Free School Technical Advice,TURNER & TOWNSEND,413104,147407.93
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,CHESTER DIOCESAN BOARD OF EDUCATION,413106,72481.42
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,413112,224203.01
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,413114,196278.57
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,413116,45472.50
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE EMERGENCY FUND,413118,33027.51
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,413120,120098.23
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORD DIOCESAN BOARD OF FINANCE,413122,49304.84
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY DIOCESAN COUNCIL OF EDUCATION,413124,42414.95
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,CHICHESTER DIOCESAN BOARD OF FINANCE 11,413126,68221.01
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORWICH DIOCESAN BOARD OF FINANCE LIMITED,413128,29344.50
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,413134,158696.09
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,413138,142313.29
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,413140,51820.76
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL DIOCESAN BOARD OF FINANCE EDUC. FUND,413146,91331.47
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,413152,643769.12
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,413154,156531.67
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,OUR LADY OF LOURDES SCHOOL GOVERNORS FUND,413158,64687.19
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL DIOCESAN BOARD OF FINANCE ( ST,413160,32896.80
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL ARCHDIOCESIAN SCHOOL REPAIR ACCOUNT,413162,154567.47
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,413166,68360.19
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,GREY COAT HOSPITAL ACCOUNT,413174,37714.13
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,413180,66000.49
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST BERNADETTE SCHOOL SMALL PROJECTS,413182,32409.32
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM EDUCATION SERVICE SCHOOL CAPITAL ACCOUNT,413184,73872.00
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,CHELMSFORD DIOCESAN BOARD OF FINANCE,413186,34289.20
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,413190,321082.19
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,DEANERY HIGH SCHOOL GOVERNORS ACCOUNT,413196,109721.11
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,ISLAMIA PRIMARY SCHOOL,413198,111069.91
DfE,PfS,19/12/2011,Capital Grant,Schools Capital and Revenue Grants,PARMITERS SCHOOL CURRENT ACCOUNT,413200,94543.78
DfE,PfS,19/12/2011,Revenue Grant,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,413437,234975.45
DfE,PfS,21/12/2011,Building Work - Capital Programme,Free School Capital Costs,EDEN PRIMARY FREE SCHOOL ACCOUNT,413449,326757.61
DfE,PfS,21/12/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,EDEN PRIMARY FREE SCHOOL ACCOUNT,413449,65351.52
DfE,PfS,21/12/2011,Building Work - Capital Programme,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,413451,44877.72
DfE,PfS,21/12/2011,ICT - Capital Programme,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,413451,6249.70
DfE,PfS,21/12/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,MAHARISHI SCHOOL TRUST LTD,413451,10225.50
DfE,PfS,21/12/2011,Building Work - Capital Programme,Free School Capital Costs,CFBT SCHOOLS TRUST,413455,52420.88
DfE,PfS,21/12/2011,"Furniture, Fixtures & Fittings - Capital Programme",Free School Capital Costs,CFBT SCHOOLS TRUST,413455,11602.37
DfE,PfS,21/12/2011,VAT Debtor - Academy Trusts,Free School Capital Costs,CFBT SCHOOLS TRUST,413455,12804.66
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALISBURY DIOCESAN BOARD OF EDUCATION,414959,29611.83
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORD DIOCESAN COUNCIL OF EDUCATION,414961,61001.82
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY DIOCESAN COUNCIL OF EDUCATION,414965,98073.67
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC ARCHDIOCESE OF SOUTHWARK,414969,26962.84
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,414973,119901.79
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE CATHOLIC SCHOOLS COUNCIL,414975,37962.00
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE OF ARUNDEL AND BRIGHTON ST WILFRIDS SCHOOL GOVERNMENT B.H.,414979,130612.18
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST EDWARDS CHURCH OF ENGLAND PRIMARY SCHOOL,414983,29754.00
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,RCS ARUNDEL AND BRIGHTON ST PETERS SCHOOL SHOREHAM GOVS. ARUNDEL,414985,118258.57
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,414987,199859.53
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST PATRICKS ROMAN CATHOLIC BUILDING FUND ACCOUNT,414989,40766.60
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH DIOCESEN BOARD OF FINANCE (PROPERTY ACCOUNT),414991,27845.10
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,HOLY FAMILY R.C PRIMARY SCHOOL WITHAM GO,414993,38506.16
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST JOACHIM'S GOVERNORS FUND,414997,40840.19
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD URSULINE CONVENT HIGH SCHOOL ACCOUNT,414999,65862.90
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7.,415001,33648.82
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH ROMAN CATHOLIC DIOCESE TRUSTEES REGISTERED SOUTHAMPTON ST PATRICK SCHOOL SMALL,415003,52650.00
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,SHREWSBURY DIOCESAN SCHOOLS ACCOUNT,415007,175551.88
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,TRURO DIOCESAN BOARD OF FINANCE - DEVOLVED FORMULA CAPITAL CAPITAL ACCOUNT,415009,33923.64
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST JOSEPH'S CHURCH PRIMARY SCHOOL,415011,34005.74
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD ROMAN CATHOLIC DIOCESE DEVOLVED FORMULA CAPITAL 1 ACCOUNT,415015,241960.10
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,COVENTRY DIOCESAN BOARD OF EDUCATION,415017,64990.82
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER ROMAN CATHOLIC DIOCESE TRUST SCHOOL BUILDING FUND PROJECTS,415021,370662.74
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,EDUCATIONAL DEVELOPMENT LTD - SCHOOLS ACCOUNT,415023,32220.42
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST TERESA'S ROMAN CATHOLIC PRIMARY NO2 ACCOUNT,415025,57977.68
DfE,PfS,21/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST CLEMENT'S CATHOLIC PRIMARY SCHOOL,415027,42131.02
DfE,PfS,21/12/2011,Revenue Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,415029,180125.80
DfE,PfS,21/12/2011,Revenue Grant,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,415031,59525.69
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND WELLS DIOCESAN BOARD OF FINANCE,415093,267201.13
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,LICHFIELD DIOCESAN EDUCATION COUNCIL BARCHESTER,415103,41519.42
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN DIOCESAN BOARD OF EDUCATION BARCHESTER,415105,256387.88
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,EXETER DIOCESAN BOARD OF FINANCE CHURCH,415111,55308.40
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTER DIOCESAN BOARD OF EDUCATION,415113,155285.59
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,CLIFTON CATHOLIC DIOCESAN TRUSTEES REGISTERED,415115,53554.58
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,BIRMINGHAM ROMAN CATHOLIC DIOCESAN TRUSTEES REGISTERED DEVOLVED,415121,39267.93
DfE,PfS,22/12/2011,Capital Grant,Schools Capital and Revenue Grants,ARUNDEL AND BRIGHTON DIOCESAN TRUST REGISTERED CHARITY,415123,114783.43
