Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.12.2011 to 31.12.2011,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SOLIHULL METROPOLITAN BOROUGH COUNCIL,411630,1692234.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,411632,6194454.91
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WALSALL METROPOLITAN BOROUGH COUNCIL,411632,193150.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WOLVERHAMPTON COUNTY COUNCIL,411634,17245039.21
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,411636,297312.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,411636,5171825.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,411638,4703042.49
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LIVERPOOL COUNTY COUNCIL,411638,2040458.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ST HELENS METROPOLITAN BOROUGH COUNCIL,411640,3678046.16
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SEFTON COUNCIL,411642,490072.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,411644,1957807.43
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WIRRAL METROPOLITAN BOROUGH COUNCIL,411644,1367885.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BOLTON METROPOLITAN BOROUGH COUNCIL,411646,7902752.83
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BURY METROPOLITAN BOROUGH COUNCIL,411648,447576.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,411650,25623239.42
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,MANCHESTER COUNTY COUNCIL,411650,915634.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,411652,13730468.55
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,OLDHAM METROPOLITAN BOROUGH COUNCIL,411652,1175923.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,411654,14340281.91
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,ROCHDALE METROPOLITAN BOROUGH COUNCIL,411654,1903432.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,411656,6873280.21
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SALFORD CITY COUNCIL,411656,3079675.50
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKPORT METROPOLITAN BOROUGH COUNCIL,411658,3000352.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,411660,4800976.25
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,TAMESIDE METROPOLITAN BOROUGH COUNCIL,411660,1429785.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,TRAFFORD METROPOLITAN BOROUGH COUNCIL,411662,5596784.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WIGAN METROPOLITAN BOROUGH COUNCIL,411664,1465303.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,411666,643772.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BARNSLEY METROPOLITAN BOROUGH COUNCIL,411666,3945115.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,411668,4083985.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DONCASTER METROPOLITAN BOROUGH COUNCIL,411668,869502.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,411670,869574.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,411670,1555627.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,411672,21254981.32
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SHEFFIELD COUNTY COUNCIL,411672,5346946.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,411674,21844042.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BRADFORD METROPOLITAN BOROUGH COUNCIL,411674,6825312.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,411676,8268643.78
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,CALDERDALE METROPOLITAN BOROUGH COUNCIL,411676,1214904.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,411678,2233703.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,KIRKLEES COUNCIL,411678,2031799.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,411680,14585974.43
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LEEDS CITY COUNCIL,411680,7825704.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,411682,895315.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,411684,495175.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,GATESHEAD METROPOLITAN BOROUGH COUNCIL,411684,1264134.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,411686,707982.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NEWCASTLE CITY COUNCIL,411686,6332809.75
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,411688,706571.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,411688,671648.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,411690,5930883.90
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,411690,1812147.50
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,411692,809678.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,411692,387132.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF SCILLY COUNCIL,411694,64474.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,411696,958165.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,411698,19982929.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,411698,4317781.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,411700,1945408.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,411702,5101964.16
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,411704,2898188.58
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,411706,3083982.73
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,411708,385222.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,411708,1022395.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,411710,815631.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,411710,138604.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,411712,9489125.92
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,411712,1391811.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,411714,984819.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,411714,687434.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,411716,469184.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,411718,3921133.58
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,411720,2059033.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,411720,175996.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,411722,2096000.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,411722,296545.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,411724,6227108.75
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,411724,702775.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,411726,4612683.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,411728,6704418.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,411730,7662630.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,411730,2625959.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,411732,5066782.86
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,411732,918347.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,411734,2077288.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,411734,389667.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,411736,3410628.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,411738,4555746.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,411740,9643461.27
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,411740,1379835.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,411742,1215667.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,411742,800081.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,411744,6545905.75
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,411744,439615.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,411746,2222563.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,411746,597409.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL,411748,16903809.01
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,411750,621522.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,411750,309396.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,411752,8018385.98
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,411752,964049.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE COUNTY COUNCIL,411754,4165929.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTER CITY COUNCIL,411756,-3412.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LEICESTER CITY COUNCIL,411756,1273914.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,RUTLAND COUNTY COUNCIL,411758,180331.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,411760,12731004.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,411760,344957.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,411762,23199602.83
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,411762,2073539.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,411764,1821648.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,411764,812699.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,411766,1519789.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,411766,1252898.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BRACKNELL FOREST BOROUGH COUNCIL,411768,2790398.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,411770,3238126.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WEST BERKSHIRE COUNCIL,411772,599866.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,READING BOROUGH COUNCIL,411774,859092.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,411776,10271342.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,411776,919380.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WOKINGHAM BOROUGH COUNCIL,411778,7348381.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CAMBRIDGESHIRE COUNTY COUNCIL,411780,20543347.79
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,411782,4587210.73
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,411782,1182793.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HALTON BOROUGH COUNCIL,411784,7780604.80
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WARRINGTON BOROUGH COUNCIL,411786,380643.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,411788,4161062.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,411788,1734308.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,411790,3389749.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,411790,995656.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,411792,853203.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,411792,356210.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,411794,9267503.79
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,411794,4505630.50
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,411796,2466563.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,411798,1958312.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,411800,538818.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,411800,429987.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,411802,5992057.94
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,411802,1173712.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,411804,18119814.98
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,411804,3699483.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,411806,8714951.60
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,411808,13173744.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,411808,5466548.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,411810,3466553.77
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,411810,1183946.25
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,411812,3968063.98
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,411814,3380525.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,411814,3084311.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,411816,5356409.15
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,411816,854684.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,411818,989640.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,411820,4498412.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,411820,1464588.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,411822,1346102.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,411822,2843963.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,411824,5792306.65
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,411826,3494794.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,411828,28471052.36
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF WIGHT COUNCIL,411830,656856.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,411832,6930098.18
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,411832,289588.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,411834,9879516.16
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,411834,1209751.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,411836,15216090.16
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,411836,2774806.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,411838,758917.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORDSHIRE COUNTY COUNCIL,411840,6575720.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOMERSET COUNTY COUNCIL,411842,2530783.00
DfE,PfS,14/12/2011,Capital Grant,Free School Capital Costs,SUFFOLK COUNTY COUNCIL,411844,203799.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,411844,8489382.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SURREY COUNTY COUNCIL,411846,15159676.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,411848,4336542.00
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,411848,433136.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,411850,31683380.74
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,411850,1132957.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER CITY COUNCIL,411852,4072027.11
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,411854,8533412.70
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,411854,918772.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,KENSINGTON AND CHELSEA ROYAL BOROUGH COUNCIL,411856,408766.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HACKNEY LONDON BOROUGH COUNCIL,411858,14937906.66
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,411860,9441720.63
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,411860,1671597.75
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,411862,15755631.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,411864,12501116.67
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,411864,3072739.00
DfE,PfS,14/12/2011,Capital Grant,Free School Capital Costs,WANDSWORTH LONDON BOROUGH COUNCIL,411866,2099836.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,WANDSWORTH LONDON BOROUGH COUNCIL,411866,14923927.21
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,411868,5922630.14
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,411868,429343.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,411870,5326954.57
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,411870,1262483.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,411872,22718650.84
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,411872,2345094.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,411876,16575050.15
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,411876,3522208.50
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,411878,6871612.87
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,411878,471579.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORD BOROUGH COUNCIL,411880,8861991.72
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,411882,4594772.33
DfE,PfS,14/12/2011,Revenue Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,411882,347223.00
DfE,PfS,14/12/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE EAST COUNCIL,411884,1029568.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,ORMISTON ACADEMIES TRUST,411944,895000.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,BEXLEY GRAMMAR SCHOOL,411950,208115.00
DfE,PfS,14/12/2011,Grants to Academy Trusts,Schools Capital and Revenue Grants,CHOSEN HILL SCHOOL,411952,37470.50
