Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number,Spend,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,£728.86,
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£1,642.88",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£1,744.25",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£1,851.24",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£1,926.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£2,091.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£2,744.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£3,092.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£4,531.13",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£6,428.56",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£6,686.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£7,590.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£18,786.94",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£82,144.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£87,212.63",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£92,562.00",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£226,556.52",
Home Office,NPIA - National Policing Improvement Agency,09/08/2012,FM Costs,Resources Directorate,Home Office,5100067508,"£321,428.00",
Home Office,NPIA - National Policing Improvement Agency,16/08/2012,FM Costs,Resources Directorate,Wyboston Lakes Ltd,5100067522,"£35,520.17",
Home Office,NPIA - National Policing Improvement Agency,21/08/2012,Land and Buildings maintenance,Resources Directorate,Specialist Computer Centres PLC,5100067729,"£31,719.79",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,Land and Buildings maintenance,Resources Directorate,Mansell Construction Servs Limited,5100067900,"£24,136.40",
Home Office,NPIA - National Policing Improvement Agency,23/08/2012,Land and Buildings maintenance,Resources Directorate,Mansell Construction Servs Limited,5100067900,"£120,682.00",
Home Office,IPS - Identity & Passport Service,10/08/2012,Passport Production,IPS - Identity & Passport Service,3M SECURITY PRINTING & SYSTEMS LTD,1001294374,"£33,686.40",
Home Office,IPS - Identity & Passport Service,10/08/2012,Passport Production,IPS - Identity & Passport Service,3M SECURITY PRINTING & SYSTEMS LTD,1001294374,"£9,144.00",
Home Office,IPS - Identity & Passport Service,10/08/2012,Passport Production,IPS - Identity & Passport Service,3M SECURITY PRINTING & SYSTEMS LTD,1001294374,"£77,299.20",
Home Office,IPS - Identity & Passport Service,07/08/2012,Passport Production,IPS - Identity & Passport Service,ADARE LTD,1001292785,"£203,364.42",
Home Office,IPS - Identity & Passport Service,02/08/2012,"IT, Broadcasting & Telecomms.IT Run Cost Info Support",IPS - Identity & Passport Service,ATOS I T SERVICES UK LTD,1001290758,"£44,749.20",
Home Office,IPS - Identity & Passport Service,02/08/2012,"IT, Broadcasting & Telecomms.IT Run Cost Info Support",IPS - Identity & Passport Service,ATOS I T SERVICES UK LTD,1001290758,"£44,749.20",
Home Office,IPS - Identity & Passport Service,02/08/2012,"IT, Broadcasting & Telecomms.IT Run Cost Info Support",IPS - Identity & Passport Service,ATOS I T SERVICES UK LTD,1001290758,"£44,749.20",
Home Office,IPS - Identity & Passport Service,24/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001300275,"-£84,709.62",
Home Office,IPS - Identity & Passport Service,24/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001300275,"-£76,849.17",
Home Office,IPS - Identity & Passport Service,15/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,6200029398,"-£16,054.97",
Home Office,IPS - Identity & Passport Service,24/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001300275,"-£71,255.58",
Home Office,IPS - Identity & Passport Service,29/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301284,"£25,868.70",
Home Office,IPS - Identity & Passport Service,02/08/2012,"IT, Broadcasting & Telecomms.Call management systems ",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001290795,"£32,387.08",
Home Office,IPS - Identity & Passport Service,31/08/2012,"IT,TelecommsManaged ServiceAMS.AMS Development",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001302598,"£67,480.80",
Home Office,IPS - Identity & Passport Service,13/08/2012,IT & Telecoms Components.Standard Software  (FA) .,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001294844,"£165,748.80",
Home Office,IPS - Identity & Passport Service,13/08/2012,IT & Telecoms Components.Standard Software  (FA) .,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001294844,"£264,130.80",
Home Office,IPS - Identity & Passport Service,20/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£177,072.00",
Home Office,IPS - Identity & Passport Service,20/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"-£177,072.00",
Home Office,IPS - Identity & Passport Service,30/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301993,"£174,460.78",
Home Office,IPS - Identity & Passport Service,20/08/2012,Passport Production,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£133,899.80",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£68,882.44",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£11,480.63",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£156,820.01",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£40,272.00",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£77,378.47",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£12,896.82",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£406,676.06",
Home Office,IPS - Identity & Passport Service,20/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001298235,"£73,874.22",
Home Office,IPS - Identity & Passport Service,24/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001300275,"-£130,602.00",
Home Office,IPS - Identity & Passport Service,22/08/2012,IT & Telecoms Components.Standard Software  (FA) .,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,6200029406,"-£35,734.23",
Home Office,IPS - Identity & Passport Service,29/08/2012,IT & Telecoms Components.Standard Software  (FA) .,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301284,"-£157,639.29",
Home Office,IPS - Identity & Passport Service,29/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301284,"-£27,624.58",
Home Office,IPS - Identity & Passport Service,29/08/2012,IT & Telecoms Components.Standard Software  (FA) .,IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301284,"-£264,130.86",
Home Office,IPS - Identity & Passport Service,29/08/2012,"IT, TelecommsManaged Service.Support (General)",IPS - Identity & Passport Service,CSC COMPUTER SCIENCES CORPORATION,1001301284,"-£44,022.17",
Home Office,IPS - Identity & Passport Service,21/08/2012,Passport Production,IPS - Identity & Passport Service,DE LA RUE INTERNATIONAL LTD,1001298374,"£4,878,520.66",
Home Office,IPS - Identity & Passport Service,02/08/2012,Rates & Facility Charges ,IPS - Identity & Passport Service,DEPARTMENT FOR WORK & PENSIONS (DWP),3000045157,"£57,958.89",
Home Office,IPS - Identity & Passport Service,02/08/2012,Rates & Facility Charges ,IPS - Identity & Passport Service,DEPARTMENT FOR WORK & PENSIONS (DWP),3000045157,"£13,439.73",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DHL GLOBAL FORWARDING UK LTD,1001290803,"£393,563.63",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DHL GLOBAL FORWARDING UK LTD,1001290803,"£125,268.80",
Home Office,IPS - Identity & Passport Service,14/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DHL GLOBAL FORWARDING UK LTD,1001295328,"£378,264.40",
Home Office,IPS - Identity & Passport Service,14/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DHL GLOBAL FORWARDING UK LTD,1001295328,"£178,618.04",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£186,268.56",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£773,512.14",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£145,976.14",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£140,578.83",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£158,741.22",
Home Office,IPS - Identity & Passport Service,02/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001290809,"£140,514.43",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£237,855.85",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£954,448.69",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£181,737.41",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£181,454.61",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£192,502.02",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£179,095.24",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£186,360.21",
Home Office,IPS - Identity & Passport Service,22/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001299149,"£176,150.29",
Home Office,IPS - Identity & Passport Service,31/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001302608,"£175,771.39",
Home Office,IPS - Identity & Passport Service,31/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001302608,"£701,343.93",
Home Office,IPS - Identity & Passport Service,31/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001302608,"£131,517.29",
Home Office,IPS - Identity & Passport Service,31/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001302608,"£127,744.80",
Home Office,IPS - Identity & Passport Service,31/08/2012,Secure Delivery Costs,IPS - Identity & Passport Service,DX SECURE LTD,1001302608,"£140,295.48",
Home Office,IPS - Identity & Passport Service,31/08/2012,Passport Production,IPS - Identity & Passport Service,EQUIFAX LTD,1001302610,"£156,234.77",
Home Office,IPS - Identity & Passport Service,16/08/2012,Consultancy.Other Advice ,IPS - Identity & Passport Service,ERNST AND YOUNG LLP,1001296753,"£33,243.24",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,"£7,180.80",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,"£5,385.60",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,"£7,180.80",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,"£5,280.00",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,"£6,780.00",
Home Office,IPS - Identity & Passport Service,17/08/2012,"Comm&SocialServ, PublicOpinion.",IPS - Identity & Passport Service,EXPERIAN LTD,1001297308,£772.80,
Home Office,IPS - Identity & Passport Service,03/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,FCO SERVICES,3000045165,"£77,400.00",
Home Office,IPS - Identity & Passport Service,03/08/2012,IT & Telecoms Components.Computer Equipment,IPS - Identity & Passport Service,FCO SERVICES,3000045165,"-£77,400.00",
Home Office,IPS - Identity & Passport Service,29/08/2012,Rent & Service Charges,IPS - Identity & Passport Service,M J MAPP,1001301756,"£15,624.00",
Home Office,IPS - Identity & Passport Service,29/08/2012,Rent & Service Charges,IPS - Identity & Passport Service,M J MAPP,1001301756,"£39,355.20",
Home Office,IPS - Identity & Passport Service,28/08/2012,Rent & Service Charges,IPS - Identity & Passport Service,M J MAPP,1001301096,"£16,035.60",
Home Office,IPS - Identity & Passport Service,28/08/2012,Rent & Service Charges,IPS - Identity & Passport Service,M J MAPP,1001301096,"£41,599.80",
Home Office,IPS - Identity & Passport Service,15/08/2012,Property Charges,IPS - Identity & Passport Service,MAPELEY ABI PROVIDER LTD,1001296093,"£180,344.70",
Home Office,IPS - Identity & Passport Service,15/08/2012,Utility Charges,IPS - Identity & Passport Service,MAPELEY ABI PROVIDER LTD,1001296093,"£30,646.48",
Home Office,IPS - Identity & Passport Service,31/08/2012,Passport Production,IPS - Identity & Passport Service,MM TELEPERFORMANCE LTD T/A TELEPERFORMANCE,1001302650,"£1,344,770.92",
Home Office,IPS - Identity & Passport Service,28/08/2012,"Transport, Storage & Mail Serv.Mailing Mail Del Services",IPS - Identity & Passport Service,ROYAL MAIL,1001301176,"£26,294.71",
Home Office,IPS - Identity & Passport Service,29/08/2012,Passport Production,IPS - Identity & Passport Service,STERIA UK,1001301339,"£407,332.80",
Home Office,IPS - Identity & Passport Service,29/08/2012,Passport Production,IPS - Identity & Passport Service,STERIA UK,1001301339,"£495,081.07",
Home Office,IPS - Identity & Passport Service,29/08/2012,Passport Production,IPS - Identity & Passport Service,STERIA UK,1001301339,"£1,140,933.88",
Home Office,IPS - Identity & Passport Service,09/08/2012,Legal Services.Legal Fees,IPS - Identity & Passport Service,TREASURY SOLICITORS OFFICE,3000045199,"£25,630.29",
Home Office,IPS - Identity & Passport Service,06/08/2012,Legal Services.Legal Fees,IPS - Identity & Passport Service,TREASURY SOLICITORS OFFICE,3000045180,"£38,770.30",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,AVON & SOMERSET POLICE AUTHORITY,1001302581,"£42,093.24",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,AVON & SOMERSET POLICE AUTHORITY,1001302581,"£43,889.95",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,CAMBRIDGESHIRE POLICE AUTHORITY,1001297285,"£67,633.90",
Home Office,CRB - Criminal Records Bureau,06/08/2012,Consultancy.Asset Clearing - P&M,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001292133,"£188,268.00",
Home Office,CRB - Criminal Records Bureau,22/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001299130,"£56,008.80",
Home Office,CRB - Criminal Records Bureau,07/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001292804,"£86,547.60",
Home Office,CRB - Criminal Records Bureau,07/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001292804,"£40,276.80",
Home Office,CRB - Criminal Records Bureau,07/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001292804,"£26,552.40",
Home Office,CRB - Criminal Records Bureau,16/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001296741,"£355,005.83",
Home Office,CRB - Criminal Records Bureau,16/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001296741,"£93,907.18",
Home Office,CRB - Criminal Records Bureau,13/08/2012,Business Process Outsourcing,CRB - Criminal Records Bureau,CAPITA BUSINESS SERVICES LTD,1001294832,"£2,146,191.44",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,CHESHIRE POLICE AUTHORITY,1001302591,"£79,684.60",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,DERBYSHIRE POLICE AUTHORITY,1001297297,"£90,287.36",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,ESSEX POLICE AUTHORITY,1001302611,"£127,309.34",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,GWENT POLICE AUTHORITY,1001302619,"£49,495.80",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,HAMPSHIRE CONSTABULARY,1001302621,"£37,277.20",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,HUMBERSIDE POLICE AUTHORITY,1001302626,"£38,009.07",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,LANCASHIRE POLICE AUTHORITY,1001297330,"£86,005.20",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001302645,"£514,465.00",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,MERSEYSIDE POLICE AUTHORITY,1001302648,"£90,624.37",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,NORFOLK POLICE AUTHORITY,1001302654,"£25,091.99",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,NORTH WALES POLICE,1001302655,"£31,308.06",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,NORTH YORKSHIRE POLICE AUTHOR,1001297351,"£26,948.29",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,NORTHAMPTONSHIRE POLICE,1001302657,"£50,562.21",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,NORTHUMBRIA POLICE AUTHORITY,1001302658,"£30,349.15",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,ROYAL MILITARY POLICE FORCE,1001297366,"£43,620.46",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,SOUTH YORKSHIRE POLICE,1001297372,"£26,399.56",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,SOUTH YORKSHIRE POLICE,1001302683,"£26,003.11",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,SUFFOLK POLICE AUTHORITY,1001302687,"£32,169.08",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,SUSSEX POLICE AUTHORITY,1001297381,"£66,433.82",
Home Office,CRB - Criminal Records Bureau,17/08/2012,Police Authorities,CRB - Criminal Records Bureau,THAMES VALLEY POLICE AUTHORITY,1001297384,"£139,995.03",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,WEST MERCIA POLICE AUTHORITY,1001302701,"£53,428.20",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,WEST MIDLANDS POLICE,1001302702,"£97,511.31",
Home Office,CRB - Criminal Records Bureau,31/08/2012,Police Authorities,CRB - Criminal Records Bureau,WEST YORKSHIRE POLICE AUTHORITY,1001302703,"£98,216.63",
Home Office,Home Office,08/08/2012,Facilities management Services.Residential Rental,OSCT - Office of Security and Counter-Terrorism,AGRI FOOD & BIOSCIENCES INSTITUTE,1001293332,"£88,847.82",
Home Office,Home Office,07/08/2012,Facilities management Services.Residential Rental,OSCT - Office of Security and Counter-Terrorism,AGRI FOOD & BIOSCIENCES INSTITUTE,1001292787,"£54,452.66",
Home Office,Home Office,22/08/2012,Facilities management Services.Residential Rental,OSCT - Office of Security and Counter-Terrorism,CT CENTRE (MOD) T/A DSTL,1001299141,"£45,855.89",
Home Office,Home Office,22/08/2012,Facilities management Services.Residential Rental,OSCT - Office of Security and Counter-Terrorism,DEPARTMENT OF AGRICULTURE AND RURAL DEVELOPMENT (DARD),1001299143,"£33,704.37",
Home Office,Home Office,23/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DEPARTMENT OF HEALTH (G),3000045260,"£98,024.65",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DERBYSHIRE POLICE AUTHORITY 1 (G),1001301926,"£37,339.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DERBYSHIRE POLICE AUTHORITY 1 (G),1001301926,"£44,243.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£375,753.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£69,265.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£108,467.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£647,380.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£826,697.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£2,357,983.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£32,974.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£51,859.00",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,DORSET POLICE AUTHORITY 1 (G),1001301927,"£116,720.00",
Home Office,Home Office,03/08/2012,Interpreters.Interpreter ServTranslations,OSCT - Office of Security and Counter-Terrorism,FCO SERVICES,3000045165,"£70,199.82",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,GREATER MANCHESTER POLICE AUTHORITY (G),1001301931,"£56,742.00",
Home Office,Home Office,17/08/2012,"IT, TelecommsManaged Service.Support (General)",OSCT - Office of Security and Counter-Terrorism,HEWLETT PACKARD,1001297318,"£110,855.44",
Home Office,Home Office,23/08/2012,Delivery of IT IS Programmes,OSCT - Office of Security and Counter-Terrorism,KPMG LLP,1001299684,"£82,192.80",
Home Office,Home Office,23/08/2012,Delivery of IT IS Programmes,OSCT - Office of Security and Counter-Terrorism,KPMG LLP,1001299684,"£46,206.00",
Home Office,Home Office,23/08/2012,Delivery of IT IS Programmes,OSCT - Office of Security and Counter-Terrorism,KPMG LLP,1001299684,"£25,250.40",
Home Office,Home Office,29/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,LOCAL GOVERNMENT ASSOCIATION 1 (G),1001301937,"£43,500.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£1,138,164.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£323,075.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£376,638.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£120,788.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£104,219.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£77,510.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£560,420.00",
Home Office,Home Office,16/08/2012,Grants,OSCT - Office of Security and Counter-Terrorism,MAYORS OFFICE FOR POLICING AND CRIME (G),1001297069,"£78,739.00",
