Department,Entity,Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
FCO,FCO,09/11/2016,8319091,25711.2,IRAQ ELECTRICITY BOARD,Electricity Non-Residential
FCO,FCO,11/11/2016,8347452,25709.66,OVE ARUP PARTNERS INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/11/2016,8255049,25686.57,PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,16/11/2016,8399555,25686.57,PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,16/11/2016,8399561,25686.57,PILGRIMS AFRICA LTD,Local Guards
FCO,FCO,09/11/2016,8333424,25683.08,DATACOM EMPLOYER SERVICES,Multiple Accounts
FCO,FCO,29/11/2016,8527434,25683.08,DATACOM EMPLOYER SERVICES,Multiple Accounts
FCO,FCO,29/11/2016,8535644,25615,CRTA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/11/2016,8361445,25606.58,THE OPEN DATA INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/11/2016,8400627,25586,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/11/2016,8319510,25535.07,ROBERT GORDON UNIVERSITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8418425,25494.9,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,04/11/2016,8280430,25493.67,NGO MEDIA REFORMS CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8423488,25482.11,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,15/11/2016,8381442,25469.04,ENGIE,Multiple Accounts
FCO,FCO,02/11/2016,8245530,25344,DIPLOMATIC MISSION SUPPLIES LTD,Property Maintenance Overseas Non Residential
FCO,FCO,23/11/2016,8485587,25316.89,OXFAM INTERMON,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8211493,-25521.84,ENGIE,Multiple Accounts
FCO,FCO,24/11/2016,8487473,-29580.94,NEXT GENERATION ENROLLMENT,US Healthcare Contract
FCO,FCO,22/11/2016,8460723,-33655.29,RSM OTHER DEBTORS,Proceeds from Assets held for sale
FCO,FCO,04/11/2016,8283742,-34061.68,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245440,-37861.81,FCO SERVICES,IT/IS Consultancy
FCO,FCO,18/11/2016,8439447,-40554.7,CARAT,General Information Services
FCO,FCO,01/11/2016,8219426,-42715.77,BIGA PROJECTS LTD,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,25/11/2016,8497657,-57819.29,FELTECH ELECTRONICS LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,29/11/2016,8542447,-57819.29,FELTECH ELECTRONICS LTD,Miscellaneous Expenditure: inc subscriptions and equipment maintenance
FCO,FCO,29/11/2016,8529430,-58131.86,RSM OTHER DEBTORS,Proceeds from Assets held for sale
FCO,FCO,01/11/2016,7644508,-61882.42,HOME OFFICE,Inward Secondments
FCO,FCO,04/11/2016,8283735,-73241.44,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8213475,-74379.6,AETNA,Multiple Accounts
FCO,FCO,22/11/2016,8466504,-87014.27,BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential
FCO,FCO,03/11/2016,8254924,-115060.81,RSM OTHER DEBTORS,Proceeds from Assets held for sale
FCO,FCO,01/11/2016,8114435,-115130,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8114442,-115130,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8114445,-115130,TRANSNATIONAL CRISIS PROJECT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/11/2016,8437455,-166673.06,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,23/11/2016,8477562,-173760,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,25/11/2016,8494142,-190725.19,PHM OTHER DEBTORS,Miscellaneous CFERS
FCO,FCO,17/11/2016,8416426,-190968.75,FCO SERVICES,IT/IS Consultancy
FCO,FCO,15/11/2016,7584508,-192684.61,RENCO,Rental Payments - non residential
FCO,FCO,29/11/2016,8529432,-261501.83,RSM OTHER DEBTORS,Proceeds from Assets held for sale
FCO,FCO,25/11/2016,8496567,-360000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,01/11/2016,7824426,-414036,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/11/2016,8460722,-479855.86,RSM OTHER DEBTORS,Proceeds from Assets held for sale
