Department,Entity,Posted Date,Internal Voucher Number,Invoice Line Amount Net GBP,Supplier Name,Account Code
FCO,FCO,10/11/2016,8336627,13150000,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/11/2016,8336577,9900000,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8427763,7739846.9,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/11/2016,8293828,6073787.62,HMRC HM REVENUE AND CUSTOMS,Multiple Accounts
FCO,FCO,24/11/2016,8487700,5469640,COMMONWEALTH SECRETARIAT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/11/2016,8293841,4686958.01,CABINET OFFICE,Multiple Accounts
FCO,FCO,10/11/2016,8336714,2750000,ISS FACILITY SERVICES LTD FCO OP - POE,FMCU POE Trust Account Debtor
FCO,FCO,01/11/2016,8336748,2505514.92,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
FCO,FCO,25/11/2016,8496731,2279784.72,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
FCO,FCO,16/11/2016,8400598,1802031.84,G4S RISK MANAGEMENT LTD,UK Guarding Contracts Overseas
FCO,FCO,09/11/2016,8319377,1505004,FCO SERVICES,Specialist Contractors
FCO,FCO,01/11/2016,8227432,1397358.06,CABINET OFFICE,Early Retirement Costs (Pre VES)
FCO,FCO,23/11/2016,8479425,1350752.97,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/11/2016,8402527,1276461,MOD MINISTRY OF DEFENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/11/2016,8380551,1246822.5,RISK ADVISORY GROUP PLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8337434,1198516.62,THE ROYAL BANK OF SCOTLAND,Travel Package Advance Overseas Posting (Credit Card Payments Only)
FCO,FCO,03/11/2016,8260504,1173351.64,EUROPEAN BANK FOR CONSTRUCTION + DEVELOPMENT,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,03/11/2016,8260507,1043576.57,EUROPEAN BANK FOR CONSTRUCTION + DEVELOPMENT,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,04/11/2016,8283665,994595.09,GARDA WORLD LTD,UK Mobile Guarding Contract overseas
FCO,FCO,21/11/2016,8457424,849037.14,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Implementation
FCO,FCO,17/11/2016,8427702,745000,HEDAYAH CENTRE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/11/2016,8259508,707258,NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/11/2016,8512519,693031,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,28/11/2016,8519433,604826.77,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,02/11/2016,8246447,526015.86,THE ROYAL BANK OF SCOTLAND,Multiple Accounts
FCO,FCO,08/11/2016,8316537,522102,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,01/11/2016,8234524,503424,DYNASAFE BACTEC LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8241451,497161,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8427533,484824.04,INTERSERVE FM LTD,Multiple Accounts
FCO,FCO,02/11/2016,8245426,480000,UNITED NATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/11/2016,8360663,474456,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/11/2016,8512592,468904,ALLEN VANGUARD LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,11/11/2016,8346448,451102.25,COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI  CISP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8462549,424503.59,INCOSTRAT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8227425,414036,BOUYGUES CONSTRUCTION NIGERIA LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,30/11/2016,8552736,382360,DEFENCE BUSINESS SERVICES FINANCE,Multiple Accounts
FCO,FCO,28/11/2016,8515428,375000,IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315607,373806.09,EUROPEAN MEDICINES AGENCY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,29/11/2016,8535424,372240,CITY OF WESTMINSTER,Rates Taxes Non-Residential
FCO,FCO,22/11/2016,8461647,354390.2,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,02/11/2016,8245515,351700,FCO SERVICES,Security: Works Non-Residential
FCO,FCO,01/11/2016,8241461,336354.86,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,02/11/2016,8245512,317255.52,KOMATSUBARA KOMUTEN LTD,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,22/11/2016,8462561,309313.86,AXA WINTERTHUR PENSION COLUMNA,Local Staff Pension Contributions
FCO,FCO,01/11/2016,8241433,305959.34,GLOBAL C ENGAGE RESILIENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8314455,301072.36,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/11/2016,8360433,296250,COMPUTACENTER UK LTD,Multiple Accounts
FCO,FCO,10/11/2016,8336626,294083.33,THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/11/2016,8449482,285112.69,PEACEFUL CHANGE INITIATIVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/11/2016,8437521,283014.54,AXA WINTERTHUR PENSION COLUMNA,Local Staff Pension Contributions
FCO,FCO,02/11/2016,8244564,280223.89,AFGHAN CONNECTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/11/2016,8535676,278652.51,PLAZA TOWER LLC,Multiple Accounts
FCO,FCO,30/11/2016,8554432,274058.73,LONDON ENERGY,Electricity Non-Residential
FCO,FCO,04/11/2016,8283624,270957.61,GILBERT ASH LIMITED,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,14/11/2016,8363431,263389.73,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,16/11/2016,8399487,262054.11,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,29/11/2016,8536452,260279.13,845 THIRD LP,Multiple Accounts
FCO,FCO,08/11/2016,8316436,254545.06,INTERNATIONAL MARITIME ORGANIZATION,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,04/11/2016,8283556,253136.52,MORSON HUMAN RESOURCES LTD,Residential Property Services
FCO,FCO,02/11/2016,8245489,250488.69,DEFENCE BUSINESS SERVICES FINANCE,Mod Guarding Services Residential
FCO,FCO,21/11/2016,8458472,250000,JOHN SMITH MEMORIAL TRUST,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/11/2016,8552642,250000,RIJKSDIENST VOOR ONDERNEMEND NEDERLAND,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315580,235325.35,EUROPEAN MEDICINES AGENCY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,08/11/2016,8315429,234190.73,PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage
FCO,FCO,18/11/2016,8437430,233000,UNOPS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/11/2016,8552647,226781.11,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,25/11/2016,8497528,225996,DANISH DEMINING GROUP,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/11/2016,8512610,225780.59,SECURITY SERVICES GROUP,Site Maintenance
FCO,FCO,22/11/2016,8466481,221120.75,COMMISSION FOR JUSTICE AND ACCOUNTABILITY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8420426,219372.47,FCO SERVICES,Information Systems Implementation
FCO,FCO,08/11/2016,8316429,216132,GLOBAL RADIODATA COMMUNICATIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/11/2016,8293849,215048,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24/11/2016,8487785,213411.98,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,30/11/2016,8552484,212214.19,CORDERMAN AND COMPANY,Construction Project more than £10k
FCO,FCO,25/11/2016,8496696,212075.23,STABILISATION NETWORK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/11/2016,8380490,210112.32,SECUREX AGENCIES LTD,Staff and Other Advances AP Control (Oracle Ap Control Account)
FCO,FCO,17/11/2016,8421429,207281.95,FCO SERVICES,Multiple Accounts
FCO,FCO,30/11/2016,8552569,205350.16,URSSAF,Multiple Accounts
FCO,FCO,22/11/2016,8461650,202965.36,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,10/11/2016,8336551,202410.94,COUNCIL OF EUROPE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/11/2016,8477425,199201.11,FCO SERVICES,Construction Project more than £10k
FCO,FCO,01/11/2016,8241460,197533.76,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,25/11/2016,8496560,194484.5,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,08/11/2016,8316454,194045,STABILIZATION SUPPORT SERVICES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/11/2016,8385460,194040.66,GLOBAL C ENGAGE RESILIENCE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315556,192569.83,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,23/11/2016,8477529,192569.83,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,11/11/2016,8346537,191768.4,OVERSEAS SUPPLY SERVICES LTD,Estates Management Services
FCO,FCO,02/11/2016,8246476,191053,CONTROL RISKS GROUP,UK Mobile Guarding Contract overseas
FCO,FCO,02/11/2016,8245454,190968.75,FCO SERVICES,IT/IS Consultancy
FCO,FCO,15/11/2016,8380558,187568.61,FCO SERVICES,Travel Package
FCO,FCO,29/11/2016,8537431,183654.92,HUMANIS,Multiple Accounts
FCO,FCO,30/11/2016,8552713,183480,CENTRE POUR LE CONTROL DEMOCRATIQUE DES FORCES ARMEES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,25/11/2016,8496700,182295.18,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
FCO,FCO,11/11/2016,8346503,180387.99,CAPGEMINI UK PLC,IT/IS Consultancy
FCO,FCO,18/11/2016,8437441,180160.8,GARDA WORLD LTD,UK Guarding Contracts Overseas
FCO,FCO,24/11/2016,8487809,177466.5,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8463451,176612.3,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/11/2016,8402599,174815.11,H M EXCHEQUER,CFER Payments to The Exchequer (CSC Use Only)
FCO,FCO,30/11/2016,8552525,174394.12,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,09/11/2016,8321437,174101.5,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,23/11/2016,8483468,173927.42,KPMG FIDUCIAIRE,Multiple Accounts
FCO,FCO,08/11/2016,8315566,173760,SERVEST MULTI SERVICE GROUP,Manned Guarding Services
FCO,FCO,18/11/2016,8436501,173319.55,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/11/2016,8443447,173282.82,HOTELLINE FOR TOURISTIC INVESTMENT LTD,Multiple Accounts
FCO,FCO,11/11/2016,8346833,172940,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/11/2016,8511475,169279.99,TORRE ESPACIO CASTELLANA SAU,Rental Payments - non residential
FCO,FCO,28/11/2016,8512447,167000,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24/11/2016,8487810,166962.82,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,25/11/2016,8497430,166906.7,SWISS MEDITERRANEAN,Subsidy To Local Medical Schemes
FCO,FCO,15/11/2016,8383457,165035.8,CABINET OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8230525,164263.85,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,28/11/2016,8511577,164080,FCO SERVICES,Repairs And Refurbishment: Works Residential
FCO,FCO,03/11/2016,8259448,164000,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8424435,161600,GILBERT ASH LIMITED,Unscheduled repairs to building infrastructure
FCO,FCO,29/11/2016,8533565,160929.69,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24/11/2016,8487640,160008.9,RA INITERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/11/2016,8445535,159766,AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/11/2016,8436480,156209.56,SEGURIDAD SOCIAL,Multiple Accounts
FCO,FCO,24/11/2016,8487849,155779.93,TROPICAL POWER LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/11/2016,8380588,151783.73,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8465440,150342.27,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8421461,148969.46,INDEPENDENT DIPLOMATS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/11/2016,8436636,148608,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/11/2016,8400438,145235.49,ADP,Multiple Accounts
FCO,FCO,30/11/2016,8551445,144297.78,FCO SERVICES,IT/IS Consultancy
FCO,FCO,25/11/2016,8496704,142834.6,BREAKTHROUGH MEDIA NETWORK LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/11/2016,8293871,140485.19,AFRICAN SKIES LTD,Local Guards
FCO,FCO,24/11/2016,8487981,137500,AFFINIS LABS LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245476,137005.62,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/11/2016,8293783,135953.41,AFRICAN SKIES LTD,Local Guards
FCO,FCO,29/11/2016,8534453,135184,MILTON KEYNES COUNCIL,Rates Taxes Non-Residential
FCO,FCO,03/11/2016,8259450,134563,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315441,131417,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,14/11/2016,8360569,131167,FCO SERVICES,Construction Project more than £10k
FCO,FCO,23/11/2016,8477447,128099.34,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,16/11/2016,8399592,128095.24,ADP,Multiple Accounts
FCO,FCO,17/11/2016,8417425,127312.5,FCO SERVICES,IT/IS Consultancy
FCO,FCO,22/11/2016,8461645,126467.55,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,18/11/2016,8435432,125352.38,CARBON TRUST ADVISORY LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,25/11/2016,8497592,124329.22,DEC LE STAFF PAY,Multiple Accounts
FCO,FCO,16/11/2016,8399490,123904.87,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,08/11/2016,8315572,123643.37,EUROPEAN CENTRE FOR MEDIUM,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,29/11/2016,8528477,123178,STANDARD BANK OF MALAWI,Multiple Accounts
FCO,FCO,14/11/2016,8361582,122908.48,INTERNATIONAL OIL POLLUTION COMPENSATION FUND IOPCF,Protocol - General VAT Refunds to Other Organisations
FCO,FCO,14/11/2016,8360637,122689,EXTRASPACE SOLUTIONS,Construction Project more than £10k
FCO,FCO,16/11/2016,8399496,118993.05,ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts
FCO,FCO,24/11/2016,8487819,118434,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,03/11/2016,8259438,118396.86,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Specialist Contractors
FCO,FCO,10/11/2016,8336428,116496.63,TORCHLIGHT SOLUTIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8423470,115446.56,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,29/11/2016,8543424,115241,ADYAN FOUNDATION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245644,115130,STRATAGEM CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245647,115130,STRATAGEM CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245649,115130,STRATAGEM CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,25/11/2016,8496717,115130,STRATAGEM CONSULTING,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/11/2016,8259454,114934,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8245452,112191.35,FCO SERVICES,Construction Project more than £10k
FCO,FCO,30/11/2016,8552425,111835.8,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,16/11/2016,8400516,111584.77,SWS LE STAFF PAY,Multiple Accounts
FCO,FCO,22/11/2016,8463460,111474.85,BBC MEDIA ACTION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,18/11/2016,8437548,111276,FCO SERVICES,Misc Security Payments
FCO,FCO,29/11/2016,8533616,110833,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,22/11/2016,8466511,110784.67,BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential
FCO,FCO,24/11/2016,8487985,110000,AFFINIS LABS LLC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,25/11/2016,8497446,108658.47,ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/11/2016,8551463,108457.64,BARCLAYS BANK KENYA,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/11/2016,8473519,108189.15,SDK LE STAFF PAY,Multiple Accounts
FCO,FCO,03/11/2016,8259430,107743,IHS (GLOBAL) LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8425426,107306.98,AETNA,Multiple Accounts
FCO,FCO,01/11/2016,8230447,107286.46,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,15/11/2016,8385462,106765.76,HEALIX INTERNATIONAL LTD,FCO Healthcare Scheme
FCO,FCO,04/11/2016,8283596,105906.4,DAI EUROPE LIMITED,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/11/2016,8270436,105358.47,PEXI INC,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,29/11/2016,8535713,104276.61,COFFEY INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,23/11/2016,8477567,104198.85,UNIVERSITY OF OXFORD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,21/11/2016,8449458,104072,STABILISATION NETWORK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/11/2016,8551457,103646.02,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,07/11/2016,8293770,103308.23,LANGUAGE SERVICES DIRECT,Language Tuition: Essential
FCO,FCO,09/11/2016,8319348,101940.14,FCO SERVICES,Specialist Contractors
FCO,FCO,28/11/2016,8506504,101827.31,AFGHANISTAN INDEPENDENT HUMAN RIGHTS COMMISSION,Programme Spend (Oracle Projects Control Account)
FCO,FCO,29/11/2016,8536444,101150,TRIAD ARCHITECTS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315570,100000,PUBLIC ORGANISATION HROMADSKE RADIO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/11/2016,8336433,99748.73,ECORYS GROUP UK,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8460726,98816.16,BHC INDIA STAFF PROVIDENT FUND,Multiple Accounts
FCO,FCO,28/11/2016,8510443,98750,UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8229430,98747.79,VOYA FINANCIAL,Multiple Accounts
FCO,FCO,22/11/2016,8461649,98121.12,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,23/11/2016,8476431,97350.14,VOYA FINANCIAL,Multiple Accounts
FCO,FCO,21/11/2016,8460441,96359.35,KNIGHT FRANK UNITED GARDENS,Multiple Accounts
FCO,FCO,21/11/2016,8460443,96359.35,KNIGHT FRANK UNITED GARDENS,Multiple Accounts
FCO,FCO,15/11/2016,8382442,93766.01,ALBANY ASSOCIATES,Programme Spend (Oracle Projects Control Account)
FCO,FCO,08/11/2016,8315437,92998.46,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8233559,91906,BRITISH TELECOM PLC,Multiple Accounts
FCO,FCO,15/11/2016,8380638,91266.93,NCA NATIONAL CRIME AGENCY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,25/11/2016,8494111,90560.83,CONTRIBUTORY PROVIDENT FUND,Multiple Accounts
FCO,FCO,23/11/2016,8476459,90531.25,EDENRED,Consolidated Volunteer Contribution
FCO,FCO,08/11/2016,8309503,90462.59,G4S RISK MANAGEMENT LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8423481,90397.9,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,22/11/2016,8461643,89975.35,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,09/11/2016,8330576,89483.95,BOSNIEN BUSINESS SYSTEM DOO,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24/11/2016,8487805,89478.26,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,03/11/2016,8259445,89114.87,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,15/11/2016,8384457,89091.71,GOVERNMENT COMMUNICATIONS BUREAU  ADMIN A/C 6253,Customer Refund Account
FCO,FCO,03/11/2016,8257434,88047.14,TURNER AND TOWNSEND PROPERTY SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,24/11/2016,8487462,87811.49,AETNA,Multiple Accounts
FCO,FCO,10/11/2016,8333439,87502.67,FIDELITY ASSURANCE AND REINSURANCE CO SAL,Multiple Accounts
FCO,FCO,09/11/2016,8331487,87196.57,INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,07/11/2016,8293776,86879.65,AETNA,Multiple Accounts
FCO,FCO,21/11/2016,8445544,86194,NATIONAL DEMOCRATIC INSTITUTE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,02/11/2016,8336748,85357.88,THE ROYAL BANK OF SCOTLAND,Corporate Credit Card Clearing Account
FCO,FCO,30/11/2016,8552433,85150,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,03/11/2016,8259468,84972,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,03/11/2016,8259472,84197,HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24/11/2016,8487826,84174.5,FCO SERVICES,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,09/11/2016,8319359,84019.89,FCO SERVICES,Specialist Contractors
FCO,FCO,29/11/2016,8533534,83682.1,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,16/11/2016,8400665,83606.76,CROWN ESTATE COMMIS CASH A C,Construction Project more than £10k
FCO,FCO,22/11/2016,8461795,83226.84,FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges
FCO,FCO,28/11/2016,8512545,83208,COMPUTACENTER UK LTD,IT/IS Consultancy
FCO,FCO,02/11/2016,8245642,83067.5,MINIMAL RISK CONSULTANCY LTD,UK Guarding Contracts Overseas
FCO,FCO,22/11/2016,8466464,83038.44,INTERNATIONAL ALERT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8466508,82663.56,BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential
FCO,FCO,09/11/2016,8331486,82399.37,INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,10/11/2016,8342535,81650.98,AETNA,Multiple Accounts
FCO,FCO,22/11/2016,8461659,81341.56,ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts
FCO,FCO,09/11/2016,8331459,81119.07,INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/11/2016,8319375,80659.1,FCO SERVICES,Specialist Contractors
FCO,FCO,21/11/2016,8457452,80194,PECHTER POLLS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,30/11/2016,8552436,80154.06,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,11/11/2016,8346490,79179.63,AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account)
FCO,FCO,22/11/2016,8463463,79178.34,BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account)
FCO,FCO,28/11/2016,8506480,78973.58,CRIMINAL JUSTICE TASK FORCE - CJTF,Recharge Suspense Account (Oracle PA Control Account)
FCO,FCO,17/11/2016,8424424,77612.29,PICKFORDS MOVE MANAGEMENT LTD,Multiple Accounts
FCO,FCO,18/11/2016,8437424,77423.01,COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account)
FCO,FCO,17/11/2016,8406881,77415.12,RWK LE STAFF PAY,Multiple Accounts
FCO,FCO,09/11/2016,8319363,76739.57,FCO SERVICES,Specialist Contractors
FCO,FCO,15/11/2016,8380536,76369.76,SYNERGY FOR JUSTICE LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,09/11/2016,8331481,76148.13,INTERNATIONAL RELIEF AND DEVELOPMENT,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24/11/2016,8487793,75873,PEACEFUL CHANGE INITIATIVE,Programme Spend (Oracle Projects Control Account)
FCO,FCO,24/11/2016,8490438,75869.66,INSTITUTE FOR INTERNATIONAL CRIMINAL INVESTIGATIONS,Programme Spend (Oracle Projects Control Account)
FCO,FCO,01/11/2016,8234507,75775.48,AETNA,Multiple Accounts
FCO,FCO,02/11/2016,8245466,75125,DODS PARLIAMENTARY COMMUNICATIONS LTD,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8423467,75103.75,PICKFORDS MOVE MANAGEMENT LTD,Employee Default Expense (restricted use)
FCO,FCO,17/11/2016,8427509,75066.07,INTERSERVE FM LTD,FM Interserve Works
FCO,FCO,01/11/2016,8241438,75000,GLOBAL CENTER COOP SEC,Programme Spend (Oracle Projects Control Account)
FCO,FCO,17/11/2016,8421441,74747.07,PURSUE LTD,Programme Spend (Oracle Projects Control Account)
