Department Family,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,DBS - Disclosure & Barring Service,01/04/2015,Contingent Labour,DBS - Disclosure & Barring Service,CAPITA BUSINESS SERVICES LTD (E),1001714517," 34,494.90 "
Home Office,DBS - Disclosure & Barring Service,20/04/2015,HO Sponsor Unit,DBS - Disclosure & Barring Service,HOME OFFICE,9000169," 518,000.00 "
Home Office,DBS - Disclosure & Barring Service,27/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,CAMBRIDGESHIRE POLICE & CRIME COMMISSIONER,1001723518," 31,840.21 "
Home Office,DBS - Disclosure & Barring Service,27/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1001723563," 40,795.31 "
Home Office,DBS - Disclosure & Barring Service,27/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE,1001723565," 51,304.70 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,AVON & SOMERSET POLICE & CRIME COMMISSIONER,1001724072," 43,507.43 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,BRITISH TRANSPORT POLICE,1001724078," 26,014.52 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1001724120," 595,200.73 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,NORTHAMPTONSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER,1001724129," 28,938.46 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,NOTTINGHAMSHIRE OFFICE OF THE POLICE & CRIME COMMISSIONER (THE),1001724130," 30,843.37 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER,1001724133," 58,681.65 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE KENT POLICE & CRIME COMMISSIONER,1001724133," 60,487.57 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR GREATER MANCHESTER,1001724134," 113,663.04 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR HUMBERSIDE,1001724135," 44,552.93 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR NORFOLK,1001724136," 54,126.76 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE,1001724137," 31,125.68 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001724140," 59,598.88 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,OFFICE OF THE WEST YORKSHIRE POLICE & CRIME COMMISSIONER,1001724140," 62,294.94 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISIONER FOR THAMES VALLEY,1001724146," 150,302.91 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR CLEVELAND,1001724148," 44,218.18 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DERBYSHIRE,1001724149," 53,968.52 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR DEVON & CORNWALL,1001724150," 36,165.20 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR ESSEX,1001724152," 140,114.75 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR GWENT,1001724153," 25,812.87 "
Home Office,DBS - Disclosure & Barring Service,28/04/2015,Criminal Record Checks,DBS - Disclosure & Barring Service,POLICE & CRIME COMMISSIONER FOR HAMPSHIRE,1001724154," 46,030.86 "
