Spend over £25000 - Publication template,,,,,,,

Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Consultancy Fees,"Policy, Research & Development",Hay Group Ltd,96540,21491
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",Hay Group Ltd,96540,3760.92
Department for Education,National College for Leadership of Schools and Children's Services,27/04/2010,Assessment Fees,Continuous Leadership Learning,Hay Group Ltd,97860,39710
Department for Education,National College for Leadership of Schools and Children's Services,27/04/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Hay Group Ltd,97860,5956.5
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Advertising and Marketing,"Policy, Research & Development",Hays Education,97115,26350
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",Hays Education,97115,4611.25
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Grants Made,"Policy, Research & Development",Hertfordshire County Council,Annual Succession Grants,32000
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,Hilton UK Hotels Limited,94678,46472.94
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,Children's Services,Hilton UK Hotels Limited,94678,8132.77
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,Hilton UK Hotels Limited,97764,21594.78
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Irrecoverable Input VAT,Children's Services,Hilton UK Hotels Limited,97764,3779.08
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,Hilton UK Hotels Limited,Credit IPOS 91590,-40643.82
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,Children's Services,Hilton UK Hotels Limited,Credit IPOS 91590,-7112.68
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,Hilton UK Hotels Limited,Credit IPOS 94678,-40.71
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,Children's Services,Hilton UK Hotels Limited,Credit IPOS 94678,-7.12
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,Hilton UK Hotels Limited,Credit IPOS 94678A,-87.51
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,Children's Services,Hilton UK Hotels Limited,Credit IPOS 94678A,-15.32
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Programme Costs,Continuous Leadership Learning,HTI Leadership Centre Ltd,95697,113400
Department for Education,National College for Leadership of Schools and Children's Services,08/04/2010,Irrecoverable Input VAT,School Leadership Dev,IAM,97105,3414.25
Department for Education,National College for Leadership of Schools and Children's Services,08/04/2010,Professional Fees,School Leadership Dev,IAM,97105,30760
Department for Education,National College for Leadership of Schools and Children's Services,28/04/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Illuminas Ltd,98078,5808.51
Department for Education,National College for Leadership of Schools and Children's Services,28/04/2010,Programme Costs,Continuous Leadership Learning,Illuminas Ltd,98078,33191.49
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Hardware Purchases,Corporate Services,Insight Direct UKLimited,97289,99102.5
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,ICT Running Costs,Corporate Services,Insight Direct UKLimited,97289,2681.75
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Irrecoverable Input VAT,Corporate Services,Insight Direct UKLimited,97289,18743.43
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Software Purchases,Corporate Services,Insight Direct UKLimited,97289,5321
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Operational Associates,School Leadership Dev,Institute Of Education,96918,80000
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",Institute Of Education,97147,5212.77
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Operational Associates,"Policy, Research & Development",Institute Of Education,97147,29787.23
Department for Education,National College for Leadership of Schools and Children's Services,08/04/2010,Programme Costs,Continuous Leadership Learning,Institute Of Education,97172,30824.55
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Advertising and Marketing,"Policy, Research & Development",JONES RHODES ASSOCIATES LIMITED,97600,40728
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",JONES RHODES ASSOCIATES LIMITED,97600,7127.4
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Grants Made,"Policy, Research & Development",Kent County Cnl,Annual Succession Grants,32000
Department for Education,National College for Leadership of Schools and Children's Services,14/04/2010,Grants Made,School Leadership Dev,Lacon Childe School,Rural Demo Proj Wave 5 2nd,25000
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Programme Costs,School Leadership Dev,Lampton School Sundries Account,96865,30000
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Grants Made,"Policy, Research & Development",Lancashire County Council,Annual Succession Grants,32000
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Grants Made,"Policy, Research & Development",Leicestershire County Council,Annual Succession Grants,24500
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Lightbox Education,97888,5131.18
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Programme Costs,Continuous Leadership Learning,Lightbox Education,97888,29321
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Irrecoverable Input VAT,Children's Services,LM Matters Ltd,97363,3850
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Multimedia Production,Children's Services,LM Matters Ltd,97363,22000
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Programme Costs,Continuous Leadership Learning,Manchester Uni,96922,56250
Department for Education,National College for Leadership of Schools and Children's Services,27/04/2010,Programme Costs,Continuous Leadership Learning,Manchester Uni,98037,50400
Department for Education,National College for Leadership of Schools and Children's Services,30/04/2010,Programme Costs,Continuous Leadership Learning,Manchester Uni,Nat Col EHP Payment Scheme,33463.7
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Consultancy Fees,"Policy, Research & Development",McKinsey & Company,96976,55319.15
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",McKinsey & Company,96976,9680.85
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Consultancy Fees,"Policy, Research & Development",Michael Fullan,97112,26500
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Irrecoverable Input VAT,Children's Services,Navigate Resourcing Ltd,94637,5495.26
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Operational Associates,Children's Services,Navigate Resourcing Ltd,94637,31401.5
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Consultancy Fees,"Policy, Research & Development",Network for Black Professionals,95894,35025.14
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",Network for Black Professionals,95894,6831.45
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Operational Associates,"Policy, Research & Development",Network for Black Professionals,95894,9015.29
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Consultancy Fees,"Policy, Research & Development",NFER Trading Limited,96850,29962
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",NFER Trading Limited,96850,5243.35
Department for Education,National College for Leadership of Schools and Children's Services,28/04/2010,Grants Made,"Policy, Research & Development",Norfolk Education Advisory Ser,Annual Succession Grants,28500
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Externals Travel & Subsistence,Continuous Leadership Learning,PA Consulting Services Ltd,97210,1410
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Irrecoverable Input VAT,Continuous Leadership Learning,PA Consulting Services Ltd,97210,9011.1
Department for Education,National College for Leadership of Schools and Children's Services,12/04/2010,Programme Costs,Continuous Leadership Learning,PA Consulting Services Ltd,97210,51492
Department for Education,National College for Leadership of Schools and Children's Services,08/04/2010,ICT Running Costs,Corporate Services,Phoenix Software Ltd,97092,25945.44
Department for Education,National College for Leadership of Schools and Children's Services,08/04/2010,Irrecoverable Input VAT,Corporate Services,Phoenix Software Ltd,97092,4540.45
Department for Education,National College for Leadership of Schools and Children's Services,14/04/2010,ICT Running Costs,Corporate Services,Phoenix Software Ltd,97489,10295.68
Department for Education,National College for Leadership of Schools and Children's Services,14/04/2010,Irrecoverable Input VAT,Corporate Services,Phoenix Software Ltd,97489,5525.12
Department for Education,National College for Leadership of Schools and Children's Services,14/04/2010,Software Purchases,Corporate Services,Phoenix Software Ltd,97489,21276.46
Department for Education,National College for Leadership of Schools and Children's Services,07/04/2010,Irrecoverable Input VAT,Continuous Leadership Learning,Place Group Limited,96573,4148.27
Department for Education,National College for Leadership of Schools and Children's Services,07/04/2010,Programme Costs,Continuous Leadership Learning,Place Group Limited,96573,23704.36
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Irrecoverable Input VAT,Children's Services,PricewaterhouseCoopers,96863,11425.93
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Programme Costs,Children's Services,PricewaterhouseCoopers,96863,65291
Department for Education,National College for Leadership of Schools and Children's Services,15/04/2010,Irrecoverable Input VAT,School Leadership Dev,PricewaterhouseCoopers,97440,3846.9
Department for Education,National College for Leadership of Schools and Children's Services,15/04/2010,Professional Fees,School Leadership Dev,PricewaterhouseCoopers,97440,21982.3
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Irrecoverable Input VAT,Corporate Services,Rambutan Ltd,97850,4681.25
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Training,Corporate Services,Rambutan Ltd,97850,26750
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,"Conference, Events, Exhibitions and Seminars",School Leadership Dev,RS Live,97983,25295.38
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Irrecoverable Input VAT,School Leadership Dev,RS Live,97983,4426.69
Department for Education,National College for Leadership of Schools and Children's Services,20/04/2010,Consultancy Fees,School Leadership Dev,Rullion Engineering Personnel Ltd,97717,30510.35
Department for Education,National College for Leadership of Schools and Children's Services,28/04/2010,Building Running Costs,Corporate Services,Rushcliffe Borough Council,98193,90978.05
Department for Education,National College for Leadership of Schools and Children's Services,07/04/2010,Programme Costs,Continuous Leadership Learning,SELT,97002,65354.98
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,Programme Costs,Continuous Leadership Learning,SELT,NCSL EHP Payment Scheme,25622.46
Department for Education,National College for Leadership of Schools and Children's Services,30/04/2010,Programme Costs,Continuous Leadership Learning,SELT,Nat Col EHP Payment Scheme,34518.85
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Irrecoverable Input VAT,School Leadership Dev,Serco Learning Solutions,96778,10017
Department for Education,National College for Leadership of Schools and Children's Services,01/04/2010,Programme Costs,School Leadership Dev,Serco Learning Solutions,96778,57240
Department for Education,National College for Leadership of Schools and Children's Services,09/04/2010,Irrecoverable Input VAT,School Leadership Dev,Serco Learning Solutions,97024,3832.85
Department for Education,National College for Leadership of Schools and Children's Services,09/04/2010,Programme Costs,School Leadership Dev,Serco Learning Solutions,97024,25552.28
Department for Education,National College for Leadership of Schools and Children's Services,09/04/2010,Irrecoverable Input VAT,School Leadership Dev,Serco Learning Solutions,97095,4031.82
Department for Education,National College for Leadership of Schools and Children's Services,09/04/2010,Programme Costs,School Leadership Dev,Serco Learning Solutions,97095,23038.95
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Irrecoverable Input VAT,School Leadership Dev,Serco Learning Solutions,97497,16371.43
Department for Education,National College for Leadership of Schools and Children's Services,22/04/2010,Programme Costs,School Leadership Dev,Serco Learning Solutions,97497,93551
Department for Education,National College for Leadership of Schools and Children's Services,21/04/2010,Irrecoverable Input VAT,School Leadership Dev,Serco Learning Solutions,97823,7746.48
Department for Education,National College for Leadership of Schools and Children's Services,21/04/2010,Programme Costs,School Leadership Dev,Serco Learning Solutions,97823,44265.6
Department for Education,National College for Leadership of Schools and Children's Services,30/04/2010,Irrecoverable Input VAT,Corporate Services,Sodexho Ltd,97976,51036.17
Department for Education,National College for Leadership of Schools and Children's Services,30/04/2010,Outsourcing,Corporate Services,Sodexho Ltd,97976,290312.27
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Irrecoverable Input VAT,Children's Services,Teachers TV,97541,11170.21
Department for Education,National College for Leadership of Schools and Children's Services,16/04/2010,Multimedia Production,Children's Services,Teachers TV,97541,63829.79
Department for Education,National College for Leadership of Schools and Children's Services,19/04/2010,Irrecoverable Input VAT,Children's Services,The Workshop,97846,6405
Department for Education,National College for Leadership of Schools and Children's Services,19/04/2010,Multimedia Production,Children's Services,The Workshop,97846,36600
Department for Education,National College for Leadership of Schools and Children's Services,13/04/2010,"Conference, Events, Exhibitions and Seminars",School Leadership Dev,Thistle The Royal Horseguards Hotel,97367,54680.9
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,ICT Running Costs,Corporate Services,Trustmarque Solutions Ltd,96997,24839.38
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Irrecoverable Input VAT,Corporate Services,Trustmarque Solutions Ltd,96997,4346.89
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Advertising and Marketing,Children's Services,VSC Plus Ltd,95896,50000
Department for Education,National College for Leadership of Schools and Children's Services,06/04/2010,Irrecoverable Input VAT,Children's Services,VSC Plus Ltd,95896,8750
Department for Education,National College for Leadership of Schools and Children's Services,19/04/2010,"Conference, Events, Exhibitions and Seminars",Children's Services,VSC Plus Ltd,97839,50000
Department for Education,National College for Leadership of Schools and Children's Services,19/04/2010,Irrecoverable Input VAT,Children's Services,VSC Plus Ltd,97839,8750
Department for Education,National College for Leadership of Schools and Children's Services,15/04/2010,Consultancy Fees,Continuous Leadership Learning,Warwick Uni,97501,27500
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Externals Travel & Subsistence,"Policy, Research & Development",White Consultants Limited,97464,489.34
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Irrecoverable Input VAT,"Policy, Research & Development",White Consultants Limited,97464,4177.22
Department for Education,National College for Leadership of Schools and Children's Services,23/04/2010,Operational Associates,"Policy, Research & Development",White Consultants Limited,97464,23380.5
