November 2011 Spend over £25k (inc vat),,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department Family,Entity,Transaction Date,A/C - Type of Expenditure,C/C - Business Area,Supplier,Invoice No.,Spend Month,Inc VAT (where applicable),Description,Supplier Postcode,Supplier Type,Contract/PO #,Project Code,Expenditure Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,28-Nov-11,RPA Lease Cars Rental Fee,Various,Arval,1021288,Nov,"53,993.91",Lease Rental & Service charges,SN5 6PE,Large,PO 62726,none,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,23-Nov-11,IT Outsourced Services,Programmes & Projects/Service Management,Cable & Wirelss,UK13073136/UK10/112011/8036,Nov,"78,879.38","Rental Charges - Carlisle £4,662.22, Newcastle £3,226.32, Kings House, Reading £3,798.99, RPA Netstore £4,454.72, Northallerton £4,393.94 & London IBM £2,246.84, Exeter £4,158.95, Workington £3,319.46, RPA Global Switch £1,519.84, Sampson House £3,322.11, Northgate House £24,803.43,  2E2 Group £,391.72, Sungard Data Centre £4,424.28  & VAT £13,146.56",RG12 1XL,Large,PO62643,PPT01000  COMS0130,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,03-Nov-11,IT Outsourced Services,Service Management,DSGi,11130207,Nov,"75,834.00",Monthly ICT Managed Service Charges.,BL9 7BJ,Large,PO 62964,OFFS0125,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,22-Nov-11,IT Outsourced Services,Programmes & Projects,DSGi,11130208,Nov,"92,963.40",RPA Desktop Transition Project,BL9 7BJ,Large,PO 63521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,04-Nov-11,British Cattle Movemen-Meat Hygiene Service ,British Cattle Movemen-Meat Hygiene Service,Food Standards Agency,1701020,Nov,"61,125.68",Cattle Passport Inspections August 2011,YO1 7PX,n/a,PO 63447,none,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,22-Nov-11,British Cattle Movemen-Meat Hygiene Service ,British Cattle Movemen-Meat Hygiene Service,Food Standards Agency,1701073,Nov,"59,101.62",Cattle Passport Inspections September 2011,YO1 7PX,n/a,PO 63447,none,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,01-Nov-11,IT Outsourced Services,Programmes & Projects,IBM UK,5810111209,Nov,"53,068.06",Storage Area Network (SAN) Microsoft Migration Project,PO6 3AE,Large,PO 63536,PPT01100,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,03-Nov-11,IT Outsourced Services,Service Management & Programmes & Projects,IBM UK,5810111673,Nov,"898,888.53",Monthly ICT Managed Service Baseline Charges.,PO6 3AE,Large,PO 63484,IBMBS000 & PPT01000,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,03-Nov-11,IT Outsourced Services,Programmes & Projects,IBM UK,5810111676,Nov,"222,318.00",Backup & Recovery Upgrade Project,PO6 3AE,Large,PO 62781,PPT01400,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,03-Nov-11,IT Outsourced Services,Service Management & Programmes & Projects,IBM UK,5810111940,Nov,"903,933.59",Monthly ICT Managed Service Baseline Charges.,PO6 3AE,Large,PO 63584,IBMBS000 & PPT01000,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,22-Nov-11,IT Outsourced Services,Programmes & Projects,IBM UK,5811110618,Nov,"55,270.20",IT Service in respect of Collaborative Environmental Transportation Agreement for Streamlining (CETAS),PO6 3AE,Large,PO 63438,PPX08600,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFRA,RPA,30-Nov-11,Supplier Contractors,GI Service,InfoTech Enterprises,970001040,Nov,"118,265.94",GIS Digitising Services for Aug 2011,WC1V 6RL,Large,PO 62576,None,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
