Organisation,,Partnerships for Schools,,,,,
Submitted By,,Management Accountant,,,,,
Spend Tolerance,,"£25,000",,,,,
Month,,01.05.2011 to 31.05.2011,,,,,
Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount Including VAT
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,SUNDERLAND COUNTY COUNCIL,354996,387133
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BATH AND NE SOMERSET COUNCIL,355000,711698
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,355002,2050804
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,BRISTOL CITY COUNCIL,355002,4317782
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH SOMERSET DC,355004,873188
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTH GLOUCESTERSHIRE COUNCIL,355006,4034209.11
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HARTLEPOOL BOROUGH COUNCIL,355008,3514645.58
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,MIDDLESBOROUGH COUNCIL,355010,3737584.1
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,355012,564654
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,REDCAR AND CLEVELAND BOROUGH COUNCIL,355012,1022395
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,355014,822119
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,STOCKTON ON TEES,355014,138604
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,355016,24860703.3
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,KINGSTON UPON HULL CITY COUNCIL,355016,94014
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,355018,1457191
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,EAST RIDING OF YORKSHIRE,355018,687433
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH EAST LINCOLNSHIRE COUNCIL,355020,6586388.2
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH LINCOLNSHIRE COUNCIL,355022,2969248.68
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,355024,2849875
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTH YORKSHIRE COUNTY COUNCIL,355024,175996
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,355026,757600
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,YORK CITY COUNCIL,355026,296545
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,355028,4610198.55
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LUTON BOROUGH COUNCIL,355028,702775
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BUCKINGAMSHIRE COUNTY COUNCIL,355030,2811849
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,MILTON KEYNES COUNCIL,355032,1753627
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,355034,5927549
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DERBYSHIRE COUNTY COUNCIL,355034,2625957
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,355036,4913522.86
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DERBY CITY COUNCIL,355036,918348
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,355038,1668151
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DORSET COUNTY COUNCIL,355038,389666
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,POOLE BOROUGH COUNCIL,355040,569066
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BOURNEMOUTH BOROUGH COUNCIL,355042,618607
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,355044,6396335.77
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DURHAM COUNTY COUNCIL,355044,1379835
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,355046,460915
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DARLINGTON BOROUGH COUNCIL,355046,800082
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,355048,4576611.75
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,EAST SUSSEX COUNTY COUNCIL,355048,439615
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,355050,5250439.1
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,BRIGHTON AND HOVE CITY COUNCIL,355050,597409
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HAMPSHIRE COUNTY COUNCIL,355052,5688483
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,355054,837428
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,PORTSMOUTH CITY COUNCIL,355054,309396
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,355056,6117917.98
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,SOUTHAMPTON CITY COUNCIL,355056,964050
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTERSHIRE COUNTY COUNCIL,355058,3027808
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LEICESTER CITY COUNCIL,355060,0
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LEICESTER CITY COUNCIL,355060,1273914
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,RUTLAND COUNTY COUNCIL,355062,220950
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,355064,9015023.9
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,STAFFORDSHIRE COUNTY COUNCIL,355064,344957
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,355066,12241359.03
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,STOKE ON TRENT COUNTY COUNCIL,355066,2073539
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,355068,2334084
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,WILTSHIRE COUNCIL,355068,812700
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,355070,955152
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,SWINDON BOROUGH COUNCIL,355070,1252897
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BRACKNELL FOREST BOROUGH COUNCIL,355072,701802
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WINDSOR AND MAIDENHEAD ROYAL BOROUGH COUNCIL,355074,982783
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WEST BERKSHIRE COUNCIL,355076,763996
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,READING BOROUGH COUNCIL,355078,904723
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,355080,950148
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,SLOUGH BOROUGH COUNCIL,355080,919380
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WOKINGHAM BOROUGH COUNCIL,355082,1281581
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CAMBRIDGESHIRE COUNTY COUNCIL,355084,6631487.07
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,355086,3644731.27
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,PETERBOROUGH CITY COUNCIL,355086,1182792
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HALTON BOROUGH COUNCIL,355088,6927164.8
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WARRINGTON BOROUGH COUNCIL,355090,584477
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,355092,3064769
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,DEVON COUNTY COUNCIL,355092,1734307
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,355094,1095653
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,PLYMOUTH CITY COUNCIL,355094,995656
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,355096,455700
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,TORBAY COUNCIL,355096,356210
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,355098,13275853.91
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,ESSEX COUNTY COUNCIL,355098,936182
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHEND-ON-SEA BOROUGH COUNCIL,355100,781477
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,THURROCK COUNCIL,355102,777128
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,355104,5382611.08
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,HEREFORDSHIRE COUNTY COUNCIL,355104,429986
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,355106,4178986.1
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,WORCESTERSHIRE COUNTY COUNCIL,355106,1406119
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,355108,21159144.48
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,KENT COUNTY COUNCIL,355108,3699481
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,MEDWAY COUNCIL,355110,5765045.86
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,355112,7418928.29
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LANCASHIRE COUNTY COUNCIL,355112,5466548
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKBURN WITH DARWEN BOROUGH COUNCIL,355114,3697504.78
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BLACKPOOL BOROUGH COUNCIL,355116,1829999.98
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,355118,3294476
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,NOTTINGHAMSHIRE COUNTY COUNCIL,355118,3084310
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,355120,13012826.25
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,NOTTINGHAM CITY COUNCIL,355120,854685
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SHROPSHIRE COUNCIL,355122,1413599
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,355124,7157764.48
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,TELFORD AND WREKIN BOROUGH COUNCIL,355124,1464589
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,355126,1982004
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,CORNWALL COUNCIL,355126,2843961
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CUMBRIA COUNTY COUNCIL,355128,13653602.37
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,GLOUCESTERSHIRE COUNTY COUNCIL,355130,7113021.09
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HERTFORDSHIRE COUNTY COUNCIL,355132,16890791.46
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,ISLE OF WIGHT COUNCIL,355134,759930
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,355136,13017658.18
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LINCOLNSHIRE COUNTY COUNCIL,355136,289588
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,355138,10259854.16
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,NORFOLK COUNTY COUNCIL,355138,1209751
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,355140,11060173.85
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,NORTHAMPTONSHIRE COUNTY COUNCIL,355140,2774806
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,NORTHUMBERLAND COUNTY COUNCIL,355142,10629475.03
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,OXFORDSHIRE COUNTY COUNCIL,355144,3234482
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SOMERSET COUNTY COUNCIL,355146,2676238
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SUFFOLK COUNTY COUNCIL,355148,4272293
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SURREY COUNTY COUNCIL,355150,4879721
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,355152,2714570
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,WARWICKSHIRE COUNTY COUNCIL,355152,433135
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,355154,24147360.65
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,WEST SUSSEX COUNTY COUNCIL,355154,1132956
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WESTMINSTER CITY COUNCIL,355156,3750035.8
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,355158,7535517.51
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LAMBETH LONDON BOROUGH COUNCIL,355158,918771
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,KENSINGTON AND CHELSEA ROYAL BOROUGH COUNCIL,355160,404704
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HACKNEY LONDON BOROUGH COUNCIL,355162,10078046.97
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK LONDON BOROUGH COUNCIL,355164,4086888.75
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,355166,800706
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,GREENWICH LONDON BOROUGH COUNCIL,355168,4366154.67
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,WANDSWORTH LONDON BOROUGH COUNCIL,355170,11193067.21
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,355172,5371745.14
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,CAMDEN LONDON BOROUGH COUNCIL,355172,429343
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,355174,3173578
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,ISLINGTON LONDON BOROUGH COUNCIL,355174,1262482
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,355176,18749964.3
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,TOWER HAMLETS LONDON BOROUGH COUNCIL,355176,2345092
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,355180,2648340.9
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,LEWISHAM LONDON BOROUGH COUNCIL,355180,3015620
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,355182,5062790.91
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,BEDFORDSHIRE CENTRAL COUNCIL,355182,471578
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,BEDFORD BOROUGH COUNCIL,355184,4509273.36
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,355186,1295199
DfE,PfS,20/05/2011,Revenue Grant,Schools Capital and Revenue Grants,CHESHIRE WEST AND CHESTER COUNCIL,355186,347223
DfE,PfS,20/05/2011,Capital Grant,Schools Capital and Revenue Grants,CHESHIRE EAST COUNCIL,355188,1170074
DfE,PfS,24/05/2011,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,356709,65233.58
DfE,PfS,24/05/2011,Capital Grant,Schools Capital and Revenue Grants,SPALDING GRAMMER SCHOOL GOVERNMENT ACCOUNT,356715,72000
DfE,PfS,24/05/2011,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,356719,58903.29
DfE,PfS,24/05/2011,VA Schools PFI Payments,Schools Capital and Revenue Grants,INGLBY BARWICK COMMUNITY CAMPUS TRUSTEE ACCOUNT,356721,171987.27
DfE,PfS,24/05/2011,VA Schools PFI Payments,Schools Capital and Revenue Grants,JEWISH FREE SCHOOL - UNITARY CHARGE ACCOUNT,356723,234975.45
DfE,PfS,25/05/2011,Technical Costs - Capital,Free School Technical Advice,CAPITA SYMONDS LTD,356725,53222.4
DfE,PfS,25/05/2011,Capital Grant,Director Education & Planning,BRITISH GAS TRADING LTD,356751,3571561.81
