Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,AHVLA,09/04/2013,Additions In Year,,Contained Air Solutions Ltd,,"47,124.00","Capital purchase of two Microbiological Safety Cabinets which includes offloading, positioning and commissioning tests on 2 existing AHVLA cabinets.",M24 1RU,SME,,0,Asset,
Defra,AHVLA,19/04/2013,Lab & Technical Eqpt Maintenance,,Agilent Technologies UK Ltd,,"34,528.00",Renewal of Laboratory Equipment Service Contract for 1 year,SK8 3GR,,,0,Expense,
Defra,AHVLA,25/04/2013,Membership of Organisations,,Royal College Of Vet Surgeons,,"113,321.00",RCVS (Royal College of Veterinary Surgeons) membership fees for AHVLA,SW1P 2AF,SME,,0,Expense,
Defra,AHVLA,29/04/2013,Sub Contracted Services,,L G C Limited,,"147,832.00",Transmissible Spongiform Encephalopathy Testing for March 2013,TW11 0LY,SME,,TSTS5902,Expense,
Defra,AHVLA,15/04/2013,Sub Contracted Services,,University Of Manchester,,"26,500.00",Optimising targeted proteomics for quantitative species-specific analyses of animal feed contract - year 12/13,M13 9PL,,,TSSE2017,Expense,
Defra,AHVLA,23/04/2013,Sub Contracted Services,,The Royal Veterinary College,,"52,083.60","Provision of veterinary surveillance, diagnostic necropsy and laboratory testing services from 1st July to 30th September 2012",NW1 0TU,,,RDED1008,Expense,
Defra,AHVLA,23/04/2013,Sub Contracted Services,,The Royal Veterinary College,,"52,083.60","Provision of veterinary surveillance, diagnostic necropsy and laboratory testing services from 1st April to 30th June 2012",NW1 0TU,,,RDED1008,Expense,
Defra,AHVLA,29/04/2013,IT & Other consumables,,Sap ( UK ) Ltd,,"29,148.16","Annual maintenance renewal of various Crystal Reports, Business Object Web Intelligence, and Business Object licences",TW14 8HD,,,0,Expense,
Defra,AHVLA,03/04/2013,IT & Other consumables,,Thermo Fisher Scientific,,"62,265.60",Software/licences: SampleManager Concurrent User Licence and Initial Support and Maintenance Services (SMS) Annual charge.,WA14 5TP,SME,,0,Expense,
Defra,AHVLA,03/04/2013,Additions In Year,,Misco,,"25,819.43",Purchase of PowerEdge M620 and M915 Blade Server,NN8 6XH,SME,,0,Asset,
Defra,AHVLA,09/04/2013,Additions In Year,,C S A Waverley,,"83,803.20",Purchase of IT Storage,HP10 0ABB,SME,,0,Asset,
Defra,AHVLA,17/04/2013,Business & Technical/Consultancy Assignments,,Specialist Computer Centres Plc,,"82,560.31",Systems For Windows to provide consultancy for proof of concept applications Phase 2 ,B11 2LE,,,0,Expense,
Defra,AHVLA,11/04/2013,Business & Technical/Consultancy Assignments,,Specialist Computer Centres Plc,,"33,696.00",Systems For Windows to provide consultancy for IBM Transformation Assistance,B11 2LE,,,0,Expense,
Defra,AHVLA,03/04/2013,IT & Other consumables,,Satisnet Ltd,,"32,806.80",Renewal of existing Patch and Remediation Licence for 1 year,LU2 8DL,,,0,Expense,
Defra,AHVLA,11/04/2013,Additions In Year,,L T E Scientific Ltd,,"25,740.00",Supply and install a Temperature Controlled Environmental Room including commissioning by qualified United Kingdom Acceditation Service (UKAS) Test Engineer.,OL3 7EN,,,0,Asset,
Defra,AHVLA,29/04/2013,Hard charges,,DEFRA,,"121,217.30",Payment to Defra for property rents,YO1 7PX,,,HARDESTA,Expense,
Defra,AHVLA,23/04/2013,Legal Expenses incl subscriptions to legal societies,,Greaves Brewster,,"54,083.82",Patent charges and fees for  March with respect to renewal of European Union patent Application ,BS27 3AH,,,NSOM0081,Expense,
Defra,AHVLA,29/04/2013,Hard charges,,D T Z,,"73,765.84",Establishment costs Quarter 4 - Penycuik,B4 6HT,,,HARDESTA,Expense,
Defra,AHVLA,15/04/2013,Hard charges,,D T Z,,"377,444.02",Facilities management charges for Weybridge - March 2013 ,B4 6HT,,,HARDESTA,Expense,
Defra,Cefas,12/04/2013,Data Collection Services,Aquatic Health & Hygiene,THE SCOTTISH ASSOCIATION FOR MARINE SCIENCE,20044034,"£21,246.00",Data Collections Services Research,,STAN,,C5711,Data Collection Services,
Defra,Core Defra,12/04/2013,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.71532E+21,"£47,996.58",Barclaycard Monthly Bill - March 2012,TS17 6YG,SME,,0,Asset,
Defra,Core Defra,22/04/2013,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,54375,"£311,300.69",Redfern Travel Bill - March 2012,BD1 3AZ,SME,,0,Asset,
Defra,Core Defra,10/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024804,"£37,663.46","Provision of flexiform lockers for Nobel House, London",BS32 4NH,,18288,EXITLOND,Asset,
Defra,Core Defra,10/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024775,"£44,836.60","Alterations to provide disabled access to Northgate House, Reading ",BS32 4NH,,15524,B642P002,Asset,
Defra,Core Defra,10/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024805,"£49,600.68","Provision of furniture (task chairs) in Nobel House, London",BS32 4NH,,18287,EXITLOND,Asset,
Defra,Core Defra,10/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024807,"£60,924.65","Furniture - London Rationalisation programme, Nobel House",BS32 4NH,,18254,EXITLOND,Asset,
Defra,Core Defra,10/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024790,"£266,554.34",Bio Security Design And Works at Weybridge,BS32 4NH,,18027,BUILD265,Asset,
Defra,Core Defra,10/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024811,"£49,645.74","Machinery and equipment repairs as part of the Nobel House, London Rationalisation Programme",BS32 4NH,,,EXITLOND,Asset,
Defra,Core Defra,12/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024800,"£895,174.12",Office refurbishment of Stirling House,BS32 4NH,,,EXITCLYS,Asset,
Defra,Core Defra,16/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024785,"£32,161.10","Provision of furniture (DO chairs) in Nobel House, London",BS32 4NH,,17566,B196P010,Asset,
Defra,Core Defra,16/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024781,"£42,903.49","Staff and Furniture Moves - London Rationalisation programme, Nobel House",BS32 4NH,,17056,B196P010,Asset,
Defra,Core Defra,16/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024801,"£72,498.00",Office refurbishment of Clyst House,BS32 4NH,,,EXITCLYS,Asset,
Defra,Core Defra,16/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024806,"£61,795.42","General Floor Furniture - London Rationalisation programme, Nobel House",BS32 4NH,,18252,EXITLOND,Asset,
Defra,Core Defra,16/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024792,"£38,492.14","Refurbishment Works at Nobel House, London (new tea points, new meeting rooms with AC as required, supply and Install carpets for new areas. Install data and power changes)",BS32 4NH,,17799,B196P010,Asset,
Defra,Core Defra,16/04/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024773,"£35,139.66",Various facility management works,BS32 4NH,,15827,B0940000,Asset,
Defra,Core Defra,16/04/2013,IT Software,Chief Operating Officer DG,Environment Agency,1152509,"£497,000.00",Purchase of Infrastructure for Spatial Information in Europe (INSPIRE) Technology Software March 2013,BS1 5AH,,OM17979,06199SPT,Asset,
Defra,Core Defra,18/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024816,"£46,153.19","Supply, deliver and install 3  condensing boilers complete with associated flues and ancillary services, Weymouth",BS32 4NH,,,ENWATWRK,Asset,
Defra,Core Defra,18/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024786,"£168,439.87","Lighting replacement, Nobel House, London",BS32 4NH,,17567,B196P010,Asset,
Defra,Core Defra,18/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024803,"£320,164.01","Space plan and fit study at Toothill Close, Unex House",BS32 4NH,,18236,EXITTOUT,Asset,
Defra,Core Defra,18/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024817,"£134,295.95","Install 2 new high efficiency chillers and modify existing pipework, heat rejection duct work and cap off, Weymouth",BS32 4NH,,,ENWATWRK,Asset,
Defra,Core Defra,18/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024815,"£38,795.72",Animal Health and Veterinary Laboratories Agency - Laboratory Refurbishment - March 2013,BS32 4NH,,18483,LONGFUME,Asset,
Defra,Core Defra,22/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024793,"£99,894.40",Refurbishment works at Ergon House - March 2013,BS32 4NH,,17759,B196P010,Asset,
Defra,Core Defra,22/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024813,"£99,617.59","Roof repairs, Northgate House",BS32 4NH,,,NGHBALCO,Asset,
Defra,Core Defra,22/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024812,"£43,093.26","Balcony repairs, Northgate House",BS32 4NH,,18328,NGHBALCO,Asset,
Defra,Core Defra,22/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024799,"£127,121.17",Strip out and refubishment of Starcross office accommodation ,BS32 4NH,,,EXITCLYS,Asset,
Defra,Core Defra,22/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024789,"£54,384.00",Supply of general floor furniture to Nobel House a part of the London Rationalisation project,BS32 4NH,,17641,B196P010,Asset,
Defra,Core Defra,22/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024791,"£125,009.33","Roofing and scaffold works, Nobel House",BS32 4NH,,17758,B196P010,Asset,
Defra,Core Defra,24/04/2013,Other recharges,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024780,"£31,193.10",Animal Health and Veterinary Laboratories Agency project,BS32 4NH,,17016,0,Asset,
Defra,Core Defra,26/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5803130564,"£37,467.26",Data Centre Disaster Recovery investigations and scoping,GU1 2LD,SME,FRW10040-00,B196P010,Asset,
Defra,Core Defra,26/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5803131193,"£76,474.51","Refurbishment work for Ergon House, Nobel House and Mill Bank",GU1 2LD,SME,FRW10040-00,B196P010,Asset,
Defra,Core Defra,26/04/2013,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,IBM United Kingdom Ltd,5803131183,"£51,194.39","Office moves, Colchester and Newcastle",GU1 2LD,SME,FRW10040-00,EXITNEWC,Asset,
Defra,Core Defra,30/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024794,"£41,336.54",Laboratory Strip Out and Refurbishment works at Longbenton - March 2013 Payment,BS32 4NH,,17804,LONGFUME,Asset,
Defra,Core Defra,30/04/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024130,"£220,461.55",aboratory Strip Out and Refurbishment works at Longbenton - February 2013 payment,BS32 4NH,,17804,LONGFUME,Asset,
Defra,Core Defra,02/04/2013,Gas,Chief Operating Officer DG,Corona Energy,8073271,"£29,113.26",agree with column k,WD17 1JW,,,B0870000,Expense,
Defra,Core Defra,02/04/2013,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,204438,"£38,032.60",Professional Management Services - March 2013,EH3 9QG,,16148,DTZ00000,Expense,
Defra,Core Defra,02/04/2013,Overhead Incidental Expenses,Chief Operating Officer DG,H M Revenue & Customs,1.8E+13,"£75,026.22","Recruitment campaign for Higher Executive Officer to include design work on the written exercise, costs for sifting, managing the written exercise and advertising fees.  ",BN12 4XH,,,0,Expense,
Defra,Core Defra,02/04/2013,Other Current Payments E,Chief Operating Officer DG,Foden Grealy Limited,505376,"£26,238.76",Consulting service for Change Management Programme 2/1/13 - 15/2/13,HG1 2NA,SME,16825,P1300000,Expense,
Defra,Core Defra,02/04/2013,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA011314,"£3,000,000.00",2013-2014 Grant in aid payment April 2013,TW9 3AB,,Exempt,0,Expense,
Defra,Core Defra,02/04/2013,Other Capital UK,Chief Operating Officer DG,Epimorphics Ltd,A000137,"£28,344.00",UK Location Registry 'Proof of Concept' Development Project,BS20 6PT,SME,OM18276,0,Expense,
Defra,Core Defra,03/04/2013,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,340088,"£60,000.00",Blanket purchase order for Defra Records Contract,EH54 7DF,,10120,0,Expense,
Defra,Core Defra,03/04/2013,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,340099,"£46,800.00",Blanket purchase order for Defra Records Contract,EH54 7DF,,10120,0,Expense,
Defra,Core Defra,04/04/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA182,"£71,492.99",agree with column k,B3 2ED,,,0,Expense,
Defra,Core Defra,04/04/2013,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,204568,"£41,775.00",Desk Top Review of Fixed Assets as at 31 December 2012 and 31 March 2013,EH3 9QG,,x,0,Expense,
Defra,Core Defra,04/04/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Local Partnerships LLP,41101131,"£29,938.97",Support Defra’s work to identify a strategic approach for Food & Environment Research Agency in order to further exploit the commercial potential of the organization ,SW1P 3HZ,SME,17667/1,0,Expense,
Defra,Core Defra,04/04/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Royal Botanic Gardens Kew,S9056MT,"£113,355.74",Human Resouce and Information Communication Technology Costs Associated with the onboard of Kew processes to DEFRA,TW9 3AB,,Exempt,0,Expense,
Defra,Core Defra,08/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131482,"£33,646.70","Flexible Devices Stage 2 project for supply of Pilot Tablet, build and deploy",GU1 2LD,SME,FRW10040-00,0,Expense,
Defra,Core Defra,08/04/2013,Inwards Secondments,Chief Operating Officer DG,Food & Environment Research Agency,F0028337,"£25,730.93",Salary costs for member of staff on loan to DEFRA. March 2013 payment,YO41 1LZ,,exempt,0,Expense,
Defra,Core Defra,08/04/2013,IT Software,Chief Operating Officer DG,Environment Agency,1152357,"£100,000.00",Collaborative Agreement relating to the Supply of a Data Sharing Service on behalf of the Defra Network. March 2013 payment,BS1 5AH,,OM17979,06199SPT,Expense,
Defra,Core Defra,08/04/2013,Payments to Agencies UK,Chief Operating Officer DG,Food & Environment Research Agency,F0028063,"£710,999.00",Memorandum of Understanding. January -March 2013,YO41 1LZ,,Exempt,0,Expense,
Defra,Core Defra,10/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131895,"£88,569.05",Software refresh - Upgrade of AIX system. March 2013 payment,GU1 2LD,SME,FRW10040-00,P12TR020,Expense,
Defra,Core Defra,11/04/2013,Property Lease Costs,Chief Operating Officer DG,D T Z,DEFRA183,"£194,739.92",agree with column k,B3 2ED,,,0,Expense,
Defra,Core Defra,12/04/2013,Electricity,Chief Operating Officer DG,E D F Energy,140020413,"£61,730.40",Property Holding Costs - Electricity bill payment  ,PL3 5XQ,,,B0870000,Expense,
Defra,Core Defra,12/04/2013,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024585,"£576,352.07",Facilities Management maintenance fee for reacting to incidents 1/3/13-31/3/13,BS32 4NH,,16408,0,Expense,
Defra,Core Defra,12/04/2013,Estates Reactive Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024771,"£41,671.78",Costs incurred for the undertaking of Estates maintenance projects over multiple sites which have been invoiced for March 2013,BS32 4NH,,14809,0,Expense,
Defra,Core Defra,12/04/2013,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024584,"£2,051,217.55",Payment of the March 2013 Facilities Management Core Contract fee,BS32 4NH,,10321X,0,Expense,
Defra,Core Defra,12/04/2013,Rents to Landlords,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024772,"£93,127.15",Costs incurred for the undertaking of Estates maintenance projects over multiple sites which have been invoiced for March 2013,BS32 4NH,,17322,B0850000,Expense,
Defra,Core Defra,12/04/2013,Other Current Payments E,Chief Operating Officer DG,Steria Limited,100045669,"£124,035.50","Advisory services within IT relating to systems and concepts, including strategic studies and development of specific projects for the period 24/09/12 to 02/11/12. March 2013 payment",HP2 7DH,,,P1300000,Expense,
Defra,Core Defra,12/04/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024767,"£70,532.42",Pass through costs - April 2013,BS32 4NH,,T.B.A.,0,Expense,
Defra,Core Defra,12/04/2013,Publications - Storage & Distribution (C),Chief Operating Officer DG,Iron Mountain (UK) Ltd,Z706858Z706876,"£44,279.78",Blanket purchase order for Defra Records Contract,EH54 7DF,,10120,0,Expense,
Defra,Core Defra,16/04/2013,Electricity,Chief Operating Officer DG,E D F Energy,138020413,"£123,879.05",Property Holding Costs-Electricity bill payment- period of supply 1-31 March 2013,PL3 5XQ,,,B2810000,Expense,
Defra,Core Defra,16/04/2013,Electricity,Chief Operating Officer DG,E D F Energy,149020413,"£30,494.94",Property Holding Costs-Electricity bill payment- period of supply  1-31 March 2013.,PL3 5XQ,,,B0870000,Expense,
Defra,Core Defra,16/04/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024779,"£63,382.46",Refurbishment works Nobel House,BS32 4NH,,17000,B1960000,Expense,
Defra,Core Defra,18/04/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA184,"£159,942.69",agree with column k,B3 2ED,,,0,Expense,
Defra,Core Defra,22/04/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Local Partnerships LLP,41101187,"£41,012.66",Thames Tunnel project - consultancy - April 2013,SW1P 3HZ,SME,17667,0,Expense,
Defra,Core Defra,22/04/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00022645,"£26,672.50",Maintenance work Northgate House Reading. December 2012 payment,BS32 4NH,,17487,B6420000,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803130929,"£78,055.25",Technology Refresh - February 2013,GU1 2LD,SME,FRW10040-00,P12TR180,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131189,"£171,851.81",Technology Refresh - Upgrade of Websphere software - March 2013,GU1 2LD,SME,FRW10040-00,P12TR100,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131187,"£32,826.87",Technology Refresh - Websphere process choreographer replacement - April 2013,GU1 2LD,SME,FRW10040-00,P12TR100,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131190,"£37,241.84",Technology Refresh - Upgrade of ESX software - April 2013,GU1 2LD,SME,FRW10040-00,P12TR120,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131195,"£114,251.66",Technology Refresh - MS.NET Upgrade,GU1 2LD,SME,FRW10040-00,P12TR080,Expense,
Defra,Core Defra,22/04/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131188,"£352,180.17",Technology Refresh - Public sector networks,GU1 2LD,SME,FRW10040-00,P12ER020,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131031,"£25,718.69",Technology Refresh - Upgrade of Websphere software - April 2013,GU1 2LD,SME,FRW10040-00,P12TR100,Expense,
Defra,Core Defra,22/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131185,"£35,827.93",Technology Refresh - Eden application testing - April 2013,GU1 2LD,SME,FRW10040-00,P12TR090,Expense,
Defra,Core Defra,22/04/2013,Payments to Agencies UK,Chief Operating Officer DG,Food & Environment Research Agency,F0028056,"£819,418.00",Food & Environment Research Agency Plant Health Non-Evidence funding - January/February 2013,YO41 1LZ,,Exempt,0,Expense,
Defra,Core Defra,22/04/2013,Other Current Payments (GB),Chief Operating Officer DG,Animal Health and Veterinary Laboratories Agency,5000025293,"£2,490,335.23",Animal Health and Veterinary Laboratories Agency depreciation charges - October 2012 to -February 2013,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,24/04/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Oracle Corporation UK Ltd,1399946,"£927,075.35",Oracle software license and support - April 2013,RG6 1RA,,13255/1,0,Expense,
Defra,Core Defra,24/04/2013,Gas,Chief Operating Officer DG,Corona Energy,8164608,"£91,881.53",March 2013 - Gas Bill,WD17 1JW,,,B2810000,Expense,
Defra,Core Defra,24/04/2013,Agency temps - clerical,Chief Operating Officer DG,Royal Botanic Gardens Kew,S9192MT,"£80,398.16",Kew onboarding - project management ,TW9 3AB,,,0,Expense,
Defra,Core Defra,25/04/2013,Business Rates,Chief Operating Officer DG,D T Z,150413,"£2,021,682.65",agree with column k,B3 2ED,,,0,Expense,
Defra,Core Defra,26/04/2013,Gas,Chief Operating Officer DG,Corona Energy,8146130,"£41,527.00",March 2013 - Gas Bill,WD17 1JW,,,B0870000,Expense,
Defra,Core Defra,26/04/2013,Gas,Chief Operating Officer DG,Corona Energy,8146116,"£31,512.08",March 2013 - Gas Bill,WD17 1JW,,,B0870000,Expense,
Defra,Core Defra,26/04/2013,Training - Other External,Chief Operating Officer DG,Xancam Consulting Ltd,3381,"£35,242.32",Career Coaching Programme - March 2013,OX9 3EH,SME,10127/3,0,Expense,
Defra,Core Defra,26/04/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Cadence Partnership LLP,DEF1303003,"£31,957.20",Commercial management support - February/March 2013,WC2N 5BW,SME,17463,0,Expense,
Defra,Core Defra,26/04/2013,Application Services/Minor Enhancements,Chief Operating Officer DG,IBM United Kingdom Ltd,5803130924,"£25,673.76",Core Defra Minor Enhancement Requests Framework  2012/13,GU1 2LD,SME,FRW10040-00,0,Expense,
Defra,Core Defra,26/04/2013,Application Services/Minor Enhancements,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131325,"£53,468.17",Core Defra Minor Enhancement Requests  Framework 2012/13 - April 2013,GU1 2LD,SME,FRW10040-00,0,Expense,
Defra,Core Defra,26/04/2013,Application Services/Minor Enhancements,Chief Operating Officer DG,IBM United Kingdom Ltd,5803131043,"£35,718.59",Core Defra Minor Enhancement Requests  Framework 2012/13 - April 2013,GU1 2LD,SME,FRW10040-00,0,Expense,
Defra,Core Defra,26/04/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803130931,"£57,853.70",Data Centre Disaster Recovery Guide - April 2013,GU1 2LD,SME,FRW10040-00,0,Expense,
Defra,Core Defra,26/04/2013,Other Capital UK,Chief Operating Officer DG,Ordnance Survey,91597563,"£98,928.00",agree with column k,SO16 0AS,,OM17820,0,Expense,
Defra,Core Defra,30/04/2013,Removal Expenses (Staff),Chief Operating Officer DG,Animal Health and Veterinary Laboratories Agency,5000025307,"£199,653.00",Animal Health and Veterinary Laboratories Agency staff transferring into core Defra,YO1 7PX,SME,Exempt,0,Expense,
Defra,Core Defra,30/04/2013,Civil service Pension Administration,Chief Operating Officer DG,R C P S,RCPS10005,"£35,593.27",Provision of Closed Horticulture Research International Pension Payment - March 2013,SN2 1UY,,16500,0,Expense,
Defra,Core Defra,30/04/2013,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A1756,"£1,614,600.00",Defra legal charge to Treasury Solicitors for advice,WC2B 4TS,,exempt,0,Expense,
Defra,Core Defra,30/04/2013,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A1755,"£252,480.00",Defra Legal charge to Treasury Solicitors  for representation ,WC2B 4TS,,exempt,0,Expense,
Defra,Core Defra,30/04/2013,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5804130732,"£6,364,461.28",Technology refresh - software upgrade - April 2013,GU1 2LD,SME,10040,0,Expense,
Defra,Core Defra,30/04/2013,Staff Restaurants,Chief Operating Officer DG,Eurest,92383583,"£28,560.00",Eurest Services maintenance and safety testing for 14 coffee machines across 9 sites for financial year 2013/2014,B45 9PZ,SME,15592,0,Expense,
Defra,Core Defra,30/04/2013,Other Current Payments (Evidence R&D),Chief Operating Officer DG,Centre For Ecology & Hydrology,7060004354,"£61,599.00",Ecosystems Interactions Studies - April 2013,OX10 8BB,SME,,0,Expense,
Defra,Core Defra,08/04/2013,Recharge of Rent Payments,Chief Operating Officer DG,Food & Environment Research Agency,F0028259,"£130,789.63",agree with column k,YO41 1LZ,,exempt,B2810000,Revenue,
Defra,Core Defra,08/04/2013,Recharge of Rent Payments,Chief Operating Officer DG,Food & Environment Research Agency,F0026928,"£163,827.99",agree with column k,YO41 1LZ,,Exempt,B2810000,Revenue,
Defra,Core Defra,22/04/2013,OGD Recharge,Policy Delivery DG,IBM United Kingdom Ltd,5803131329,"£63,903.49",Software Upgrade - April 2013,GU1 2LD,SME,FRW10040-00,07499TSW,Asset,
Defra,Core Defra,22/04/2013,OGD Recharge,Policy Delivery DG,IBM United Kingdom Ltd,5803131191,"£62,404.46",Software Upgrade - April 2013,GU1 2LD,SME,FRW10040-00,07499TSW,Asset,
Defra,Core Defra,02/04/2013,Other Current Payments E,Policy Delivery DG,Cabi Bioscience (Egham),SI5443,"£110,500.00","Biocontrol of floating pennywort, crassula and himalayan balsam",TW20 9TY,SME,Exempt,INNWFDXX,Expense,
Defra,Core Defra,02/04/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Environment Agency,1151874,"£200,000.00",Project Acumen - GHG emissions from UK landfills ,BS1 5AH,,exempt,0,Expense,
Defra,Core Defra,02/04/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002621,"£124,112.00",agree with column k,NR33 0HT,SME,Exempt,0,Expense,
Defra,Core Defra,02/04/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute Of Occupational Medicine,SLINV100002126,"£195,235.00",NanoReg Project Exposure project - April 2013 ,EH14 4AP,SME,17856,0,Expense,
Defra,Core Defra,02/04/2013,Other Current Payments E,Policy Delivery DG,Environment Agency,1152167,"£134,259.23",agree with column k,PE2 5ZR,,Exempt,0,Expense,
