Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
Defra,AHDB,05/04/2013,Invoice,,The University of Liverpool,21298357,"£29,267.00",DairyCo Studentship year 2 costs,L69 7ZX,,,,,673598875
Defra,AHDB,05/04/2013,Invoice,,University of Nottingham,6980283,"£40,631.00",Research Partnership on dairy cattle health - staff costs February 2013,HG7 2RD,,,,,690391225
Defra,AHDB,05/04/2013,Invoice,,University of Nottingham,6980284,"£40,631.00",Research Partnership on dairy cattle health - staff costs March 2014,HG7 2RD,,,,,690391225
Defra,AHDB,05/04/2013,Invoice,,Arlington BPP No1 Rent Account,SIAS1Q1819,"£42,212.50",Rent for Oxford Business Park premises (being sublet to another tenant therefore costs recovered),RG7 4SA,,,,,844289303
Defra,AHDB,05/04/2013,Invoice,,Animal Health & Veterinary Laboratories Agency,5000024369,"£56,178.27",BPEX (pigs) welfare project Stage 1 and 60% of stage 2,YO1 7PX,,,,,888800181
Defra,AHDB,12/04/2013,Invoice,,Warwick HRI,90664747,"£42,600.00",Project looking at Intramammary infections (mastitis) in meat ewes - the role of chronic infection and udder conformation,CV4 8UW,,,,,545270058
Defra,AHDB,12/04/2013,Invoice,,Reaseheath College,6588,"£25,000.00",Stage 3 of Lean management for dairy farming project ,CW5 6DF,,,,,625021777
Defra,AHDB,12/04/2013,Invoice,,TLR Ltd,BPEX/086,"£25,545.27",Hosting licensing and Support for electronic pig movement licencing services from April 2013 to June 30th 2013 (under crontract from DEFRA),AL1 3AF,,,,,600511996
Defra,AHDB,12/04/2013,Invoice,,UH Ventures Limited,45327,"£34,765.00",Development of Ihub ,AL10 9AB,,,,,539959572
Defra,AHDB,12/04/2013,Invoice,,Animal Health & Veterinary Laboratories Agency,5000024873,"£37,005.00",Research and Development - Reportable Diseases and Zoonoses 2012-13,YO1 7PX,,,,,888800181
Defra,AHDB,12/04/2013,Invoice,,SAC Commercial Ltd,20711568,"£48,631.80",Project for development of an effective methodology for monitoring health and welfare status in the pig industry,EH9 3JG,,,,,435882817
Defra,AHDB,12/04/2013,Invoice,,OMD UK Ltd,291652,"£61,643.08",Media and advertising for Simply Beef and Lamb,WC1E 7EY,,,,,918213926
Defra,AHDB,12/04/2013,Invoice,,Animal Health & Veterinary Laboratories Agency,5000024874,"£95,000.00",Research and Development - Reportable Diseases and Zoonoses 2012-13,YO1 7PX,,,,,888800181
Defra,AHDB,19/04/2013,Invoice,,University of Reading,96676,"£30,000.00","Desktop study to evaluate the environmental, nutritional and value benefits of including Dairy in the Great British diet",RG6 6AH,,,,,
Defra,AHDB,19/04/2013,Invoice,,National Inst of Ag Botany,NI5248,"£48,343.00",UK Cereal Pathogen Virulence Survey (UKCPVS) Quarter 4,CB3 0LE,,,,,100132207
Defra,AHDB,22/03/2013,Invoice,,National Inst of Ag Botany,NI5023,"£46,310.10",Winter Seed handling as part of cereals and oilseeds trials for Recommended Lists,CB3 0LE,,,,,100132207
Defra,AHDB,23/04/2013,Invoice,,Traineast Ltd,RDPE/4,"£51,663.24","Training provision for producers under sub-contract to contract from Defra for the Rural
Development Programme for England funding",PL23 9AY,,,,,981849564
Defra,AHDB,25/04/2013,Invoice,,Clarion Communications (P.R.) Limited,47018,"£40,347.35","Potato week media buying costs, creation and production of TV commercial and regional roadshows as part of EU funded campaign ",EC1R 5AR,,,,,839733978
Defra,AHDB,29/04/2013,Invoice,,Cambridge University,XM 769396,"£25,056.30",Potato cultivation research,CB23 8YW,,,,,823847609
Defra,AHDB,29/04/2013,Invoice,,University of Warwick,90664422,"£26,000.00",Project looking at Intramammary infections (mastitis) in meat ewes - the role chronic infection and udder conformation Quarter 4,CV4 8UW,,,,,545270058
Defra,AHDB,29/04/2013,Invoice,,Mylnefield Research Service,SLINV/00000986,"£27,351.50",Platform to test and demonstrate sustainable soil management - integration of Major UK field experiments. January to March 2013,DD2 5DA,,,,,108249520
Defra,AHDB,29/04/2013,Invoice,,ADAS UK Ltd,RIRP068170,"£47,983.00",Hortlink project: Sustainable Crop and Environment Protection Targeted research for Edibles (SCEPTRE) January to March 2013 fees,WV9 5AP,,,,,685426895
Defra,AHDB,29/04/2013,Invoice,,Mylnefield Research Service,SLINV/00000985,"£61,888.00",Platform to test and demonstrate sustainable soil management - integration of Major UK field experiments Claim 1 Jan to March 2013,DD2 5DA,,,,,108249520
Defra,GLA,24/04/2013,,,DEFRA,1000023774,"£200,000.00",Defra Agency Recharge for IBM services 2012- 2013,,,,,Invoice,
Defra,Seafish,15/04/2013,Contract,Project,Billingsgate Seafood Training School,13/41,"£30,000.00",Schools Educations Programme - Outreach,,,,,,
Defra,Seafish,22/04/2013,Contract,Overhead,Castle Computer Services,SINV026347,"£46,080.00",Maintenance Charge from 01/07/13 - 30/06/16 for Sun accounting systems and add ons,,,,,,380 0112 06
Defra,Seafish,30/04/2013,Contract,Project,Food Certification International Limited,13151,"£104,520.00",Macro Analysis of English Inshore Fisheries Stage two,,,,,,915 8514 14
Defra,Seafish,05/04/2013,Contract,Overhead,SimplyHealth Access,S18797,"£32,686.00",Contributions to Health insurance due at 1 April 2013,,,,,,
Defra,Seafish,23/04/2013,Contract,Project,Seafood Scotland,69070,"£40,000.00",Annual grant towards Seafood Scotland's project funding,,,,,,
Defra,VMD,28/03/2013,INVESTIGATION SERVICES,AMR CONTROL & SURVEILLANCE,AHVLA,63130,"£69,523.00",Investigation of suspected offenses,,GOVN,,,ADMINISTRATION,
Defra,VMD,08/04/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,63200,"£38,314.46",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,,GOVN,,,ADMINISTRATION,
Defra,VMD,12/04/2013,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,AHVLA,63244,"£109,976.36",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,,GOVN,,,ADMINISTRATION,
Defra,VMD,26/04/2013,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,63389,"£54,626.04",Departmental recharge for Estates services,,,,,ADMINISTRATION,
Defra,VMD,26/04/2013,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DTZ,63390,"-£54,626.04",Departmental recharge for Estates services,,,,,ADMINISTRATION,
Defra,RPA,25/04/2013,IT Outsourced Services,Service Management ,Accenture,3003211295,"£2,127,717.74",Baseline Charges for April 2013 -March 2014 including broadband Charges at Cobalt 2012-2013 and Spatial Licences for the automated Land Intelligence Consumption project.,,No,65087 /64296 /64642/64861/64915/65025,PPS03700 / SPSS0110/SIP11000/SIPRLR05/SIPRLR08/SIPRLR07,ADMIN,
Defra,RPA,24/04/2013,Downstream Access Mailing & Printing,Managed Document Services,Adare,IS1217707,"£31,572.56",Scanning December 2012 - March 2013,,No,64797,MDSSPS01,ADMIN,
Defra,RPA,30/04/2013,IT Licences,Service Management,AMT-SYBEX (NI) LTD,49477,"£42,718.80",Support for link between cattle tracing system GB and Northern Ireland. License and support for system link module. This ensures cattle traceability across UK.   ,,,65045,OFFS0250,ADMIN,
Defra,RPA,23/04/2013,Vehicles - Lease Costs,Various,ARVAL,RI0000656075,"£32,670.35",Car Rental for period 01/03/2013 - 31/03/2013,,No,64370/64346/64371/64240/64244/64303/64256/64243/64327/64278/64293/64257,N/A,ADMIN,
Defra,RPA,11/04/2013,Supplier Contractors ,SIP Admin,ATKINS LTD,12061916,"£46,872.00",Consultancy Services provided in March 2013,,,65041,PPN11000,ADMIN,
Defra,RPA,16/04/2013,Contractor Costs,Service Management,Badenoch & Clark,4368156,"£26,136.00",Contractor costs for an Information and Technology lead manager from 06/02/13 - 05/02/14,,No,65010,N/A,ADMIN,
Defra,RPA,16/04/2013,Contractor Costs,Service Management,Badenoch & Clark,4368157,"£32,832.00",Contractor cost for the period 22/01/13 - 21/04/13,,No,64924,N/A,ADMIN,
Defra,RPA,16/04/2013,Contractor Costs,Service Management,Badenoch & Clark,4368160,"£29,867.88",Cotractor Expenses Extension to contract for the period 12/02/13 - 11/05/13,,No,64733,N/A,ADMIN,
Defra,RPA,25/04/2013,HISTORIC COST ADDITIONS ,SIP Admin,CSA Waverley Ltd,IN657407,"£30,704.40",Two Servers for Online Guidance Project. (The online guidance project is part of the Strategic Improvement Plan (SIP) programme),,,64926,SIP06000,ADMIN,
Defra,RPA,05/04/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,1110912506,"£111,183.60",Support to Finance and Compliance Function 29th October 2012 to 30th June 2013.,,No,64819,N/A,ADMIN,
Defra,RPA,11/04/2013,Supplier Contractors,Chief Executive's Office,Deloitte & Touche,1110915354,"£27,860.40",Hedging Tender - Management Consultancy and Accountancy Services (MCAS) Order,,No,64961,N/A,ADMIN,
Defra,RPA,22/04/2013,Meat Hygiene Services (MHS),British Cattle Movement Services,Food Standards Agency,1701981,"£53,468.40",Cattle Passports work to confirm that the slaughterhouses have made appropriate identification checks prior to slaughter.,,,64437,N/A,ADMIN,
Defra,RPA,05/04/2013,IT Outsourced Services,Service Management,IBM,5803131050,"£27,239.96",Additional Budget for 2012 / 2013 Minor Enhancement Requests (MERs') and Small Infrastructure or Aplication Changes (SIACs'),,No,64182,CNTR0060,ADMIN,
Defra,RPA,02/04/2013,Supplier Contractors,Geographic Information Services,Infotech,960000512,"£61,883.62","Renewal of contract Maintain Accuracy of Rural Land Register (RLR), 1st December 2012 to 30th November 2013.",,No,64916,N/A,ADMIN,
Defra,RPA,22/04/2013,Supplier Contractors,Geographic Information Services,Infotech,960000595,"£83,460.44","Renewal to Maintain Accuracy of Rural Land Register (RLR), 1st December 2012 to 30th November 2013.",,No,64916,N/A,ADMIN,
Defra,RPA,25/04/2013,Supplier Contractors ,Various,Networkers International,411046451,"£25,515.60",Contractor and Temp workers cost for weeks ending 03/02/13 & 17/02/13 & 24/02/13 & 24/03/13 ,,,64035/64497/63605/64205/63834/63970/64094/63955/64498/64356/63837/64873/64209/63603/63970/64035/63836,N/A,ADMIN,
Defra,RPA,25/04/2013,Supplier Contractors ,Various,Networkers International,411046969,"£25,890.86",Contractor and Temp workers cost for week ending  31/03/2013,,,64035/64497/64205/63834/63970/64388/64094/63955/63836/64498/64356/63837/64873/64209/63603,N/A,ADMIN,
Defra,RPA,16/04/2013,Supplier Contractors ,Programmes & Projects,PRICE WATERHOUSE COOPERS,1353973105,"£240,000.00","Fee for support to Future Options Programme For period 1/1/13 to 31/1/2013  includes Business, Technical and Project Services",,No,64074,FOP01000,ADMIN,
Defra,RPA,18/04/2013,Supplier Contractors ,Programmes & Projects,PRICE WATERHOUSE COOPERS,1354002011,"£54,000.00","Fees for services in relation to British Sugar plc vs. RPA (British Sugar Legal Action & Expert Witness, Interest Calculation)",,No,65082,N/A,ADMIN,
Defra,RPA,16/04/2013,Travel,All,Redfern Travel,55055,"£118,741.97",Travel Costs for March 13,,Yes,N/A,N/A,ADMIN,
Defra,RPA,08/04/2013,IT Outsourced Services,Service Management,Steria Limited,100045349,"£554,034.00",Core Services Quarterly charges for the next financial year April 2013 -  March 2014,,No,65037,CORS0150,ADMIN,
Defra,RPA,09/04/2013,IT Outsourced Services,Service Management,Steria Limited,100045350,"£34,622.40",Fixed Price Payment in Advance for Accommodation from 1 April 2013 to 30 June 2013,,No,65037,CORS0120,ADMIN,
Defra,RPA,18/04/2013,IT Outsourced Services,Service Management,Steria Limited,100045351,"£192,608.40",Fixed Price Payment in Advance for Enhancement Services from 1 April 2013 to 30 June 2013,,No,65037,CORS0140,ADMIN,
Defra,RPA,16/04/2013,Supplier Contractors ,CAP DP (FOP)-CAP Delivery Programme Future Options Programme,TAC TPS Ltd T/A Advantage Technical Resourcing,90125709,"£43,488.02",Contractor cost for October 2012 to February 2013,,,64654,FOP01000,ADMIN,
Defra,RPA,18/04/2013,IT Licences,Programmes & Projects,Trustmarque Solutions,2190108,"£501,226.15",Microsoft Dynamic Curtomer Relationship Management (CRM) licenses &  Professional Services ,,No,65050,PPT02900,ADMIN,
Defra,RPA,22/04/2013,IT Licences,Programmes & Projects,Trustmarque Solutions,2190107,"£67,308.62",Microsoft SharePoint / Structured Query Language (SQL) licenses & professional services,,No,65058,SIP06000,ADMIN,
Defra,Cefas,10/04/2013,Assets Under Construction,Monitoring and Programme Management,THERMO ELECTRON LTD,20044382,"£46,656.00",iCAP 6500 DUo,,STAN,,67405,Assets Under Construction,
Defra,Cefas,12/04/2013,ICT - Managed Outsourced,Corporate,DEFRA RECEIPTS,20044954,"£65,000.00",ESRI charges 2012-2013,,STAN,,74200,ICT - Managed Outsourced,
Defra,Cefas,12/04/2013,Data Collection Services,Monitoring and Programme Management,Gardline Geosurvey Ltd,20044691,"£155,385.62",Lot 4-south west deeps,,STAN,,C5944,Data Collection Services,
Defra,Cefas,12/04/2013,Data Collection Services,Monitoring and Programme Management,RSS Marine Ltd,20044885,"£36,036.43",recommended Marine Coastal Zone data collection,,STAN,,C5944,Data Collection Services,
Defra,Cefas,12/04/2013,Data Collection Services,Monitoring and Programme Management,TITAN ENVIRONMENTAL SURVEYS LTD,20044692,"£42,103.00",Lot 6,,STAN,,C5944,Data Collection Services,
Defra,Cefas,12/04/2013,Data Collection Services,Monitoring and Programme Management,TITAN ENVIRONMENTAL SURVEYS LTD,20044699,"£36,421.22",Lot 2,,STAN,,C5944,Data Collection Services,
Defra,Cefas,25/04/2013,Data Collection Services,Monitoring and Programme Management,ENVIRONMENT AGENCY,20045196,"£78,179.00",Ground truthing surveys,,STAN,,C5785,Data Collection Services,
Defra,Cefas,25/04/2013,Subscriptions,Corporate,SWETS INFORMATION SERVICES,20045319,"£25,709.80",Publications,,STAN,,70000,Subscriptions,
Defra,JNCC,12/03/2013,CONTRIBUTIONS TO PROJECTS WITH PARTNERS,Marine Protected Areas,CEFAS,7734,"£80,017.20",Marine surveying & sample analysis,NR33 0HT,Large,P-09-0185-0290,71,Marine Protected Areas,
Defra,JNCC,12/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Marine ecosystem assessment & advice,UNIVERSITY OF HULL,7765,"£29,528.00",Expert judgement marine biodiversity assessment,HU6 7RX,Large,C12-0233-0547,70,Marine Ecosystem Assessment & Advice,
Defra,JNCC,13/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,ENVIRONMENT SYSTEMS LTD,7802,"£33,450.00",Earth observation project development,SY23 3AH,SME,C11-0171-0505,61,Sustainability Advice,
Defra,JNCC,11/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,NATURAL ENVIRONMENT RESEARCH COUNCIL,7804,"£108,500.00","Biological Recording, Analysis & Interpretation",SN2 1EU,Large,A11-0030-0449,100,Surveillance and Monitoring,
Defra,JNCC,11/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Marine ecosystem assessment & advice,UNIVERSITY OF ST ANDREWS,7809,"£37,000.00",Development of bycatch limits for Mare Strategy Framework Directive (MSFD) marine,KY16 9LB,Large,C12-0233-0598,70,Marine Ecosystem Assessment & Advice,
Defra,JNCC,14/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,NATURAL ENVIRONMENT RESEARCH COUNCIL,7827,"£85,698.00",Development of Earth Observation methodologies,SN2 1EU,Large,C12-0171-05891,100,Surveillance and Monitoring,
Defra,JNCC,05/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,UNIVERSITY OF LEICESTER                                     ,7829,"£25,000.00",Development of Earth Observation methodologies,LE1 7RH,Large,C12-0171-05892,100,Surveillance and Monitoring,
Defra,JNCC,19/03/2013,WEBSITE RUNNING COSTS,Access to information,NATURAL ENVIRONMENT RESEARCH COUNCIL,7865,"£73,450.00",Development and support of the National Biodiversity Network (NBN) Gateway,SN2 1EU,Large,C12-0103-0570,110,Access to Information,
Defra,JNCC,21/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,BRITISH TRUST FOR ORNITHOLOGY,7879,"£85,000.00",Monitoring of birds & the environment,IP24 2PU,SME,A09-0056-0259,100,Surveillance and Monitoring,
Defra,JNCC,11/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity information & advice                                                                   ,THE JAMES HUTTON INSTITUTE                                  ,7893,"£95,000.00",Ash die Back Impacts Project ,DD2 5DA,SME,C12-0229-0630,63,Biodiversity Information & Advice,
Defra,JNCC,25/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity & Ecosystem Services                                                                   ,WCMC,7894,"£25,577.40",Develop UK submission to Intergovernmental Platform on Biodiversity Ecosystem Services (IPBES) catalogue,CB3 0DL,SME,C12-0170-0619,61,Sustainability Advice,
Defra,JNCC,26/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity & Ecosystem Services                                                                   ,MACAULAY SCIENTIFIC CONSULTING LTD                          ,7914,"£35,320.14",Assessing the impact of conservation management on ecosystem service delivery,AB15 8QH,SME,C12-0170-0635,61,Sustainability Advice,
Defra,JNCC,22/03/2013,COMPUTER EQUIPMENT (H&S/WARE),Governance & Corporate Services,INSIGHT DIRECT UK LIMITED,7922,"£109,746.00","Storage, Backup and virtualisation system",M17 1EX,SME,C12-0233-0652,130,Administration,
Defra,JNCC,27/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity & Ecosystem Services                                                                   ,ENVIRONMENT SYSTEMS LTD,7959,"£28,440.00",Development of a spatial framework for assessing ecosystem services,SY23 3AH,SME,C12-0170-0634,61,Sustainability Advice,
Defra,JNCC,21/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity & Ecosystem Services                                                                   ,SAMS RESEARCH SERVICES LIMITED                              ,7960,"£36,780.80",Analysis of methodologies for defining ecosystem service in the marine environment,PA37 1QA,SME,C12-0170-0612,61,Sustainability Advice,
Defra,JNCC,28/03/2013,CONTRACTED OUT CONSERVATION SERVICES,Biodiversity information & advice                                                                   ,NATURAL ENVIRONMENT RESEARCH COUNCIL,7977,"£46,692.26",Ash dieback: Scoping Long term monitoring options,SN2 1EU,Large,C12-0299-0632,63,Biodiversity Information & Advice,
Defra,JNCC,27/03/2013,F.A. COST - SCIENTIFIC & OFFICE EQUIPMENT,Governance & Corporate Services,SPECIALIST COMPUTER CENTRES PLC,7981,"£26,952.72",4x Ricoh floor printers,B11 2LE,Large,C12-0098-0652,130,Administration,
Defra,JNCC,14/03/2013,TRAVEL & ACCOMMODATION,All programmes,REDFERN TRAVEL LTD                                          ,Redfern Travel Statement Feb 2013 052976,"£73,589.00",Various travel charges,BD1 3AZ,SME,,130,Administration,
Defra,EA,11/04/2013,Advertising and Media,E and B Regulated Industry,Golley Slater,1174322,"£42,282.00",Marketing costs from 28 January 2013 to 31 March 2013 - E-Doc project,,CF10 1GS,,,HOEB910065,Project
Defra,EA,02/04/2013,Advertising and Media,"Head of Monitoring, Analysis & Innovation | Head of Research",Ipsos MORI,1169937,"£32,951.10",Provision of National Market Research Services,,HA1 1PT,,30218704,HOEV111201,Project
Defra,EA,04/04/2013,Clinical and Medical,AN Capital WiP,Carl Zeiss Ltd,1170043,"£64,899.54",12 x Microscope systems - 3 with cameras. ,,AL7 1LU,,,IMAN002516,Project
Defra,EA,11/04/2013,Clinical and Medical,NLS Operations Nottingham,VWR International Ltd,1173420,"£28,869.02",Laboratory Chemical & Consumables,,LE17 4XN,,30369245,,Administration
Defra,EA,25/04/2013,Clinical and Medical,NLS Capital WiP,Thermo Fisher Scientific,1177460,"£151,740.00",Labouratory Consumables TSQ Quantum XLS Ultra High Resolution Triple Quadrupole GCMS/MS System including extended warranty. ,,HP2 7GE,,,NL00000072,Project
Defra,EA,23/04/2013,Clinical and Medical,HO Capital WiP,Cem Microwave Technology Ltd,1176273,"£35,314.56",MARS 6 Microwave Accelerated Reaction System ,,MK18 1WA,,,NL00000078,Project
Defra,EA,02/04/2013,Clinical and Medical,HO Capital WiP,Seal Analytical Ltd,1169924,"£26,327.78",1 Channel Auto Analyzer 3HR designed for the analysis of Dissolved Organic Carbon,,PO15 5RT,,,NL00000070,Project
Defra,EA,02/04/2013,Clinical and Medical,HO Capital WiP,Seal Analytical Ltd,1169927,"£48,573.24",2 Channel Auto Aanalyzer 3HR Analyser designed for the analysis of Cyanide and Phenol,,PO15 5RT,,,NL00000070,Project
Defra,EA,02/04/2013,Clinical and Medical,HO Capital WiP,Seal Analytical Ltd,1169922,"£44,387.57",2 Channel Auto Analyzer 3HR for the analysis of Total Phosphate and Total Nitrogen,,PO15 5RT,,,NL00000070,Project
Defra,EA,02/04/2013,Clinical and Medical,HO Capital WiP,Seal Analytical Ltd,1169917,"£50,883.47",5 Channel Auto Analyzer3HR designed for the analysis of Low Level Nutrients,,PO15 5RT,,,NL00000070,Project
Defra,EA,16/04/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1173235,"£133,842.88",Abingdon Chamber Lock Refurbishment,,IP1 5LT,,30142731,IMTH001555,Project
Defra,EA,18/04/2013,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1175097,"£26,370.79",Arup-Pickering Flood alleviation scheme,,NE1 3PL,,30072279,IMNE000134,Project
Defra,EA,23/04/2013,Construction,NE Capital WiP,Volkerstevin Ltd,1176707,"£177,006.10",Barnard Castle Weir Works. ,,EN11 9BX,,30142737,IMNE000092,Project
Defra,EA,04/04/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1171043,"£44,550.50",Bedford pumping station works March 2013,,EN11 9BX,,30142737,IMNW000745,Project
Defra,EA,25/04/2013,Construction,NW Capital WiP,Volkerstevin Ltd,1177787,"£211,697.46",Bedford pumping station works April 2013,,EN11 9BX,,30142737,IMNW000745,Project
Defra,EA,02/04/2013,Construction,NE Capital WiP,Amco Engineering,1170909,"£60,007.00",Belford Flood alleviation Scheme,,S75 1HT,,30204728,IMNE000715,Project
Defra,EA,11/04/2013,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1173232,"£25,377.10",Brede Sluice Gate Replacement,,IP1 5LT,,30142731,IMSO000560,Project
Defra,EA,11/04/2013,Construction,SE Capital WiP,Boskalis Westminster Ltd,1173205,"£376,896.00",Bulverhythe Beach Replenishment March 2013.,,PO15 5SS,,30223424,IMSO000698,Project
Defra,EA,04/04/2013,Construction,NE Capital WiP,Northern Powergrid Yorkshire Plc,1171494,"£228,899.66","Cable diversion at Salisbury Terrace, Water End, York. ",,DH4 7LA,,,IMNE000775,Project
Defra,EA,02/04/2013,Construction,AN Northern- FCRM Ops (Lincs),OnSite Central Ltd,1167338,"£41,107.31",Closed-circuit Television Culvert inspections via remote camera ,,WR3 8TJ,,30319000,REAN001223,Project
Defra,EA,16/04/2013,Construction,MI Planning and Performance,Birch Brothers Kidderminster Ltd,1168959,"£50,376.79",Channel improvement and pipework Gayton Brook ,,DY13 9QB,,30224314,REMI001549,Project
Defra,EA,18/04/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1175355,"£58,706.44",Chelmer Village works,,IP1 5LT,,30142731,IMAN001326,Project
Defra,EA,02/04/2013,Construction,SW Capital WiP,Kingcombe Aquacare Ltd,1170108,"£71,330.88",Colliters and Longmoor Brooks outfalls - flood defence improvements,,TA18 7HQ,,30192014,IMSW002041 | IMSW002042,Project
Defra,EA,02/04/2013,Construction,SW Capital WiP,Kingcombe Aquacare Ltd,1170112,"£36,599.08",Collitors Brook outfall flood defence improvements,,TA18 7HQ,,30192014,IMSW002042 | IMSW002041,Project
Defra,EA,18/04/2013,Construction,AN Capital WiP,Birse Civils Ltd,1175205,"£84,913.96",Construction works Tetney to Saltfleet,,DN18 5BW,,30142670,IMAN002115,Project
Defra,EA,18/04/2013,Construction,SE West Thames - AEM East,Land & Water Services Ltd,1175683,"£34,681.02",Cookham Angling Platforms,,GU5 9AF,,30357321,RESE000232,Project
Defra,EA,02/04/2013,Construction,HO NCPMS National,EC Harris Llp,1170611,"£27,009.48",Cost Manager secondment,,M60 3NT,,30314195,,Project
Defra,EA,11/04/2013,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1173326,"£172,799.58",Culverts Refurbishment programme (North East),,IP1 5LT,,30142731,IMNE000197,Project
Defra,EA,09/04/2013,Construction,AN Capital WiP,Country Grounds Maintenance Ltd,1167844,"£30,840.00",Denver Complex.,,PE33 9TP,,30151696,IMAN002167,Project
Defra,EA,02/04/2013,Construction,NW Ambition Project Manager,Barhale plc,1170642,"£156,000.00",Disley Fish Pass Valuation works,,WS1 4NN,,30238849,RENW001937,Project
Defra,EA,23/04/2013,Construction,NE Capital WiP,Birse Civils Ltd,1175203,"£215,695.33",Donna Nook managed realignment,,DN18 5BW,,30142670,IMNE000738,Project
Defra,EA,09/04/2013,Construction,NW South-FCRM Ops,Boulting Technology,1172794,"£28,473.58",Electrical Maintenance North West region,,WA5 2PL,,30270233,RENW000939,Project
Defra,EA,25/04/2013,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1174835,"£71,342.87",Engineering Construction Works River Etherow Gates,,LE10 3JF,,30142734,IMNW000461,Project
Defra,EA,25/04/2013,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1176959,"£100,248.13",Fine Jane Pumping station works,,LE10 3JF,,30142734,IMNW000415,Project
Defra,EA,04/04/2013,Construction,AN Capital WiP,Aquatic Control Engineering Ltd,1168625,"£31,375.20",Fish Friendly flap valve,,DN22 0HR,,30203263,IMAN002505,Project
Defra,EA,09/04/2013,Construction,SE Capital WiP,Jeremy Benn Associates Ltd,1167695,"£26,594.57",Flood Resistance Measures on Individual Properties,,BD23 3AE,,30296931,IMTH001763,Project
Defra,EA,09/04/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1172290,"£380,256.29",Godmanchester Flood Alleviation Scheme,,IP1 5LT,,30142731,IMAN000624,Project
Defra,EA,25/04/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1177278,"£402,585.49",Godmanchester Flood Alleviation Scheme ,,IP1 5LT,,30142731,IMAN000624,Project
Defra,EA,09/04/2013,Construction,NE Capital WiP,Birse Civils Ltd,1172331,"£162,596.09",Greatham North decommissioning of 5 wells,,DN18 5BW,,30142670,IMNE000823,Project
Defra,EA,11/04/2013,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1173322,"£334,543.75",Grimsby Flood Alleviation Scheme ,,IP1 5LT,,30142731,IMAN001995,Project
Defra,EA,11/04/2013,Construction,SE SSD - AEM Monitoring,OnSite Central Ltd,1173275,"£69,936.95",Closed-circuit Television Culvert Inspections,,WR3 8TJ,,30291876,RESE000259,Project
Defra,EA,11/04/2013,Construction,SE SSD - AEM East,OnSite Central Ltd,1173280,"£78,110.04",Hastings and Bexhill Bathing Water projects - Pollution Investigation Surveys,,WR3 8TJ,,30291876,RESE000269,Project
Defra,EA,02/04/2013,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1170454,"£103,410.37",Ings Beck flood alleviation scheme Wrenthorpe Village ,,LE10 3JF,,30142734,IMNE000646,Project
Defra,EA,02/04/2013,Construction,NE Capital WiP,Galliford Try Infrastructure Ltd,1170448,"£63,627.95",Ings Beck scheme - additional cladding requirements required following planning permission process and emergency/additional works,,LE10 3JF,,30142734,IMNE000646,Project
Defra,EA,09/04/2013,Construction,National Accomodation Change Fund,Esh Construction Ltd,1172205,"£28,885.12",Leeds Accommodation Project,,DH6 5PF,,,HORES00021,Project
Defra,EA,04/04/2013,Construction,SE KSL - FCRM Ops South,J Breheny Contractors Ltd,1171085,"£26,820.00",Leysdown sea wall minor works,,IP6 8NH,,30343170,FRA12S002,Project
