Department Family,Entity,Date,Account code description,Expense area,Supplier,Transaction number,Amount,VAT registration number
Defra,Royal Botanic Gardens Kew,01-Sep-10,Advertising & publicity       ,Communications & Commercial Activities Advertising Kew Core 250th Anniversary,Arena BLM Ltd,MS0185881      ,35522.06,Not known
Defra,Royal Botanic Gardens Kew,01-Sep-10,New works-Pt I-other costs    ,Estates Capital Projects Section Core Quarantine House,Unigro Ltd,MS0185948      ,95545,Not known
Defra,Royal Botanic Gardens Kew,01-Sep-10,Water rates                   ,Estates Kew Section Core -----,Thames Water Utilities Ltd,MS0186043      ,51198.04,Not known
Defra,Royal Botanic Gardens Kew,02-Sep-10,Electricity                   ,Estates Kew Section Core -----,EDF Energy Customers plc,MS0186138      ,48653.17,Not known
Defra,Royal Botanic Gardens Kew,07-Sep-10,Office and window cleaning,Estates Kew Section Core -----,Design Clean Limited,MS0186223      ,34427.26,Not known
,,,,,,,265345.53,
