DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,MoJ HQ,17-Sep-10,ZZ900-MoJ HQ,811000-Interdepartmental - MoJHQ,HMRC,1481,"£129,811.05"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,KENNEDYS#DX 766,199139,"£70,223.68"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS TAYLOR HALDANE BARLEX LLP#CM77 8YG,199454,"£30,644.30"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BANKSIDE LAW#DX 132068,199176,"£52,185.86"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS BANKSIDE LAW#DX 132068,199176,"£64,712.79"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS BARK & CO#DX 447,199177,"£46,587.57"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BEACHCROFT LLP# DX 13057,199181,"£213,936.84"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CHARTWELL & SADLERS#SE15 2LB,199221,"£28,167.21"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS CORKER BINNING#DX 363,199227,"£263,786.65"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS CORKER BINNING#DX 363,199227,"£269,288.00"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS HICKMAN & ROSE#DX53346,199307,"£27,640.37"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JUDGE & PARTNERS#M3 3EL,199331,"£28,041.37"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS MORGAN COLE#OX2 0SZ,199375,"£191,718.94"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS PAYNE MARSH STILLWELL#DX 96886,199397,"£135,475.39"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MR I GLEN#DX 367,199694,"£36,481.40"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1341430,"£42,024.41"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,DAVID PHILLIPS & PARTNERS#DX 18806,1341443,"£44,370.55"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,HARBORD & CO#DX 30717,1341457,"£108,564.05"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ALEXANDER JOHNSON#DX 40904,1341478,"£31,050.87"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS BRYSONS#DX 44436,1341495,"£50,675.05"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CARTER MOORE SOLICITORS#M3 4DQ,1341502,"£48,127.57"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS CHRIS SALTRESE# PR8 6PU,1341509,"£66,549.12"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS EDWARD HAYES#DX 30307,1341526,"£60,512.50"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JANES SOLICITORS#DX 140544,1341573,"£71,897.45"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS PETERS & PETERS#DX 407,1341613,"£40,597.43"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS SANSBURY DOUGLAS#DX 7821,1341628,"£43,281.60"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS STOKOE PARTNERSHIP#DX 58205,1341639,"£34,903.26"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS STOKOE PARTNERSHIP#DX 58205,1341639,"£30,006.46"
Ministry of Justice,HMCS,20-Sep-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JOSEPH HILL & CO (ADVOCATES)#DX 55603,1341578,"£31,835.40"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1029729,"£306,188.37"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1029729,"£28,444.94"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1029662,"£35,150.20"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,223000-Other Expenditure,LEX AUTOLEASE LTD,1029728,"£220,965.31"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1029679,"£121,888.51"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£76,355.22"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£74,500.59"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£70,959.13"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£74,683.68"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£63,719.24"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1029700,"£62,196.63"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1029723,"£111,862.22"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1029734,"£176,866.43"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,M J FERGUSON LTD,1029734,"£222,613.50"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,EDVANTAGE GB LTD,1029701,"£31,133.09"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1029663,"£32,159.75"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1029663,"£47,809.58"
Ministry of Justice,MoJ HQ,20-Sep-10,ZZ900-MoJ HQ,246000-Current Grants,EAVES HOUSING FOR WOMEN#RB31110004,1029753,"£886,846.00"
Ministry of Justice,Tribunals,21-Sep-10,TR190-Regional North,221000-Property Rent and Rates,COLLIER & MADGE PLC,1045714,"£168,759.38"
Ministry of Justice,Tribunals,21-Sep-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1045741,"£230,827.86"
Ministry of Justice,Tribunals,21-Sep-10,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1045741,"£148,842.82"
Ministry of Justice,HMCS,22-Sep-10,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1345189,"£46,422.33"
Ministry of Justice,HMCS,22-Sep-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1344718,"£35,459.15"
Ministry of Justice,HMCS,22-Sep-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1344718,"£28,825.10"
Ministry of Justice,HMCS,22-Sep-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1344718,"£70,381.33"
Ministry of Justice,HMCS,22-Sep-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1345189,"£113,853.39"
Ministry of Justice,HMCS,22-Sep-10,AV324-CP Change Management DARTS,512000-Intangible GBV - Additions,LOGICA UK LTD,1345189,"£189,175.00"
Ministry of Justice,HMCS,22-Sep-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1345189,"£162,270.77"
Ministry of Justice,HMCS,22-Sep-10,AV332-CBMP Civil Bus Mod Programme,265000-IT & Telecommunications,LIBERATA UK LTD,1345177,"£70,427.44"
Ministry of Justice,HMCS,22-Sep-10,AW999-Operations & Performance Dir.,223000-Other Expenditure,CITIZENSHIP FOUNDATION,1344837,"£25,000.00"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1344838,"£1,298,000.00"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LLP,1345033,"£305,722.65"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JAMES ANDREW RSW,1345116,"£248,081.86"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,JOHN & SANDRA JOSEPH,1345123,"£127,516.87"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1346192,"£31,510.73"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1345234,"£32,053.55"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1345234,"£30,619.88"
Ministry of Justice,HMCS,22-Sep-10,BZ999-London Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1344944,"£41,125.00"
Ministry of Justice,HMCS,22-Sep-10,CZ999-South East Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1344797,"£55,267.34"
Ministry of Justice,HMCS,22-Sep-10,CZ999-South East Region,223001-Printing Postage and Office expenditure,ROYAL MAIL,1346101,"£27,639.93"
Ministry of Justice,HMCS,22-Sep-10,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1345244,"£41,321.37"
Ministry of Justice,HMCS,22-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,I ELLINSON & CO,200760,"£41,464.82"
Ministry of Justice,HMCS,22-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1344784,"£26,400.00"
Ministry of Justice,HMCS,22-Sep-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NB REAL ESTATE,1345269,"£31,604.50"
Ministry of Justice,HMCS,22-Sep-10,EZ999-Wales Region,222001-Maintenance,WYG MANAGEMENT SERVICES LTD,1346302,"£32,936.35"
Ministry of Justice,HMCS,22-Sep-10,EZ999-Wales Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1344811,"£37,137.23"
Ministry of Justice,HMCS,22-Sep-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,OAKLAND CONTRACTS LTD,1345297,"£25,196.00"
Ministry of Justice,HMCS,22-Sep-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1345273,"£122,610.00"
Ministry of Justice,HMCS,22-Sep-10,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1344929,"£66,048.21"
Ministry of Justice,HMCS,22-Sep-10,GZ999-North West Region,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1344821,"£190,299.44"
Ministry of Justice,HMCS,22-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SAVILLS COMMERCIAL LTD,1346112,"£128,549.41"
Ministry of Justice,HMCS,22-Sep-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DH FATHERS LTD,1344913,"£29,055.15"
Ministry of Justice,HMCS,22-Sep-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,STRATEGIC TEAM MAINTENANCE CO LTD,1346177,"£65,340.75"
Ministry of Justice,HMCS,22-Sep-10,HZ999-North East and Yorkshire,263000-Other Contracted Out Services,LEEDS CITY COUNCIL,1345172,"£28,116.58"
Ministry of Justice,HMCS,22-Sep-10,IZ999-RCJ Group,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1344718,"£27,761.80"
Ministry of Justice,HMCS,23-Sep-10,AB999-Court Improvement Directorate,212001-Agency staff,INFO-ASSURE LTD#44/23-SEP-2010,6243,"£25,996.88"
Ministry of Justice,HMCS,23-Sep-10,AB999-Court Improvement Directorate,212001-Agency staff,INFO-ASSURE LTD#45/23-SEP-2010,6244,"£31,504.69"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1346363,"£43,556.42"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1346363,"£28,918.46"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1346363,"£44,268.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1346363,"£28,825.58"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1346378,"£65,534.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1346378,"£35,788.39"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1346447,"£37,243.10"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BROMLEY,1346448,"£32,333.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1346451,"£63,780.52"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1346452,"£43,147.20"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARINGEY,1346453,"£51,646.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1346454,"£47,107.58"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1346457,"£60,799.30"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1346458,"£47,306.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF NEWHAM,1346461,"£30,380.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1346462,"£43,379.98"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1346464,"£42,098.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1346464,"£109,142.32"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1346464,"£81,938.46"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1346464,"£50,578.68"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1346466,"£40,820.00"
Ministry of Justice,HMCS,23-Sep-10,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1346518,"£87,556.86"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1346468,"£31,277.58"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1346314,"£31,878.00"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1346351,"£30,076.72"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHELMSFORD BOROUGH COUNCIL,1346351,"£25,541.46"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1346546,"£31,050.00"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1346345,"£36,787.48"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1346469,"£57,487.22"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1346499,"£27,324.00"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1346547,"£35,207.41"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,OXFORD CITY COUNCIL,1346502,"£27,354.76"
Ministry of Justice,HMCS,23-Sep-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1346510,"£43,982.20"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1346338,"£66,240.00"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1346338,"£45,540.00"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1346409,"£41,193.00"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1346331,"£36,639.00"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1346506,"£40,487.58"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1346543,"£32,292.00"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1346543,"£36,035.82"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1346585,"£32,093.28"
Ministry of Justice,HMCS,23-Sep-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1346585,"£39,537.00"
Ministry of Justice,HMCS,23-Sep-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1346346,"£33,333.50"
Ministry of Justice,HMCS,23-Sep-10,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,PEMBROKESHIRE COUNTY COUNCIL,1346503,"£140,540.21"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,201195,"£25,211.26"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,202754,"£54,045.59"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,204027,"£35,868.72"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,204798,"£25,157.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,204925,"£27,362.44"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,204935,"£32,960.70"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1346385,"£26,082.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEICESTER CITY COUNCIL,1346441,"£29,601.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1346360,"£177,204.91"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1346497,"£35,190.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,200922,"£33,327.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,200922,"£64,170.00"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1346362,"£31,709.03"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,STAFFORD BOROUGH COUNCIL,1346549,"£25,826.68"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1346587,"£35,067.92"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1346319,"£27,372.26"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1346319,"£128,977.16"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1346319,"£42,941.31"
Ministry of Justice,HMCS,23-Sep-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1346375,"£27,118.04"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1346470,"£50,094.00"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1346470,"£49,266.00"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1346470,"£198,420.48"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1346508,"£50,821.70"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1346443,"£66,654.00"
Ministry of Justice,HMCS,23-Sep-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1346443,"£130,978.18"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1346478,"£58,374.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1346478,"£27,338.02"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1346430,"£28,773.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1346492,"£64,832.47"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NORTH LINCOLNSHIRE COUNCIL,1346492,"£79,769.63"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1346486,"£61,272.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1346528,"£69,552.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1346528,"£37,467.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1346333,"£50,922.00"
Ministry of Justice,HMCS,23-Sep-10,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1346440,"£46,368.00"
