DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,11-Aug-10,IZ999-RCJ Group,261000-Fuel and Utilities,EDF ENERGY LTD,1306501,"£42,391.49"
Ministry of Justice,HMCS,12-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,172267,"£44,393.01"
Ministry of Justice,HMCS,12-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,173314,"£33,007.79"
Ministry of Justice,HMCS,12-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,174066,"£31,032.41"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6193,"£22,300,000.00"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CENTRAL OFFICE OF INFORMATION (COI),1027145,"£30,226.88"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1027140,"£31,732.23"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1027108,"£102,698.53"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1027140,"£122,560.37"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,262000-SCA Costs,LAND SECURITIES PROPERTIES LTD,1027240,"£3,522,174.50"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,224000-Staff travel and other,AMARYLLIS FACILITIES MANAGEMENT,1027096,"£43,032.49"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,AMARYLLIS FACILITIES MANAGEMENT,1027096,"£26,371.19"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,NES IT LTD,1027279,"£50,442.75"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1027108,"£1,752,272.80"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£59,944.98"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£41,881.99"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£230,781.75"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£172,613.38"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£34,731.83"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£40,897.05"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£55,409.16"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£528,750.00"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£63,177.05"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£149,663.28"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£27,982.63"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£36,490.22"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1027193,"£40,206.85"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1027108,"£155,344.98"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£25,850.00"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027249,"£35,250.00"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,CABLE & WIRELESS,1027138,"£47,025.85"
Ministry of Justice,MoJ HQ,12-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1027108,"£43,494.98"
Ministry of Justice,HMCS,13-Aug-10,AG999-Estates Directorate HMCS HQ,222001-Maintenance,VALUATION OFFICE AGENCY,1309498,"£58,750.00"
Ministry of Justice,HMCS,13-Aug-10,AR999-HMCS Central Budgets,710700-Payable to Other Government Departments,HOME OFFICE GENERAL CASH ACCOUNT#AR10110224,1593,"£20,603,013.08"
Ministry of Justice,HMCS,13-Aug-10,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1308970,"£70,918.30"
Ministry of Justice,HMCS,13-Aug-10,AV327-CP E-Working Project,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1308970,"£116,649.30"
Ministry of Justice,HMCS,13-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,COFELY LTD,1309073,"£41,567.48"
Ministry of Justice,HMCS,13-Aug-10,CZ999-South East Region,222002-Other Property Costs,MITIE SECURITY LTD,1309329,"£568,996.25"
Ministry of Justice,HMCS,13-Aug-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,THAMES VALLEY POLICE,1309472,"£35,923.06"
Ministry of Justice,HMCS,13-Aug-10,CZ999-South East Region,130001-Other Income,MARSTON GROUP,1309305,"£87,629.58"
Ministry of Justice,HMCS,13-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1309130,"£39,759.46"
Ministry of Justice,HMCS,13-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,MCDOWALL AIR CONDITIONING (UK) LTD,1309310,"£32,515.78"
Ministry of Justice,HMCS,13-Aug-10,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1309330,"£91,945.72"
Ministry of Justice,HMCS,13-Aug-10,DZ999-South West Region,263000-Other Contracted Out Services,COMPASS SERVICES UK & IRELAND LTD,174346,"£33,234.88"
Ministry of Justice,HMCS,13-Aug-10,DZ999-South West Region,262000-SCA Costs,SERVICES SUPPORT (AVON & SOMERSET) LTD,1309426,"£772,668.41"
Ministry of Justice,HMCS,13-Aug-10,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1309363,"£93,602.34"
Ministry of Justice,HMCS,13-Aug-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1309329,"£450,017.84"
Ministry of Justice,HMCS,13-Aug-10,FZ999-Midlands Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1309405,"£254,053.78"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1309347,"£141,225.00"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,222002-Other Property Costs,MITIE SECURITY LTD,1309329,"£437,407.74"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1309122,"£66,048.21"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,532000-Tangible GBV - Additions,ISG REGIONS LTD,1309239,"£713,593.95"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,262000-SCA Costs,UK COURT SERVICES LTD,1309497,"£534,352.67"
Ministry of Justice,HMCS,13-Aug-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HMRC,1309212,"£25,967.60"
Ministry of Justice,HMCS,13-Aug-10,HZ999-North East and Yorkshire,222002-Other Property Costs,MITIE SECURITY LTD,1309329,"£420,351.73"
Ministry of Justice,Tribunals,13-Aug-10,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1041275,"£1,000,459.06"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,246000-Current Grants,OFFICE FOR LEGAL COMPLAINTS,1027542,"£1,750,000.00"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1027489,"£90,886.18"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,DEPARTMENT FOR WORK & PENSIONS (DWP),1027464,"£87,000.00"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1027442,"£48,087.02"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1027443,"£27,171.88"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027517,"£190,310.33"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027517,"£116,199.25"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1027517,"£127,335.87"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,EASYNET LTD,1027470,"£45,237.50"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1027514,"£76,734.47"
Ministry of Justice,MoJ HQ,16-Aug-10,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1027514,"£48,480.42"
Ministry of Justice,HMCS,17-Aug-10,AR999-HMCS Central Budgets,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1311279,"£4,816,998.92"
Ministry of Justice,MoJ HQ,17-Aug-10,ZZ900-MoJ HQ,246000-Current Grants,CRIMINAL CASES REVIEW COMMISSION,6194,"£480,000.00"
Ministry of Justice,Tribunals,17-Aug-10,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1041529,"£1,331,110.52"
Ministry of Justice,Tribunals,17-Aug-10,TR200-Regional South,221000-Property Rent and Rates,DTZ DEBENHAM TIE LEUNG,1041486,"£32,167.76"
Ministry of Justice,Tribunals,17-Aug-10,TR190-Regional North,221000-Property Rent and Rates,HMRC,1041515,"£30,298.38"
Ministry of Justice,Tribunals,17-Aug-10,TR140-Finance & Resources (Estates),221000-Property Rent and Rates,HMRC,1041515,"£367,118.21"
Ministry of Justice,Tribunals,17-Aug-10,TR190-Regional North,221000-Property Rent and Rates,SERIOUS ORGANISED CRIME AGENCY,1041591,"£26,000.00"
Ministry of Justice,HMCS,18-Aug-10,AU999-National Taxing Teams,226000-Court Costs,CLARKE WILLMOTT,1314026,"£25,638.03"
Ministry of Justice,HMCS,18-Aug-10,AV324-CP Change Management DARTS,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1313892,"£51,738.78"
Ministry of Justice,HMCS,18-Aug-10,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1314434,"£68,438.80"
Ministry of Justice,HMCS,18-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,GEOFFREY OSBORNE LTD,1314174,"£58,912.78"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1313901,"£26,454.07"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1313901,"£45,498.37"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1314433,"£41,321.37"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1314465,"£37,962.66"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1314465,"£45,058.35"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1313986,"£78,187.25"
Ministry of Justice,HMCS,18-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1313986,"£27,759.35"
Ministry of Justice,HMCS,18-Aug-10,DZ999-South West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1313966,"£31,396.14"
Ministry of Justice,HMCS,18-Aug-10,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1314422,"£48,960.31"
Ministry of Justice,HMCS,18-Aug-10,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,HAMPSHIRE COUNTY COUNCIL,1314216,"£117,123.94"
Ministry of Justice,HMCS,18-Aug-10,FZ999-Midlands Region,263000-Other Contracted Out Services,AVENANCE,1313894,"£37,053.58"
Ministry of Justice,HMCS,18-Aug-10,FZ999-Midlands Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1313966,"£25,635.68"
Ministry of Justice,HMCS,18-Aug-10,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1314126,"£124,107.11"
Ministry of Justice,HMCS,18-Aug-10,FZ999-Midlands Region,532000-Tangible GBV - Additions,BODILL & SONS (CONTRACTORS) LTD,1313952,"£145,303.02"
Ministry of Justice,HMCS,18-Aug-10,GZ999-North West Region,263000-Other Contracted Out Services,ARAMARK LTD,1313880,"£41,020.79"
Ministry of Justice,HMCS,18-Aug-10,GZ999-North West Region,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1314569,"£57,503.10"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,263000-Other Contracted Out Services,ARAMARK LTD,1313880,"£25,258.86"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1313901,"£53,487.45"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1313901,"£53,487.45"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1313901,"£46,303.32"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1313966,"£32,324.36"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1314568,"£53,941.21"
Ministry of Justice,HMCS,18-Aug-10,HZ999-North East and Yorkshire,262000-SCA Costs,PALECASTLE LTD,1314496,"£104,851.61"
Ministry of Justice,MoJ HQ,18-Aug-10,ZZ900-MoJ HQ,710600-Creditor < 1 year - Payable to Consolidated Fund,HM TREASURY - CFER PAYOVER,1475,"£93,805.30"
Ministry of Justice,MoJ HQ,18-Aug-10,ZZ900-MoJ HQ,710600-Creditor < 1 year - Payable to Consolidated Fund,HM TREASURY - CFER PAYOVER,1476,"£14,671,770.96"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS BIRKETTS LLP#DX 5230,175532,"£25,930.69"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS GEORGE HAWKS#TA11 7EL,175627,"£25,263.83"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS LAWTONS SOLICITORS#DX 5908,175700,"£25,177.97"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS STRATFORDS SOLICITORS#B14 7QA,175807,"£34,836.01"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MR A COHEN#DX 68,175918,"£28,044.72"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,AP LAW#DX 34001,1314804,"£44,834.64"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1314833,"£81,951.02"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CRIMINAL DEFENCE SOLICITORS#DX 442,1314896,"£28,621.15"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS CHABRA CASS#DX 35363,175556,"£113,499.36"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CHRISTIAN KHAN#DX 35737,175561,"£77,726.25"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS OVER TAYLOR BIGGS#DX 300350,175750,"£28,782.97"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS SHAH SOLICITORS#DX 5618,175784,"£26,496.25"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,1314833,"£39,294.23"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ABBEY SOLICITORS#DX28612,1314852,"£67,074.28"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS BURTON COPELAND LLP#DX 14362,1314881,"£135,378.53"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS EDWARD HAYES#DX 30307,1314908,"£36,028.37"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MACLAVERTY COOPER ATKINS#DX 31500,1314968,"£38,845.88"
Ministry of Justice,HMCS,19-Aug-10,AU999-National Taxing Teams,226000-Court Costs,MESSRS PETERS & PETERS#DX 407,1314997,"£174,785.10"
Ministry of Justice,HMCS,19-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,177632,"£48,114.19"
Ministry of Justice,HMCS,19-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,178654,"£28,285.82"
