DEPARTMENT FAMILY,ENTITY,DATE,EXPENSE_AREA,EXPENSE_TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HMCS,25-Aug-10,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1320424,"£81,840.34"
Ministry of Justice,HMCS,25-Aug-10,CZ999-South East Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1320435,"£25,829.06"
Ministry of Justice,HMCS,25-Aug-10,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1320499,"£26,303.41"
Ministry of Justice,HMCS,25-Aug-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,I ELLINSON & CO,180820,"£71,879.56"
Ministry of Justice,HMCS,25-Aug-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,AYLESBURY CONSERVATIVES,1320375,"£38,750.00"
Ministry of Justice,HMCS,25-Aug-10,DZ999-South West Region,222001-Maintenance,METALRAX STORAGE,1320829,"£45,546.71"
Ministry of Justice,HMCS,25-Aug-10,DZ999-South West Region,222001-Maintenance,METALRAX STORAGE,1320829,"£84,930.25"
Ministry of Justice,HMCS,25-Aug-10,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1320839,"£91,945.72"
Ministry of Justice,HMCS,25-Aug-10,EZ999-Wales Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1320424,"£37,525.96"
Ministry of Justice,HMCS,25-Aug-10,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1320838,"£189,494.41"
Ministry of Justice,HMCS,25-Aug-10,EZ999-Wales Region,222001-Maintenance,WYG MANAGEMENT SERVICES LTD,1321167,"£35,250.00"
Ministry of Justice,HMCS,25-Aug-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1320838,"£30,843.74"
Ministry of Justice,HMCS,25-Aug-10,FZ999-Midlands Region,262000-SCA Costs,DERBYSHIRE COURTS LTD,1320533,"£474,799.83"
Ministry of Justice,HMCS,25-Aug-10,GZ999-North West Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1320424,"£25,024.31"
Ministry of Justice,HMCS,25-Aug-10,GZ999-North West Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1320435,"£32,139.70"
Ministry of Justice,HMCS,25-Aug-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1320753,"£116,932.29"
Ministry of Justice,HMCS,25-Aug-10,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE RICHARD ELLIS,1320466,"£99,286.48"
Ministry of Justice,HMCS,25-Aug-10,IZ999-RCJ Group,532000-Tangible GBV - Additions,STRUCTURE TONE LTD,1321045,"£256,628.60"
Ministry of Justice,HMCS,25-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,T OSMANI & CO SOLICITORS#200603541-C5,180843,"£54,994.07"
Ministry of Justice,HMCS,25-Aug-10,IZ999-RCJ Group,222002-Other Property Costs,VICTORIA MEDICAL & GENERAL CLEANING SERVICES LTD,1321108,"£65,716.73"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,181374,"£25,772.46"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,182828,"£56,035.10"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,184001,"£44,070.43"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,184648,"£25,392.71"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,184750,"£26,366.98"
Ministry of Justice,HMCS,26-Aug-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,184759,"£37,070.90"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6196,"£23,400,000.00"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,246000-Current Grants,STAFFORDSHIRE COUNTY COUNCIL,1028307,"£182,523.33"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1028194,"£26,928.53"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£30,158.34"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£94,787.25"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£34,341.73"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£43,083.34"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£25,439.93"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£35,385.13"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1028219,"£165,792.50"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£29,612.48"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£55,229.21"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£151,755.66"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£469,691.87"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£409,573.86"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1028177,"£586,716.28"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1028230,"£29,603.15"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,HP ENTERPRISE SERVICES UK LTD,1028237,"£38,814.17"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1028257,"£28,631.93"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,LONDON SCHOOL OF ECONOMICS,1028259,"£47,379.06"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,246000-Current Grants,THE CROWN PROSECUTION SERVICE (CPS),1028312,"£215,000.00"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,212001-Agency staff,LONDON ECONOMICS LTD,1028258,"£35,250.00"
Ministry of Justice,MoJ HQ,26-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,LSE ENTERPRISE LTD,1028261,"£26,966.25"
Ministry of Justice,HMCS,27-Aug-10,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1322780,"£72,619.70"
Ministry of Justice,HMCS,27-Aug-10,AB999-Court Improvement Directorate,265000-IT & Telecommunications,LOGICA UK LTD,1322780,"£193,651.75"
Ministry of Justice,HMCS,27-Aug-10,AG999-Estates Directorate HMCS HQ,222002-Other Property Costs,BEACHCROFT,1322541,"£71,958.61"
Ministry of Justice,HMCS,27-Aug-10,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1322824,"£68,438.80"
Ministry of Justice,HMCS,27-Aug-10,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1322851,"£107,224.26"
Ministry of Justice,HMCS,27-Aug-10,BZ999-London Region,532000-Tangible GBV - Additions,METSHAPE LTD,1322814,"£72,729.61"
Ministry of Justice,HMCS,27-Aug-10,CZ999-South East Region,263000-Other Contracted Out Services,EUREST SERVICES,1322670,"£32,819.70"
Ministry of Justice,HMCS,27-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1322689,"£388,621.85"
Ministry of Justice,HMCS,27-Aug-10,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1322689,"£440,378.87"
Ministry of Justice,HMCS,27-Aug-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,HMRC,1322725,"£50,249.20"
Ministry of Justice,HMCS,27-Aug-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1322949,"£35,207.41"
Ministry of Justice,HMCS,27-Aug-10,DZ999-South West Region,222001-Maintenance,ATKINS,1322529,"£115,808.12"
Ministry of Justice,HMCS,27-Aug-10,DZ999-South West Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1322850,"£37,968.28"
Ministry of Justice,HMCS,27-Aug-10,EZ999-Wales Region,532000-Tangible GBV - Additions,WATES CONSTRUCTION LTD,1323000,"£92,070.65"
Ministry of Justice,HMCS,27-Aug-10,FZ999-Midlands Region,222001-Maintenance,DH FATHERS LTD,1322647,"£62,789.74"
Ministry of Justice,HMCS,27-Aug-10,FZ999-Midlands Region,222001-Maintenance,EC HARRIS LLP,1322661,"£94,536.06"
Ministry of Justice,HMCS,27-Aug-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1322998,"£647,948.00"
Ministry of Justice,HMCS,27-Aug-10,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WARWICKSHIRE POLICE AUTHORITY,1322998,"£579,596.00"
Ministry of Justice,HMCS,27-Aug-10,FZ999-Midlands Region,262000-SCA Costs,H & W COURTS LIMITED,1322711,"£550,178.07"
Ministry of Justice,HMCS,27-Aug-10,GZ999-North West Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1322534,"£41,305.58"
Ministry of Justice,HMCS,27-Aug-10,HZ999-North East and Yorkshire,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1323024,"£25,151.52"
Ministry of Justice,HMCS,27-Aug-10,IZ999-RCJ Group,234000-Profit/Loss on Disposal of Fixed Assets,DEVELOPMENT PLANNING PARTNERSHIP,1322646,"£32,312.50"
Ministry of Justice,HMCS,27-Aug-10,IZ999-RCJ Group,262000-SCA Costs,IRON MOUNTAIN UK LTD,1322735,"£184,383.63"
Ministry of Justice,Tribunals,27-Aug-10,TR120-Corporate,222002-Other Property Costs,MACLELLAN INTERNATIONAL LTD,1043474,"£29,857.56"
Ministry of Justice,Tribunals,27-Aug-10,TR120-Corporate,222002-Other Property Costs,REGENT OFFICE CARE LTD,1043522,"£27,683.16"
Ministry of Justice,HMCS,31-Aug-10,IZ999-RCJ Group,311200-Criminal Legal Aid,KINGSLEY NAPLEY#GB37170521,185277,"£103,502.49"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,264000-Consultancy,CAPGEMINI UK PLC,1028387,"£52,140.63"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1028416,"£131,557.38"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1028416,"£197,336.08"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1028417,"£131,557.38"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222002-Other Property Costs,HMRC,1028417,"£197,336.08"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1028481,"£52,418.02"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1028365,"£27,567.06"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1028436,"£88,976.73"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1028506,"£204,328.87"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1028436,"£49,743.63"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1028382,"£80,119.35"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1028382,"£41,253.66"
Ministry of Justice,MoJ HQ,31-Aug-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,THE VIEWPOINT ORGANISATION LTD,1028485,"£25,027.50"
Ministry of Justice,Tribunals,31-Aug-10,TR200-Regional South,222001-Maintenance,OASIS AIR CONDITIONING (MIDLANDS) LTD,1043629,"£60,901.43"
Ministry of Justice,HMCS,31-Aug-10,WW000-Balance Sheet,611000-Debtors <1 year - Other Debtors,DTZ DEBENHAM TIE LEUNG,1323926,"£75,021.91"
