UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC33832,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,251.20",33832
MODGPC33833,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,022.20",33833
MODGPC33834,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,955.35",33834
MODGPC33835,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł937.44,33835
MODGPC33836,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,322.28",33836
MODGPC33837,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,834.12",33837
MODGPC33838,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,268.15",33838
MODGPC33839,12-Jun-12,General Retail and Wholesale       , FLOOR COVERING STORES,"Ł5,992.22",33839
MODGPC33840,11-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł1,581.72",33840
MODGPC33841,06-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,Ł998.40,33841
MODGPC33842,06-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,Ł900.00,33842
MODGPC33843,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,478.28",33843
MODGPC33844,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,291.40",33844
MODGPC33845,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł9,355.66",33845
MODGPC33846,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł6,065.38",33846
MODGPC33847,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł820.91,33847
MODGPC33848,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł5,823.60",33848
MODGPC33849,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,817.04",33849
MODGPC33850,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,048.71",33850
MODGPC33851,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł642.82,33851
MODGPC33852,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,696.36",33852
MODGPC33853,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł21,878.52",33853
MODGPC33854,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,719.60",33854
MODGPC33855,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł7,992.00",33855
MODGPC33856,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,322.80",33856
MODGPC33857,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,010.40",33857
MODGPC33858,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł666.24,33858
MODGPC33859,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł3,762.72",33859
MODGPC33860,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,635.33",33860
MODGPC33861,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł514.51,33861
MODGPC33862,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,336.90",33862
MODGPC33863,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł857.52,33863
MODGPC33864,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł14,428.80",33864
MODGPC33865,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł4,475.04",33865
MODGPC33866,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł756.89,33866
MODGPC33867,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł2,928.00",33867
MODGPC33868,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł875.88,33868
MODGPC33869,11-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł675.98,33869
MODGPC33870,11-Jun-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",Ł675.00,33870
MODGPC33871,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł3,672.81",33871
MODGPC33872,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł4,639.44",33872
MODGPC33873,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł680.22,33873
MODGPC33874,12-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"Ł1,088.35",33874
MODGPC33875,07-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"Ł2,398.63",33875
MODGPC33876,13-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"Ł6,592.22",33876
MODGPC33877,13-Jun-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"Ł2,075.00",33877
MODGPC33878,07-Jun-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,Ł598.96,33878
MODGPC33879,11-Jun-12,General Retail and Wholesale       , FLOOR COVERING STORES,Ł571.94,33879
MODGPC33880,01-Jun-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł628.54,33880
